Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Лукас Фассон;Локомотив Москва;229;96;З ЛЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;56.00;88 %;-;-;-;-;8.00;63 %;4.00;75 %;1.00;0 %;2.00;0 %;-;-;5.00;1.00;-;10.00;-;-;15.00;73 %;10.00;70 %;5.00;80 %;8.00;63 %;1.00;100 %;-;-;3.00;67 %;7.00;4.00;1;1.00;-;-;82.00;71.00;87 %;-;-;-;-;-;-;-;-;1.32;0.87;0.45;-;-;49.00;-;-;5.00;3.00;-;-;-;11.00;7.00;4.00;5.00;1.00;-;2.00
Аббосбек Файзуллаев;ЦСКА Москва;276;96;АП ЛЦ;-;-;1.00;-;0 %;-;4.00;1.00;-;-;1.00;-;-;4.00;1.00;0.25;47.00;85 %;2.00;0 %;-;-;7.00;57 %;1.00;0 %;-;-;3.00;33 %;6.00;83 %;9.00;2.00;5.00;3.00;2.00;4.00;24.00;46 %;8.00;38 %;16.00;50 %;5.00;20 %;4.00;75 %;2.00;100 %;5.00;60 %;3.00;5.00;1;1.00;-;-;92.00;64.00;70 %;25 %;2.00;1.00;-;0.18;0.06;-;0.00;1.14;0.64;0.50;-;-;40.00;-;-;4.00;-;-;1.00;5.00;11.00;3.00;8.00;1.00;3.00;2.00;3.00
Батчи;ФК Краснодар;235;96;АП Л;-;-;1.00;-;0 %;1.00;1.00;3.00;-;-;1.00;-;1.00;2.00;2.00;0.05;17.00;88 %;-;-;-;-;4.00;75 %;1.00;0 %;-;-;3.00;67 %;-;-;4.00;1.00;3.00;-;-;3.00;14.00;21 %;4.00;0 %;10.00;30 %;2.00;0 %;4.00;75 %;-;-;2.00;0 %;1.00;3.00;1;1.00;1.00;-;44.00;28.00;64 %;100 %;-;-;-;0.09;0.03;-;0.00;1.94;0.66;1.28;-;-;15.00;-;-;3.00;-;-;2.00;-;3.00;-;3.00;-;3.00;-;-
Милан Гайич;ЦСКА Москва;233;96;ЗП Л;-;1.00;-;-;-;1.00;-;1.00;-;-;-;-;-;1.00;-;0.10;55.00;87 %;-;-;2.00;0 %;4.00;75 %;-;-;-;-;2.00;100 %;4.00;25 %;5.00;1.00;-;1.00;-;3.00;7.00;29 %;2.00;50 %;5.00;20 %;2.00;50 %;3.00;0 %;1.00;0 %;1.00;100 %;3.00;7.00;1;1.00;-;-;76.00;63.00;83 %;0 %;1.00;-;-;0.16;0.10;-;0.00;1.14;0.64;0.50;-;-;48.00;-;-;3.00;-;-;2.00;1.00;2.00;1.00;1.00;1.00;-;-;1.00
Натан Баба Гассама;Балтика;232;96;З ЛЦ;-;-;-;-;-;-;4.00;-;-;-;1.00;-;-;-;-;-;52.00;81 %;-;-;1.00;0 %;13.00;69 %;6.00;50 %;2.00;50 %;7.00;86 %;3.00;33 %;3.00;1.00;-;5.00;1.00;1.00;16.00;88 %;15.00;87 %;1.00;100 %;9.00;100 %;1.00;100 %;-;-;2.00;100 %;5.00;7.00;1;1.00;-;-;82.00;70.00;85 %;-;-;-;-;-;-;-;-;0.64;1.14;-0.50;-;-;42.00;-;-;9.00;3.00;1.00;6.00;1.00;14.00;13.00;1.00;9.00;1.00;-;2.00
Кирилл Гоцук;Пари Нижний Новгород;185;96;З Ц;-;-;-;-;-;-;3.00;-;-;2.00;1.00;-;-;-;-;-;37.00;76 %;-;-;-;-;13.00;46 %;7.00;29 %;3.00;0 %;7.00;43 %;2.00;0 %;7.00;-;-;10.00;2.00;1.00;25.00;52 %;23.00;52 %;2.00;50 %;11.00;55 %;-;-;-;-;8.00;63 %;12.00;10.00;1;1.00;-;-;87.00;66.00;76 %;-;-;-;-;-;-;-;-;0.87;1.32;-0.45;-;-;28.00;-;-;6.00;2.00;-;3.00;-;13.00;12.00;1.00;6.00;-;-;5.00
Никита Каккоев;Пари Нижний Новгород;212;96;З ПЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;45.00;84 %;-;-;-;-;14.00;64 %;4.00;25 %;-;-;9.00;56 %;3.00;67 %;6.00;1.00;-;6.00;-;3.00;6.00;83 %;6.00;83 %;-;-;3.00;67 %;-;-;-;-;1.00;100 %;2.00;4.00;1;1.00;-;-;61.00;53.00;87 %;-;-;-;-;-;-;-;-;0.87;1.32;-0.45;0.25;0.25;38.00;-;-;9.00;1.00;-;5.00;2.00;5.00;5.00;-;2.00;-;-;1.00
Николай Калинский;Пари Нижний Новгород;208;96;П ПЦ;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;3.00;1.00;0.13;56.00;91 %;1.00;100 %;1.00;100 %;13.00;85 %;2.00;0 %;1.00;0 %;9.00;67 %;8.00;63 %;5.00;-;-;11.00;1.00;2.00;11.00;36 %;8.00;38 %;3.00;33 %;5.00;40 %;-;-;-;-;4.00;50 %;9.00;8.00;1;1.00;-;-;89.00;75.00;84 %;33 %;2.00;-;-;0.58;0.04;-;0.00;0.87;1.32;-0.45;0.04;0.04;51.00;1.00;1.00;11.00;-;-;6.00;5.00;4.00;3.00;1.00;2.00;-;-;2.00
Артём Карпукас;Локомотив Москва;240;96;ЗП ЛЦ;-;-;-;-;-;-;1.00;3.00;-;-;1.00;-;-;-;-;-;40.00;90 %;1.00;0 %;1.00;0 %;4.00;75 %;-;-;-;-;2.00;50 %;2.00;0 %;3.00;-;-;5.00;1.00;1.00;23.00;61 %;11.00;55 %;12.00;67 %;5.00;60 %;6.00;83 %;5.00;80 %;6.00;67 %;5.00;5.00;1;1.00;-;-;74.00;61.00;82 %;-;-;-;-;-;-;-;-;1.32;0.87;0.45;0.01;0.01;36.00;-;-;3.00;-;-;1.00;-;14.00;6.00;8.00;3.00;5.00;4.00;4.00
Мамаду Майга;Пари Нижний Новгород;240;96;ЗП Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.01;51.00;86 %;-;-;-;-;6.00;67 %;1.00;100 %;-;-;6.00;83 %;1.00;0 %;3.00;-;-;7.00;-;-;14.00;71 %;9.00;67 %;5.00;80 %;2.00;100 %;3.00;67 %;-;-;4.00;50 %;8.00;5.00;1;1.00;-;-;79.00;67.00;85 %;0 %;-;1.00;-;0.01;0.01;-;0.00;0.87;1.32;-0.45;0.05;0.05;44.00;-;-;4.00;1.00;-;5.00;-;10.00;6.00;4.00;2.00;2.00;-;2.00
Евгений Морозов;Локомотив Москва;225;96;З ПЦ;-;-;1.00;-;0 %;-;3.00;1.00;-;1.00;-;-;-;2.00;-;0.52;66.00;94 %;-;-;-;-;16.00;88 %;8.00;88 %;2.00;50 %;5.00;80 %;1.00;0 %;3.00;1.00;-;6.00;-;-;12.00;50 %;9.00;56 %;3.00;33 %;2.00;50 %;1.00;0 %;1.00;0 %;1.00;100 %;7.00;7.00;1;1.00;-;-;95.00;83.00;87 %;0 %;2.00;-;-;-;0.26;-;0.00;1.32;0.87;0.45;-;-;62.00;-;-;14.00;7.00;1.00;4.00;-;6.00;5.00;1.00;1.00;-;-;1.00
Максим Мухин;ЦСКА Москва;220;96;З ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;1.00;-;0.03;54.00;87 %;-;-;1.00;0 %;10.00;90 %;4.00;75 %;-;-;9.00;89 %;1.00;0 %;3.00;1.00;1.00;6.00;1.00;3.00;21.00;62 %;15.00;53 %;6.00;83 %;4.00;50 %;5.00;80 %;-;-;3.00;67 %;7.00;4.00;1;1.00;-;-;91.00;74.00;81 %;0 %;1.00;-;-;0.05;0.03;-;0.00;1.14;0.64;0.50;-;-;47.00;-;-;9.00;3.00;-;8.00;-;13.00;8.00;5.00;2.00;4.00;-;2.00
Максим Ненахов;Локомотив Москва;226;96;З П;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;1.00;-;0.05;87.00;91 %;1.00;0 %;2.00;0 %;14.00;79 %;1.00;100 %;-;-;10.00;90 %;4.00;75 %;5.00;1.00;1.00;7.00;2.00;4.00;16.00;44 %;14.00;50 %;2.00;0 %;3.00;33 %;-;-;-;-;7.00;57 %;2.00;8.00;1;1.00;-;-;119.00;100.00;84 %;0 %;-;1.00;-;0.19;0.05;-;0.00;1.32;0.87;0.45;0.47;0.47;79.00;-;-;11.00;1.00;-;9.00;3.00;7.00;7.00;-;1.00;-;-;4.00
Александр Осипов;Балтика;180;96;ЗП Ц;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;-;-;-;54.00;76 %;-;-;-;-;13.00;54 %;3.00;100 %;-;-;7.00;57 %;1.00;0 %;9.00;4.00;-;7.00;4.00;-;17.00;53 %;11.00;27 %;6.00;100 %;9.00;78 %;-;-;-;-;1.00;0 %;6.00;13.00;1;1.00;-;-;90.00;69.00;77 %;-;-;-;-;-;-;-;-;0.64;1.14;-0.50;-;-;41.00;-;-;7.00;3.00;-;4.00;-;9.00;3.00;6.00;7.00;-;-;-
Иван Остоич;Балтика;202;96;З Ц;-;-;-;-;-;-;1.00;-;1.00;1.00;1.00;-;-;-;-;-;43.00;91 %;-;-;-;-;7.00;86 %;-;-;-;-;2.00;100 %;-;-;4.00;1.00;-;10.00;-;-;16.00;63 %;13.00;69 %;3.00;33 %;12.00;67 %;-;-;-;-;1.00;0 %;12.00;4.00;1;1.00;-;-;75.00;65.00;87 %;-;-;-;-;-;-;-;-;0.64;1.14;-0.50;-;-;39.00;-;-;6.00;-;-;2.00;-;10.00;9.00;1.00;8.00;-;-;-
Никола Радмановац;Балтика;251;96;З ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;55.00;96 %;-;-;-;-;10.00;90 %;5.00;100 %;1.00;100 %;4.00;100 %;-;-;-;-;-;10.00;-;-;12.00;83 %;11.00;91 %;1.00;0 %;6.00;100 %;1.00;0 %;-;-;3.00;100 %;12.00;3.00;1;1.00;-;-;83.00;78.00;94 %;0 %;1.00;-;-;0.30;0.02;-;0.00;0.64;1.14;-0.50;-;-;53.00;-;-;9.00;5.00;1.00;4.00;-;10.00;10.00;-;6.00;-;-;3.00
Александр Сильянов;Локомотив Москва;245;96;ЗЛ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;51.00;90 %;-;-;1.00;100 %;10.00;70 %;3.00;67 %;-;-;5.00;80 %;2.00;100 %;2.00;-;-;7.00;-;4.00;15.00;60 %;6.00;67 %;9.00;56 %;6.00;67 %;6.00;33 %;3.00;33 %;1.00;100 %;5.00;8.00;1;1.00;-;-;83.00;72.00;87 %;-;-;-;-;0.40;-;-;-;1.32;0.87;0.45;-;-;46.00;-;1.00;7.00;2.00;-;4.00;2.00;9.00;4.00;5.00;4.00;2.00;1.00;1.00
Келвен Дуглас Силва Оливейра;ЦСКА Москва;259;96;ЗП П;-;-;-;-;-;2.00;-;-;-;-;-;-;-;1.00;1.00;0.08;65.00;80 %;2.00;100 %;7.00;57 %;7.00;86 %;4.00;75 %;1.00;100 %;5.00;80 %;11.00;82 %;7.00;2.00;-;4.00;-;1.00;16.00;50 %;9.00;44 %;7.00;57 %;9.00;44 %;2.00;50 %;2.00;50 %;3.00;33 %;2.00;8.00;1;1.00;-;-;93.00;72.00;77 %;100 %;-;-;-;0.42;0.08;-;0.00;1.14;0.64;0.50;-;-;52.00;2.00;4.00;6.00;3.00;1.00;4.00;9.00;8.00;4.00;4.00;4.00;1.00;1.00;1.00
Саша Здьелар;ЦСКА Москва;212;96;ЗП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;2.00;-;0.03;50.00;92 %;-;-;-;-;12.00;83 %;2.00;100 %;-;-;7.00;71 %;2.00;50 %;4.00;1.00;-;7.00;3.00;3.00;7.00;43 %;3.00;33 %;4.00;50 %;4.00;0 %;-;-;-;-;-;-;9.00;8.00;1;1.00;-;-;79.00;69.00;87 %;0 %;2.00;-;-;0.18;0.01;-;0.00;1.14;0.64;0.50;0.02;0.02;46.00;-;-;10.00;2.00;-;5.00;1.00;3.00;1.00;2.00;-;-;-;-
Ираклий Квеквескири;Факел Воронеж;216;92;ЗП ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;38.00;71 %;-;-;-;-;9.00;67 %;1.00;100 %;-;-;8.00;63 %;3.00;67 %;5.00;2.00;1.00;5.00;3.00;1.00;12.00;67 %;6.00;67 %;6.00;67 %;3.00;100 %;2.00;50 %;-;-;3.00;67 %;9.00;9.00;1;1.00;1.00;-;71.00;55.00;77 %;-;-;-;-;0.02;-;-;-;1.47;0.82;0.65;-;-;27.00;-;-;6.00;1.00;-;5.00;2.00;8.00;4.00;4.00;3.00;1.00;-;2.00
Иван Обляков;ЦСКА Москва;225;90;ЗП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.02;49.00;80 %;1.00;0 %;-;-;12.00;58 %;2.00;50 %;-;-;8.00;75 %;1.00;100 %;8.00;2.00;1.00;4.00;1.00;1.00;7.00;57 %;-;-;7.00;57 %;3.00;33 %;2.00;50 %;2.00;50 %;-;-;6.00;7.00;1;1.00;1.00;-;72.00;57.00;79 %;0 %;1.00;-;-;-;0.02;-;0.00;1.13;0.31;0.82;0.04;0.04;39.00;-;-;7.00;1.00;-;6.00;1.00;4.00;-;4.00;1.00;1.00;1.00;-
Брайан Эзекуэль Мансилья;Оренбург;251;89;П Л;1.00;1.00;2.00;1.00;50 %;1.00;1.00;1.00;-;1.00;1.00;-;1.00;2.00;1.00;0.05;26.00;65 %;-;-;3.00;67 %;3.00;33 %;1.00;100 %;-;-;1.00;0 %;3.00;67 %;12.00;4.00;2.00;2.00;-;3.00;23.00;43 %;7.00;57 %;16.00;38 %;5.00;20 %;7.00;43 %;1.00;0 %;4.00;75 %;2.00;6.00;1;1.00;1.00;-;64.00;39.00;61 %;50 %;1.00;-;-;0.28;0.03;0.05;20.00;1.9;2.74;-1.65;-;-;17.00;-;2.00;1.00;1.00;-;-;2.00;10.00;4.00;6.00;1.00;3.00;-;3.00
Амар Рахманович;Крылья Советов;225;89;Ф ЛЦ;-;1.00;-;-;-;1.00;2.00;2.00;-;-;1.00;-;-;-;-;-;11.00;82 %;1.00;0 %;-;-;8.00;75 %;-;-;-;-;4.00;50 %;1.00;100 %;8.00;1.00;2.00;1.00;-;-;19.00;26 %;6.00;17 %;13.00;31 %;9.00;22 %;-;-;-;-;3.00;33 %;2.00;1.00;1;1.00;1.00;-;35.00;17.00;49 %;-;-;-;-;0.07;-;-;-;1.13;0.86;0.27;0.46;0.46;9.00;-;-;6.00;-;-;2.00;1.00;5.00;1.00;4.00;2.00;-;-;1.00
Максим Глушенков;Локомотив Москва;243;87;АП Ц;-;-;-;-;-;3.00;1.00;-;-;-;1.00;-;-;-;-;-;58.00;67 %;4.00;75 %;2.00;100 %;12.00;75 %;4.00;75 %;-;-;7.00;57 %;10.00;40 %;18.00;1.00;1.00;2.00;2.00;6.00;17.00;41 %;3.00;0 %;14.00;50 %;2.00;50 %;8.00;75 %;6.00;83 %;-;-;-;5.00;1;1.00;1.00;-;87.00;57.00;66 %;-;-;-;-;0.21;-;-;-;1.28;0.87;0.41;-;-;39.00;3.00;2.00;9.00;3.00;-;4.00;4.00;7.00;-;7.00;1.00;6.00;5.00;-
Александр Мартынович;Рубин Казань;204;87;З ПЦ;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;-;-;-;56.00;89 %;-;-;1.00;0 %;12.00;75 %;2.00;100 %;-;-;5.00;100 %;1.00;0 %;2.00;-;-;6.00;1.00;2.00;10.00;80 %;7.00;71 %;3.00;100 %;4.00;100 %;-;-;-;-;1.00;0 %;3.00;8.00;1;1.00;1.00;-;79.00;71.00;90 %;-;-;-;-;0.24;-;-;-;0.63;1.39;-0.76;-;-;50.00;-;-;9.00;2.00;-;5.00;-;8.00;5.00;3.00;4.00;-;-;-
Вячеслав Литвинов;Сочи;186;86;З ПЦ;-;-;-;-;-;-;2.00;1.00;-;1.00;1.00;-;-;-;-;-;30.00;73 %;-;-;-;-;4.00;25 %;3.00;67 %;1.00;0 %;3.00;33 %;-;-;5.00;1.00;-;4.00;-;1.00;13.00;62 %;11.00;64 %;2.00;50 %;10.00;60 %;-;-;-;-;-;-;6.00;7.00;1;1.00;1.00;-;58.00;45.00;78 %;-;-;-;-;0.25;-;-;-;0.82;1.47;-0.65;0.10;0.05;22.00;-;-;1.00;2.00;-;1.00;-;8.00;7.00;1.00;6.00;-;-;-
Кирилл Набабкин;ЦСКА Москва;251;84;З ЛЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;2.00;-;0.47;50.00;86 %;-;-;1.00;100 %;5.00;80 %;2.00;100 %;-;-;2.00;50 %;1.00;100 %;5.00;3.00;-;9.00;2.00;3.00;15.00;73 %;15.00;73 %;-;-;8.00;75 %;-;-;-;-;3.00;67 %;5.00;1.00;1;-;-;1.00;76.00;63.00;83 %;0 %;2.00;-;-;0.08;0.23;-;0.00;1.12;0.58;0.54;0.09;0.09;43.00;-;1.00;4.00;2.00;-;1.00;1.00;11.00;11.00;-;6.00;-;-;2.00
Иван Олейников;ФК Ахмат;198;84;АП Ц;-;-;-;-;-;-;3.00;1.00;-;1.00;-;-;-;-;-;-;24.00;71 %;1.00;0 %;-;-;9.00;67 %;-;-;-;-;7.00;71 %;1.00;0 %;7.00;3.00;1.00;3.00;1.00;2.00;15.00;33 %;7.00;57 %;8.00;13 %;2.00;50 %;2.00;0 %;1.00;0 %;4.00;50 %;6.00;6.00;1;1.00;1.00;-;54.00;36.00;67 %;-;-;-;-;-;-;-;-;0.74;1.42;-0.68;-;-;17.00;-;-;6.00;-;-;5.00;-;5.00;4.00;1.00;1.00;-;-;2.00
Хорен Байрамян;Ростов;205;83;АП П;-;-;1.00;-;0 %;2.00;1.00;1.00;1.00;1.00;1.00;-;1.00;1.00;-;0.14;15.00;80 %;1.00;100 %;2.00;50 %;4.00;75 %;-;-;-;-;1.00;100 %;2.00;50 %;6.00;2.00;-;-;-;1.00;19.00;26 %;7.00;14 %;12.00;33 %;4.00;25 %;2.00;50 %;2.00;50 %;4.00;25 %;-;-;1;1.00;1.00;-;36.00;18.00;50 %;0 %;1.00;-;-;0.16;0.14;-;0.00;1.65;2.10;-0.45;-;-;12.00;1.00;1.00;3.00;-;-;1.00;1.00;5.00;1.00;4.00;1.00;1.00;1.00;1.00
Эрик Космин Бикфалви;Урал Екатеринбург;233;83;Ф ПЦ;-;1.00;1.00;-;0 %;2.00;-;1.00;-;-;-;-;-;1.00;1.00;0.30;19.00;74 %;3.00;67 %;-;-;5.00;40 %;1.00;0 %;-;-;2.00;50 %;1.00;100 %;12.00;1.00;-;1.00;-;2.00;29.00;31 %;7.00;14 %;22.00;36 %;15.00;33 %;1.00;0 %;1.00;0 %;3.00;33 %;1.00;2.00;1;1.00;1.00;-;54.00;29.00;54 %;100 %;-;-;-;0.92;0.30;-;0.00;2.10;1.65;0.45;-;-;14.00;2.00;-;2.00;-;-;1.00;1.00;9.00;1.00;8.00;5.00;-;-;1.00
Бенхамин Антонио Гарре;Крылья Советов;261;83;Ф ПЦ;1.00;-;1.00;1.00;100 %;-;-;2.00;-;-;1.00;-;-;2.00;2.00;0.22;28.00;68 %;-;-;2.00;0 %;2.00;50 %;1.00;0 %;1.00;0 %;3.00;33 %;4.00;50 %;9.00;5.00;-;1.00;-;4.00;20.00;25 %;7.00;29 %;13.00;23 %;-;-;5.00;40 %;3.00;67 %;5.00;20 %;1.00;4.00;1;1.00;1.00;-;59.00;35.00;59 %;100 %;-;-;-;-;0.11;0.22;4.55;1.13;0.86;0.27;-;-;19.00;-;-;1.00;-;-;1.00;2.00;5.00;2.00;3.00;-;2.00;2.00;1.00
Максим Витюгов;Крылья Советов;219;83;ЗП ЛЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;-;-;-;18.00;72 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;1.00;100 %;1.00;-;-;1.00;-;-;12.00;50 %;10.00;50 %;2.00;50 %;2.00;50 %;-;-;-;-;5.00;60 %;6.00;7.00;1;1.00;1.00;-;43.00;32.00;74 %;-;-;-;-;-;-;-;-;1.13;0.86;0.27;-;-;13.00;-;-;2.00;-;-;-;1.00;6.00;5.00;1.00;1.00;-;-;3.00
Дмитрий Воробьёв;Оренбург;254;83;Ф Ц;1.00;1.00;1.00;1.00;100 %;1.00;3.00;-;-;-;-;-;-;1.00;1.00;0.16;12.00;75 %;1.00;100 %;-;-;4.00;50 %;-;-;-;-;1.00;100 %;1.00;0 %;9.00;1.00;2.00;-;-;2.00;18.00;33 %;5.00;40 %;13.00;31 %;4.00;25 %;3.00;33 %;2.00;0 %;2.00;50 %;2.00;3.00;1;1.00;1.00;-;41.00;24.00;59 %;100 %;-;-;-;0.53;0.16;0.16;6.25;1.9;2.66;-1.57;0.07;0.07;9.00;1.00;-;2.00;-;-;1.00;-;6.00;2.00;4.00;1.00;1.00;-;1.00
Виктор Алехандро Давила Савала;ЦСКА Москва;258;82;АП ПЦ;1.00;-;1.00;1.00;100 %;-;2.00;3.00;-;-;-;-;-;1.00;1.00;0.16;33.00;73 %;1.00;0 %;4.00;25 %;5.00;40 %;2.00;50 %;-;-;1.00;0 %;5.00;40 %;10.00;-;2.00;3.00;2.00;2.00;23.00;43 %;3.00;67 %;20.00;40 %;10.00;10 %;3.00;67 %;2.00;50 %;1.00;100 %;5.00;1.00;1;1.00;1.00;-;67.00;43.00;64 %;100 %;-;-;-;0.34;0.16;0.16;6.25;1.00;0.31;0.69;-;-;24.00;-;1.00;2.00;1.00;-;-;2.00;10.00;2.00;8.00;1.00;2.00;1.00;1.00
Тео Бонгонда;Спартак Москва;215;81;АП П;-;-;-;-;-;-;2.00;2.00;1.00;1.00;-;-;-;1.00;-;0.02;42.00;93 %;-;-;1.00;100 %;4.00;100 %;-;-;-;-;3.00;100 %;2.00;50 %;7.00;-;1.00;2.00;-;9.00;15.00;53 %;1.00;100 %;14.00;50 %;2.00;0 %;7.00;86 %;4.00;100 %;1.00;100 %;1.00;2.00;1;1.00;1.00;-;71.00;59.00;83 %;0 %;1.00;-;-;-;0.02;-;0.00;0.86;1.13;-0.27;0.02;0.02;39.00;-;1.00;4.00;-;-;3.00;1.00;8.00;1.00;7.00;-;6.00;4.00;1.00
Артём Дзюба;Локомотив Москва;193;81;Ф Ц;-;-;2.00;-;0 %;-;1.00;2.00;-;-;-;-;2.00;2.00;-;0.25;26.00;54 %;2.00;0 %;-;-;6.00;50 %;-;-;-;-;2.00;100 %;3.00;33 %;16.00;1.00;-;1.00;-;1.00;25.00;44 %;1.00;100 %;24.00;42 %;14.00;43 %;-;-;-;-;1.00;100 %;-;1.00;1;1.00;1.00;-;55.00;27.00;49 %;0 %;1.00;1.00;-;0.15;0.12;-;0.00;1.3;0.87;0.16;-;-;14.00;-;-;3.00;-;-;2.00;1.00;11.00;1.00;10.00;6.00;-;-;1.00
Даниил Хлусевич;Спартак Москва;218;81;ЗЛ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;1.00;-;0.05;50.00;78 %;-;-;4.00;0 %;9.00;56 %;-;-;-;-;4.00;75 %;7.00;43 %;8.00;1.00;-;7.00;3.00;-;13.00;46 %;10.00;40 %;3.00;67 %;3.00;67 %;2.00;100 %;1.00;100 %;2.00;50 %;6.00;7.00;1;1.00;1.00;-;77.00;58.00;75 %;0 %;1.00;-;-;0.09;0.05;-;0.00;0.86;1.13;-0.27;0.04;0.04;39.00;-;-;5.00;-;-;3.00;3.00;6.00;4.00;2.00;2.00;2.00;1.00;1.00
Клаудиньо;Зенит;258;81;АП ЛЦ;-;-;1.00;-;0 %;1.00;1.00;4.00;-;-;-;-;-;4.00;1.00;0.17;73.00;89 %;3.00;67 %;3.00;33 %;15.00;87 %;1.00;100 %;-;-;8.00;75 %;11.00;64 %;7.00;1.00;2.00;2.00;1.00;5.00;15.00;47 %;7.00;29 %;8.00;63 %;2.00;50 %;6.00;50 %;3.00;33 %;2.00;0 %;-;7.00;1;1.00;1.00;-;106.00;85.00;80 %;25 %;2.00;1.00;-;0.75;0.04;-;0.00;2.48;0.97;1.51;-;-;65.00;2.00;1.00;13.00;1.00;-;6.00;7.00;7.00;2.00;5.00;1.00;3.00;1.00;-
Илья Самошников;Локомотив Москва;226;81;АП П;-;-;2.00;-;0 %;-;-;1.00;-;-;-;-;-;2.00;-;0.21;33.00;82 %;1.00;0 %;1.00;0 %;7.00;71 %;-;-;-;-;3.00;67 %;4.00;50 %;4.00;1.00;-;2.00;1.00;2.00;10.00;80 %;7.00;71 %;3.00;100 %;4.00;100 %;-;-;-;-;3.00;100 %;3.00;2.00;1;1.00;1.00;-;52.00;42.00;81 %;0 %;2.00;-;-;0.10;0.10;-;0.00;1.3;0.87;0.16;-;-;27.00;-;-;5.00;-;-;2.00;2.00;8.00;5.00;3.00;4.00;-;-;3.00
Андрей Егорычев;Урал Екатеринбург;246;80;АП Ц;1.00;1.00;1.00;1.00;100 %;1.00;3.00;1.00;-;-;-;1.00;-;2.00;1.00;0.55;21.00;81 %;1.00;100 %;1.00;0 %;3.00;33 %;-;-;-;-;3.00;67 %;-;-;3.00;-;1.00;4.00;2.00;-;20.00;50 %;8.00;38 %;12.00;58 %;8.00;50 %;2.00;50 %;-;-;5.00;40 %;3.00;4.00;1;1.00;-;-;51.00;35.00;69 %;50 %;-;1.00;-;0.32;0.28;0.55;1.82;2.10;1.45;0.65;-;-;17.00;1.00;-;1.00;-;-;2.00;-;10.00;3.00;7.00;4.00;1.00;-;2.00
