Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Александр Ломовицкий;Рубин Казань;215;13;ЗП Л;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;6.00;50 %;1.00;100 %;1.00;100 %;1.00;0 %;-;-;-;-;-;-;-;-;2.00;1.00;-;-;-;-;2.00;50 %;2.00;50 %;-;-;1.00;0 %;-;-;-;-;-;-;2.00;1.00;1;-;-;1.00;12.00;8.00;67 %;-;-;-;-;0.38;-;-;-;0.38;-;0.38;-;-;3.00;1.00;1.00;-;-;-;-;-;1.00;1.00;-;-;-;-;-
Ду Кейрос;Зенит;210;13;П ЛЦ;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;12.00;100 %;1.00;100 %;-;-;2.00;100 %;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;1.00;1;-;-;1.00;14.00;14.00;100 %;-;-;-;-;-;-;-;-;0.16;0.06;0.10;-;-;12.00;1.00;-;2.00;-;-;-;1.00;1.00;1.00;-;-;-;-;-
Антон Заболотный;ЦСКА Москва;187;13;Ф Ц;-;-;1.00;-;0 %;-;-;1.00;-;-;-;-;1.00;1.00;-;0.09;5.00;60 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;-;1.00;1.00;-;1.00;5.00;40 %;-;-;5.00;40 %;2.00;50 %;-;-;-;-;-;-;-;3.00;1;-;-;1.00;16.00;9.00;56 %;0 %;-;1.00;-;-;0.09;-;0.00;0.57;0.45;0.12;-;-;3.00;-;-;-;-;-;-;-;2.00;-;2.00;1.00;-;-;-
Аслан Дудиев;Балтика;-;12;ЗП Л;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;3.00;33 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;3.00;100 %;2.00;100 %;1.00;100 %;-;-;1.00;100 %;1.00;100 %;1.00;100 %;1.00;1.00;1;-;-;1.00;8.00;6.00;75 %;-;-;-;-;-;-;-;-;-;0.16;-0.16;-;-;1.00;-;-;-;-;-;-;-;3.00;2.00;1.00;-;1.00;1.00;1.00
Ян Казаев;Балтика;183;12;Ф ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;40 %;-;-;-;-;2.00;0 %;-;-;-;-;1.00;0 %;1.00;0 %;4.00;-;-;-;-;1.00;6.00;33 %;1.00;0 %;5.00;40 %;1.00;0 %;-;-;-;-;-;-;-;1.00;1;-;-;1.00;13.00;6.00;46 %;-;-;-;-;-;-;-;-;-;0.16;-0.16;-;-;2.00;-;-;-;-;-;-;-;2.00;-;2.00;-;-;-;-
Вячеслав Литвинов;Сочи;-;12;З Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;100 %;-;-;-;-;1.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;4.00;4.00;100 %;-;-;-;-;-;-;-;-;0.06;0.16;-0.10;-;-;4.00;-;-;1.00;1.00;-;1.00;-;-;-;-;-;-;-;-
Артём Мещанинов;Сочи;-;12;З ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;1.00;1.00;0 %;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1;-;-;1.00;9.00;8.00;89 %;-;-;-;-;-;-;-;-;0.06;0.16;-0.10;-;-;7.00;-;-;1.00;-;-;2.00;-;-;-;-;-;-;-;-
Дмитрий Тихий;Пари Нижний Новгород;-;11;ЗП Л;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;3.00;67 %;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;1.00;-;-;-;-;1.00;2.00;0 %;1.00;0 %;1.00;0 %;-;-;-;-;-;-;1.00;0 %;-;-;1;-;-;1.00;6.00;3.00;50 %;-;-;-;-;0.11;-;-;-;0.11;0.21;-0.10;-;-;2.00;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-
Илья Жигулёв;Пари Нижний Новгород;-;11;П ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;-;-;1.00;0 %;-;-;1.00;-;-;1.00;-;-;3.00;0 %;2.00;0 %;1.00;0 %;1.00;0 %;-;-;-;-;1.00;0 %;1.00;-;1;-;-;1.00;6.00;2.00;33 %;-;-;-;-;-;-;-;-;0.11;0.21;-0.10;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Джастин Рауль Куэро Паласио;Оренбург;-;9;Ф Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;0.16;-;0.16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Михайло Баньяц;ФК Краснодар;-;8;АП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1;-;-;1.00;3.00;2.00;67 %;-;-;-;-;-;-;-;-;0.21;0.01;0.20;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Константин Кучаев;ЦСКА Москва;-;7;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;67 %;-;-;-;-;2.00;50 %;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;-;-;2.00;-;1;-;-;1.00;6.00;5.00;83 %;-;-;-;-;-;-;-;-;0.18;0.43;-0.25;-;-;2.00;-;-;1.00;-;-;1.00;-;1.00;1.00;-;-;-;-;-
Егор Филипенко;Урал Екатеринбург;182;6;З ЛЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;1.00;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;-;-;1.00;-;1;-;-;1.00;3.00;3.00;100 %;-;-;-;-;-;-;-;-;-;1.32;-1.32;-;-;1.00;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-;-;-
Вячеслав Грулёв;Динамо Москва;-;6;АП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;50 %;1.00;0 %;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;1.00;-;-;2.00;0 %;1.00;0 %;1.00;0 %;1.00;0 %;-;-;-;-;-;-;1.00;-;1;-;-;1.00;5.00;2.00;40 %;-;-;-;-;-;-;-;-;0.28;0.10;0.18;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Денис Терентьев;Ростов;187;6;ЗЛ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;3.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;1.00;-;-;3.00;67 %;2.00;50 %;1.00;100 %;1.00;100 %;-;-;-;-;2.00;50 %;-;-;1;-;-;1.00;7.00;6.00;86 %;-;-;-;-;-;-;-;-;0.01;0.21;-0.20;-;-;3.00;-;-;-;-;-;-;2.00;2.00;1.00;1.00;1.00;-;-;1.00
Дмитрий Иванисеня;Крылья Советов;170;5;ЗП ЛЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1;-;-;1.00;3.00;3.00;100 %;-;-;-;-;-;-;-;-;-;0.11;-0.11;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Александр Коваленко;Зенит;-;5;ЗП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;-;-;1.00;-;1;-;-;1.00;2.00;2.00;100 %;-;-;-;-;-;-;-;-;0.16;0.06;0.10;-;-;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-
Рустамжон Ашурматов;Рубин Казань;-;3;ЗП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
