Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Срджан Бабич;Спартак Москва;207;100;З ЛЦ;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;82.00;93 %;-;-;-;-;15.00;73 %;3.00;67 %;-;-;5.00;40 %;-;-;4.00;-;-;7.00;2.00;3.00;11.00;27 %;10.00;30 %;1.00;0 %;6.00;50 %;-;-;-;-;1.00;0 %;6.00;8.00;1;1.00;-;-;110.00;96.00;87 %;-;-;-;-;0.43;-;-;-;0.73;1.33;-0.60;0.39;0.39;76.00;-;-;11.00;2.00;-;2.00;-;3.00;3.00;-;3.00;-;-;-
Ясмин Челикович;ФК Ахмат;225;100;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;-;0.02;75.00;88 %;1.00;0 %;-;-;24.00;83 %;5.00;60 %;-;-;13.00;85 %;-;-;4.00;-;-;13.00;1.00;9.00;16.00;69 %;12.00;67 %;4.00;75 %;8.00;75 %;-;-;-;-;5.00;60 %;8.00;12.00;1;1.00;-;-;121.00;106.00;88 %;0 %;1.00;-;-;-;0.02;-;0.00;0.93;2.47;-1.54;-;-;66.00;-;-;20.00;3.00;-;11.00;-;11.00;8.00;3.00;6.00;-;-;3.00
Роша;ЦСКА Москва;248;100;З Ц;-;-;1.00;-;0 %;-;-;1.00;-;1.00;-;-;-;2.00;-;0.48;34.00;62 %;1.00;0 %;-;-;13.00;38 %;4.00;50 %;-;-;9.00;33 %;-;-;7.00;1.00;-;10.00;1.00;1.00;12.00;92 %;8.00;88 %;4.00;100 %;6.00;83 %;2.00;100 %;-;-;3.00;100 %;10.00;8.00;1;1.00;-;-;69.00;53.00;77 %;0 %;2.00;-;-;-;0.24;-;0.00;1.33;0.73;0.60;-;-;21.00;-;-;5.00;2.00;-;3.00;-;11.00;7.00;4.00;5.00;2.00;-;3.00
Мирлинд Даку;Рубин Казань;244;100;Ф Ц;-;-;1.00;-;0 %;1.00;6.00;-;-;-;-;-;1.00;3.00;1.00;0.57;22.00;86 %;1.00;100 %;1.00;0 %;6.00;100 %;1.00;100 %;1.00;100 %;3.00;100 %;5.00;80 %;19.00;-;1.00;2.00;-;3.00;38.00;42 %;3.00;67 %;35.00;40 %;15.00;47 %;8.00;63 %;4.00;50 %;2.00;100 %;2.00;6.00;1;1.00;-;-;75.00;47.00;63 %;33 %;2.00;-;-;0.71;0.19;-;0.00;2.47;0.93;1.54;-;-;19.00;1.00;-;6.00;1.00;1.00;3.00;4.00;16.00;2.00;14.00;7.00;5.00;2.00;2.00
Даниил Денисов;Спартак Москва;203;100;З П;-;-;-;-;-;-;1.00;-;2.00;2.00;-;-;-;-;-;-;81.00;79 %;-;-;3.00;33 %;13.00;62 %;1.00;0 %;-;-;5.00;40 %;3.00;33 %;10.00;5.00;2.00;8.00;2.00;2.00;19.00;58 %;12.00;67 %;7.00;43 %;4.00;50 %;2.00;50 %;1.00;100 %;2.00;100 %;14.00;5.00;1;1.00;-;-;124.00;97.00;78 %;-;-;-;-;-;-;-;-;0.73;1.33;-0.60;0.09;0.09;64.00;-;1.00;8.00;-;-;2.00;1.00;11.00;8.00;3.00;2.00;1.00;1.00;2.00
Алексис Давид Дуарте Перейра;Спартак Москва;264;100;З ПЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;79.00;92 %;-;-;-;-;9.00;89 %;1.00;0 %;-;-;1.00;100 %;-;-;3.00;-;-;11.00;-;-;8.00;88 %;5.00;100 %;3.00;67 %;3.00;100 %;1.00;100 %;1.00;100 %;1.00;100 %;10.00;7.00;1;1.00;-;-;105.00;98.00;93 %;-;-;-;-;-;-;-;-;0.73;1.33;-0.60;0.13;0.07;73.00;-;-;8.00;-;-;1.00;-;7.00;5.00;2.00;3.00;1.00;1.00;1.00
Аббосбек Файзуллаев;ЦСКА Москва;237;100;АП ЛЦ;-;-;1.00;-;0 %;-;1.00;-;-;-;1.00;-;-;1.00;1.00;0.04;32.00;59 %;2.00;0 %;1.00;100 %;5.00;40 %;-;-;-;-;2.00;0 %;4.00;25 %;13.00;1.00;2.00;4.00;1.00;3.00;25.00;40 %;12.00;42 %;13.00;38 %;8.00;25 %;3.00;67 %;1.00;0 %;7.00;57 %;5.00;5.00;1;1.00;-;-;73.00;43.00;59 %;100 %;-;-;-;-;0.04;-;0.00;1.33;0.73;0.60;-;-;19.00;-;1.00;2.00;-;-;-;1.00;10.00;5.00;5.00;2.00;2.00;-;4.00
Милан Гайич;ЦСКА Москва;278;100;ЗП Л;2.00;-;3.00;2.00;67 %;-;3.00;1.00;-;1.00;1.00;-;-;2.00;2.00;0.09;41.00;66 %;2.00;0 %;6.00;33 %;5.00;20 %;-;-;-;-;3.00;67 %;3.00;33 %;5.00;2.00;-;4.00;1.00;-;8.00;38 %;3.00;67 %;5.00;20 %;1.00;0 %;2.00;0 %;1.00;0 %;1.00;100 %;5.00;3.00;1;1.00;-;-;59.00;40.00;68 %;100 %;-;-;-;0.31;0.04;0.04;22.22;1.33;0.73;0.60;-;-;27.00;-;2.00;1.00;-;-;2.00;1.00;3.00;2.00;1.00;-;-;-;1.00
Алексей Грицаенко;Рубин Казань;251;100;З ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;31.00;90 %;-;-;-;-;8.00;88 %;2.00;100 %;-;-;5.00;80 %;-;-;5.00;3.00;-;13.00;-;2.00;14.00;79 %;14.00;79 %;-;-;4.00;50 %;-;-;-;-;4.00;100 %;13.00;7.00;1;1.00;-;-;69.00;63.00;91 %;-;-;-;-;-;-;-;-;2.47;0.93;1.54;0.24;0.08;28.00;-;-;7.00;2.00;-;4.00;-;11.00;11.00;-;2.00;-;-;4.00
Угочукву Ивву Кристус;Рубин Казань;231;100;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;34.00;82 %;1.00;0 %;-;-;9.00;67 %;2.00;50 %;1.00;0 %;4.00;50 %;-;-;1.00;1.00;-;8.00;1.00;-;13.00;62 %;9.00;44 %;4.00;100 %;3.00;67 %;2.00;100 %;-;-;6.00;67 %;10.00;13.00;1;1.00;-;-;70.00;59.00;84 %;-;-;-;-;0.04;-;-;-;2.47;0.93;1.54;-;-;28.00;-;-;6.00;1.00;-;2.00;-;8.00;4.00;4.00;2.00;2.00;-;4.00
Мохамед Конате;ФК Ахмат;185;100;Ф Ц;-;-;1.00;-;0 %;1.00;5.00;1.00;-;-;1.00;-;1.00;2.00;-;0.15;15.00;93 %;-;-;-;-;2.00;100 %;-;-;-;-;1.00;100 %;-;-;10.00;-;1.00;2.00;2.00;1.00;22.00;27 %;6.00;33 %;16.00;25 %;8.00;38 %;1.00;0 %;1.00;0 %;3.00;33 %;1.00;3.00;1;1.00;-;-;45.00;25.00;56 %;0 %;-;1.00;1.00;0.04;0.07;-;0.00;0.93;2.47;-1.54;-;-;14.00;-;-;2.00;-;-;1.00;-;6.00;2.00;4.00;3.00;-;-;1.00
Хесус Медина;Спартак Москва;262;100;АП П;1.00;-;2.00;1.00;50 %;1.00;2.00;4.00;-;-;-;-;-;2.00;2.00;0.59;48.00;81 %;-;-;-;-;8.00;50 %;6.00;67 %;-;-;4.00;50 %;3.00;67 %;7.00;3.00;2.00;4.00;-;-;17.00;65 %;8.00;75 %;9.00;56 %;4.00;100 %;4.00;25 %;2.00;0 %;6.00;67 %;5.00;3.00;1;1.00;-;-;77.00;60.00;78 %;100 %;-;-;-;0.01;0.29;0.59;1.69;0.73;1.33;-0.60;-;-;39.00;-;-;4.00;4.00;-;2.00;2.00;11.00;6.00;5.00;4.00;1.00;-;4.00
Куинси Антон Промес;Спартак Москва;235;100;Ф Ц;1.00;-;1.00;1.00;100 %;-;-;-;-;-;-;-;1.00;2.00;1.00;0.07;34.00;79 %;-;-;1.00;0 %;6.00;67 %;1.00;100 %;-;-;1.00;100 %;6.00;67 %;7.00;1.00;-;1.00;1.00;-;12.00;8 %;4.00;0 %;8.00;13 %;2.00;0 %;2.00;50 %;1.00;0 %;3.00;0 %;1.00;5.00;1;1.00;-;-;54.00;35.00;65 %;50 %;-;1.00;-;-;0.04;0.07;14.29;0.73;1.33;-0.60;-;-;27.00;-;-;4.00;1.00;-;1.00;4.00;1.00;-;1.00;-;1.00;-;-
Камило Рейерс Де Оливера;ФК Ахмат;256;100;ЗП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;3.00;1.00;0.24;78.00;88 %;2.00;0 %;2.00;0 %;22.00;77 %;4.00;75 %;1.00;100 %;12.00;83 %;6.00;33 %;6.00;-;1.00;4.00;-;2.00;12.00;92 %;8.00;88 %;4.00;100 %;3.00;100 %;1.00;100 %;1.00;100 %;5.00;80 %;5.00;10.00;1;1.00;-;-;111.00;98.00;88 %;33 %;1.00;1.00;-;0.13;0.08;-;0.00;0.93;2.47;-1.54;0.15;0.15;69.00;-;-;17.00;3.00;1.00;10.00;2.00;11.00;7.00;4.00;3.00;1.00;1.00;4.00
Андрей Семёнов;ФК Ахмат;207;100;З ПЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;75.00;83 %;-;-;-;-;24.00;67 %;4.00;75 %;-;-;19.00;68 %;3.00;33 %;4.00;1.00;-;9.00;1.00;5.00;12.00;67 %;12.00;67 %;-;-;5.00;60 %;-;-;-;-;3.00;67 %;6.00;11.00;1;1.00;-;-;109.00;92.00;84 %;-;-;-;-;0.03;-;-;-;0.93;2.47;-1.54;0.17;0.09;62.00;-;-;16.00;3.00;-;13.00;1.00;8.00;8.00;-;3.00;-;-;2.00
Келвен Дуглас Силва Оливейра;ЦСКА Москва;273;100;ЗП П;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;-;-;43.00;72 %;4.00;25 %;7.00;14 %;8.00;63 %;1.00;0 %;-;-;2.00;100 %;7.00;14 %;8.00;2.00;-;7.00;1.00;-;13.00;54 %;8.00;75 %;5.00;20 %;2.00;50 %;3.00;33 %;-;-;4.00;75 %;6.00;6.00;1;1.00;-;-;70.00;52.00;74 %;-;-;-;-;-;-;-;-;1.33;0.73;0.60;0.05;0.05;31.00;1.00;1.00;5.00;-;-;2.00;1.00;7.00;6.00;1.00;1.00;1.00;-;3.00
Егор Тесленко;Рубин Казань;223;100;З ПЦ;-;-;1.00;-;0 %;-;-;-;-;1.00;-;-;-;1.00;1.00;0.15;17.00;59 %;-;-;-;-;4.00;25 %;1.00;0 %;-;-;2.00;0 %;-;-;6.00;3.00;-;6.00;-;1.00;15.00;73 %;11.00;73 %;4.00;75 %;4.00;75 %;-;-;-;-;4.00;75 %;8.00;3.00;1;1.00;-;-;46.00;35.00;76 %;100 %;-;-;-;-;0.15;-;0.00;2.47;0.93;1.54;0.09;0.04;10.00;-;-;1.00;-;-;-;-;11.00;8.00;3.00;3.00;-;-;3.00
Дарко Тодорович;ФК Ахмат;252;100;З П;-;-;-;-;-;2.00;-;3.00;-;2.00;-;-;-;-;-;-;83.00;81 %;1.00;100 %;7.00;71 %;5.00;40 %;1.00;100 %;-;-;-;-;10.00;80 %;6.00;-;-;5.00;1.00;6.00;16.00;75 %;8.00;75 %;8.00;75 %;3.00;33 %;6.00;83 %;3.00;67 %;4.00;75 %;5.00;8.00;1;1.00;-;-;118.00;98.00;83 %;-;-;-;-;0.36;-;-;-;0.93;2.47;-1.54;-;-;67.00;1.00;5.00;2.00;1.00;-;-;8.00;12.00;6.00;6.00;1.00;5.00;2.00;3.00
Валентин Вада;Рубин Казань;207;100;АП ПЦ;-;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;34.00;82 %;1.00;0 %;-;-;6.00;100 %;3.00;100 %;-;-;2.00;100 %;-;-;6.00;1.00;-;5.00;-;2.00;13.00;38 %;9.00;56 %;4.00;0 %;4.00;0 %;-;-;-;-;6.00;50 %;1.00;6.00;1;1.00;-;-;56.00;42.00;75 %;-;-;-;-;0.04;-;-;-;2.47;0.93;1.54;-;-;28.00;-;-;6.00;3.00;-;2.00;-;5.00;5.00;-;-;-;-;3.00
Игорь Вуячич;Рубин Казань;216;100;З Ц;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.13;20.00;60 %;-;-;-;-;7.00;57 %;5.00;60 %;1.00;100 %;3.00;67 %;-;-;2.00;1.00;-;1.00;-;1.00;8.00;75 %;7.00;71 %;1.00;100 %;6.00;67 %;-;-;-;-;-;-;12.00;7.00;1;1.00;-;-;49.00;38.00;78 %;0 %;1.00;-;-;-;0.13;-;0.00;2.47;0.93;1.54;0.04;0.02;12.00;-;-;4.00;3.00;1.00;2.00;-;6.00;5.00;1.00;4.00;-;-;-
Саша Зделар;ЦСКА Москва;257;100;ЗП ПЦ;-;-;-;-;-;1.00;3.00;2.00;-;-;-;-;-;1.00;1.00;0.05;46.00;87 %;1.00;100 %;2.00;0 %;16.00;81 %;3.00;100 %;-;-;9.00;78 %;5.00;60 %;6.00;1.00;-;2.00;-;3.00;13.00;62 %;7.00;71 %;6.00;50 %;2.00;50 %;2.00;100 %;-;-;6.00;67 %;7.00;7.00;1;1.00;-;-;78.00;67.00;86 %;100 %;-;-;-;-;0.05;-;0.00;1.33;0.73;0.60;-;-;40.00;1.00;-;13.00;3.00;-;7.00;3.00;8.00;5.00;3.00;1.00;2.00;-;4.00
Дмитрий Баринов;Локомотив Москва;197;99;ЗП ПЦ;-;-;1.00;-;0 %;-;-;1.00;1.00;1.00;-;-;-;2.00;-;0.65;49.00;86 %;-;-;-;-;9.00;78 %;2.00;50 %;-;-;6.00;83 %;-;-;4.00;2.00;-;-;-;-;19.00;47 %;10.00;40 %;9.00;56 %;8.00;50 %;1.00;100 %;-;-;2.00;0 %;3.00;5.00;1;1.00;-;-;78.00;59.00;76 %;0 %;-;1.00;1.00;0.25;0.33;-;0.00;3.4;1.11;1.93;-;-;42.00;-;-;7.00;1.00;-;5.00;-;9.00;4.00;5.00;4.00;1.00;-;-
Иван Башич;Оренбург;190;99;ЗП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.03;65.00;88 %;-;-;2.00;0 %;6.00;83 %;5.00;80 %;-;-;2.00;50 %;8.00;38 %;6.00;1.00;-;1.00;-;3.00;13.00;31 %;6.00;17 %;7.00;43 %;4.00;0 %;1.00;100 %;-;-;3.00;33 %;3.00;5.00;1;1.00;-;-;90.00;72.00;80 %;0 %;-;1.00;-;0.05;0.03;-;0.00;1.19;0.47;0.72;-;-;57.00;-;-;5.00;4.00;-;1.00;3.00;4.00;1.00;3.00;-;1.00;-;1.00
Сильвие Бегич;Урал Екатеринбург;265;99;З ЛЦ;1.00;-;1.00;1.00;100 %;1.00;1.00;1.00;-;2.00;1.00;-;-;1.00;1.00;0.19;20.00;90 %;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;1.00;-;-;5.00;-;-;15.00;80 %;11.00;82 %;4.00;75 %;9.00;89 %;-;-;-;-;3.00;100 %;8.00;1.00;1;1.00;-;-;46.00;41.00;89 %;100 %;-;-;-;-;0.19;0.19;5.26;1.11;3.4;-1.93;0.08;0.08;18.00;-;-;-;1.00;-;-;-;12.00;9.00;3.00;8.00;-;-;3.00
Эрик Космин Бикфалви;Урал Екатеринбург;251;99;АП Ц;1.00;-;1.00;1.00;100 %;2.00;-;1.00;-;-;-;-;-;2.00;1.00;0.29;22.00;82 %;1.00;100 %;2.00;50 %;4.00;100 %;-;-;-;-;-;-;1.00;100 %;11.00;-;-;2.00;1.00;1.00;27.00;33 %;7.00;71 %;20.00;20 %;16.00;19 %;1.00;0 %;1.00;0 %;3.00;67 %;4.00;2.00;1;1.00;-;-;58.00;35.00;60 %;50 %;-;1.00;-;0.28;0.14;0.29;3.45;1.11;3.4;-1.93;-;-;18.00;1.00;1.00;4.00;-;-;-;1.00;9.00;5.00;4.00;3.00;-;-;2.00
Кристиян Бистрович;Балтика;241;99;П ПЦ;-;-;-;-;-;1.00;2.00;-;-;-;1.00;-;-;1.00;1.00;0.04;37.00;76 %;1.00;0 %;1.00;100 %;6.00;83 %;-;-;-;-;4.00;75 %;10.00;70 %;5.00;3.00;-;1.00;-;1.00;13.00;54 %;6.00;17 %;7.00;86 %;4.00;75 %;3.00;100 %;1.00;100 %;4.00;0 %;1.00;6.00;1;1.00;-;-;59.00;44.00;75 %;100 %;-;-;-;0.27;0.04;-;0.00;0.47;1.19;-0.72;-;-;28.00;-;1.00;5.00;-;-;3.00;7.00;7.00;1.00;6.00;3.00;3.00;1.00;-
Ибраима Сиссе;Урал Екатеринбург;223;99;ЗП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;2.00;-;0.06;27.00;89 %;-;-;-;-;7.00;71 %;-;-;-;-;4.00;75 %;1.00;0 %;2.00;1.00;-;2.00;-;-;8.00;50 %;8.00;50 %;-;-;2.00;50 %;-;-;-;-;1.00;0 %;10.00;6.00;1;1.00;-;-;54.00;45.00;83 %;0 %;1.00;1.00;-;-;0.03;-;0.00;1.11;3.4;-1.93;0.02;0.02;24.00;-;-;5.00;-;-;3.00;-;4.00;4.00;-;1.00;-;-;-
Артём Дзюба;Локомотив Москва;257;99;Ф Ц;1.00;-;2.00;1.00;50 %;2.00;4.00;1.00;-;-;1.00;-;-;3.00;1.00;0.34;28.00;75 %;2.00;50 %;-;-;7.00;43 %;-;-;-;-;3.00;33 %;1.00;0 %;9.00;1.00;-;-;-;-;29.00;34 %;7.00;57 %;22.00;27 %;14.00;43 %;3.00;0 %;1.00;0 %;1.00;0 %;3.00;4.00;1;1.00;-;-;67.00;39.00;58 %;33 %;-;2.00;-;1.59;0.11;0.34;2.94;3.4;1.11;1.93;0.04;0.04;21.00;1.00;-;3.00;-;-;1.00;-;10.00;4.00;6.00;6.00;-;-;-
Лукас Фассон;Локомотив Москва;276;99;З ЛЦ;-;1.00;1.00;-;0 %;2.00;-;-;-;-;-;-;-;1.00;1.00;0.13;60.00;92 %;1.00;100 %;-;-;16.00;81 %;2.00;100 %;-;-;3.00;100 %;1.00;100 %;1.00;-;-;8.00;1.00;-;17.00;82 %;12.00;100 %;5.00;40 %;14.00;79 %;-;-;-;-;1.00;100 %;11.00;10.00;1;1.00;-;-;99.00;91.00;92 %;100 %;-;-;-;1.40;0.13;-;0.00;3.4;1.11;1.93;0.30;0.15;55.00;1.00;-;13.00;2.00;-;3.00;1.00;14.00;12.00;2.00;11.00;-;-;1.00
Натан Баба Гассама;Балтика;202;99;З ЛЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;25.00;68 %;-;-;-;-;2.00;0 %;2.00;0 %;-;-;2.00;50 %;-;-;3.00;-;-;8.00;2.00;1.00;15.00;53 %;13.00;62 %;2.00;0 %;5.00;80 %;1.00;0 %;-;-;4.00;50 %;5.00;8.00;1;1.00;-;-;54.00;39.00;72 %;-;-;-;-;-;-;-;-;0.47;1.19;-0.72;0.01;0.01;17.00;-;-;-;-;-;1.00;-;8.00;8.00;-;4.00;-;-;2.00
Ренато Гойкович;Оренбург;246;99;З ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;-;-;80.00;89 %;-;-;-;-;12.00;83 %;5.00;60 %;1.00;100 %;6.00;83 %;1.00;100 %;4.00;3.00;-;16.00;4.00;2.00;34.00;71 %;28.00;82 %;6.00;17 %;21.00;67 %;-;-;-;-;3.00;100 %;5.00;10.00;1;1.00;-;-;131.00;112.00;86 %;-;-;-;-;-;-;-;-;1.19;0.47;0.72;0.04;0.04;71.00;-;-;10.00;3.00;1.00;5.00;1.00;24.00;23.00;1.00;14.00;-;-;3.00
Владис-Эммерсон Иллой-Айет;Урал Екатеринбург;197;99;З ПЦ;-;-;-;-;-;-;-;1.00;1.00;2.00;-;-;-;-;-;-;25.00;84 %;-;-;-;-;8.00;50 %;3.00;0 %;1.00;0 %;2.00;0 %;1.00;0 %;2.00;1.00;-;7.00;-;-;16.00;56 %;11.00;64 %;5.00;40 %;10.00;50 %;-;-;-;-;-;-;11.00;2.00;1;1.00;-;-;54.00;43.00;80 %;-;-;-;-;-;-;-;-;1.11;3.4;-1.93;0.28;0.28;21.00;-;-;4.00;-;-;-;-;9.00;7.00;2.00;5.00;-;-;-
Денис Кулаков;Урал Екатеринбург;225;99;З П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40.00;80 %;-;-;2.00;0 %;12.00;83 %;1.00;100 %;-;-;10.00;90 %;3.00;67 %;4.00;1.00;-;2.00;1.00;3.00;6.00;50 %;4.00;50 %;2.00;50 %;1.00;0 %;-;-;-;-;2.00;50 %;1.00;8.00;1;1.00;-;-;60.00;49.00;82 %;-;-;-;-;0.04;-;-;-;1.11;3.4;-1.93;-;-;32.00;-;-;10.00;1.00;-;9.00;2.00;3.00;2.00;1.00;-;-;-;1.00
Артём Мамин;Урал Екатеринбург;229;99;ЗЛ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;-;0.15;36.00;83 %;-;-;-;-;9.00;89 %;3.00;100 %;-;-;5.00;100 %;-;-;1.00;1.00;-;5.00;2.00;-;13.00;77 %;10.00;70 %;3.00;100 %;6.00;83 %;-;-;-;-;4.00;50 %;10.00;9.00;1;1.00;-;-;70.00;60.00;86 %;0 %;1.00;-;-;-;0.15;-;0.00;1.11;3.4;-1.93;0.18;0.09;30.00;-;-;8.00;3.00;-;5.00;-;10.00;7.00;3.00;5.00;-;-;2.00
Брайан Эзекуэль Мансилья;Оренбург;209;99;АП Л;-;-;2.00;-;0 %;2.00;1.00;2.00;-;-;-;-;1.00;3.00;-;0.19;38.00;76 %;-;-;5.00;20 %;6.00;50 %;3.00;100 %;2.00;100 %;2.00;50 %;4.00;25 %;12.00;2.00;1.00;2.00;-;3.00;22.00;36 %;8.00;50 %;14.00;29 %;-;-;7.00;43 %;4.00;50 %;3.00;100 %;4.00;7.00;1;1.00;-;-;78.00;51.00;65 %;0 %;2.00;-;1.00;0.57;0.06;-;0.00;1.19;0.47;0.72;-;-;29.00;-;1.00;3.00;3.00;2.00;1.00;1.00;8.00;4.00;4.00;-;3.00;2.00;3.00
Евгений Морозов;Локомотив Москва;207;99;З ПЦ;-;-;-;-;-;-;-;1.00;1.00;1.00;-;-;-;1.00;-;0.17;50.00;90 %;-;-;-;-;7.00;86 %;2.00;100 %;-;-;3.00;67 %;-;-;1.00;1.00;-;8.00;-;1.00;17.00;65 %;16.00;69 %;1.00;0 %;14.00;64 %;-;-;-;-;-;-;5.00;6.00;1;1.00;-;-;80.00;68.00;85 %;0 %;1.00;-;-;-;0.17;-;0.00;3.4;1.11;1.93;0.29;0.14;45.00;-;-;6.00;2.00;-;2.00;-;11.00;11.00;-;9.00;-;-;-
Максим Ненахов;Локомотив Москва;223;99;З П;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;-;-;-;-;49.00;94 %;-;-;1.00;0 %;9.00;89 %;2.00;100 %;-;-;4.00;100 %;3.00;100 %;3.00;-;-;11.00;-;1.00;13.00;46 %;8.00;50 %;5.00;40 %;4.00;100 %;1.00;0 %;1.00;0 %;1.00;0 %;7.00;5.00;1;1.00;-;-;75.00;65.00;87 %;-;-;-;-;-;-;-;-;3.4;1.11;1.93;-;-;46.00;-;-;8.00;2.00;-;4.00;3.00;6.00;4.00;2.00;4.00;-;-;-
Александр Осипов;Балтика;241;99;ЗП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26.00;88 %;-;-;-;-;10.00;80 %;3.00;33 %;-;-;6.00;67 %;1.00;0 %;4.00;1.00;-;3.00;1.00;3.00;7.00;71 %;4.00;75 %;3.00;67 %;1.00;100 %;-;-;-;-;3.00;67 %;3.00;9.00;1;1.00;-;-;48.00;43.00;90 %;-;-;-;-;-;-;-;-;0.47;1.19;-0.72;-;-;23.00;-;-;8.00;1.00;-;4.00;-;5.00;3.00;2.00;1.00;-;-;2.00
Иван Остоич;Балтика;248;99;З Ц;-;-;1.00;-;0 %;-;-;1.00;-;-;-;-;-;1.00;-;0.27;17.00;76 %;1.00;0 %;-;-;1.00;100 %;2.00;50 %;-;-;2.00;50 %;1.00;0 %;3.00;1.00;-;7.00;-;-;12.00;75 %;11.00;73 %;1.00;100 %;7.00;71 %;-;-;-;-;2.00;100 %;7.00;4.00;1;1.00;-;-;41.00;33.00;80 %;0 %;1.00;-;-;-;0.27;-;0.00;0.47;1.19;-0.72;0.71;0.24;13.00;-;-;1.00;1.00;-;1.00;-;9.00;8.00;1.00;5.00;-;-;2.00
Матиас Дамиан Перес;Оренбург;225;99;З ЛЦ;-;-;1.00;-;0 %;-;3.00;1.00;-;-;1.00;-;1.00;3.00;2.00;0.71;70.00;91 %;-;-;-;-;12.00;83 %;2.00;100 %;-;-;3.00;67 %;-;-;2.00;-;-;10.00;2.00;2.00;23.00;65 %;15.00;60 %;8.00;75 %;10.00;50 %;3.00;100 %;-;-;2.00;0 %;4.00;11.00;1;1.00;-;-;113.00;98.00;87 %;67 %;1.00;-;-;0.16;0.24;-;0.00;1.19;0.47;0.72;0.08;0.08;64.00;-;-;10.00;2.00;-;2.00;-;15.00;9.00;6.00;5.00;3.00;-;-
Никола Радмановац;Балтика;242;99;З ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;24.00;79 %;-;-;1.00;100 %;6.00;50 %;-;-;-;-;2.00;50 %;-;-;1.00;1.00;-;9.00;-;-;10.00;80 %;9.00;78 %;1.00;100 %;4.00;100 %;-;-;-;-;-;-;8.00;6.00;1;1.00;-;-;50.00;43.00;86 %;-;-;-;-;-;-;-;-;0.47;1.19;-0.72;0.09;0.04;19.00;-;1.00;3.00;-;-;1.00;-;8.00;7.00;1.00;4.00;-;-;-
