Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Рустамжон Ашурматов;Рубин Казань;215;94;З ПЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;55.00;89 %;-;-;-;-;13.00;77 %;3.00;100 %;-;-;6.00;67 %;-;-;1.00;-;-;9.00;2.00;-;7.00;57 %;5.00;80 %;2.00;0 %;4.00;50 %;-;-;-;-;-;-;6.00;5.00;1;1.00;-;-;73.00;64.00;88 %;-;-;-;-;0.03;-;-;-;0.89;1.21;-0.32;-;-;49.00;-;-;10.00;3.00;-;4.00;-;4.00;4.00;-;2.00;-;-;-
Вильмар Барриос;Зенит;267;94;ЗП Ц;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;97.00;89 %;-;-;-;-;17.00;82 %;2.00;100 %;-;-;9.00;78 %;2.00;100 %;6.00;5.00;1.00;5.00;1.00;3.00;11.00;82 %;9.00;78 %;2.00;100 %;3.00;100 %;1.00;100 %;-;-;4.00;75 %;6.00;9.00;1;1.00;-;-;127.00;113.00;89 %;-;-;-;-;-;-;-;-;1.21;0.89;0.32;0.08;0.08;86.00;-;-;14.00;2.00;-;7.00;2.00;9.00;7.00;2.00;3.00;1.00;-;3.00
Матео Кассьерра;Зенит;234;94;Ф Ц;1.00;-;1.00;1.00;100 %;-;-;-;-;1.00;-;-;-;2.00;1.00;0.89;22.00;91 %;-;-;-;-;3.00;100 %;-;-;-;-;2.00;100 %;-;-;4.00;1.00;1.00;1.00;-;1.00;8.00;50 %;4.00;50 %;4.00;50 %;5.00;40 %;-;-;-;-;1.00;0 %;1.00;3.00;1;1.00;-;-;38.00;30.00;79 %;50 %;1.00;-;-;0.24;0.45;0.89;1.12;1.21;0.89;0.32;-;-;20.00;-;-;3.00;-;-;2.00;-;4.00;2.00;2.00;2.00;-;-;-
Мирлинд Даку;Рубин Казань;173;94;Ф Ц;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;2.00;-;0.08;15.00;73 %;-;-;-;-;2.00;50 %;-;-;-;-;1.00;100 %;1.00;0 %;6.00;-;1.00;1.00;1.00;-;19.00;32 %;1.00;0 %;18.00;33 %;8.00;25 %;5.00;40 %;3.00;0 %;-;-;5.00;2.00;1;1.00;-;-;44.00;24.00;55 %;0 %;1.00;1.00;-;0.03;0.04;-;0.00;0.89;1.21;-0.32;-;-;11.00;-;-;1.00;-;-;1.00;-;6.00;-;6.00;2.00;2.00;-;-
Страхиня Эракович;Зенит;262;94;З Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;66.00;91 %;-;-;-;-;8.00;50 %;2.00;0 %;-;-;3.00;33 %;1.00;0 %;4.00;2.00;-;9.00;-;2.00;12.00;75 %;10.00;80 %;2.00;50 %;5.00;80 %;-;-;-;-;4.00;75 %;7.00;7.00;1;1.00;-;-;95.00;86.00;91 %;-;-;-;-;-;-;-;-;1.21;0.89;0.32;0.09;0.03;60.00;-;-;4.00;-;-;1.00;-;9.00;8.00;1.00;4.00;-;-;3.00
Алексей Грицаенко;Рубин Казань;217;94;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53.00;87 %;-;-;-;-;14.00;64 %;1.00;0 %;1.00;0 %;8.00;63 %;-;-;4.00;-;-;11.00;3.00;2.00;9.00;56 %;5.00;60 %;4.00;50 %;2.00;50 %;1.00;100 %;-;-;3.00;67 %;11.00;7.00;1;1.00;-;-;82.00;71.00;87 %;-;-;-;-;0.01;-;-;-;0.89;1.21;-0.32;-;-;46.00;-;-;9.00;-;-;5.00;-;5.00;3.00;2.00;1.00;1.00;-;2.00
Угочукву Ивву Кристус;Рубин Казань;207;94;ЗП ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;2.00;-;0.04;48.00;92 %;-;-;-;-;7.00;86 %;1.00;100 %;1.00;100 %;2.00;50 %;2.00;100 %;4.00;1.00;1.00;4.00;-;3.00;12.00;50 %;7.00;14 %;5.00;100 %;2.00;50 %;1.00;100 %;1.00;100 %;5.00;20 %;2.00;7.00;1;1.00;-;-;75.00;62.00;83 %;0 %;-;2.00;-;-;0.02;-;0.00;0.89;1.21;-0.32;-;-;44.00;-;-;6.00;1.00;1.00;1.00;2.00;6.00;1.00;5.00;1.00;1.00;1.00;1.00
Дмитрий Кабутов;Рубин Казань;181;94;ЗП П;-;-;-;-;-;-;2.00;-;2.00;2.00;1.00;-;-;-;-;-;75.00;72 %;1.00;0 %;3.00;33 %;18.00;50 %;1.00;0 %;-;-;5.00;20 %;9.00;56 %;14.00;4.00;2.00;4.00;2.00;3.00;12.00;50 %;8.00;50 %;4.00;50 %;1.00;100 %;3.00;33 %;1.00;0 %;5.00;60 %;7.00;4.00;1;1.00;-;-;103.00;74.00;72 %;-;-;-;-;0.29;-;-;-;0.89;1.21;-0.32;-;-;54.00;-;1.00;9.00;-;-;1.00;5.00;6.00;4.00;2.00;1.00;1.00;-;3.00
Вячеслав Караваев;Зенит;246;94;З ПЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;89.00;88 %;-;-;2.00;0 %;15.00;80 %;3.00;67 %;-;-;7.00;86 %;3.00;0 %;6.00;1.00;-;8.00;-;-;8.00;63 %;7.00;71 %;1.00;0 %;3.00;100 %;1.00;0 %;1.00;0 %;2.00;100 %;5.00;7.00;1;1.00;-;-;109.00;95.00;87 %;-;-;-;-;-;-;-;-;1.21;0.89;0.32;-;-;78.00;-;-;12.00;2.00;-;6.00;-;5.00;5.00;-;3.00;-;-;2.00
Илья Рожков;Рубин Казань;193;94;ЗП Л;-;-;-;-;-;-;2.00;-;1.00;1.00;-;-;-;1.00;-;0.02;33.00;76 %;-;-;1.00;100 %;11.00;64 %;-;-;-;-;4.00;50 %;2.00;50 %;6.00;-;-;6.00;3.00;-;13.00;54 %;8.00;50 %;5.00;60 %;2.00;50 %;2.00;50 %;1.00;0 %;5.00;40 %;5.00;8.00;1;1.00;-;-;60.00;45.00;75 %;0 %;1.00;-;-;0.01;0.02;-;0.00;0.89;1.21;-0.32;-;-;25.00;-;1.00;7.00;-;-;2.00;1.00;7.00;4.00;3.00;1.00;1.00;-;2.00
Игорь Вуячич;Рубин Казань;213;94;З Ц;-;-;1.00;-;0 %;1.00;-;-;-;-;-;-;-;2.00;-;0.27;42.00;83 %;-;-;-;-;11.00;55 %;3.00;67 %;1.00;100 %;6.00;33 %;1.00;100 %;6.00;-;1.00;6.00;2.00;1.00;9.00;78 %;4.00;100 %;5.00;60 %;5.00;80 %;2.00;50 %;1.00;0 %;1.00;100 %;7.00;3.00;1;1.00;-;-;65.00;53.00;82 %;0 %;1.00;-;1.00;0.44;0.14;-;0.00;0.89;1.21;-0.32;-;-;35.00;-;-;6.00;2.00;1.00;2.00;1.00;7.00;4.00;3.00;4.00;1.00;-;1.00
Дуглас Сантос;Зенит;257;94;ЗЛ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;82.00;88 %;1.00;0 %;2.00;50 %;9.00;78 %;5.00;60 %;1.00;100 %;7.00;86 %;7.00;14 %;6.00;1.00;-;3.00;-;6.00;7.00;57 %;5.00;80 %;2.00;0 %;1.00;100 %;1.00;0 %;1.00;0 %;3.00;67 %;5.00;3.00;1;1.00;-;-;103.00;90.00;87 %;-;-;-;-;-;-;-;-;1.21;0.89;0.32;-;-;72.00;-;1.00;7.00;3.00;1.00;6.00;1.00;4.00;4.00;-;1.00;-;-;2.00
Игорь Дмитриев;Урал Екатеринбург;208;91;АП Л;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.06;27.00;74 %;1.00;100 %;4.00;75 %;2.00;50 %;-;-;-;-;1.00;100 %;8.00;63 %;6.00;1.00;1.00;2.00;-;5.00;13.00;23 %;3.00;67 %;10.00;10 %;4.00;0 %;6.00;17 %;3.00;0 %;3.00;67 %;2.00;4.00;1;1.00;1.00;-;54.00;35.00;65 %;0 %;-;1.00;-;0.38;0.06;-;0.00;1.5;0.56;0.49;-;-;20.00;1.00;3.00;1.00;-;-;1.00;5.00;3.00;2.00;1.00;-;1.00;-;2.00
Даниил Хлусевич;Спартак Москва;226;89;ЗЛ;-;-;-;-;-;-;2.00;-;-;-;1.00;-;-;1.00;-;0.27;71.00;85 %;-;-;3.00;33 %;8.00;75 %;1.00;100 %;-;-;7.00;71 %;3.00;33 %;5.00;1.00;-;3.00;1.00;1.00;9.00;22 %;7.00;29 %;2.00;0 %;2.00;0 %;-;-;-;-;4.00;25 %;8.00;7.00;1;1.00;1.00;-;98.00;79.00;81 %;0 %;-;1.00;-;0.29;0.27;-;0.00;1.72;0.93;0.79;-;-;60.00;-;1.00;6.00;1.00;-;5.00;1.00;2.00;2.00;-;-;-;-;1.00
Иван Башич;Оренбург;282;88;П ПЦ;1.00;-;1.00;1.00;100 %;-;-;-;-;-;-;-;-;5.00;2.00;0.21;50.00;86 %;1.00;0 %;-;-;12.00;58 %;4.00;50 %;1.00;100 %;10.00;50 %;3.00;33 %;5.00;-;1.00;1.00;-;2.00;9.00;78 %;5.00;80 %;4.00;75 %;-;-;2.00;100 %;1.00;100 %;3.00;67 %;5.00;5.00;1;1.00;1.00;-;79.00;66.00;84 %;40 %;1.00;2.00;-;0.16;0.04;0.21;4.76;0.57;1.1;-0.44;0.04;0.04;43.00;-;-;7.00;2.00;1.00;5.00;1.00;7.00;4.00;3.00;-;2.00;1.00;2.00
Нуралы Алип;Зенит;253;87;З ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;61.00;87 %;-;-;-;-;8.00;63 %;3.00;67 %;-;-;3.00;33 %;1.00;0 %;6.00;4.00;-;3.00;2.00;1.00;10.00;70 %;9.00;78 %;1.00;0 %;6.00;67 %;-;-;-;-;4.00;75 %;3.00;4.00;1;1.00;1.00;-;79.00;68.00;86 %;-;-;-;-;-;-;-;-;1.17;0.87;0.30;0.03;0.03;53.00;-;-;5.00;2.00;-;1.00;-;7.00;7.00;-;4.00;-;-;3.00
Сергей Бабкин;Крылья Советов;230;86;ЗП ЛЦ;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;2.00;-;0.06;26.00;81 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;100 %;-;-;-;-;-;4.00;1.00;1.00;9.00;89 %;5.00;80 %;4.00;100 %;2.00;100 %;3.00;100 %;2.00;100 %;2.00;100 %;5.00;9.00;1;1.00;1.00;-;52.00;44.00;85 %;0 %;1.00;1.00;-;-;0.03;-;0.00;1.70;1.65;0.05;-;-;21.00;-;-;-;-;-;1.00;-;8.00;4.00;4.00;2.00;3.00;2.00;2.00
Мохаммад Мохеби;Ростов;196;86;АП Л;-;-;1.00;-;0 %;-;-;-;-;-;-;-;1.00;1.00;-;0.39;32.00;84 %;-;-;-;-;2.00;50 %;-;-;-;-;-;-;3.00;67 %;8.00;-;1.00;-;-;2.00;12.00;25 %;3.00;0 %;9.00;33 %;8.00;25 %;1.00;0 %;-;-;-;-;2.00;4.00;1;1.00;1.00;-;54.00;38.00;70 %;0 %;1.00;-;-;0.05;0.39;-;0.00;1.56;0.44;1.12;-;-;27.00;-;-;1.00;-;-;-;2.00;3.00;-;3.00;2.00;-;-;-
Даниил Уткин;Ростов;259;86;П ПЦ;1.00;-;1.00;1.00;100 %;2.00;1.00;-;-;-;-;-;-;3.00;1.00;0.07;60.00;67 %;2.00;50 %;-;-;16.00;56 %;3.00;33 %;1.00;100 %;12.00;33 %;3.00;67 %;11.00;3.00;2.00;4.00;1.00;2.00;11.00;36 %;6.00;17 %;5.00;60 %;5.00;40 %;3.00;67 %;1.00;100 %;2.00;0 %;13.00;17.00;1;1.00;1.00;-;108.00;77.00;71 %;33 %;1.00;1.00;-;1.38;0.02;0.07;14.29;1.56;0.44;1.12;0.15;0.07;40.00;1.00;-;9.00;1.00;1.00;4.00;2.00;4.00;1.00;3.00;2.00;2.00;1.00;-
Владимир Ильин;ФК Ахмат;203;84;Ф ПЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;-;0.73;17.00;71 %;-;-;1.00;0 %;7.00;71 %;1.00;100 %;-;-;4.00;75 %;2.00;50 %;7.00;3.00;1.00;-;-;2.00;12.00;42 %;1.00;0 %;11.00;45 %;5.00;20 %;4.00;75 %;3.00;100 %;1.00;0 %;2.00;-;1;1.00;1.00;-;35.00;21.00;60 %;0 %;-;-;1.00;0.23;0.73;-;0.00;1.85;1.3;0.82;-;-;12.00;-;-;5.00;1.00;-;3.00;1.00;5.00;-;5.00;1.00;3.00;3.00;-
Николай Калинский;Пари Нижний Новгород;183;84;ЗП ПЦ;-;-;2.00;-;0 %;-;-;1.00;-;-;-;-;-;3.00;2.00;0.24;39.00;67 %;-;-;1.00;0 %;8.00;50 %;1.00;100 %;-;-;4.00;25 %;6.00;33 %;7.00;-;-;4.00;1.00;1.00;8.00;38 %;5.00;40 %;3.00;33 %;-;-;2.00;50 %;1.00;0 %;3.00;67 %;3.00;6.00;1;1.00;1.00;-;61.00;42.00;69 %;67 %;-;1.00;-;0.75;0.08;-;0.00;1.18;1.1;0.17;-;-;26.00;-;-;4.00;1.00;-;1.00;2.00;3.00;2.00;1.00;-;1.00;-;2.00
Иван Олейников;ФК Ахмат;271;84;Ф ЛЦ;1.00;-;1.00;1.00;100 %;1.00;-;1.00;-;-;-;-;1.00;3.00;1.00;0.51;15.00;87 %;1.00;100 %;1.00;100 %;4.00;100 %;-;-;-;-;2.00;100 %;2.00;100 %;5.00;3.00;1.00;-;-;3.00;6.00;33 %;2.00;100 %;4.00;0 %;1.00;0 %;-;-;-;-;1.00;100 %;5.00;1.00;1;1.00;1.00;-;35.00;26.00;74 %;33 %;1.00;1.00;-;1.10;0.17;0.51;1.96;1.85;1.3;0.82;-;-;13.00;1.00;1.00;4.00;-;-;2.00;2.00;2.00;2.00;-;-;-;-;1.00
Эдгар Севикян;Пари Нижний Новгород;187;84;Ф ПЦ;-;-;1.00;-;0 %;1.00;2.00;1.00;-;-;-;-;1.00;2.00;1.00;0.21;17.00;71 %;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;-;1.00;0 %;12.00;3.00;-;1.00;1.00;2.00;19.00;11 %;6.00;0 %;13.00;15 %;4.00;0 %;3.00;33 %;2.00;50 %;4.00;0 %;1.00;4.00;1;1.00;1.00;-;46.00;23.00;50 %;50 %;1.00;-;-;-;0.10;-;0.00;1.18;1.1;0.17;-;-;12.00;-;-;1.00;1.00;-;-;-;2.00;-;2.00;-;1.00;1.00;-
Николя Нгамалё;Динамо Москва;210;83;АП Л;-;-;1.00;-;0 %;1.00;-;2.00;-;-;-;-;-;1.00;-;0.15;41.00;73 %;-;-;1.00;0 %;7.00;71 %;-;-;-;-;2.00;50 %;4.00;50 %;10.00;3.00;1.00;2.00;1.00;5.00;22.00;45 %;6.00;33 %;16.00;50 %;1.00;100 %;8.00;63 %;5.00;40 %;3.00;33 %;2.00;9.00;1;1.00;1.00;-;81.00;56.00;69 %;0 %;1.00;-;-;-;0.15;-;0.00;1.1;1.18;-0.17;-;-;30.00;-;-;5.00;-;-;1.00;2.00;10.00;2.00;8.00;1.00;5.00;2.00;1.00
Сергей Пряхин;Балтика;225;83;П ЛЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;-;-;-;28.00;82 %;2.00;0 %;-;-;5.00;60 %;1.00;0 %;-;-;2.00;0 %;4.00;50 %;8.00;1.00;2.00;2.00;1.00;3.00;13.00;46 %;3.00;67 %;10.00;40 %;2.00;0 %;3.00;67 %;2.00;50 %;2.00;100 %;3.00;6.00;1;1.00;1.00;-;55.00;41.00;75 %;-;-;-;-;-;-;-;-;0.44;1.56;-1.12;-;-;23.00;-;-;3.00;-;-;-;2.00;6.00;2.00;4.00;-;2.00;1.00;2.00
Константин Тюкавин;Динамо Москва;215;83;Ф Ц;-;-;1.00;-;0 %;1.00;2.00;1.00;-;-;-;-;-;1.00;1.00;0.25;10.00;50 %;-;-;1.00;0 %;1.00;100 %;-;-;-;-;-;-;2.00;100 %;5.00;-;2.00;1.00;-;1.00;10.00;30 %;4.00;25 %;6.00;33 %;2.00;0 %;2.00;50 %;2.00;50 %;3.00;33 %;2.00;3.00;1;1.00;1.00;-;29.00;15.00;52 %;100 %;-;-;-;0.04;0.25;-;0.00;1.1;1.18;-0.17;-;-;5.00;-;-;1.00;-;-;-;2.00;3.00;1.00;2.00;-;1.00;1.00;1.00
Илья Агапов;ЦСКА Москва;256;82;З ЛЦ;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;1.00;1.00;0.02;38.00;87 %;1.00;100 %;1.00;0 %;9.00;89 %;-;-;-;-;1.00;100 %;3.00;0 %;4.00;-;-;7.00;2.00;2.00;11.00;82 %;7.00;86 %;4.00;75 %;4.00;100 %;2.00;50 %;2.00;50 %;4.00;100 %;4.00;5.00;1;-;-;1.00;61.00;54.00;89 %;100 %;-;-;-;0.13;0.02;-;0.00;1.65;0.88;0.77;0.09;0.04;33.00;1.00;-;8.00;-;-;1.00;-;9.00;6.00;3.00;4.00;1.00;1.00;4.00
Александр Сильянов;Локомотив Москва;223;80;ЗЛ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.30;35.00;74 %;2.00;0 %;-;-;6.00;50 %;3.00;33 %;-;-;6.00;83 %;3.00;0 %;5.00;1.00;-;5.00;1.00;3.00;12.00;67 %;8.00;63 %;4.00;75 %;2.00;50 %;2.00;100 %;2.00;100 %;5.00;60 %;6.00;6.00;1;1.00;1.00;-;63.00;49.00;78 %;0 %;-;1.00;-;-;0.30;-;0.00;0.85;0.53;0.32;-;-;26.00;-;-;3.00;1.00;-;5.00;-;8.00;5.00;3.00;1.00;2.00;2.00;3.00
Александр Трошечкин;Пари Нижний Новгород;242;79;АП Ц;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;2.00;2.00;0.07;26.00;77 %;1.00;100 %;-;-;4.00;50 %;-;-;-;-;1.00;100 %;-;-;6.00;1.00;-;2.00;1.00;3.00;12.00;67 %;4.00;50 %;8.00;75 %;3.00;100 %;1.00;100 %;1.00;100 %;3.00;33 %;7.00;5.00;1;1.00;1.00;-;55.00;45.00;82 %;100 %;-;-;-;0.26;0.04;-;0.00;1.18;1.1;0.17;-;-;20.00;1.00;-;2.00;-;-;1.00;-;8.00;2.00;6.00;3.00;1.00;1.00;1.00
Джимми Марин;Оренбург;207;77;АП П;-;-;-;-;-;-;3.00;1.00;-;-;-;-;-;1.00;-;0.05;26.00;69 %;-;-;4.00;0 %;3.00;67 %;-;-;-;-;1.00;100 %;7.00;14 %;9.00;1.00;-;1.00;-;2.00;17.00;29 %;5.00;20 %;12.00;33 %;3.00;33 %;7.00;29 %;3.00;33 %;4.00;25 %;3.00;3.00;1;1.00;1.00;-;52.00;31.00;60 %;0 %;1.00;-;-;0.05;0.05;-;0.00;0.53;0.85;-0.32;-;-;18.00;-;-;2.00;-;-;1.00;1.00;5.00;1.00;4.00;1.00;2.00;1.00;1.00
Амар Рахманович;Крылья Советов;211;77;Ф ЛЦ;-;1.00;1.00;-;0 %;1.00;4.00;2.00;-;-;-;-;2.00;-;-;-;26.00;73 %;3.00;33 %;1.00;100 %;8.00;50 %;1.00;100 %;-;-;4.00;50 %;2.00;50 %;14.00;6.00;-;3.00;2.00;4.00;24.00;29 %;7.00;29 %;17.00;29 %;6.00;0 %;2.00;100 %;1.00;100 %;4.00;50 %;3.00;7.00;1;1.00;1.00;-;64.00;40.00;63 %;-;-;-;-;0.21;-;-;-;1.70;1.12;0.58;-;-;19.00;1.00;1.00;4.00;1.00;-;2.00;1.00;7.00;2.00;5.00;-;2.00;1.00;2.00
Владислав Шитов;Крылья Советов;194;77;Ф ПЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;1.00;3.00;1.00;0.15;21.00;67 %;-;-;-;-;4.00;50 %;-;-;-;-;1.00;0 %;2.00;50 %;7.00;2.00;-;2.00;1.00;1.00;18.00;22 %;8.00;25 %;10.00;20 %;6.00;33 %;1.00;0 %;-;-;7.00;29 %;-;4.00;1;1.00;1.00;-;47.00;24.00;51 %;33 %;1.00;1.00;-;0.05;0.05;-;0.00;1.70;1.12;0.58;0.05;0.05;14.00;-;-;2.00;-;-;-;1.00;4.00;2.00;2.00;2.00;-;-;2.00
Тео Бонгонда;Спартак Москва;271;76;АП П;-;-;1.00;-;0 %;2.00;-;5.00;-;-;-;-;-;4.00;1.00;0.38;26.00;92 %;2.00;100 %;3.00;67 %;4.00;75 %;1.00;100 %;-;-;1.00;100 %;3.00;67 %;2.00;-;1.00;2.00;1.00;6.00;12.00;67 %;1.00;100 %;11.00;64 %;-;-;9.00;78 %;6.00;67 %;1.00;100 %;-;3.00;1;1.00;1.00;-;53.00;43.00;81 %;25 %;2.00;1.00;-;0.20;0.10;-;0.00;1.14;0.30;0.84;-;-;24.00;2.00;2.00;3.00;1.00;-;1.00;2.00;8.00;1.00;7.00;-;7.00;4.00;1.00
Кристиан Нобоа;Сочи;174;76;ЗП ПЦ;-;-;1.00;-;0 %;1.00;1.00;1.00;1.00;2.00;-;-;-;1.00;-;0.63;41.00;73 %;1.00;0 %;1.00;0 %;13.00;62 %;1.00;100 %;-;-;8.00;50 %;2.00;0 %;7.00;3.00;1.00;5.00;-;-;14.00;43 %;9.00;44 %;5.00;40 %;2.00;50 %;-;-;-;-;4.00;50 %;1.00;8.00;1;-;-;1.00;66.00;45.00;68 %;0 %;1.00;-;-;-;0.63;-;0.00;0.93;1.59;-0.66;-;-;30.00;-;-;8.00;1.00;-;4.00;-;6.00;4.00;2.00;1.00;-;-;2.00
Лазар Ранджелович;Рубин Казань;192;76;АП ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;26.00;73 %;-;-;1.00;0 %;3.00;33 %;1.00;0 %;-;-;2.00;50 %;-;-;9.00;2.00;2.00;4.00;2.00;-;15.00;20 %;4.00;25 %;11.00;18 %;4.00;0 %;1.00;0 %;1.00;0 %;3.00;33 %;4.00;4.00;1;1.00;1.00;-;52.00;31.00;60 %;-;-;-;-;-;-;-;-;0.55;1.17;-0.62;-;-;19.00;-;-;1.00;-;-;1.00;-;3.00;1.00;2.00;-;-;-;1.00
Александр Зотов;Рубин Казань;200;76;ЗП ПЦ;-;-;-;-;-;1.00;5.00;1.00;1.00;1.00;1.00;-;-;-;-;-;41.00;85 %;1.00;100 %;1.00;100 %;5.00;60 %;1.00;100 %;-;-;3.00;67 %;8.00;75 %;5.00;-;1.00;1.00;1.00;3.00;8.00;50 %;6.00;33 %;2.00;100 %;2.00;100 %;1.00;100 %;1.00;100 %;2.00;0 %;2.00;5.00;1;1.00;1.00;-;60.00;49.00;82 %;-;-;-;-;0.10;-;-;-;0.55;1.17;-0.62;-;-;35.00;1.00;1.00;3.00;1.00;-;2.00;6.00;4.00;2.00;2.00;2.00;1.00;1.00;-
Никита Кривцов;ФК Краснодар;215;75;АП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18.00;78 %;-;-;-;-;2.00;100 %;3.00;67 %;-;-;2.00;100 %;1.00;100 %;5.00;2.00;1.00;1.00;-;1.00;9.00;33 %;4.00;25 %;5.00;40 %;1.00;100 %;1.00;100 %;1.00;100 %;2.00;0 %;4.00;3.00;1;1.00;1.00;-;36.00;25.00;69 %;-;-;-;-;0.02;-;-;-;0.81;1.78;-0.97;-;-;14.00;-;-;2.00;2.00;-;2.00;1.00;3.00;1.00;2.00;1.00;1.00;1.00;-
Никита Моцпан;Факел Воронеж;199;75;АП Ц;-;-;1.00;-;0 %;1.00;2.00;-;-;-;-;-;-;2.00;1.00;0.23;32.00;59 %;-;-;1.00;0 %;8.00;75 %;2.00;0 %;-;-;2.00;50 %;8.00;38 %;11.00;3.00;-;3.00;2.00;4.00;19.00;42 %;6.00;50 %;13.00;38 %;4.00;75 %;1.00;0 %;1.00;0 %;4.00;75 %;4.00;2.00;1;1.00;1.00;-;62.00;37.00;60 %;50 %;1.00;-;-;0.28;0.12;-;0.00;0.54;0.97;-0.43;0.04;0.04;19.00;-;-;6.00;-;-;1.00;3.00;8.00;3.00;5.00;3.00;-;-;3.00
Олакунле Олусегун;ФК Краснодар;220;75;АП П;-;-;1.00;-;0 %;1.00;-;-;-;-;-;-;1.00;3.00;1.00;0.46;27.00;56 %;2.00;0 %;-;-;3.00;33 %;1.00;0 %;-;-;-;-;2.00;0 %;11.00;2.00;-;-;-;-;19.00;21 %;7.00;29 %;12.00;17 %;6.00;17 %;3.00;0 %;2.00;0 %;2.00;50 %;2.00;3.00;1;1.00;1.00;-;54.00;25.00;46 %;33 %;2.00;-;-;-;0.15;-;0.00;0.81;1.78;-0.97;-;-;15.00;-;-;1.00;-;-;-;-;4.00;2.00;2.00;1.00;-;-;1.00
Иван Лепский;Динамо Москва;204;73;З ЛЦ;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;-;-;-;54.00;87 %;-;-;-;-;11.00;55 %;2.00;50 %;-;-;4.00;25 %;1.00;0 %;3.00;-;-;8.00;2.00;-;10.00;60 %;9.00;56 %;1.00;100 %;3.00;33 %;-;-;-;-;3.00;67 %;5.00;6.00;1;1.00;1.00;-;75.00;64.00;85 %;-;-;-;-;-;-;-;-;0.84;1.14;-0.30;-;-;47.00;-;-;6.00;1.00;-;1.00;-;6.00;5.00;1.00;1.00;-;-;2.00
