Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Артём Самсонов;Шинник;200;90;П ЛЦ;-;0.21;0.11;-;0 %;0.42;0.53;0.74;-;0.11;0.21;-;-;0.42;0.11;0.08;28.35;75 %;0.32;67 %;0.53;20 %;7.56;65 %;2.52;63 %;0.32;67 %;3.68;57 %;2.84;41 %;5.4;1.16;0.74;4.41;0.74;0.63;13.55;51 %;8.30;44 %;5.25;62 %;3.15;47 %;1.26;92 %;0.21;50 %;4.20;50 %;4.41;5.36;10;1.5;0.53;-;53.87;39.07;73 %;25 %;0.21;0.11;-;0.14;0.18;-;0.00;1.19;1.28;-0.09;0.07;0.09;21.21;0.21;0.11;4.94;1.58;0.21;2.10;1.16;6.93;3.68;3.26;1.47;1.16;0.11;2.10
Александр Сандрачук;Динамо Махачкала;188;90;ЗП П;-;-;-;-;-;-;-;-;-;0.64;-;-;0.64;0.64;-;0.01;37.93;76 %;0.64;0 %;-;-;11.57;56 %;2.57;75 %;0.64;100 %;3.86;83 %;0.64;0 %;5.79;-;1.29;2.57;0.64;1.93;12.21;53 %;9.00;64 %;3.21;20 %;4.50;29 %;0.64;0 %;-;-;4.50;86 %;3.21;5.79;10;-;-;6.43;63.00;46.29;73 %;0 %;-;0.64;-;-;0.02;-;0.00;1.68;0.54;1.14;-;-;28.93;-;-;6.43;1.93;0.64;3.21;-;6.43;5.79;0.64;1.29;-;-;3.86
Дмитрий Сасин;Сокол Саратов;194;90;П Л;0.12;-;0.36;0.12;33 %;-;2.2;1.66;-;-;0.36;-;-;1.31;0.48;0.11;18.55;76 %;0.12;0 %;1.19;10 %;1.66;57 %;0.24;50 %;-;-;0.83;57 %;0.95;50 %;6.90;1.7;1.43;1.78;0.48;1.78;17.71;38 %;6.90;43 %;10.82;34 %;3.9;38 %;3.45;52 %;1.43;33 %;3.33;43 %;2.97;4.28;11;1.7;0.83;0.24;48.51;30.67;63 %;36 %;0.48;0.36;-;0.05;0.09;0.94;1.6;1.5;1.46;-0.41;0.03;0.08;14.03;-;0.12;0.95;0.12;-;0.48;0.48;6.66;2.97;3.69;1.19;1.78;0.48;1.43
Максим Савельев;Енисей Красноярск;192;90;Ф Ц;0.28;0.28;1.66;0.28;17 %;0.42;2.50;2.50;-;0.14;-;-;0.55;2.8;1.11;0.36;16.64;67 %;0.69;60 %;0.55;0 %;2.91;48 %;0.14;0 %;-;-;1.66;33 %;1.66;58 %;14.42;1.66;0.83;0.97;0.14;0.97;28.29;34 %;5.27;24 %;23.02;36 %;12.20;31 %;2.8;67 %;1.39;60 %;0.97;43 %;1.39;1.94;10;0.83;0.42;0.55;52.14;26.07;50 %;53 %;0.55;0.28;0.14;0.25;0.17;1.29;0.77;1.30;1.5;0.25;0.01;0.04;11.09;0.42;-;1.39;-;-;0.55;0.97;9.57;1.25;8.32;3.74;1.39;0.83;0.42
Константин Савичев;ФК Акрон Тольятти;236;90;З П;0.08;0.08;0.17;0.08;50 %;0.25;1.2;0.25;-;0.17;0.17;-;0.08;0.68;0.17;0.14;62.89;84 %;0.34;75 %;3.57;31 %;11.73;64 %;1.95;48 %;0.76;22 %;5.95;60 %;4.50;49 %;6.46;1.95;0.34;5.95;0.51;2.63;9.69;61 %;6.29;58 %;3.40;68 %;1.70;70 %;1.78;86 %;0.85;80 %;2.55;53 %;5.95;8.24;11;0.93;-;-;91.44;76.91;84 %;25 %;0.25;0.25;-;0.19;0.20;1.64;0.61;1.3;0.97;0.06;0.06;0.12;52.95;0.25;1.10;7.48;0.93;0.17;3.57;2.21;5.95;3.65;2.29;1.19;1.53;0.68;1.36
Андрей Савинов;СКА-Хабаровск;201;90;П ПЦ;-;-;0.29;-;0 %;0.14;0.86;0.43;0.29;0.29;-;-;-;0.86;0.43;0.05;37.12;86 %;0.14;100 %;0.29;0 %;8.74;70 %;1.86;85 %;0.29;100 %;6.59;80 %;1.58;36 %;4.30;1.00;0.29;2.58;0.86;1.58;10.32;56 %;5.59;54 %;4.73;58 %;2.15;67 %;1.72;58 %;0.57;50 %;3.15;55 %;4.44;4.30;11;1.15;1.00;0.43;59.04;48.44;82 %;50 %;0.43;-;-;0.10;0.06;-;0.00;1.52;1.19;0.33;0.01;0.08;31.82;0.14;-;6.16;1.58;0.29;5.30;0.57;5.73;3.1;2.72;1.43;1.00;0.29;1.72
Андрей Семенов;Шинник;193;90;З П;-;0.14;-;-;-;0.27;1.78;0.55;0.27;0.68;0.55;0.14;-;0.14;-;0.00;53.29;78 %;0.55;50 %;2.5;40 %;13.15;65 %;3.15;52 %;0.14;100 %;8.8;69 %;2.88;52 %;6.99;2.47;0.68;5.89;1.23;1.10;12.33;50 %;9.32;46 %;3.1;64 %;4.11;63 %;0.14;100 %;-;-;3.84;39 %;6.16;7.81;8;0.96;0.27;0.14;82.47;63.84;77 %;0 %;0.14;-;-;0.19;0.01;-;0.00;1.25;1.29;-0.05;0.08;0.09;41.64;0.27;0.82;8.49;1.64;0.14;5.62;1.51;6.16;4.25;1.92;2.60;0.14;-;1.51
Сердер Сердеров;Динамо Махачкала;205;90;Ф Ц;0.88;-;2.64;0.88;33 %;0.29;0.59;1.17;-;-;-;-;0.59;3.52;1.47;0.61;14.95;57 %;0.59;0 %;0.59;0 %;1.17;50 %;-;-;-;-;0.59;50 %;-;-;9.97;1.47;2.5;0.29;0.29;0.88;17.59;30 %;3.22;36 %;14.36;29 %;8.21;36 %;1.17;50 %;0.29;0 %;1.47;40 %;0.59;2.5;8;1.17;1.17;1.17;41.63;18.76;45 %;42 %;1.17;0.88;-;0.07;0.17;0.69;1.45;1.57;0.53;1.3;-;-;8.50;-;-;0.59;-;-;0.29;-;5.28;1.17;4.10;2.93;0.59;-;0.59
Илья Сериков;Сокол Саратов;198;90;ЗП ЛЦ;-;-;0.13;-;0 %;0.26;0.78;0.78;0.26;0.65;0.13;-;-;0.39;-;0.06;44.28;86 %;0.39;67 %;0.39;67 %;7.45;68 %;0.13;100 %;-;-;3.00;78 %;0.65;20 %;3.53;1.44;0.13;4.18;1.4;2.87;13.19;56 %;8.88;59 %;4.31;52 %;7.18;64 %;0.39;33 %;0.26;50 %;1.4;75 %;7.31;5.75;9;0.91;0.39;0.26;73.93;61.52;83 %;0 %;0.26;0.13;-;0.14;0.14;-;0.00;1.13;1.23;-0.10;0.10;0.12;38.14;0.26;0.26;5.9;0.13;-;2.35;0.13;7.45;5.22;2.22;4.57;0.13;0.13;0.78
Павел Шадрин;Тюмень;197;90;АП Ц;-;-;-;-;-;-;-;1.10;-;0.55;-;-;-;-;-;-;45.55;75 %;1.10;0 %;1.10;0 %;9.88;44 %;-;-;-;-;3.29;67 %;3.84;29 %;7.68;0.55;1.10;1.65;0.55;2.20;18.11;21 %;9.88;17 %;8.23;27 %;4.39;25 %;1.65;67 %;0.55;100 %;3.84;14 %;4.39;3.29;3;1.10;1.10;0.55;74.63;47.74;64 %;-;-;-;-;0.17;-;-;-;0.92;3.1;-2.09;-;-;34.02;-;-;4.39;-;-;2.20;1.10;3.84;1.65;2.20;1.10;1.10;0.55;0.55
Дмитрий Шадринцев;Шинник;220;90;ЗЛ;-;-;0.17;-;0 %;0.43;0.60;1.70;0.26;0.60;0.09;-;-;0.17;0.09;0.02;41.98;74 %;0.43;100 %;2.4;54 %;11.07;58 %;3.41;43 %;0.34;25 %;5.62;56 %;3.66;63 %;8.60;3.24;1.2;6.47;0.77;3.7;17.20;58 %;10.05;64 %;7.15;49 %;3.75;59 %;5.11;58 %;1.28;60 %;4.77;63 %;6.39;6.98;11;0.94;-;-;77.48;58.24;75 %;50 %;-;0.09;-;0.14;0.11;-;0.00;1.17;1.38;-0.22;0.06;0.08;31.08;0.43;1.11;6.47;1.45;0.09;3.15;2.30;9.96;6.47;3.49;2.21;2.98;0.77;2.98
Павел Шакуро;ФК Волгарь;218;90;ЗЛ;-;0.23;-;-;-;0.57;1.14;0.68;-;0.23;-;-;-;-;-;-;50.01;80 %;0.80;43 %;2.96;35 %;12.08;67 %;2.5;50 %;0.46;25 %;6.95;67 %;4.90;49 %;6.61;1.3;0.80;3.99;1.37;3.19;10.48;60 %;6.15;65 %;4.33;53 %;2.16;63 %;2.5;56 %;0.91;38 %;2.73;67 %;5.70;4.78;10;1.3;0.23;0.11;75.30;60.38;80 %;-;-;-;-;0.40;-;-;-;1.3;1.6;-0.03;0.05;0.08;40.10;0.34;1.3;8.9;1.3;0.11;4.67;2.39;6.27;3.99;2.28;1.37;1.14;0.34;1.82
Даниил Шамкин;Торпедо Москва;182;90;Ф ЛЦ;-;-;1.4;-;0 %;0.52;4.16;-;-;-;1.56;-;1.4;2.60;1.4;0.50;31.21;77 %;1.4;50 %;-;-;4.16;63 %;1.4;0 %;-;-;2.60;20 %;1.4;50 %;7.80;2.8;1.4;1.4;0.52;0.52;17.17;55 %;6.76;38 %;10.40;65 %;2.60;40 %;2.60;80 %;1.4;100 %;4.16;25 %;1.4;4.68;7;-;-;3.64;58.79;41.10;70 %;40 %;1.4;0.52;-;0.41;0.19;-;0.00;1.71;1.10;0.61;-;-;23.93;0.52;-;2.60;-;-;0.52;0.52;9.36;2.60;6.76;1.4;2.8;1.4;1.4
Линар Шарифуллин;Нефтехимик Нижнекамск;-;90;Ф ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;15.00;-;0.15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.00;-;-;60.00;0 %;30.00;0 %;30.00;0 %;15.00;0 %;-;-;-;-;-;-;15.00;-;1;-;-;15.00;90.00;15.00;17 %;0 %;15.00;-;-;-;0.01;-;0.00;0.15;-;0.15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Альберт Шарипов;Кубань Краснодар;-;90;ЗП Ц;-;-;-;-;-;-;-;1.64;-;-;-;-;-;0.82;-;0.07;67.09;91 %;-;-;1.64;50 %;14.73;78 %;4.9;100 %;0.82;100 %;5.73;86 %;2.45;67 %;2.45;-;1.64;8.18;4.9;4.9;14.73;56 %;9.00;45 %;5.73;71 %;4.9;60 %;-;-;-;-;4.9;40 %;3.27;8.18;2;0.82;0.82;0.82;99.82;85.09;85 %;0 %;-;0.82;-;0.12;0.08;-;0.00;1.51;0.18;1.33;0.13;0.08;61.36;-;0.82;11.45;4.9;0.82;4.91;1.64;8.18;4.9;4.9;2.45;-;-;1.64
Давид Шавлохов;Алания Владикавказ;217;90;ЗЛ;-;-;0.18;-;0 %;0.26;0.97;1.6;0.26;0.88;-;-;-;0.79;0.09;0.03;52.55;80 %;0.35;50 %;1.41;25 %;11.48;61 %;5.48;47 %;1.41;50 %;7.33;59 %;2.74;39 %;5.92;1.59;0.18;5.56;1.6;3.80;12.89;67 %;9.80;71 %;3.9;54 %;5.56;63 %;0.88;70 %;0.26;33 %;2.56;72 %;4.59;6.9;11;0.97;0.09;-;81.17;65.45;81 %;11 %;0.62;0.09;-;0.06;0.04;-;0.00;1.22;1.7;0.15;0.02;0.05;41.95;0.18;0.35;6.98;2.56;0.71;4.33;1.6;8.66;6.98;1.68;3.53;0.62;0.09;1.85
Дамир Шайхтдинов;ФК Волгарь;205;90;З П;-;-;-;-;-;-;0.38;0.38;-;0.38;-;-;-;-;-;-;47.09;81 %;-;-;4.94;62 %;12.53;64 %;0.76;100 %;-;-;7.59;70 %;5.32;79 %;5.32;2.28;1.52;4.56;0.76;3.42;12.15;59 %;7.97;62 %;4.18;55 %;4.94;69 %;3.4;50 %;0.76;50 %;1.90;60 %;7.59;6.84;5;0.38;-;1.52;78.99;63.42;80 %;-;-;-;-;0.01;-;-;-;0.96;1.20;-0.24;0.18;0.23;37.97;-;3.4;7.97;0.76;-;5.32;4.18;7.22;4.94;2.28;3.42;1.52;0.38;1.14
Александр Щербатюк;КамАЗ Набережные Челны;181;90;Ф Ц;0.29;-;1.44;0.29;20 %;0.86;0.86;1.15;-;-;-;-;0.29;1.15;0.86;0.27;14.66;69 %;0.86;67 %;0.29;0 %;2.30;38 %;-;-;-;-;1.73;17 %;0.58;0 %;9.20;0.29;1.15;0.29;-;1.15;21.28;39 %;2.88;0 %;18.40;45 %;12.94;44 %;2.1;29 %;1.15;0 %;1.15;0 %;0.58;1.44;9;0.86;0.86;1.73;41.41;22.43;54 %;75 %;-;0.29;-;0.25;0.23;0.94;1.6;0.98;0.86;0.12;-;-;10.06;0.58;-;0.86;-;-;0.29;-;8.34;-;8.34;5.75;0.58;-;-
Владислав Шепелев;Ленинградец;197;90;ЗП ЛЦ;-;-;-;-;-;0.50;1.00;3.00;-;-;0.50;-;-;1.50;0.50;0.18;58.50;85 %;0.50;100 %;0.50;0 %;17.00;82 %;3.50;86 %;-;-;9.00;83 %;4.00;38 %;5.50;1.00;0.50;3.50;0.50;2.50;14.00;46 %;9.00;44 %;5.00;50 %;3.00;83 %;0.50;0 %;-;-;5.00;30 %;4.50;9.00;6;0.50;0.50;2.50;91.00;73.50;81 %;33 %;0.50;0.50;-;0.11;0.12;-;0.00;1.23;1.24;-0.01;0.01;0.01;50.00;0.50;-;14.00;3.00;-;7.50;1.50;6.50;4.00;2.50;2.50;-;-;1.50
Глеб Шевченко;Торпедо Москва;195;90;ЗЛ;-;-;-;-;-;-;0.56;1.67;-;-;-;-;-;-;-;-;41.67;79 %;-;-;1.67;33 %;5.00;67 %;1.11;50 %;0.56;0 %;4.44;88 %;1.67;100 %;5.00;2.22;-;2.78;-;0.56;15.00;63 %;9.44;53 %;5.56;80 %;3.33;67 %;1.67;100 %;0.56;100 %;4.44;63 %;3.89;4.44;7;0.56;-;3.33;66.11;51.67;78 %;-;-;-;-;0.07;-;-;-;1.46;1.9;0.37;0.23;0.41;32.78;-;0.56;3.33;0.56;-;3.89;1.67;9.44;5.00;4.44;2.22;1.67;0.56;2.78
Константин Шильцов;Родина Москва;173;90;Ф ЛЦ;-;-;-;-;-;1.2;1.2;2.5;1.2;1.2;-;-;1.2;1.2;-;0.04;23.52;78 %;1.2;0 %;-;-;5.11;60 %;-;-;-;-;2.5;50 %;-;-;7.16;3.7;1.2;1.2;1.2;1.2;18.41;33 %;8.18;0 %;10.23;60 %;4.9;50 %;5.11;40 %;4.9;50 %;2.5;0 %;2.5;4.9;4;-;-;4.9;51.14;31.70;62 %;0 %;1.2;-;-;-;0.04;-;0.00;0.55;1.17;-0.61;-;-;18.41;-;-;3.7;-;-;1.2;-;6.14;-;6.14;2.5;2.5;2.5;-
Тимофей Шипунов;СКА-Хабаровск;180;90;П ПЦ;-;-;-;-;-;-;-;0.97;-;0.97;-;-;-;-;-;-;44.52;85 %;-;-;1.94;50 %;7.74;88 %;0.97;100 %;-;-;3.87;75 %;3.87;75 %;8.71;-;2.90;3.87;0.97;4.84;21.29;18 %;11.61;17 %;9.68;20 %;3.87;0 %;3.87;25 %;3.87;25 %;6.77;29 %;1.94;3.87;3;-;-;2.90;79.35;52.26;66 %;-;-;-;-;0.62;-;-;-;1.18;1.7;0.11;0.14;0.14;37.74;-;0.97;6.77;0.97;-;2.90;2.90;3.87;1.94;1.94;-;0.97;0.97;1.94
Роман Шишков;Шинник;-;90;П ЛЦ;-;-;-;-;-;-;-;-;-;15.00;-;-;-;-;-;-;30.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.00;-;-;-;-;-;15.00;0 %;-;-;15.00;0 %;-;-;-;-;-;-;-;-;-;-;1;-;-;15.00;45.00;30.00;67 %;-;-;-;-;-;-;-;-;-;2.70;-2.70;2.10;0.14;30.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Виталий Шитов;Тюмень;219;90;П П;0.10;0.29;0.38;0.10;25 %;0.86;2.1;2.49;0.10;0.38;0.19;-;0.10;1.25;0.19;0.12;30.42;61 %;0.86;33 %;2.49;8 %;4.89;29 %;2.21;35 %;0.48;20 %;3.17;24 %;5.85;41 %;10.75;2.40;1.54;3.65;0.86;2.78;21.20;45 %;9.50;44 %;11.71;45 %;3.17;39 %;5.18;57 %;2.11;59 %;5.47;60 %;3.26;6.14;11;1.6;0.67;-;66.97;40.87;61 %;15 %;0.67;0.38;-;0.22;0.09;1.20;0.83;0.98;1.12;-0.14;0.01;0.04;18.61;0.29;0.19;1.44;0.77;0.10;0.77;2.40;9.50;4.22;5.28;1.25;2.97;1.25;3.26
Евгений Шляков;Торпедо Москва;201;90;З П;-;0.13;0.26;-;0 %;0.38;0.77;0.38;0.26;0.77;-;-;0.13;0.38;-;0.03;41.61;76 %;0.26;100 %;2.43;32 %;11.01;59 %;3.46;67 %;0.64;80 %;5.12;48 %;3.20;52 %;6.27;1.54;0.51;6.53;0.77;2.30;12.93;63 %;9.73;67 %;3.20;52 %;4.74;76 %;0.77;33 %;0.38;0 %;2.94;74 %;4.61;6.91;9;1.15;0.64;-;69.77;54.15;78 %;0 %;0.26;0.13;-;0.20;0.07;-;0.00;1.13;1.41;-0.28;0.04;0.08;31.62;0.26;0.77;6.53;2.30;0.51;2.43;1.66;8.19;6.53;1.66;3.58;0.26;-;2.18
Егор Шмаров;Химки;-;90;Ф ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.50;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.50;-;-;-;-;7.50;22.50;33 %;-;-;22.50;33 %;15.00;0 %;-;-;-;-;-;-;-;-;1;-;-;7.50;37.50;22.50;60 %;-;-;-;-;-;-;-;-;-;-;-;-;-;7.50;-;-;-;-;-;-;-;7.50;-;7.50;-;-;-;-
Максим Шоркин;Нефтехимик Нижнекамск;207;90;З ПЦ;-;-;0.32;-;0 %;-;0.74;0.11;0.32;0.74;0.21;-;-;0.63;0.32;0.11;31.93;80 %;0.11;0 %;0.21;50 %;10.50;66 %;3.26;52 %;0.74;43 %;5.67;59 %;0.42;25 %;3.15;0.63;0.11;7.98;0.63;0.84;12.71;70 %;9.87;76 %;2.84;52 %;7.56;71 %;0.11;100 %;-;-;1.79;65 %;6.83;5.57;9;0.95;-;-;58.81;48.31;82 %;50 %;0.21;-;0.11;-;0.17;-;0.00;1.7;1.6;0.01;0.07;0.10;25.62;-;0.11;6.93;1.68;0.32;3.36;0.11;8.93;7.46;1.47;5.36;0.11;-;1.16
Идар Шумахов;Динамо Махачкала;216;90;З ЛЦ;-;-;0.34;-;0 %;0.26;0.52;1.29;-;0.34;0.09;-;0.09;0.77;0.26;0.11;46.12;85 %;0.09;100 %;-;-;10.73;67 %;2.58;67 %;0.43;80 %;5.41;73 %;0.43;80 %;3.26;0.60;0.17;6.87;0.86;0.69;11.42;68 %;8.16;72 %;3.26;61 %;4.90;68 %;0.52;67 %;0.09;100 %;2.40;71 %;6.87;7.47;11;0.94;0.09;-;73.77;62.43;85 %;33 %;0.34;0.09;0.09;0.01;0.14;-;0.00;1.34;0.69;0.65;0.08;0.12;39.07;0.09;-;7.21;1.72;0.34;3.95;0.34;7.81;5.84;1.98;3.35;0.34;0.09;1.72
Артем Симонян;СКА-Хабаровск;226;90;П ЛЦ;0.10;0.20;0.20;0.10;50 %;0.88;1.38;2.46;-;0.10;0.20;-;-;2.6;0.39;0.11;36.35;74 %;0.98;60 %;1.57;31 %;6.98;72 %;0.98;80 %;-;-;2.75;68 %;6.98;58 %;7.37;1.47;0.79;2.6;0.29;3.54;17.29;58 %;5.11;63 %;12.18;56 %;3.73;61 %;6.9;68 %;3.34;68 %;2.46;64 %;2.46;4.62;11;1.8;0.59;-;67.11;48.05;72 %;19 %;0.49;1.18;-;0.38;0.05;1.8;0.93;1.34;1.33;0.01;0.01;0.03;27.02;0.59;0.49;5.1;0.79;-;1.87;4.3;10.02;3.24;6.78;2.26;4.13;2.26;1.57
Антон Синяк;Тюмень;221;90;ЗЛ;0.11;0.11;0.11;0.11;100 %;0.43;0.43;0.43;-;0.32;0.11;-;0.11;0.22;0.11;0.02;45.59;83 %;0.32;33 %;2.58;29 %;6.56;64 %;1.72;56 %;0.22;50 %;4.41;73 %;2.58;50 %;5.16;1.61;0.43;4.19;0.75;1.83;11.18;59 %;7.96;61 %;3.23;53 %;3.66;59 %;1.18;64 %;0.54;40 %;2.47;61 %;3.1;6.88;10;1.8;0.43;-;69.35;56.56;82 %;50 %;-;0.11;-;0.16;0.09;0.17;5.88;0.95;1.28;-0.33;0.03;0.05;37.96;0.11;0.75;4.19;0.97;0.11;3.23;1.29;6.56;4.84;1.72;2.15;0.75;0.22;1.51
Владислав Сиротов;Ленинградец;198;90;АП ЛЦ;-;-;-;-;-;0.60;3.29;2.69;-;-;-;-;1.20;0.60;-;0.11;23.92;68 %;0.60;50 %;1.50;0 %;3.29;64 %;-;-;-;-;2.39;75 %;4.49;47 %;14.05;1.79;2.39;4.49;1.20;1.79;24.82;40 %;9.87;52 %;14.95;32 %;7.77;23 %;2.69;44 %;0.90;33 %;4.78;69 %;2.69;4.78;8;0.90;0.90;1.50;61.00;35.28;58 %;0 %;-;0.60;-;0.18;0.19;-;0.00;0.88;0.93;-0.06;0.01;0.04;16.15;0.30;-;2.9;-;-;1.79;2.9;9.87;5.8;4.78;1.79;1.20;0.30;3.29
Марат Ситдиков;Нефтехимик Нижнекамск;199;90;ЗЛ;-;-;-;-;-;0.13;1.5;-;0.26;0.53;0.26;-;-;0.26;0.13;0.01;38.29;71 %;0.26;50 %;1.32;40 %;11.97;57 %;4.21;38 %;0.92;43 %;8.82;58 %;4.21;66 %;5.39;0.92;0.39;4.34;0.92;0.13;10.13;58 %;8.3;59 %;2.11;56 %;3.3;48 %;0.92;57 %;0.39;33 %;2.50;79 %;4.8;8.3;9;0.92;0.13;0.26;61.97;46.32;75 %;50 %;0.13;-;-;0.05;0.04;-;0.00;0.93;0.84;0.09;0.01;0.09;27.37;0.13;0.53;6.84;1.58;0.39;5.13;2.76;5.92;4.74;1.18;1.45;0.53;0.13;1.97
Лев Скворцов;Химки;193;90;ЗП П;-;-;-;-;-;-;1.5;1.58;-;1.5;1.5;-;-;-;-;-;43.16;76 %;-;-;2.63;60 %;11.58;68 %;2.63;80 %;-;-;6.84;77 %;4.74;56 %;4.74;1.58;1.5;3.16;0.53;1.58;13.16;44 %;4.21;50 %;8.95;41 %;4.74;56 %;2.63;40 %;1.5;0 %;1.5;0 %;3.68;12.63;6;-;-;3.16;76.32;57.37;75 %;-;-;-;-;0.03;-;-;-;0.62;2.5;-1.43;-;-;32.63;-;1.58;7.89;2.11;-;5.26;2.63;5.79;2.11;3.68;2.63;1.5;-;-
Александр Смирнов;Кубань Краснодар;195;90;ЗЛ;-;-;-;-;-;-;1.40;0.88;0.35;0.53;0.18;-;-;0.53;0.35;0.05;38.60;77 %;0.18;0 %;4.4;22 %;6.67;63 %;1.5;33 %;-;-;4.39;64 %;4.21;54 %;5.9;1.23;0.35;5.26;1.40;1.58;15.09;51 %;9.47;54 %;5.61;47 %;2.63;67 %;1.75;50 %;0.53;33 %;3.86;55 %;5.9;7.72;7;0.88;0.18;0.35;68.77;52.11;76 %;67 %;-;0.18;-;0.14;0.10;-;0.00;1.38;0.76;0.61;0.05;0.27;29.82;-;0.88;4.21;0.35;-;2.81;2.28;7.72;5.9;2.63;1.75;0.88;0.18;2.11
Данила Смирнов;ФК Волгарь;195;90;ЗП Ц;-;-;-;-;-;-;1.25;1.87;-;-;0.93;-;-;0.62;0.31;0.02;37.68;75 %;0.31;0 %;-;-;9.65;42 %;3.11;30 %;0.62;0 %;6.54;33 %;1.87;0 %;5.29;0.93;0.31;4.5;1.25;2.18;17.75;60 %;11.21;47 %;6.54;81 %;6.23;75 %;1.25;100 %;0.93;100 %;5.29;41 %;3.74;9.65;6;0.93;0.62;0.93;71.94;54.81;76 %;50 %;0.31;-;-;0.01;0.04;-;0.00;1.25;1.33;-0.08;-;-;28.34;-;-;4.5;0.93;-;2.18;-;10.59;5.29;5.29;4.67;1.25;0.93;2.18
Артём Сокол;Родина Москва;-;90;З ЛЦ;-;-;-;-;-;0.62;0.62;-;-;-;-;-;0.62;-;-;-;55.48;84 %;0.62;100 %;0.62;0 %;14.18;74 %;2.47;100 %;0.62;100 %;4.32;86 %;1.85;67 %;4.93;0.62;1.85;6.78;0.62;2.47;20.34;67 %;15.41;68 %;4.93;63 %;6.78;64 %;3.8;80 %;-;-;2.47;50 %;3.8;7.40;2;0.62;-;0.62;90.62;73.36;81 %;-;-;-;-;-;-;-;-;1.28;1.89;-0.61;0.08;0.13;46.85;0.62;-;10.48;2.47;0.62;3.70;1.23;13.56;10.48;3.8;4.32;2.47;-;1.23
Игорь Соколов;Шинник;195;90;АП Ц;0.10;0.10;0.21;0.10;50 %;0.62;0.21;0.93;-;0.10;-;-;-;0.83;0.42;0.08;28.44;71 %;0.73;43 %;2.49;38 %;5.92;63 %;1.56;47 %;0.52;40 %;2.91;54 %;2.91;50 %;7.47;1.76;1.14;1.87;0.31;3.32;11.00;36 %;3.43;42 %;7.58;33 %;2.80;37 %;1.56;47 %;0.93;44 %;1.97;47 %;2.49;6.2;11;1.14;0.73;-;53.67;36.75;68 %;50 %;0.21;0.10;0.10;0.19;0.10;0.80;1.25;1.11;1.27;-0.16;0.00;0.02;20.14;0.31;0.93;3.74;0.73;0.21;1.56;1.45;3.94;1.45;2.49;1.4;0.73;0.42;0.93
Рустам Сосранов;СКА-Хабаровск;-;90;ЗЛ;-;-;-;-;-;-;1.96;-;-;-;-;-;-;1.96;1.96;0.04;91.96;79 %;-;-;3.91;50 %;21.52;55 %;1.96;100 %;-;-;11.74;83 %;3.91;100 %;5.87;3.91;1.96;11.74;1.96;1.96;15.65;88 %;11.74;100 %;3.91;50 %;3.91;100 %;1.96;100 %;1.96;100 %;3.91;100 %;3.91;19.57;1;1.96;1.96;-;136.96;113.48;83 %;100 %;-;-;-;-;0.02;-;0.00;0.57;4.32;-3.76;-;-;72.39;-;1.96;11.74;1.96;-;9.78;3.91;13.70;11.74;1.96;3.91;1.96;1.96;3.91
