Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Виктор Гараев;Черноморец;215;90;З П;-;0.11;0.23;-;0 %;0.46;0.46;0.57;0.11;0.69;0.23;-;-;0.34;-;0.03;50.66;78 %;0.80;57 %;2.74;17 %;9.38;61 %;2.74;67 %;0.46;25 %;4.92;63 %;5.37;51 %;7.20;2.17;1.60;4.23;1.3;2.52;9.49;48 %;5.3;52 %;4.46;44 %;2.6;39 %;2.17;53 %;1.14;40 %;2.17;53 %;6.75;7.32;9;1.3;0.34;-;78.79;60.61;77 %;0 %;0.11;0.11;0.11;0.25;0.08;-;0.00;0.92;1.26;-0.34;0.05;0.06;39.34;0.46;0.46;5.72;1.83;0.11;3.9;2.74;4.57;2.63;1.94;0.80;1.14;0.46;1.14
Михаил Гащенков;Шинник;182;90;АП Ц;-;-;0.24;-;0 %;-;1.89;1.18;0.24;0.47;0.24;-;-;1.42;0.47;0.08;26.69;76 %;0.24;0 %;0.47;0 %;9.21;67 %;2.13;56 %;1.18;60 %;5.20;55 %;1.18;80 %;5.91;2.13;1.18;3.78;1.18;0.24;17.24;40 %;7.56;38 %;9.69;41 %;6.85;45 %;0.47;0 %;0.24;0 %;2.36;50 %;3.78;5.43;10;0.94;0.94;1.42;55.98;37.09;66 %;33 %;0.71;0.24;-;0.04;0.05;-;0.00;1.9;1.50;-0.41;0.04;0.15;20.31;-;-;6.14;1.18;0.71;2.83;0.94;6.85;2.83;4.2;3.7;-;-;1.18
Ишхан Гелоян;Арсенал Тула;211;90;АП Л;0.26;-;1.3;0.26;25 %;1.3;1.16;1.54;0.26;0.26;-;-;0.26;1.93;1.28;0.35;30.30;75 %;1.3;75 %;2.57;25 %;5.52;63 %;1.16;67 %;0.13;100 %;2.82;73 %;4.49;37 %;9.37;0.90;0.77;2.44;0.51;3.72;19.13;41 %;4.62;50 %;14.51;38 %;4.75;30 %;4.88;61 %;2.70;62 %;2.82;55 %;2.95;4.11;10;1.3;0.77;0.26;62.78;42.37;67 %;67 %;0.51;0.13;-;0.27;0.18;1.38;0.72;1.8;0.92;0.15;0.01;0.11;22.60;0.77;0.64;3.47;0.77;0.13;2.5;1.67;7.83;2.31;5.52;1.41;2.95;1.67;1.54
Алексей Герасимов;Нефтехимик Нижнекамск;207;90;З Ц;-;-;0.17;-;0 %;-;0.86;0.17;0.34;0.34;0.34;-;0.17;0.17;-;0.04;39.60;87 %;0.34;0 %;-;-;8.91;75 %;3.77;73 %;0.17;100 %;4.11;58 %;0.34;50 %;2.91;1.3;0.17;7.20;0.86;2.6;11.66;79 %;9.26;78 %;2.40;86 %;6.17;78 %;0.17;100 %;-;-;1.89;82 %;5.49;7.54;6;0.86;-;0.17;66.69;58.97;88 %;0 %;0.17;-;-;-;0.23;-;0.00;0.94;1.5;-0.11;0.08;0.12;34.63;-;-;6.69;2.74;0.17;2.40;0.17;9.26;7.20;2.6;4.80;0.17;-;1.54
Артур Гилязетдинов;ФК Волгарь;215;90;З П;0.10;-;0.20;0.10;50 %;0.10;1.22;0.92;0.31;0.71;-;-;0.20;0.71;0.10;0.06;46.53;82 %;-;-;2.55;20 %;9.29;77 %;1.63;38 %;0.41;25 %;5.10;78 %;3.78;43 %;5.31;1.2;0.71;4.59;1.12;2.96;13.06;59 %;7.4;65 %;6.2;53 %;3.57;60 %;1.94;74 %;1.12;73 %;3.27;69 %;4.18;8.88;10;1.2;0.20;-;77.55;62.35;80 %;14 %;0.51;0.10;-;0.09;0.08;0.58;1.72;0.99;0.92;0.07;0.08;0.12;37.96;-;0.51;7.14;0.61;0.10;3.98;1.63;7.76;4.59;3.16;2.14;1.43;0.82;2.24
Николай Гиоргобиани;Алания Владикавказ;229;90;АП Л;0.39;-;1.16;0.39;33 %;0.48;1.26;2.41;-;-;0.19;0.10;0.10;2.41;0.77;0.39;32.83;75 %;0.87;33 %;0.58;33 %;7.44;66 %;0.77;88 %;-;-;2.99;68 %;3.9;56 %;8.98;1.6;1.6;2.32;1.45;1.35;16.42;41 %;4.6;29 %;12.36;45 %;4.6;36 %;4.35;60 %;2.41;56 %;1.83;42 %;3.96;5.70;10;0.97;-;-;63.73;43.07;68 %;32 %;0.87;0.58;0.19;0.23;0.16;1.1;0.99;1.31;1.16;0.15;-;-;24.62;0.29;0.19;4.92;0.68;-;2.3;1.74;6.66;1.16;5.50;1.45;2.61;1.35;0.77
Карим Гираев;Арсенал Тула;176;90;Ф Ц;-;-;0.61;-;0 %;1.22;1.22;1.22;-;0.61;0.61;-;-;1.22;0.61;0.15;18.37;57 %;-;-;-;-;3.6;40 %;-;-;-;-;1.22;50 %;0.61;0 %;8.57;0.61;2.45;2.45;0.61;0.61;22.04;44 %;7.35;42 %;14.69;46 %;12.86;43 %;3.6;60 %;1.84;67 %;1.84;67 %;4.29;4.29;5;-;-;3.6;53.88;30.61;57 %;50 %;-;0.61;-;0.03;0.12;-;0.00;1.2;1.21;-0.20;0.01;0.02;10.41;-;-;1.22;-;-;0.61;-;9.80;3.6;6.73;5.51;1.84;1.22;1.22
Никита Глушков;Динамо Махачкала;212;90;АП Ц;0.19;-;0.48;0.19;40 %;0.10;1.5;1.5;0.10;0.10;0.19;-;-;0.48;0.38;0.12;23.93;78 %;0.38;25 %;0.76;38 %;3.72;64 %;0.38;50 %;-;-;2.19;61 %;1.5;55 %;5.5;1.24;0.48;2.29;0.76;0.38;15.44;39 %;7.53;38 %;7.91;40 %;3.53;30 %;1.91;40 %;0.67;29 %;3.72;41 %;5.5;6.39;11;1.5;0.76;-;52.44;37.09;71 %;80 %;0.10;-;-;0.17;0.26;0.65;1.53;1.38;0.65;0.74;0.00;0.02;18.59;0.10;0.29;2.38;0.19;-;1.33;0.57;6.1;2.86;3.15;1.5;0.76;0.19;1.53
Никита Глушков;Енисей Красноярск;214;90;АП Л;0.12;0.24;0.61;0.12;20 %;1.33;0.12;0.73;-;0.12;-;-;0.61;2.18;0.48;0.23;32.22;78 %;1.45;67 %;1.82;53 %;6.30;65 %;0.48;75 %;-;-;1.82;67 %;6.6;66 %;9.81;1.33;1.21;2.18;0.97;3.3;17.08;38 %;2.42;50 %;14.66;36 %;1.45;0 %;7.99;48 %;5.33;43 %;0.73;83 %;1.94;5.69;10;0.97;0.73;0.24;63.47;42.76;67 %;22 %;0.36;1.33;-;0.43;0.11;1.94;0.52;1.40;1.8;0.31;-;-;25.07;0.97;0.97;4.12;0.36;-;1.21;4.00;6.42;1.21;5.21;-;3.88;2.30;0.61
Гоча Гогричиани;ФК Волгарь;172;90;Ф Ц;-;-;0.52;-;0 %;-;1.57;1.5;-;-;-;-;2.9;1.5;0.52;0.07;17.27;39 %;-;-;-;-;2.9;25 %;-;-;-;-;1.57;0 %;0.52;0 %;17.79;1.57;0.52;1.5;-;0.52;24.07;24 %;6.80;15 %;17.27;27 %;12.56;21 %;2.9;25 %;1.57;0 %;3.66;29 %;1.5;1.5;4;1.5;1.5;1.5;45.52;15.70;34 %;50 %;0.52;-;-;-;0.06;-;0.00;0.28;1.6;-0.78;-;-;6.80;-;-;0.52;-;-;-;-;5.76;1.5;4.71;2.62;0.52;-;1.5
Илья Голосов;Арсенал Тула;-;90;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37.67;72 %;-;-;2.9;0 %;6.28;33 %;-;-;-;-;2.9;100 %;2.9;0 %;2.9;2.9;-;6.28;-;-;18.84;67 %;12.56;50 %;6.28;100 %;6.28;67 %;-;-;-;-;4.19;50 %;20.93;4.19;1;-;-;2.9;85.81;69.07;80 %;-;-;-;-;-;-;-;-;0.23;0.38;-0.15;0.13;0.06;27.21;-;-;2.9;-;-;2.9;-;12.56;6.28;6.28;4.19;-;-;2.9
Петар Голубович;Химки;201;90;З ПЦ;-;-;0.11;-;0 %;0.11;1.27;0.53;0.42;1.6;0.21;-;-;0.53;0.21;0.01;49.45;79 %;-;-;1.16;36 %;10.91;63 %;4.13;51 %;0.95;33 %;6.78;67 %;3.7;62 %;4.98;1.59;0.42;7.9;1.69;0.64;16.09;66 %;12.60;66 %;3.49;67 %;5.93;73 %;0.32;0 %;0.11;0 %;2.22;62 %;8.5;6.78;10;0.95;0.11;0.11;83.01;66.60;80 %;40 %;0.11;0.21;-;0.02;0.03;-;0.00;0.87;1.24;-0.37;0.09;0.09;39.28;-;0.42;6.88;2.12;0.32;4.55;1.91;10.69;8.36;2.33;4.34;-;-;1.38
Георгий Гонгадзе;Торпедо Москва;179;90;Ф ПЦ;-;-;1.23;-;0 %;-;1.23;2.11;-;-;0.18;-;0.88;2.46;1.5;0.30;17.05;70 %;-;-;-;-;2.11;67 %;0.53;100 %;-;-;2.64;47 %;0.18;0 %;12.13;2.29;0.88;0.88;0.35;0.70;22.15;32 %;2.46;43 %;19.69;30 %;14.77;29 %;0.88;40 %;0.18;100 %;0.88;60 %;1.23;4.22;9;1.5;0.88;0.53;48.69;26.19;54 %;43 %;0.88;0.53;-;0.05;0.12;-;0.00;1.4;1.47;-0.42;-;-;11.95;-;-;1.41;0.53;-;1.23;-;7.3;1.5;5.98;4.22;0.35;0.18;0.53
Альбек Гонгапшев;СКА-Хабаровск;180;90;Ф Ц;-;-;1.48;-;0 %;0.98;0.49;0.98;0.49;0.49;-;-;0.49;1.97;1.48;0.36;17.70;78 %;1.48;33 %;-;-;2.46;40 %;-;-;-;-;0.49;0 %;0.98;0 %;9.84;0.49;-;1.97;0.49;2.46;20.66;31 %;1.97;75 %;18.69;26 %;9.34;21 %;1.48;33 %;0.49;0 %;1.48;100 %;1.48;2.46;4;1.48;1.48;0.49;46.72;28.03;60 %;75 %;-;0.49;-;0.22;0.19;-;0.00;2.30;2.2;0.28;0.28;0.56;13.77;0.49;-;0.98;-;-;-;-;6.39;1.48;4.92;1.97;0.49;-;1.48
Кристиан Марсело Гонсалес Тассано;Химки;-;90;ЗП Ц;-;-;-;-;-;1.7;1.7;1.7;-;-;-;-;-;1.7;-;0.03;30.00;68 %;1.7;100 %;1.7;100 %;8.57;75 %;-;-;-;-;3.21;67 %;3.21;67 %;6.43;2.14;-;3.21;1.7;1.7;26.79;60 %;12.86;42 %;13.93;77 %;13.93;54 %;2.14;100 %;-;-;2.14;50 %;6.43;5.36;1;1.7;1.7;-;72.86;51.43;71 %;0 %;-;1.7;-;0.47;0.03;-;0.00;0.72;1.27;-0.56;0.02;0.02;20.36;1.7;1.7;6.43;-;-;2.14;2.14;16.07;5.36;10.71;7.50;2.14;-;1.7
Игорь Горбунов;Торпедо Москва;200;90;ЗЛ;-;-;-;-;-;1.45;2.18;2.18;-;-;0.73;-;-;1.45;-;0.20;39.92;87 %;2.18;100 %;2.18;67 %;8.71;100 %;2.90;75 %;-;-;2.90;100 %;2.18;100 %;7.98;1.45;0.73;5.81;2.90;2.18;23.23;47 %;9.44;54 %;13.79;42 %;4.35;0 %;8.71;67 %;5.8;43 %;3.63;100 %;6.53;6.53;4;0.73;0.73;2.18;80.56;60.97;76 %;0 %;0.73;0.73;-;0.92;0.14;-;0.00;2.00;0.54;1.46;-;-;34.84;2.18;1.45;8.71;2.18;-;2.90;2.18;10.89;5.8;5.81;-;5.81;2.18;3.63
Астемир Гордюшенко;Родина Москва;222;90;П Л;0.28;0.18;1.1;0.28;27 %;0.74;2.21;0.92;-;0.09;0.09;-;0.18;2.21;0.83;0.21;40.67;75 %;0.37;25 %;3.14;29 %;8.2;68 %;2.3;68 %;0.55;50 %;3.14;71 %;8.48;53 %;9.68;1.38;1.11;3.60;1.20;2.58;16.69;39 %;5.44;53 %;11.25;33 %;2.58;32 %;3.50;45 %;2.3;41 %;3.60;51 %;3.50;5.53;11;1.1;0.46;-;72.39;49.61;69 %;38 %;0.83;0.46;0.09;0.32;0.09;0.76;1.32;1.52;0.86;0.66;0.01;0.05;30.52;0.09;0.92;5.44;1.38;0.28;2.21;4.52;6.55;2.86;3.69;0.83;1.57;0.83;1.84
Павел Горелов;КамАЗ Набережные Челны;195;90;П ЛЦ;-;-;0.34;-;0 %;0.11;1.36;1.2;-;0.23;0.45;-;-;1.24;0.23;0.11;23.26;75 %;0.45;25 %;0.34;33 %;5.76;71 %;0.11;0 %;-;-;2.82;76 %;0.79;43 %;5.8;1.36;0.68;2.37;0.79;0.90;14.79;37 %;8.81;33 %;5.98;42 %;3.5;33 %;2.26;40 %;0.90;38 %;4.86;33 %;3.73;5.65;9;1.2;0.56;-;50.59;33.76;67 %;18 %;0.45;0.56;-;0.09;0.09;-;0.00;1.6;0.94;0.12;0.00;0.02;17.50;0.11;0.11;4.7;-;-;2.15;0.34;5.42;2.94;2.48;1.2;0.90;0.34;1.58
Виталий Горулев;Ленинградец;194;90;ЗП ПЦ;-;0.11;0.22;-;0 %;0.22;0.54;1.29;0.11;0.32;-;-;-;1.8;0.32;0.07;35.48;80 %;-;-;0.43;50 %;7.96;58 %;1.94;67 %;0.11;0 %;3.98;54 %;2.90;59 %;5.16;0.86;0.65;3.98;1.51;1.18;14.73;53 %;7.85;44 %;6.88;63 %;3.23;53 %;1.72;94 %;0.97;100 %;3.12;55 %;6.13;6.45;10;0.97;0.32;0.11;65.91;50.54;77 %;30 %;0.32;0.43;-;0.02;0.07;-;0.00;0.67;0.99;-0.32;0.10;0.14;28.49;-;0.22;4.62;1.29;-;2.15;1.72;7.74;3.44;4.30;1.72;1.61;0.97;1.72
Алексей Гречкин;Черноморец;197;90;З ЛЦ;-;0.08;0.08;-;0 %;0.17;0.51;0.34;0.34;1.44;0.17;-;-;0.25;-;0.04;53.44;90 %;0.08;100 %;-;-;9.8;71 %;5.00;64 %;0.59;57 %;5.17;66 %;0.42;20 %;3.5;1.36;-;6.2;0.76;2.21;7.72;58 %;6.36;57 %;1.36;63 %;4.41;62 %;0.17;50 %;-;-;1.36;56 %;5.9;7.4;11;0.93;-;-;76.43;67.35;88 %;0 %;0.25;-;-;0.03;0.14;-;0.00;0.94;1.45;-0.51;0.14;0.11;47.84;0.08;-;6.45;3.22;0.34;3.39;0.08;4.50;3.65;0.85;2.71;0.08;-;0.76
Даниил Григорьев;СКА-Хабаровск;-;90;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28.12;100 %;-;-;-;-;5.62;100 %;-;-;-;-;5.62;100 %;-;-;-;-;-;-;-;-;11.25;0 %;5.62;0 %;5.62;0 %;-;-;-;-;-;-;-;-;5.62;5.62;1;-;-;5.62;50.62;39.38;78 %;-;-;-;-;-;-;-;-;0.11;1.52;-1.41;-;-;28.12;-;-;5.62;-;-;5.62;-;-;-;-;-;-;-;-
Валерий Громыко;Торпедо Москва;204;90;П ПЦ;-;-;0.93;-;0 %;1.39;1.86;0.93;-;-;-;-;-;2.32;1.39;0.22;34.33;74 %;0.46;100 %;1.39;0 %;7.42;75 %;1.86;75 %;-;-;4.64;70 %;4.64;30 %;7.42;0.46;0.93;7.42;3.25;0.93;18.09;54 %;11.60;56 %;6.49;50 %;5.57;50 %;0.93;100 %;0.46;100 %;7.89;47 %;5.57;6.96;3;0.93;0.93;0.46;69.12;50.10;72 %;60 %;0.93;-;-;0.32;0.09;-;0.00;1.17;0.97;0.20;0.06;0.07;25.52;0.46;-;5.57;1.39;-;3.25;1.39;9.74;6.49;3.25;2.78;0.93;0.46;3.71
Илья Грузнов;Нефтехимик Нижнекамск;182;90;Ф Ц;0.26;-;2.11;0.26;13 %;0.26;1.6;0.79;-;-;-;-;1.85;2.64;1.58;0.70;23.75;66 %;0.53;0 %;1.6;0 %;5.28;35 %;0.53;100 %;-;-;2.90;36 %;2.38;33 %;12.67;0.79;1.58;1.58;0.79;0.53;20.59;36 %;2.90;45 %;17.68;34 %;12.40;36 %;0.53;0 %;0.26;0 %;0.26;0 %;1.58;2.90;8;0.53;0.53;1.58;53.84;29.82;55 %;60 %;0.79;0.26;-;0.09;0.26;2.65;0.38;1.85;0.84;1.1;-;-;15.57;-;-;1.85;0.53;-;1.6;0.79;7.39;1.32;6.7;4.49;-;-;-
Ян Гудков;Сокол Саратов;211;90;ЗЛ;-;0.11;-;-;-;0.32;0.74;1.69;0.21;0.21;0.32;-;-;0.53;0.32;0.02;34.57;71 %;0.21;100 %;1.48;29 %;7.80;54 %;2.53;42 %;0.42;25 %;5.37;53 %;3.48;52 %;6.64;2.32;0.53;5.27;0.21;2.11;16.12;65 %;11.49;69 %;4.64;57 %;4.32;73 %;1.90;61 %;0.95;56 %;4.22;65 %;4.85;4.43;10;1.5;0.42;-;63.86;47.63;75 %;60 %;-;0.21;-;0.27;0.03;-;0.00;1.10;1.30;-0.20;0.04;0.07;24.66;0.21;0.42;4.22;1.5;0.11;2.85;1.79;10.54;7.90;2.63;3.16;1.16;0.53;2.74
Аяз Гулиев;Химки;-;90;П ПЦ;-;-;-;-;-;-;-;1.61;-;-;-;-;-;-;-;-;41.79;100 %;-;-;-;-;8.4;100 %;-;-;-;-;6.43;100 %;3.21;100 %;1.61;-;3.21;3.21;-;-;9.64;83 %;3.21;100 %;6.43;75 %;1.61;0 %;3.21;100 %;3.21;100 %;1.61;100 %;1.61;1.61;1;1.61;1.61;-;57.86;53.04;92 %;-;-;-;-;0.10;-;-;-;0.76;1.46;-0.71;-;-;41.79;-;-;8.4;-;-;6.43;3.21;8.4;3.21;4.82;-;3.21;3.21;1.61
Даниил Гурченко;Черноморец;200;90;П П;-;-;1.00;-;0 %;0.85;1.00;0.57;-;0.14;-;-;-;1.71;0.57;0.19;26.34;66 %;0.85;33 %;1.71;0 %;5.41;61 %;0.71;40 %;-;-;1.85;62 %;5.13;42 %;8.12;0.85;1.85;1.14;0.43;1.99;17.23;40 %;5.70;45 %;11.53;37 %;4.41;29 %;3.70;50 %;1.85;31 %;3.13;45 %;2.14;4.13;11;1.00;0.57;0.57;55.40;33.04;60 %;33 %;0.57;0.43;0.14;0.20;0.11;-;0.00;1.16;1.55;-0.39;0.00;0.01;17.37;0.28;-;3.28;0.28;-;1.14;2.14;6.84;2.56;4.27;1.28;1.85;0.57;1.42
Азамат Гурфов;Кубань Краснодар;179;90;П ЛЦ;-;0.29;0.29;-;0 %;0.87;1.17;0.29;-;0.29;-;-;0.29;0.87;0.29;0.04;42.82;84 %;1.17;50 %;0.87;67 %;9.3;81 %;1.46;40 %;-;-;5.53;63 %;3.20;64 %;7.28;2.4;1.46;1.17;-;2.4;13.98;40 %;4.8;36 %;9.90;41 %;6.41;36 %;1.46;40 %;0.58;0 %;2.33;38 %;0.87;4.66;5;1.17;0.58;0.29;67.28;50.10;74 %;33 %;0.29;0.29;-;0.31;0.04;-;0.00;0.78;1.63;-0.85;0.04;0.05;36.12;0.58;0.58;7.28;0.58;-;3.50;2.4;5.53;1.46;4.8;2.33;0.58;-;0.87
Батраз Гурциев;Алания Владикавказ;204;90;АП П;0.16;0.16;2.20;0.16;7 %;1.26;1.73;0.47;-;-;-;-;-;3.46;2.67;0.50;20.26;69 %;0.94;33 %;1.57;30 %;3.46;55 %;0.47;67 %;-;-;1.57;30 %;4.24;37 %;9.58;0.63;1.10;0.94;0.79;1.88;13.51;26 %;2.98;21 %;10.52;27 %;5.65;28 %;2.4;31 %;1.73;36 %;1.26;38 %;1.41;3.93;11;0.79;0.79;0.94;45.71;27.49;60 %;77 %;0.16;0.63;-;0.40;0.14;3.16;0.32;1.34;0.99;0.35;-;-;13.98;0.31;0.47;1.88;0.31;-;0.47;1.57;3.46;0.63;2.83;1.57;0.63;0.63;0.47
Артём Гюрджан;КамАЗ Набережные Челны;210;90;З ПЦ;-;-;-;-;-;-;1.87;0.62;0.31;0.31;0.62;-;-;0.93;-;0.07;44.53;87 %;-;-;0.31;100 %;12.46;78 %;4.5;54 %;0.93;67 %;5.92;63 %;0.31;100 %;3.11;1.25;-;6.54;0.93;1.56;13.70;73 %;9.65;74 %;4.5;69 %;7.16;70 %;0.31;100 %;-;-;1.56;80 %;4.67;8.10;3;0.93;-;-;73.49;63.22;86 %;0 %;0.62;0.31;-;-;0.08;-;0.00;0.91;0.49;0.42;0.07;0.07;38.93;-;0.31;9.65;2.18;0.62;3.74;0.31;9.97;7.16;2.80;4.98;0.31;-;1.25
Батраз Хадарцев;Алания Владикавказ;188;90;АП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;2.43;-;0.10;53.51;73 %;-;-;2.43;0 %;7.30;33 %;2.43;0 %;-;-;4.86;100 %;7.30;0 %;9.73;-;2.43;4.86;-;4.86;24.32;30 %;4.86;50 %;19.46;25 %;-;-;9.73;0 %;7.30;0 %;-;-;4.86;7.30;3;-;-;7.30;99.73;63.24;63 %;0 %;-;2.43;-;1.80;0.04;-;0.00;4.94;0.58;4.35;-;-;38.92;-;-;2.43;-;-;4.86;-;7.30;2.43;4.86;-;-;-;-
Камиль Ибрагимов;Динамо Махачкала;-;90;Ф Ц;-;-;3.75;-;0 %;-;-;-;-;-;-;-;-;3.75;-;1.69;15.00;50 %;-;-;-;-;3.75;0 %;-;-;-;-;3.75;0 %;-;-;18.75;-;3.75;-;-;-;30.00;13 %;3.75;100 %;26.25;0 %;22.50;0 %;3.75;0 %;-;-;3.75;100 %;3.75;11.25;1;-;-;3.75;67.50;26.25;39 %;0 %;3.75;-;-;0.75;0.45;-;0.00;2.93;2.70;0.22;-;-;7.50;-;-;-;-;-;-;-;3.75;3.75;-;-;-;-;3.75
Сергей Ильин;Ленинградец;206;90;АП ПЦ;-;-;1.17;-;0 %;0.23;1.64;0.70;-;-;-;-;-;2.81;1.17;0.38;20.62;66 %;0.23;0 %;1.17;20 %;4.45;63 %;0.70;33 %;-;-;1.88;63 %;1.88;25 %;10.55;1.17;1.41;3.75;0.47;1.17;22.27;41 %;8.67;51 %;13.59;34 %;5.62;54 %;4.45;32 %;2.11;22 %;4.92;62 %;2.81;4.69;7;0.94;0.94;0.70;55.78;32.58;58 %;42 %;1.17;0.23;0.23;0.08;0.14;-;0.00;1.8;0.71;0.37;0.01;0.03;13.59;-;0.23;2.81;0.23;-;1.17;0.47;9.14;4.45;4.69;3.5;1.41;0.47;3.5
Олег Исаенко;Химки;209;90;ЗП П;0.12;0.12;0.24;0.24;100 %;0.48;0.95;0.60;0.24;0.48;0.12;-;-;0.48;0.12;0.04;37.02;74 %;0.83;43 %;1.43;50 %;9.29;54 %;1.67;43 %;0.12;0 %;4.17;69 %;2.74;39 %;5.36;1.55;1.19;4.52;1.7;1.19;15.00;56 %;10.24;60 %;4.76;45 %;4.76;38 %;1.7;56 %;0.83;57 %;4.17;69 %;4.64;7.26;9;1.7;0.48;-;67.62;49.76;74 %;25 %;-;0.36;-;0.13;0.09;0.34;2.94;1.9;1.9;0.00;0.00;0.03;27.38;0.36;0.71;5.00;0.71;-;2.86;1.7;8.33;6.19;2.14;1.79;0.60;0.48;2.86
Шамиль Исаев;Динамо Махачкала;-;90;АП Ц;-;-;-;-;-;-;8.18;8.18;-;-;-;-;-;8.18;-;0.16;8.18;0 %;-;-;-;-;8.18;0 %;-;-;-;-;-;-;-;-;24.55;-;-;-;-;-;40.91;20 %;-;-;40.91;20 %;16.36;0 %;-;-;-;-;-;-;-;8.18;1;-;-;8.18;65.45;16.36;25 %;0 %;-;8.18;-;-;0.02;-;0.00;0.65;-;0.65;-;-;-;-;-;-;-;-;-;-;8.18;-;8.18;-;-;-;-
Егор Иванов;Енисей Красноярск;207;90;ЗП ЛЦ;0.10;0.31;0.21;0.10;50 %;0.51;0.82;1.54;-;-;0.10;-;-;0.51;0.10;0.04;60.24;86 %;0.41;50 %;0.31;33 %;14.06;79 %;1.74;53 %;0.10;0 %;8.31;78 %;6.67;57 %;4.21;0.92;0.41;3.28;0.82;0.82;8.72;47 %;5.54;37 %;3.18;65 %;1.33;38 %;0.62;100 %;0.21;100 %;3.18;39 %;4.21;7.90;10;1.3;0.31;-;82.82;68.65;83 %;20 %;0.31;0.10;-;0.12;0.07;0.36;2.78;1.11;0.89;0.21;0.07;0.11;51.52;0.21;0.10;11.08;0.92;-;6.47;3.80;4.10;2.5;2.5;0.51;0.62;0.21;1.23
Сослан Качмазов;Алания Владикавказ;221;90;ЗЛ;-;-;-;-;-;-;1.98;0.59;-;0.20;0.20;-;-;0.40;-;0.03;54.32;87 %;0.20;0 %;2.18;36 %;9.52;77 %;1.98;50 %;-;-;5.75;79 %;3.57;44 %;4.36;0.99;0.40;7.33;0.79;1.39;14.07;63 %;10.90;73 %;3.17;31 %;5.35;63 %;0.99;40 %;0.79;50 %;2.58;77 %;6.74;7.73;7;0.99;0.40;0.40;85.24;71.96;84 %;0 %;-;0.40;-;0.02;0.06;-;0.00;0.97;1.3;-0.06;0.04;0.05;46.98;-;0.79;7.33;0.99;-;4.56;1.59;8.92;7.93;0.99;3.37;0.40;0.40;1.98
Сослан Кагермазов;Динамо Махачкала;210;90;ЗП П;-;-;0.20;-;0 %;0.50;0.50;0.80;0.20;0.40;0.20;-;0.10;0.80;-;0.10;38.71;68 %;1.00;50 %;2.59;35 %;13.17;52 %;3.69;38 %;1.10;27 %;8.38;56 %;6.49;46 %;8.98;1.60;0.40;3.9;1.30;0.50;12.97;54 %;7.48;61 %;5.49;44 %;4.39;41 %;0.80;63 %;0.40;75 %;3.69;76 %;4.69;4.69;11;1.10;0.90;-;63.06;43.40;69 %;0 %;0.50;0.30;-;0.30;0.12;-;0.00;1.26;0.67;0.58;0.03;0.08;26.24;0.50;0.90;6.78;1.40;0.30;4.69;2.99;6.98;4.59;2.39;1.80;0.50;0.30;2.79
