Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Ян Казаев;Балтика;210;90;ЗП Ц;-;-;0.68;-;0 %;0.51;2.4;1.87;0.34;0.34;-;-;-;1.2;0.51;0.06;35.15;86 %;0.17;100 %;0.34;0 %;7.13;79 %;0.34;100 %;-;-;4.75;75 %;1.2;50 %;3.6;0.34;1.19;4.92;1.53;0.34;12.74;55 %;8.32;49 %;4.42;65 %;3.57;48 %;0.85;80 %;0.17;0 %;3.6;61 %;5.77;7.47;7;1.2;0.51;0.17;63.68;51.45;81 %;50 %;0.34;0.17;-;0.00;0.06;-;0.00;1.5;1.11;-0.06;0.03;0.04;30.40;0.17;-;5.60;0.34;-;3.57;0.51;6.96;4.8;2.89;1.70;0.68;-;1.87
Евгений Харин;ФК Ахмат;215;90;ЗЛ;-;-;-;-;-;0.26;1.30;1.4;-;-;0.26;-;-;0.26;-;0.00;44.09;79 %;0.52;50 %;1.30;60 %;7.57;52 %;1.83;29 %;0.52;50 %;5.48;57 %;2.61;50 %;6.52;1.4;0.26;4.43;0.52;3.13;11.74;64 %;7.57;66 %;4.17;63 %;3.91;73 %;1.30;60 %;-;-;1.83;71 %;6.00;5.22;6;0.78;-;0.78;72.26;57.91;80 %;0 %;0.26;-;-;0.15;0.01;-;0.00;0.99;1.23;-0.24;0.01;0.02;34.70;0.26;0.78;3.91;0.52;0.26;3.13;1.30;7.57;4.96;2.61;2.87;0.78;-;1.30
Даниил Хлусевич;Спартак Москва;223;90;ЗЛ;0.34;-;0.84;0.34;40 %;0.17;1.68;0.17;1.1;1.17;0.50;-;-;1.17;0.84;0.15;58.32;83 %;0.17;0 %;1.17;14 %;8.72;62 %;1.17;57 %;0.17;0 %;4.19;68 %;2.68;44 %;6.87;2.1;0.50;4.69;0.50;1.68;11.73;50 %;7.37;50 %;4.36;50 %;1.84;18 %;2.18;62 %;0.84;40 %;4.36;58 %;5.53;6.3;7;0.84;0.17;0.34;85.47;69.05;81 %;71 %;-;0.34;-;0.22;0.13;0.44;2.27;1.64;1.26;0.38;0.07;0.39;48.60;-;0.17;5.36;0.67;-;2.85;1.17;5.87;3.69;2.18;0.34;1.34;0.34;2.51
Данила Хотулёв;Оренбург;-;90;З ЛЦ;-;-;-;-;-;-;-;1.84;-;1.84;-;-;-;3.67;1.84;0.17;58.78;88 %;-;-;-;-;16.53;89 %;7.35;75 %;1.84;100 %;9.18;80 %;-;-;3.67;1.84;-;3.67;1.84;1.84;18.37;70 %;12.86;71 %;5.51;67 %;14.69;63 %;1.84;100 %;-;-;-;-;-;12.86;1;-;-;1.84;95.51;80.82;85 %;50 %;-;1.84;-;-;0.05;-;0.00;1.41;1.30;0.11;-;-;51.43;-;-;14.69;5.51;1.84;7.35;-;12.86;9.18;3.67;9.18;1.84;-;-
Владимир Хубулов;Крылья Советов;198;90;Ф Ц;0.34;-;1.37;0.34;25 %;1.3;2.40;3.8;-;-;0.34;-;-;2.74;0.68;0.30;17.45;73 %;-;-;-;-;4.11;50 %;-;-;-;-;2.74;50 %;0.34;0 %;7.87;0.34;1.37;0.34;-;2.40;14.71;40 %;4.45;46 %;10.27;37 %;4.79;43 %;1.71;60 %;1.3;67 %;2.74;38 %;1.37;2.40;5;1.3;1.37;0.68;42.78;25.67;60 %;25 %;0.68;1.37;-;0.09;0.11;0.89;1.12;1.55;1.3;0.52;-;-;12.66;-;-;2.5;-;-;1.37;-;5.82;2.5;3.76;2.5;1.3;0.68;1.3
Матвей Кисляк;ЦСКА Москва;-;90;Ф Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90.00;100 %;90.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;90.00;90.00;90.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90.00;90.00;-;-;-;-;-
Александр Кокшаров;ФК Краснодар;-;90;Ф Ц;-;-;3.46;-;0 %;1.73;1.73;1.73;-;-;-;-;-;3.46;1.73;0.28;13.85;63 %;-;-;1.73;0 %;-;-;-;-;-;-;1.73;0 %;-;-;12.12;-;3.46;-;-;1.73;27.69;50 %;5.19;33 %;22.50;54 %;17.31;50 %;3.46;100 %;1.73;100 %;1.73;0 %;3.46;1.73;3;-;-;5.19;55.38;31.15;56 %;50 %;1.73;-;-;-;0.08;-;0.00;0.28;1.9;-0.81;-;-;8.65;-;-;-;-;-;-;-;13.85;1.73;12.12;8.65;3.46;1.73;-
Иван Комаров;Ростов;-;90;ЗЛ;-;-;2.73;2.73;100 %;2.73;2.73;2.73;-;2.73;-;-;-;2.73;2.73;0.60;24.55;67 %;2.73;0 %;8.18;33 %;2.73;0 %;2.73;0 %;-;-;2.73;100 %;5.45;0 %;10.91;-;-;2.73;-;2.73;19.09;29 %;10.91;50 %;8.18;0 %;13.64;0 %;-;-;-;-;2.73;100 %;-;10.91;2;-;-;5.45;57.27;35.45;62 %;100 %;-;-;-;0.41;0.22;-;0.00;2.48;1.42;1.6;-;-;16.36;-;2.73;-;-;-;2.73;-;5.45;5.45;-;-;-;-;2.73
Николай Комличенко;Ростов;206;90;Ф Ц;0.40;0.13;1.75;0.40;23 %;0.67;1.35;1.8;-;-;0.27;-;-;2.43;0.81;0.62;24.02;72 %;0.94;43 %;-;-;2.97;59 %;0.13;100 %;-;-;1.89;64 %;1.48;36 %;8.64;1.8;0.81;-;-;0.27;20.51;42 %;3.10;35 %;17.41;43 %;12.14;46 %;0.94;43 %;0.54;25 %;0.54;50 %;1.89;2.43;8;0.94;0.27;0.13;52.35;31.30;60 %;33 %;1.21;0.40;-;0.14;0.26;1.53;0.65;1.22;1.45;-0.23;-;-;17.27;0.40;-;1.75;0.13;-;1.21;0.54;8.64;1.8;7.56;5.53;0.40;0.13;0.27
Мохамед Конате;ФК Ахмат;212;90;Ф Ц;0.36;-;2.30;0.36;16 %;0.60;1.21;0.48;-;0.12;-;-;0.97;3.50;1.21;0.73;14.01;69 %;0.36;67 %;0.24;0 %;2.54;43 %;-;-;-;-;1.33;45 %;1.9;33 %;12.93;1.57;1.33;0.72;0.48;1.21;25.85;33 %;3.62;33 %;22.23;33 %;11.84;36 %;2.66;50 %;1.33;45 %;0.97;38 %;1.21;1.45;9;0.97;0.48;0.12;48.56;23.32;48 %;34 %;1.57;0.72;-;0.22;0.21;2.2;0.50;1.44;1.11;0.33;0.02;0.20;9.66;0.24;-;1.9;-;-;0.60;0.36;8.58;1.21;7.37;4.23;1.33;0.60;0.36
Игорь Коновалов;Рубин Казань;-;90;П Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23.68;80 %;-;-;-;-;4.74;100 %;-;-;-;-;-;-;4.74;0 %;4.74;-;4.74;-;-;-;4.74;0 %;-;-;4.74;0 %;-;-;-;-;-;-;-;-;-;4.74;1;-;-;4.74;37.89;23.68;63 %;-;-;-;-;-;-;-;-;0.71;-;0.71;-;-;18.95;-;-;4.74;-;-;-;-;-;-;-;-;-;-;-
Александр Коваленко;Зенит;-;90;П ПЦ;-;-;2.20;-;0 %;2.20;-;-;-;-;-;-;-;2.20;2.20;0.44;52.68;92 %;-;-;-;-;4.39;50 %;-;-;-;-;2.20;100 %;4.39;50 %;2.20;-;-;-;-;-;10.98;80 %;4.39;50 %;6.59;100 %;-;-;2.20;100 %;-;-;4.39;50 %;2.20;2.20;3;-;-;6.59;68.05;61.46;90 %;100 %;-;-;-;0.04;0.20;-;0.00;1.82;0.81;1.1;-;-;48.29;-;-;2.20;-;-;2.20;2.20;8.78;2.20;6.59;-;2.20;-;2.20
Юрий Ковалёв;Оренбург;195;90;АП П;-;-;0.87;-;0 %;1.73;0.87;1.44;0.29;0.58;0.29;-;-;1.15;0.29;0.07;17.88;69 %;1.15;75 %;4.4;14 %;2.60;67 %;0.87;67 %;-;-;0.58;50 %;3.46;50 %;8.8;0.58;1.44;2.31;0.87;2.88;15.87;36 %;6.63;48 %;9.23;28 %;3.75;23 %;2.31;50 %;1.44;60 %;3.46;58 %;2.60;1.15;6;1.15;1.15;0.58;42.98;25.10;58 %;25 %;0.29;0.29;0.29;0.22;0.06;-;0.00;1.3;1.72;-0.69;-;-;12.40;0.87;0.58;1.73;0.58;-;0.29;1.73;5.77;3.17;2.60;0.87;1.15;0.87;2.2
Мартин Крамарич;Сочи;222;90;АП ПЦ;0.49;0.16;1.15;0.49;43 %;0.82;1.15;1.48;0.16;0.16;-;-;0.16;1.48;0.66;0.21;25.83;67 %;1.32;38 %;1.32;0 %;5.27;50 %;0.82;20 %;0.16;100 %;2.30;50 %;5.10;52 %;9.21;1.97;2.14;1.97;0.66;1.32;16.45;39 %;6.91;45 %;9.54;34 %;2.63;25 %;3.13;47 %;2.30;36 %;3.78;52 %;3.29;3.13;6;0.99;0.33;-;54.46;32.91;60 %;44 %;0.66;0.16;-;0.27;0.14;0.42;2.38;0.84;1.25;-0.40;0.09;0.09;17.28;0.49;-;2.63;0.16;0.16;1.15;2.63;6.42;3.13;3.29;0.66;1.48;0.82;1.97
Кирилл Кравцов;Сочи;211;90;ЗП ПЦ;-;-;-;-;-;0.26;1.81;1.29;-;0.13;0.13;-;-;0.78;-;0.04;46.62;82 %;0.65;40 %;0.26;0 %;11.65;67 %;2.85;77 %;0.13;0 %;6.86;68 %;2.46;47 %;8.3;2.33;1.4;5.18;1.55;1.68;21.37;48 %;12.69;50 %;8.68;46 %;6.35;47 %;1.55;75 %;0.65;80 %;5.18;48 %;7.64;7.12;8;1.4;0.26;-;86.63;65.27;75 %;0 %;0.13;0.65;-;0.17;0.06;-;0.00;0.93;1.14;-0.21;0.01;0.02;38.07;0.26;-;7.77;2.20;-;4.66;1.17;10.36;6.35;4.1;2.98;1.17;0.52;2.46
Никита Кривцов;ФК Краснодар;223;90;П ПЦ;-;-;0.53;-;0 %;0.79;0.93;0.93;-;-;-;-;-;0.79;0.40;0.17;31.50;75 %;1.19;44 %;0.66;40 %;7.1;57 %;2.12;69 %;0.13;0 %;2.91;68 %;2.38;44 %;6.35;1.59;1.19;3.44;1.46;0.93;12.84;41 %;5.69;37 %;7.15;44 %;3.31;48 %;1.85;57 %;1.6;63 %;2.38;33 %;3.31;4.10;9;1.19;1.19;-;54.66;37.72;69 %;50 %;0.13;0.13;0.13;0.05;0.22;-;0.00;1.24;0.97;0.27;-;-;23.69;0.53;0.26;3.97;1.46;-;1.99;1.6;5.29;2.12;3.18;1.59;1.6;0.66;0.79
Данил Круговой;Зенит;245;90;ЗП Л;-;-;-;-;-;0.54;-;0.54;-;-;-;-;-;0.54;0.54;0.01;47.96;88 %;0.54;100 %;3.23;50 %;5.93;82 %;1.8;50 %;-;-;2.69;100 %;4.85;67 %;8.8;1.62;-;5.39;1.8;3.23;8.62;56 %;3.77;86 %;4.85;33 %;1.62;33 %;2.69;60 %;1.62;33 %;2.69;100 %;3.77;3.23;5;0.54;-;2.16;67.37;57.66;86 %;100 %;-;-;-;0.33;0.02;-;0.00;1.65;0.44;1.21;0.05;0.10;42.04;0.54;1.62;4.85;0.54;-;2.69;3.23;4.85;3.23;1.62;0.54;1.62;0.54;2.69
Константин Кучаев;ЦСКА Москва;203;90;ЗП ЛЦ;-;-;-;-;-;0.23;0.47;1.41;0.47;0.47;-;-;-;0.70;0.23;0.04;42.19;79 %;0.94;25 %;0.70;0 %;6.56;54 %;1.17;40 %;-;-;3.75;63 %;2.58;36 %;7.73;1.88;0.94;3.75;1.41;2.81;12.66;61 %;5.62;63 %;7.3;60 %;2.11;56 %;3.52;47 %;1.17;40 %;3.5;77 %;4.22;6.80;8;0.94;0.94;0.94;70.55;55.55;79 %;33 %;0.23;0.23;-;0.07;0.05;-;0.00;0.94;1.46;-0.51;0.13;0.18;33.52;0.23;-;3.52;0.47;-;2.34;0.94;7.73;3.52;4.22;1.17;1.64;0.47;2.34
Федор Кудряшов;Факел Воронеж;199;90;З ЛЦ;-;-;-;-;-;-;1.1;0.61;0.40;0.61;0.20;-;-;0.20;-;0.02;37.62;80 %;-;-;0.40;50 %;9.91;63 %;1.42;71 %;-;-;5.66;68 %;1.82;56 %;3.84;0.81;0.20;7.8;1.1;1.1;12.13;62 %;10.11;64 %;2.2;50 %;6.27;58 %;0.20;100 %;-;-;1.62;38 %;5.46;7.69;5;1.1;0.20;-;64.72;51.98;80 %;0 %;0.20;-;-;0.01;0.12;-;0.00;0.73;1.6;-0.33;0.02;0.05;29.93;-;0.20;6.27;1.1;-;3.84;1.1;7.48;6.47;1.1;3.64;0.20;-;0.61
Илья Кухарчук;Пари Нижний Новгород;181;90;Ф ЛЦ;-;-;0.82;-;0 %;0.82;0.82;-;-;-;-;-;-;1.64;-;0.19;13.91;71 %;-;-;-;-;4.9;60 %;-;-;-;-;2.45;33 %;-;-;8.18;1.64;0.82;0.82;0.82;1.64;15.55;26 %;4.91;17 %;10.64;31 %;7.36;11 %;3.27;75 %;1.64;50 %;1.64;0 %;1.64;4.9;5;0.82;0.82;3.27;40.91;22.91;56 %;0 %;0.82;0.82;-;0.04;0.12;-;0.00;1.60;1.17;0.43;-;-;9.82;-;-;2.45;-;-;0.82;-;4.9;0.82;3.27;0.82;2.45;0.82;-
Денис Кулаков;Урал Екатеринбург;223;90;АП П;-;-;0.16;-;0 %;0.32;0.81;0.48;0.16;0.16;0.32;-;0.16;0.48;0.16;0.03;33.93;78 %;0.65;50 %;4.36;56 %;6.95;65 %;1.13;29 %;0.32;0 %;3.55;59 %;6.95;65 %;6.14;0.81;0.32;4.36;1.45;0.97;10.83;48 %;5.49;50 %;5.33;45 %;2.26;50 %;1.78;45 %;0.65;25 %;2.75;59 %;4.20;6.62;7;1.13;0.65;-;57.52;43.63;76 %;33 %;-;0.32;-;0.11;0.07;-;0.00;1.32;1.19;0.13;-;-;26.34;0.32;2.42;4.52;0.32;-;2.10;4.52;5.17;2.75;2.42;1.13;0.81;0.16;1.62
Даниил Куликов;Локомотив Москва;-;90;ЗП ЛЦ;-;-;-;-;-;1.17;2.34;-;-;-;-;-;-;-;-;-;31.56;67 %;1.17;100 %;-;-;10.52;56 %;-;-;-;-;5.84;60 %;1.17;0 %;4.68;-;2.34;3.51;2.34;1.17;17.53;60 %;12.86;45 %;4.68;100 %;1.17;0 %;2.34;100 %;2.34;100 %;11.69;50 %;3.51;9.35;2;-;-;2.34;65.45;45.58;70 %;-;-;-;-;0.32;-;-;-;1.75;0.61;1.15;0.12;0.05;21.04;1.17;-;5.84;-;-;3.51;-;10.52;5.84;4.68;-;2.34;2.34;5.84
Николоз Кутателадзе;Пари Нижний Новгород;-;90;Ф ЛЦ;1.70;-;1.70;1.70;100 %;-;3.40;-;-;-;-;-;-;1.70;1.70;0.87;16.98;90 %;-;-;-;-;1.70;100 %;1.70;100 %;-;-;-;-;-;-;3.40;-;-;1.70;-;5.9;20.38;33 %;3.40;50 %;16.98;30 %;3.40;50 %;3.40;0 %;1.70;0 %;3.40;50 %;1.70;-;2;-;-;3.40;45.85;30.57;67 %;100 %;-;-;-;0.03;0.51;0.51;1.96;1.70;1.36;0.34;-;-;15.28;-;-;1.70;1.70;-;-;-;6.79;1.70;5.9;1.70;-;-;1.70
Александр Кутицкий;Динамо Москва;-;90;П П;-;-;-;-;-;-;-;-;2.31;2.31;-;-;-;-;-;-;16.15;57 %;-;-;2.31;0 %;2.31;0 %;2.31;0 %;-;-;2.31;100 %;2.31;0 %;2.31;-;-;9.23;-;-;6.92;67 %;6.92;67 %;-;-;2.31;0 %;-;-;-;-;4.62;100 %;9.23;6.92;2;-;-;4.62;39.23;30.00;76 %;-;-;-;-;-;-;-;-;0.25;2.33;-2.08;-;-;9.23;-;-;-;-;-;2.31;-;4.62;4.62;-;-;-;-;4.62
Иван Кузьмичёв;Локомотив Москва;221;90;З ПЦ;-;-;0.31;-;0 %;-;0.31;-;0.62;0.62;-;-;-;0.31;-;0.05;39.59;86 %;-;-;0.31;100 %;8.66;79 %;3.40;55 %;0.31;0 %;3.71;83 %;0.93;67 %;4.2;2.47;-;8.66;1.55;-;16.70;65 %;13.92;73 %;2.78;22 %;8.4;65 %;0.93;0 %;-;-;4.2;92 %;6.19;7.42;3;0.93;-;-;71.13;59.38;83 %;0 %;0.31;-;-;0.04;0.16;-;0.00;1.83;1.83;0.00;0.08;0.27;34.02;-;0.31;6.80;1.86;-;3.9;0.62;10.82;10.21;0.62;5.26;-;-;3.71
Максим Кузьмин;Балтика;202;90;Ф ПЦ;-;0.53;0.18;0.18;100 %;1.41;1.77;1.6;-;0.18;0.18;-;0.18;0.88;0.18;0.02;44.56;69 %;1.94;55 %;4.24;33 %;10.43;59 %;1.41;50 %;-;-;5.83;45 %;10.43;47 %;11.67;0.88;2.12;2.30;1.6;2.30;16.27;35 %;4.95;36 %;11.32;34 %;4.24;29 %;3.18;50 %;2.83;50 %;2.48;29 %;1.59;4.60;9;1.6;1.6;0.53;72.32;44.91;62 %;20 %;0.71;-;-;0.71;0.02;-;0.00;1.24;1.57;-0.33;0.02;0.04;30.59;1.6;1.41;6.19;0.71;-;2.65;4.95;5.66;1.77;3.89;1.24;1.59;1.41;0.71
Даниил Кузнецов;Рубин Казань;192;90;Ф ПЦ;-;-;-;-;-;-;1.45;0.36;0.73;1.9;-;-;-;1.9;0.36;0.02;30.12;82 %;-;-;1.9;0 %;5.44;67 %;0.73;50 %;-;-;2.90;75 %;1.45;25 %;7.26;0.73;0.36;3.63;1.81;3.99;15.24;43 %;3.99;64 %;11.25;35 %;4.72;38 %;4.35;42 %;3.27;33 %;1.81;80 %;0.73;5.81;3;1.9;0.73;-;57.34;42.10;73 %;33 %;0.36;0.36;-;0.01;0.02;-;0.00;0.97;1.36;-0.40;-;-;24.68;-;-;3.63;0.36;-;2.18;0.36;6.53;2.54;3.99;1.81;1.81;1.9;1.45
Ираклий Квеквескири;Факел Воронеж;204;90;ЗП ЛЦ;-;-;0.12;-;0 %;0.12;1.70;1.82;0.12;0.12;0.36;-;0.12;1.21;0.24;0.05;35.01;76 %;-;-;0.97;0 %;8.48;54 %;1.94;56 %;0.12;0 %;4.85;55 %;1.94;19 %;3.3;0.61;0.36;5.21;1.94;1.33;17.44;59 %;11.87;52 %;5.57;74 %;5.94;55 %;1.33;100 %;0.48;100 %;4.00;45 %;5.57;8.12;9;0.97;0.36;0.12;69.17;52.45;76 %;20 %;0.48;0.48;-;0.04;0.04;-;0.00;0.96;1.17;-0.21;0.01;0.05;26.77;-;-;4.60;1.9;-;2.66;0.36;10.30;6.18;4.12;3.27;1.33;0.48;1.82
Андрей Лангович;Ростов;212;90;ЗП П;0.35;-;0.35;0.35;100 %;0.35;1.5;2.11;0.35;1.5;-;-;-;1.5;0.35;0.08;52.73;80 %;-;-;3.87;18 %;9.49;67 %;1.5;67 %;0.35;0 %;4.22;67 %;6.33;56 %;5.62;1.5;0.35;4.92;1.76;3.16;16.17;63 %;11.60;70 %;4.57;46 %;5.62;69 %;1.41;50 %;1.41;50 %;5.62;63 %;5.62;6.33;5;0.70;0.35;1.5;85.78;68.20;80 %;33 %;0.35;0.35;-;0.01;0.08;0.23;4.35;0.82;1.42;-0.60;0.17;0.24;42.19;-;0.70;6.33;0.70;-;2.81;3.52;10.20;8.9;2.11;3.87;0.70;0.70;3.52
Диего Лаксальт;Динамо Москва;227;90;ЗП ПЦ;-;0.26;-;-;-;0.39;1.30;1.4;0.13;0.26;0.26;-;-;0.78;0.13;0.05;42.13;86 %;0.39;67 %;0.39;67 %;9.13;71 %;1.57;58 %;0.13;0 %;4.83;59 %;0.78;33 %;3.91;1.30;1.57;4.96;1.30;2.9;14.09;55 %;10.04;48 %;4.4;71 %;1.83;57 %;1.70;77 %;0.26;50 %;5.35;44 %;6.00;7.43;7;0.91;-;-;74.22;59.61;80 %;17 %;0.26;0.39;-;0.10;0.06;-;0.00;1.17;1.34;-0.17;0.02;0.05;36.13;0.26;0.26;6.52;0.91;-;2.87;0.26;7.70;4.83;2.87;1.4;1.30;0.13;2.35
Владислав Лазарев;Балтика;211;90;П ЛЦ;-;0.41;1.22;-;0 %;2.4;-;3.26;-;-;-;-;-;2.4;0.41;0.19;51.72;87 %;0.81;100 %;2.85;86 %;9.77;79 %;2.4;80 %;-;-;4.48;64 %;5.29;77 %;3.26;0.41;0.41;3.26;2.4;3.26;11.81;55 %;6.52;56 %;5.29;54 %;0.81;50 %;2.4;80 %;0.81;100 %;4.7;50 %;6.52;6.11;7;-;-;2.85;81.86;68.01;83 %;20 %;1.63;-;-;0.52;0.09;-;0.00;1.10;1.78;-0.69;-;-;45.20;0.81;2.44;7.74;1.63;-;2.85;4.7;6.52;3.67;2.85;0.41;1.63;0.81;2.4
Ленини Пина;ФК Краснодар;217;90;ЗП Ц;0.51;-;0.51;0.51;100 %;-;2.6;2.57;-;0.51;-;-;-;0.51;0.51;0.12;32.40;87 %;-;-;-;-;3.60;71 %;-;-;-;-;1.54;100 %;-;-;3.9;2.6;0.51;4.11;1.54;1.3;15.43;63 %;6.17;50 %;9.26;72 %;2.57;80 %;4.11;75 %;1.3;50 %;2.6;50 %;3.60;6.69;8;-;-;4.11;60.17;49.89;83 %;100 %;-;-;-;-;0.23;0.23;4.35;1.69;1.23;0.46;0.08;0.08;28.29;-;-;2.57;-;-;1.54;-;9.77;3.9;6.69;2.6;3.9;0.51;1.3
Иван Лепский;Динамо Москва;-;90;З ЛЦ;-;-;-;-;-;-;1.23;-;-;2.47;-;-;-;-;-;-;66.58;87 %;-;-;-;-;13.56;55 %;2.47;50 %;-;-;4.93;25 %;1.23;0 %;3.70;-;-;9.86;2.47;-;12.33;60 %;11.10;56 %;1.23;100 %;3.70;33 %;-;-;-;-;3.70;67 %;6.16;7.40;1;1.23;1.23;-;92.47;78.90;85 %;-;-;-;-;-;-;-;-;1.4;1.41;-0.37;-;-;57.95;-;-;7.40;1.23;-;1.23;-;7.40;6.16;1.23;1.23;-;-;2.47
Даниил Лесовой;Динамо Москва;-;90;АП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19.29;56 %;-;-;-;-;2.14;100 %;-;-;-;-;2.14;100 %;-;-;10.71;2.14;-;-;-;-;17.14;50 %;8.57;50 %;8.57;50 %;-;-;4.29;100 %;4.29;100 %;8.57;50 %;2.14;8.57;5;-;-;10.71;49.29;32.14;65 %;-;-;-;-;-;-;-;-;0.30;2.66;-2.36;0.28;0.13;10.71;-;-;2.14;-;-;2.14;-;8.57;4.29;4.29;-;4.29;4.29;4.29
Виталий Лисакович;Рубин Казань;207;90;З ПЦ;-;0.87;1.75;-;0 %;2.62;0.87;-;-;0.87;0.87;-;-;2.62;0.87;0.30;19.22;82 %;1.75;100 %;-;-;5.24;83 %;0.87;100 %;-;-;1.75;50 %;1.75;100 %;6.12;0.87;1.75;-;-;3.50;14.85;41 %;2.62;0 %;12.23;50 %;3.50;25 %;7.86;67 %;2.62;33 %;0.87;0 %;-;1.75;3;-;-;2.62;43.69;27.96;64 %;33 %;1.75;-;-;0.43;0.11;-;0.00;1.69;2.18;-0.49;-;-;15.73;1.75;-;4.37;0.87;-;0.87;1.75;6.12;-;6.12;0.87;5.24;0.87;-
Руслан Литвинов;Спартак Москва;225;90;З ПЦ;-;-;-;-;-;-;1.17;0.59;0.20;1.57;-;-;-;0.39;-;0.03;58.89;88 %;0.20;0 %;0.39;50 %;11.93;74 %;4.89;72 %;0.59;67 %;4.70;67 %;0.59;33 %;3.91;1.17;0.59;7.63;1.17;1.37;12.52;61 %;10.57;65 %;1.96;40 %;5.28;67 %;-;-;-;-;2.74;79 %;4.11;7.4;6;0.78;0.39;0.39;85.30;72.59;85 %;0 %;0.20;0.20;-;-;0.08;-;0.00;1.46;1.33;0.13;0.12;0.07;52.04;-;0.20;8.80;3.52;0.39;3.13;0.20;7.63;6.85;0.78;3.52;-;-;2.15
Вячеслав Литвинов;Сочи;205;90;З ПЦ;-;-;0.32;-;0 %;-;0.49;0.16;0.32;0.81;-;-;-;0.32;0.16;0.05;42.90;85 %;-;-;0.16;0 %;9.6;63 %;3.8;42 %;0.65;50 %;4.86;57 %;1.13;29 %;3.88;0.97;0.65;7.12;0.97;1.78;14.89;70 %;11.98;66 %;2.91;83 %;6.31;72 %;0.97;83 %;0.16;0 %;3.24;70 %;6.80;5.34;7;0.81;0.16;0.32;72.84;60.86;84 %;50 %;0.16;-;-;-;0.16;-;0.00;1.13;1.2;0.11;0.02;0.05;36.26;-;-;5.67;1.29;0.32;2.75;0.32;10.36;7.93;2.43;4.53;0.81;-;2.27
Александр Ломовицкий;Рубин Казань;229;90;ЗП Л;-;-;-;-;-;-;0.71;0.71;0.35;0.71;-;-;-;0.35;-;0.04;42.52;71 %;-;-;4.25;8 %;5.31;53 %;0.71;0 %;0.35;0 %;2.13;83 %;5.67;44 %;6.73;1.77;-;3.90;1.42;3.19;16.65;64 %;5.67;81 %;10.98;55 %;3.19;56 %;3.19;56 %;2.48;57 %;4.25;92 %;4.25;5.67;4;1.6;0.35;0.35;72.64;53.86;74 %;0 %;-;0.35;-;0.03;0.11;-;0.00;1.23;0.68;0.55;0.14;0.19;30.12;-;0.35;2.83;-;-;1.77;2.48;10.63;4.61;6.2;1.77;1.77;1.42;3.90
Руслан Магаль;Факел Воронеж;195;90;ЗП Л;-;-;-;-;-;0.20;0.79;0.79;0.39;0.79;-;-;-;1.78;0.59;0.11;28.82;75 %;0.20;100 %;1.78;11 %;6.51;67 %;0.39;0 %;-;-;2.76;64 %;2.37;25 %;5.72;1.18;0.20;1.97;0.20;2.57;12.24;39 %;5.53;43 %;6.71;35 %;2.76;50 %;2.57;54 %;1.97;60 %;2.17;36 %;2.76;7.50;7;0.79;0.39;0.59;56.25;40.26;72 %;33 %;0.79;0.39;-;0.10;0.06;-;0.00;1.39;1.54;-0.15;0.02;0.10;21.71;0.20;0.20;4.34;-;-;1.78;0.59;4.74;2.37;2.37;1.38;1.38;1.18;0.79
