Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Даниел Мишкич;Урал Екатеринбург;205;90;ЗП ПЦ;0.11;–;0.58;0.11;19 %;0.51;1.2;0.51;0.26;0.62;0.29;–;–;1.46;0.55;0.14;50.33;84 %;0.84;30 %;1.28;31 %;13.47;72 %;2.3;73 %;0.18;40 %;7.3;71 %;3.21;53 %;5.4;1.6;0.55;3.91;1.57;1.86;11.06;46 %;6.9;42 %;4.96;51 %;3.18;59 %;1.17;59 %;0.26;43 %;2.99;41 %;4.89;6.17;27;0.95;0.15;0.04;76.31;61.06;80 %;38 %;0.51;0.4;–;0.11;0.1;1.28;0.78;1.11;1.24;-0.14;0.04;0.05;42.48;0.26;0.4;9.71;1.68;0.07;5.18;1.72;5.11;2.55;2.55;1.86;0.69;0.11;1.24
Марио Митай;Локомотив Москва;205;90;ЗЛ;–;–;0;–;–;0.14;1.66;1.38;0.55;1.24;0.28;0.14;–;0.28;–;0.01;50.38;87 %;0.28;50 %;0.14;0 %;9.39;82 %;1.79;54 %;0.14;0 %;5.66;76 %;1.93;50 %;4.69;1.52;0.41;8.1;1.66;2.35;18.77;61 %;10.49;62 %;8.28;60 %;4.28;61 %;3.59;77 %;0.55;75 %;4.28;77 %;8.14;6.21;14;0.55;–;1.38;86.55;71.78;83 %;0 %;0.14;0.14;–;0.03;0.05;–;0;1.5;1.36;0.15;0.1;0.08;43.62;0.14;–;7.73;0.97;–;4.28;0.97;11.46;6.49;4.97;2.62;2.76;0.41;3.31
Никола Моро;Динамо Москва;226;90;ЗП Ц;–;0.32;0.32;–;0 %;0.48;0.48;0.64;0.16;0.48;0.16;0.16;0.16;1.12;0.32;0.06;42.36;85 %;0.32;100 %;–;–;9.91;63 %;2.88;61 %;0.32;50 %;4.48;57 %;0.64;75 %;4;1.12;0.32;4.8;1.92;1.76;12.31;58 %;7.35;57 %;4.96;61 %;2.72;53 %;2.72;65 %;0.16;0 %;1.92;67 %;7.83;6.7;6;0.96;0.16;–;71.78;58.99;82 %;29 %;0.64;–;0.16;0.03;0.05;–;0;0.84;1.34;-0.5;0.05;0.04;35.81;0.32;–;6.23;1.76;0.16;2.56;0.48;7.19;4.16;3.4;1.44;1.76;–;1.28
Евгений Морозов;Факел Воронеж;198;90;З ПЦ;0.07;–;0.22;0.07;33 %;0.11;1.15;0.33;0.45;0.82;0.11;–;0.15;0.48;0.19;0.09;33.21;77 %;0.22;33 %;0.37;30 %;9.45;63 %;2.64;55 %;0.37;20 %;5.99;62 %;1.23;64 %;4.9;1.23;0.19;7.18;1.34;1.4;14.76;58 %;10.23;59 %;4.54;57 %;4.83;55 %;1.45;64 %;0.56;53 %;2.83;63 %;8.3;5.95;25;0.93;0.04;–;63.67;49.39;78 %;38 %;0.19;0.11;–;0.08;0.18;1.16;0.86;0.95;1.41;-0.47;0.16;0.12;25.62;0.07;0.11;5.95;1.45;0.07;3.72;0.78;8.55;5.99;2.57;2.68;0.93;0.3;1.79
Виктор Мозес;Спартак Москва;234;90;П ПЦ;0.46;–;1.38;0.46;33 %;1.62;1.15;2.77;–;–;0.23;–;–;2.77;0.92;0.25;36;85 %;0.92;75 %;1.85;25 %;5.54;96 %;1.38;83 %;0.23;100 %;2.8;100 %;5.77;80 %;7.15;0.92;0.69;0.46;0.46;3.69;19.15;49 %;4.85;43 %;14.31;52 %;0.69;33 %;8.31;61 %;5.54;54 %;2.54;45 %;1.38;4.38;10;0.69;0.69;1.62;67.85;50.31;74 %;33 %;0.69;1.15;–;0.16;0.09;0.53;1.87;1.9;0.93;0.97;0.02;0.09;30.69;0.69;0.46;5.31;1.15;0.23;2.8;4.62;9.46;2.8;7.38;0.23;5.8;3;1.15
Андрей Мостовой;Зенит;254;90;АП Л;0.41;0.25;1.42;0.41;29 %;1.37;0.76;2.19;0.05;0.05;–;–;0.61;2.49;1.32;0.36;42.97;83 %;1.12;59 %;2.64;21 %;6.25;82 %;0.46;67 %;–;–;1.88;78 %;4.27;57 %;8.64;0.81;1.2;1.27;0.41;4.12;15.15;42 %;3.46;31 %;11.69;46 %;2.24;34 %;5.95;60 %;4.32;58 %;1.63;31 %;1.98;3.76;29;1.17;1.17;0.31;71.44;53.34;75 %;53 %;0.41;0.61;0.15;0.39;0.15;0.89;1.13;2.9;0.61;1.48;0;0.02;35.8;0.66;0.56;5.14;0.31;–;1.47;2.44;6.41;1.7;5.34;0.76;3.56;2.49;0.51
Николя Нгамалё;Динамо Москва;214;90;АП Л;0.15;0.15;1.11;0.15;13 %;0.89;1.63;2;0.22;0.74;0.07;0.07;0.44;1.19;0.52;0.2;35.29;75 %;1.41;42 %;2.22;23 %;5.41;60 %;0.67;33 %;0.15;50 %;2.45;61 %;3.48;53 %;10.23;1.85;0.89;2.52;0.96;2.89;20.46;43 %;5.12;43 %;15.35;43 %;2.82;47 %;7.4;48 %;3.78;49 %;2.67;53 %;2.82;4.37;19;1.11;0.89;0.3;67.91;45.74;67 %;44 %;0.44;0.22;–;0.26;0.17;1.37;0.73;1.37;1.32;0.05;0.02;0.07;26.39;0.59;0.52;3.26;0.22;0.07;1.48;1.85;8.75;2.22;6.52;1.33;3.41;1.85;1.41
Максим Мухин;ЦСКА Москва;215;90;ЗП ПЦ;0.1;0.21;0.52;0.1;20 %;0.52;1.89;0.31;0.21;0.52;0.52;–;0.21;0.63;0.42;0.07;33.15;79 %;0.84;38 %;0.63;33 %;6.4;66 %;1.47;29 %;0.21;0 %;2.94;50 %;1.57;53 %;6.92;1.78;0.73;5.3;1.68;2.52;18.46;44 %;11.43;44 %;7.3;45 %;2.62;24 %;1.68;63 %;0.73;71 %;5.45;44 %;5.45;6.29;17;0.94;0.84;0.84;67.24;49.2;73 %;67 %;0.21;–;–;0.14;0.12;0.71;1.41;1.52;0.88;0.64;0.02;0.04;26.33;0.31;0.21;4.2;0.42;–;1.47;0.84;8.18;5.3;3.15;0.63;1.5;0.52;2.41
Кирилл Набабкин;ЦСКА Москва;223;90;З ПЦ;0.05;–;0.11;0.05;50 %;0.05;0.86;0.27;0.16;0.53;0.11;–;–;0.37;0.05;0.06;40.94;86 %;0.27;20 %;0.69;23 %;10.31;69 %;2.8;46 %;0.16;0 %;5.72;63 %;1.18;41 %;3.42;0.91;0.37;6.68;1.12;0.75;11.7;60 %;9.19;62 %;2.51;53 %;2.94;60 %;1.2;53 %;0.27;20 %;2.89;61 %;5.24;4.44;22;0.91;0.21;0.27;63.81;52.91;83 %;14 %;0.21;0.11;–;0.08;0.16;1.14;0.88;1.7;0.94;0.76;0.05;0.11;35.38;0.05;0.16;7.11;0.96;–;3.58;0.48;7.5;5.72;1.34;1.76;0.53;0.05;1.76
Эльмир Набиуллин;Пари Нижний Новгород;197;90;ЗП Л;–;–;0;–;–;0.2;0.79;0.79;0.39;0.98;0.2;–;–;0.2;–;0.01;32.42;73 %;0.39;50 %;1.77;33 %;5.9;57 %;0.98;40 %;–;–;2.55;54 %;3.73;58 %;4.91;0.79;–;2.75;0.79;0.98;11.99;52 %;6.88;57 %;5.11;46 %;2.75;57 %;1.77;56 %;0.98;40 %;3.34;47 %;4.91;2.75;9;0.98;0.98;0.79;53.25;38.71;73 %;0 %;0.2;–;–;0.06;0.04;–;0;0.62;1.63;-1.02;0.13;0.11;23.78;0.2;0.59;3.34;0.39;–;1.38;2.16;6.29;3.93;2.36;1.57;0.98;0.39;1.57
Давид Ндука Ифеани;ФК Краснодар;–;90;ЗП ЛЦ;–;–;0;–;–;–;–;–;–;–;–;–;–;–;–;–;14.06;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;5.62;100 %;2.81;100 %;2.81;100 %;–;–;–;–;–;–;2.81;100 %;2.81;–;1;–;–;2.81;22.5;22.5;100 %;–;–;–;–;–;–;–;–;–;0.65;-0.65;–;–;14.06;–;–;–;–;–;–;–;5.62;2.81;2.81;–;–;–;2.81
Максим Ненахов;Локомотив Москва;215;90;З П;0.06;0.06;0.18;0.06;33 %;0.24;1.15;0.54;0.18;0.61;0.3;0.12;0.18;0.24;0.12;0.02;48;85 %;0.36;67 %;1.63;26 %;7.63;67 %;1.94;44 %;0.3;40 %;4.18;65 %;2.72;49 %;4.96;0.73;0.48;5.27;1.57;1.39;15.43;59 %;10.95;58 %;4.48;61 %;3.99;55 %;0.85;64 %;0.54;56 %;3.93;63 %;6.66;5.45;20;1.15;0.48;0.06;77.65;63.43;82 %;50 %;0.12;–;–;0.13;0.09;0.37;2.7;1.67;1.34;0.33;0.06;0.08;40.73;0.24;0.42;5.8;0.85;0.12;2.72;1.33;9.8;6.36;2.72;2.18;0.54;0.3;2.48
Нене Би Хуниор Нене Хуниор Жбамбле;ФК Ахмат;239;90;АП Л;0.4;–;1.19;0.4;33 %;1.59;1.99;1.59;–;–;–;–;–;1.99;0.8;0.22;29.47;74 %;1.99;40 %;3.19;0 %;7.17;67 %;0.4;0 %;–;–;2.39;67 %;4.78;58 %;10.35;1.19;1.99;3.58;0.8;6.77;29.07;49 %;7.17;50 %;21.9;49 %;2.39;17 %;9.16;65 %;6.77;71 %;4.38;73 %;4.38;4.38;5;1.19;1.19;0.8;78.05;52.57;67 %;40 %;0.8;0.4;–;0.59;0.11;0.56;1.79;2.11;0.57;1.55;–;–;21.9;0.8;–;4.78;–;–;1.59;2.79;14.34;3.58;10.75;0.4;5.97;4.78;3.19
Равиль Нетфуллин;Торпедо Москва;198;90;З ПЦ;0.05;–;0.21;0.05;25 %;0.11;1.26;0.58;0.26;1.5;0.16;0.05;–;0.63;0.16;0.04;41.92;81 %;0.11;50 %;0.32;17 %;9.69;61 %;2.42;61 %;0.63;33 %;3.42;57 %;1.47;36 %;4;1.47;0.21;6.85;1.11;0.84;14.17;55 %;11.64;53 %;2.53;65 %;3;47 %;0.9;59 %;0.32;50 %;5.27;56 %;7.74;6.48;21;0.95;0.21;0.16;71.99;56.82;79 %;25 %;0.21;0.26;–;0.03;0.06;0.77;1.3;0.84;2.2;-1.18;0.14;0.12;33.76;0.05;0.05;5.9;1.47;0.21;1.95;0.53;7.85;6.21;1.63;1.42;0.53;0.16;2.95
Шамар Амаро Николсон;Спартак Москва;197;90;Ф Ц;0.3;0.2;2.7;0.3;14 %;0.99;1.18;0.39;0.1;0.1;0.2;–;0.59;2.56;0.79;0.64;22.38;70 %;1.38;43 %;0.3;0 %;3.35;44 %;0.3;100 %;0.1;100 %;1.58;44 %;1.68;35 %;9.86;1.18;0.99;0.69;0.1;1.8;16.56;33 %;2.76;18 %;13.8;36 %;6.21;46 %;2.7;38 %;0.99;40 %;0.89;22 %;1.18;2.56;22;0.99;0.99;1.18;47.32;26.62;56 %;31 %;1.18;0.49;0.1;0.32;0.25;2.17;0.46;2.22;1.14;1.7;–;–;15.58;0.59;–;1.48;0.3;0.1;0.69;0.59;5.42;0.49;4.93;2.86;0.79;0.39;0.2
Алексей Никитин;Химки;201;90;З Ц;–;–;0.14;–;0 %;–;0.29;0.87;0.43;2.45;0.14;–;–;0.43;–;0.05;35.48;85 %;–;–;–;–;6.63;61 %;1.15;75 %;0.43;67 %;3.17;64 %;0.72;40 %;1.73;0.58;–;8.8;1.1;0.72;11.25;65 %;9.38;69 %;1.88;46 %;4.9;56 %;0.29;50 %;–;–;2.16;60 %;9.23;7.7;9;1.1;0.29;0.29;64.18;54.52;85 %;0 %;0.29;0.14;–;0;0.11;–;0;1.12;1.75;-0.62;0.17;0.08;30.14;–;–;4.4;0.87;0.29;2.2;0.29;7.36;6.49;0.87;2.74;0.14;–;1.3
Зоран Нижич;ФК Ахмат;214;90;З Ц;–;–;0.24;–;0 %;–;1.33;0.48;0.48;1.21;0.24;–;–;0.24;0.24;0.04;40.83;90 %;–;–;0.12;0 %;6.16;73 %;1.57;62 %;0.12;100 %;2.9;75 %;0.6;40 %;1.57;0.48;0.24;8.34;1.9;0.12;12.68;73 %;10.15;70 %;2.54;86 %;5.44;73 %;0.48;100 %;–;–;2.3;74 %;7.37;5.68;11;0.85;0.12;0.48;67.17;59.32;88 %;100 %;–;–;–;–;0.16;–;0;1.31;1.3;0.01;0.12;0.09;36.6;–;–;4.47;0.97;0.12;2.17;0.24;9.3;7.13;2.17;3.99;0.48;–;1.69
Кристиан Нобоа;Сочи;225;90;ЗП ЛЦ;0.42;0.08;0.96;0.42;44 %;1.23;0.77;1;0.19;0.31;0.19;–;0.12;1.88;0.77;0.4;62.7;78 %;1.73;47 %;1.53;38 %;20.06;69 %;3.3;69 %;0.19;40 %;11.43;68 %;7.75;54 %;10.09;1.99;0.96;3.49;1.15;1.92;15.11;46 %;6.63;39 %;8.47;51 %;2.45;45 %;3.7;66 %;1.42;54 %;3.34;39 %;5.1;6.48;26;0.92;0.12;0.08;94.14;70.25;75 %;41 %;0.69;0.27;0.15;0.36;0.21;0.96;1.5;1.32;1.39;-0.07;0.04;0.08;49.08;0.81;0.58;13.8;2.26;0.08;7.75;4.18;6.9;2.57;4.33;1.11;2.3;0.77;1.3
Матиас Антонсен Норманн;Динамо Москва;210;90;ЗП Ц;–;–;0.32;–;0 %;0.63;2.12;1.37;0.32;0.63;0.32;–;–;0.74;0.11;0.04;48.44;81 %;0.85;50 %;0.53;20 %;12.48;63 %;3.7;69 %;0.53;20 %;6.45;57 %;2.54;46 %;5.39;1.48;0.63;5.39;1.8;3.17;17.45;53 %;11.21;43 %;6.24;69 %;3.6;56 %;2.86;74 %;1.27;83 %;4.76;44 %;7.4;8.14;14;0.95;0.63;0.53;85.98;67.16;78 %;14 %;0.21;0.32;0.11;0.13;0.06;–;0;1.31;1.21;0.09;0.08;0.07;39.13;0.42;0.11;7.83;2.12;0.11;3.7;1.16;9.2;4.86;4.34;2.1;2.12;1.6;2.12
Егор Носков;ЦСКА Москва;215;90;ЗП Л;–;–;0.56;–;0 %;1.12;–;–;–;0.56;–;–;–;1.69;–;0.1;37.69;67 %;0.56;100 %;4.5;13 %;5.6;44 %;1.69;0 %;0.56;0 %;0.56;0 %;3.38;17 %;6.75;2.25;–;2.25;0.56;2.25;14.06;60 %;6.19;64 %;7.88;57 %;2.25;25 %;3.94;86 %;2.81;80 %;3.38;67 %;2.81;5.6;4;0.56;–;1.69;63.56;43.88;69 %;0 %;0.56;1.12;–;–;0.06;–;0;1.76;0.93;0.83;–;–;25.31;0.56;0.56;2.25;–;–;–;0.56;8.44;3.94;4.5;0.56;3.38;2.25;2.25
Артем Нтумба Муамба;Ростов;206;90;АП Л;–;–;3.33;–;0 %;–;–;0.83;–;–;–;–;–;4.17;1.67;0.62;10.83;38 %;0.83;0 %;1.67;0 %;1.67;0 %;1.67;0 %;0.83;0 %;–;–;0.83;0 %;7.5;–;1.67;1.67;–;–;12.5;53 %;4.17;20 %;8.33;70 %;2.5;67 %;3.33;100 %;1.67;100 %;4.17;20 %;2.5;0.83;7;–;–;5.83;32.5;15.83;49 %;40 %;2.5;–;–;–;0.15;–;0;1.29;2.11;-0.82;–;–;4.17;–;–;–;–;–;–;–;6.67;0.83;5.83;1.67;3.33;1.67;0.83
Иван Обляков;ЦСКА Москва;235;90;АП ПЦ;0.36;0.22;0.94;0.36;38 %;1.16;1.25;1.16;0.04;0.22;0.13;0.04;0.18;1.93;0.63;0.29;42.24;76 %;2.11;38 %;2.24;28 %;8.74;66 %;1.25;71 %;0.04;0 %;3.99;70 %;5.96;47 %;8.11;1.3;0.99;3.14;0.94;1.52;13.8;42 %;5.78;43 %;8.2;42 %;2.78;48 %;2.51;52 %;1.66;46 %;2.69;42 %;4.44;5.6;28;0.99;0.4;0.27;69.93;49.55;71 %;33 %;0.81;0.45;0.04;0.29;0.15;0.8;1.25;1.66;0.89;0.77;0.02;0.08;32.12;0.81;0.63;5.78;0.9;–;2.78;2.78;5.82;2.46;3.36;1.34;1.3;0.76;1.12
Владимир Обухов;Оренбург;190;90;Ф Ц;0.45;0.23;1.59;0.45;29 %;0.68;0.91;0.45;–;–;0.45;–;0.91;2.4;0.91;0.58;17.23;84 %;–;–;0.23;0 %;3.63;63 %;0.45;50 %;–;–;2.4;67 %;0.91;50 %;8.84;0.68;0.68;1.36;0.91;0.45;15.19;24 %;4.31;37 %;10.88;19 %;7.25;16 %;0.45;50 %;0.45;50 %;1.13;20 %;0.91;2.49;11;0.91;0.91;1.59;38.77;22.67;58 %;44 %;0.68;0.45;–;0.13;0.29;1.29;0.78;1.64;1.34;0.29;–;–;14.51;–;–;2.27;0.23;–;1.36;0.45;3.63;1.59;2.4;1.13;0.23;0.23;0.23
Степан Оганесян;Оренбург;197;90;АП Л;0.27;0.14;0.68;0.27;40 %;0.55;1.91;1.9;0.14;0.82;0.14;–;0.27;1.78;0.27;0.25;19.12;80 %;1.23;33 %;0.41;33 %;2.87;62 %;0.68;40 %;0.14;0 %;1.64;67 %;1.5;91 %;7.51;1.5;1.78;2.19;0.55;3.82;19.67;44 %;6.56;50 %;13.11;41 %;2.73;15 %;5.74;55 %;2.73;40 %;4.92;53 %;2.46;3.41;20;0.82;0.82;1.91;52.03;33.87;65 %;15 %;0.41;1.9;–;0.2;0.14;0.93;1.8;1.4;1.86;-0.45;0.01;0.03;15.3;0.41;0.14;1.78;0.27;–;1.9;1.37;8.6;3.28;5.33;0.41;3.14;1.9;2.59
Джонатан Теофилис Окоронкво;ФК Краснодар;–;90;Ф Ц;–;–;0;–;–;–;–;–;–;–;–;–;–;–;–;–;31.76;50 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;10.59;5.29;–;–;–;–;5.29;0 %;0;–;5.29;0 %;–;–;–;–;–;–;0;–;0;10.59;1;–;–;5.29;47.65;26.47;56 %;–;–;–;–;–;–;–;–;–;2.65;-2.65;–;–;15.88;–;–;–;–;–;–;–;–;0;0;–;–;–;0
Иван Олейников;ФК Ахмат;222;90;АП Ц;0.12;0.35;0.58;0.12;20 %;1.15;1.15;1.56;0.06;0.12;0.12;–;0.06;2.37;0.81;0.17;25.17;70 %;1.15;30 %;0.98;6 %;5.31;51 %;1.4;28 %;0.06;0 %;2.14;43 %;3.12;41 %;7.33;0.87;0.64;2.8;0.81;3.46;15.47;42 %;6.64;40 %;8.83;44 %;2.94;22 %;2.37;71 %;1.33;70 %;3.93;54 %;2.48;5.8;24;0.92;0.58;0.46;54.61;35.79;66 %;34 %;0.69;0.81;0.06;0.28;0.07;1.51;0.66;1.15;1.47;-0.32;0.01;0.03;17.49;0.35;0.06;2.71;0.29;–;0.92;1.27;6.52;2.66;3.87;0.64;1.67;0.92;2.14
Олакунле Олусегун;ФК Краснодар;216;90;АП Л;0.26;0.1;0.77;0.26;33 %;0.36;1.39;0.62;0.1;0.15;0.1;–;0.1;1.65;0.77;0.15;25.28;85 %;0.36;29 %;0.51;50 %;2.73;53 %;0.62;50 %;0.15;33 %;1.49;62 %;0.77;47 %;7.77;2.1;1.65;2.32;0.82;1.65;19.26;44 %;4.94;40 %;14.31;46 %;3.71;38 %;5.87;59 %;2.99;62 %;2.6;48 %;2.63;3.91;24;0.98;0.57;0.26;56.02;38.87;69 %;47 %;0.46;0.36;0.05;0.1;0.09;0.58;1.72;1.38;1.33;0.05;0.01;0.05;21.42;0.1;0.26;1.44;0.31;0.05;0.93;0.36;8.5;1.96;6.54;1.39;3.45;1.85;0.98
Александр Орехов;Торпедо Москва;198;90;П ПЦ;–;–;0.51;–;0 %;0.26;1.79;1.54;0.26;0.26;0.26;–;–;1.28;0.77;0.12;35.9;79 %;0.77;33 %;0.51;50 %;8.21;59 %;1.54;50 %;0.26;100 %;6.67;62 %;2.56;70 %;6.92;1.3;0.51;3.59;1.79;0.26;14.62;51 %;7.69;53 %;6.92;48 %;1.28;60 %;2.5;63 %;0.77;33 %;4.1;56 %;3.85;5.64;5;1.3;0.26;0.26;62.05;46.41;75 %;60 %;0.26;0.26;–;0.08;0.09;–;0;0.67;1.84;-1.17;0.03;0.11;28.46;0.26;0.26;4.87;0.77;0.26;4.1;1.79;7.44;4.1;3.33;0.77;1.28;0.26;2.31
Максим Осипенко;Ростов;231;90;З ЛЦ;0.21;0.07;0.43;0.21;50 %;0.11;0.39;0.61;0.39;0.89;0.07;–;0.04;0.5;0.25;0.19;60.74;84 %;0.07;50 %;0.5;57 %;17.26;65 %;5.72;61 %;0.68;47 %;8.57;63 %;1.5;57 %;4.5;0.93;0.11;8.61;1.29;3.75;15.29;76 %;12.61;77 %;2.68;69 %;7.68;76 %;0.57;75 %;0.07;50 %;2.4;70 %;8.22;6.4;26;0.93;0.07;–;94.61;81;86 %;50 %;0.14;0.07;0.04;0.06;0.39;0.9;1.11;1.12;1.48;-0.36;0.14;0.11;51.2;0.04;0.29;11.15;3.5;0.32;5.43;0.86;11.58;9.72;1.86;5.86;0.43;0.04;1.43
Сергей Паршивлюк;Динамо Москва;222;90;З П;0.07;0.07;0.07;0.07;100 %;0.37;0.15;0.74;0.22;0.97;0.15;–;–;0.15;0.07;0.01;49.27;87 %;0.52;71 %;1.19;31 %;8.84;74 %;1.41;68 %;0.15;50 %;4.68;71 %;1.78;46 %;3.72;1.26;0.52;5.72;0.97;0.97;9.59;64 %;7.36;65 %;2.23;60 %;1.86;60 %;1.56;57 %;0.45;33 %;2.75;68 %;6.17;5.13;19;0.97;0.37;0.45;71.79;61.09;85 %;50 %;0.07;–;–;0.1;0.1;0.19;5.26;1.45;1.34;0.11;0.07;0.08;42.66;0.37;0.37;6.54;0.97;0.07;3.34;0.82;6.9;4.76;1.34;1.11;0.89;0.15;1.86
Александр Павловец;Оренбург;187;90;З ПЦ;–;–;0.7;–;0 %;0.94;1.17;0.94;0.94;1.64;0.47;–;–;0.7;0.23;0.13;41.84;81 %;0.47;100 %;0.7;33 %;9.12;54 %;2.1;67 %;0.47;100 %;4.68;50 %;0.94;50 %;3.97;0.94;0.47;4.68;0.94;–;11.45;57 %;9.12;54 %;2.34;70 %;3.74;56 %;0.94;75 %;–;–;2.81;50 %;6.78;7.48;7;1.17;0.7;0.47;68.96;54.94;80 %;33 %;0.47;–;–;0.13;0.18;–;0;1.49;1.86;-0.37;0.16;0.06;33.9;0.47;0.23;4.91;1.4;0.47;2.34;0.47;6.55;4.91;1.64;2.1;0.7;–;1.4
Кирилл Печенин;Оренбург;222;90;ЗЛ;–;0.18;0.62;–;0 %;1.5;1.54;0.68;0.49;0.74;0.06;–;0.06;0.99;0.18;0.14;45.74;80 %;1.42;61 %;3.45;43 %;7.58;59 %;1.42;48 %;0.06;100 %;2.9;66 %;4.32;57 %;6.4;1.42;0.74;4.87;0.68;1.91;12.82;53 %;8.45;57 %;4.38;46 %;1.91;61 %;1.79;55 %;0.86;50 %;4.32;56 %;4.7;6.35;19;0.92;0.18;0.25;72.62;55.79;77 %;19 %;0.49;0.31;–;0.28;0.14;–;0;1.78;1.46;0.32;0.01;0.05;36.43;0.86;1.48;4.5;0.68;0.06;1.91;2.47;6.84;4.81;2.3;1.17;0.99;0.43;2.4
Фернандо Костанца;Крылья Советов;230;90;ЗП ЛЦ;0.26;–;0.87;0.26;30 %;0.52;1.4;2.8;0.26;0.52;0.17;–;–;1.64;0.87;0.18;40.41;86 %;0.35;50 %;1.12;38 %;8.91;76 %;2.42;79 %;0.26;33 %;5.45;70 %;2.77;59 %;5.19;1.3;0.78;5.37;1.3;2.16;19.12;60 %;10.56;65 %;8.57;55 %;5.54;64 %;2.34;56 %;0.87;70 %;4.24;73 %;5.97;4.93;13;0.95;0.26;0.17;74.94;59.97;80 %;53 %;0.69;0.09;–;0.06;0.11;0.69;1.45;1.44;1.1;0.34;0.01;0.03;34.62;0.17;0.43;6.75;1.9;0.09;3.81;1.64;11.51;6.84;4.67;3.55;1.3;0.61;3.12
Даниил Пенчиков;Пари Нижний Новгород;191;90;ЗП П;–;–;0.32;–;0 %;0.64;1.92;1.6;0.32;0.64;0.32;0.32;–;0.96;–;0.06;33.95;75 %;0.64;50 %;2.56;13 %;7.37;65 %;1.28;50 %;0.32;0 %;3.2;50 %;2.88;33 %;7.37;0.64;0.96;2.56;–;1.6;17.3;48 %;8.1;40 %;9.29;55 %;3.84;67 %;2.88;67 %;0.96;67 %;4.8;33 %;3.84;4.16;4;1.28;0.96;–;62.78;43.56;69 %;0 %;0.96;–;–;0.18;0.06;–;0;0.91;1.3;-0.39;0.01;0.02;25.62;0.32;0.32;4.8;0.64;–;1.6;0.96;8.33;3.2;5.12;2.56;1.92;0.64;1.6
Педриньо;Локомотив Москва;195;90;П Л;–;–;0.9;–;0 %;0.9;1.2;2.1;–;–;–;–;0.6;3.3;–;0.39;32.7;81 %;0.6;100 %;0.6;0 %;4.2;100 %;1.5;100 %;–;–;2.4;75 %;3.6;67 %;13.8;2.1;0.9;3;1.2;6.9;24.6;43 %;3.6;50 %;21;41 %;1.8;17 %;14.1;53 %;6.6;36 %;2.1;57 %;2.4;5.7;6;0.9;0.6;0.9;76.5;51.9;68 %;0 %;1.2;1.8;0.3;0.06;0.12;–;0;0.88;2.9;-1.22;–;–;26.4;0.6;–;4.2;1.5;–;1.8;2.4;10.5;1.8;8.7;0.3;7.5;2.4;1.2
Матиас Дамиан Перес;Оренбург;220;90;З ЛЦ;0.09;0.09;0.37;0.09;25 %;0.28;1.4;0.47;0.47;0.84;0.37;–;–;0.74;0.28;0.09;38.62;89 %;0.19;100 %;–;–;7.7;70 %;1.49;63 %;0.19;0 %;2.51;67 %;0.09;100 %;2.79;1.12;0.28;8.66;1.21;0.65;14.24;67 %;11.08;66 %;3.16;74 %;5.12;67 %;1.2;73 %;–;–;3.7;67 %;6.98;5.68;10;0.93;0.09;–;67.2;57.52;86 %;38 %;0.47;–;–;0.11;0.11;0.92;1.9;1.44;1.62;-0.17;0.07;0.06;34.34;0.19;–;4.93;0.93;–;1.68;0.09;9.59;7.26;2.33;3.44;0.74;–;2.5
