Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Георгий Юдинцев;Родина Москва;218;90;З П;–;0.19;0;–;–;0.77;1.73;0.19;0.29;0.86;0.29;–;0.1;0.48;0.19;0.01;50.62;77 %;1.6;55 %;4.32;33 %;13.35;61 %;3.46;53 %;0.48;20 %;7.2;60 %;5.19;50 %;9.3;2.4;1.25;4.99;0.86;2.98;13.16;50 %;8.7;56 %;5.9;42 %;2.59;48 %;1.73;67 %;1.6;64 %;3.55;65 %;5.9;6.72;12;1.6;0.77;0.1;80.3;60.42;75 %;40 %;0.29;–;–;0.18;0.02;–;0;1.19;1.29;-0.1;0.03;0.08;38.8;0.58;1.44;8.16;1.82;0.1;4.32;2.59;6.63;4.51;2.11;1.25;1.15;0.67;2.31
Марат Апшацев;Рубин Казань;218;90;ЗП Ц;0.3;–;0.45;0.3;67 %;0.15;2.39;0.9;–;0.3;0.3;0.15;–;1.64;0.6;0.07;45.22;84 %;0.45;0 %;1.4;14 %;9.1;72 %;2.9;71 %;–;–;4.93;73 %;1.49;10 %;5.82;2.39;0.3;6.42;2.39;2.9;16.27;50 %;10.15;47 %;6.12;54 %;3.73;48 %;2.9;50 %;0.9;33 %;5.22;66 %;5.22;9.1;8;1.4;0.6;0.15;79.85;63.28;79 %;36 %;0.6;0.45;–;0.07;0.04;0.22;4.44;1.54;0.62;0.92;0.01;0.05;38.21;–;0.15;6.57;1.49;–;3.58;0.15;8.6;4.78;3.28;1.79;1.4;0.3;3.43
Никита Глушков;Енисей Красноярск;218;90;Ф ЛЦ;0.36;0.09;1;0.36;36 %;0.73;0.55;1.55;–;–;–;0.09;0.09;2.27;1.9;0.25;33.45;77 %;0.91;30 %;2.55;29 %;5.82;63 %;0.91;50 %;0.09;100 %;1.82;55 %;5.64;55 %;7.73;1.18;0.82;0.73;0.18;3;17.27;43 %;2.82;19 %;14.45;48 %;0.73;25 %;7.91;66 %;5.27;64 %;0.73;13 %;1.36;4.45;11;1;0.09;–;62.55;42.91;69 %;48 %;0.64;0.45;0.09;0.34;0.11;0.68;1.48;1.4;1.17;0.23;0.01;0.11;25.64;0.27;0.73;3.64;0.45;0.09;1;3.9;7.45;0.55;6.91;0.18;5.18;3.36;0.09
Алексей Грицаенко;Рубин Казань;218;90;З Ц;0.07;–;0.22;0.07;33 %;–;0.94;0.8;–;0.29;0.36;–;–;0.36;0.22;0.1;37.59;83 %;0.07;0 %;–;–;8.53;67 %;1.81;72 %;0.22;0 %;4.5;70 %;0.36;20 %;2.39;0.58;0.36;7.88;1.23;1.52;15.69;70 %;12.8;71 %;2.89;68 %;7.95;68 %;0.65;100 %;0.22;100 %;2.67;70 %;7.1;6.58;13;0.94;–;–;69.11;57.69;83 %;60 %;0.14;–;–;0.01;0.27;1.37;0.73;1.41;0.56;0.85;0.04;0.09;31.37;–;–;5.71;1.3;–;2.82;0.07;10.99;9.4;1.95;5.42;0.65;0.22;1.88
Гедеон Гузина;Балтика;218;90;Ф ПЦ;0.26;0.09;1.11;0.26;23 %;0.85;1.62;1.53;–;0.09;0.09;–;0.94;2.3;0.85;0.43;24.89;62 %;1.11;38 %;1.53;22 %;4.77;50 %;0.51;67 %;0.09;100 %;2.64;52 %;2.56;40 %;13.81;1.45;1.45;1.88;1.19;1.2;31.96;43 %;4.94;47 %;27.02;42 %;17.05;42 %;2.64;58 %;1.28;40 %;1.79;76 %;1.7;2.73;13;1.11;0.85;–;65.8;35.28;54 %;37 %;0.94;0.43;0.09;0.17;0.19;1.7;0.59;1.41;0.62;0.8;–;–;15.51;0.43;0.34;2.39;0.34;0.09;1.36;1.2;13.72;2.3;11.42;7.16;1.53;0.51;1.36
Артём Сокол;Арсенал Тула;218;90;З П;–;–;0.08;–;0 %;0.57;1.3;1.22;0.24;0.81;0.08;–;0.24;0.57;0.08;0.02;58.97;85 %;0.57;71 %;2.11;31 %;11.1;70 %;1.86;43 %;0.24;0 %;5.91;71 %;3.8;47 %;7.29;1.46;0.49;6.56;1.62;4.86;17.01;64 %;9.32;69 %;7.7;59 %;3.4;60 %;3.97;65 %;1.62;60 %;3.56;80 %;4.29;7.78;14;0.97;0.24;0.16;93.97;77.93;83 %;14 %;0.41;0.08;–;0.16;0.03;–;0;1.21;1.14;0.07;0.03;0.08;49.98;0.41;0.65;7.78;0.81;–;4.21;1.46;10.94;6.4;4.54;2.3;2.59;0.97;2.84
Давид Кокоев;Краснодар-2;218;90;П ПЦ;0.64;0.21;1.27;0.85;67 %;1.48;0.64;3.6;0.21;0.21;0.21;–;0.21;1.69;0.85;0.26;52.94;82 %;0.85;50 %;0.85;25 %;8.47;68 %;1.91;89 %;0.21;100 %;6.14;76 %;6.99;45 %;8.5;1.69;1.48;2.96;1.69;2.12;16.52;46 %;5.93;36 %;10.59;52 %;1.91;11 %;5.8;67 %;1.91;67 %;2.75;31 %;2.54;7.62;8;0.85;0.85;0.85;84.92;64.16;76 %;50 %;0.42;0.42;–;0.41;0.15;0.41;2.46;1.73;1.3;0.71;–;–;43.41;0.42;0.21;5.72;1.69;0.21;4.66;3.18;7.62;2.12;5.51;0.21;3.39;1.27;0.85
Павел Шакуро;ФК Акрон Тольятти;217;90;ЗЛ;–;–;0.13;–;0 %;0.53;0.92;0.92;0.13;0.66;0.66;–;–;0.26;–;0.03;45.07;79 %;0.53;75 %;2.23;18 %;10.91;66 %;3.2;52 %;0.53;50 %;6.7;63 %;3.94;53 %;6.44;1.18;0.53;3.94;1.45;3.28;11.3;51 %;6.44;57 %;4.86;43 %;1.71;54 %;3.42;46 %;1.45;18 %;3.15;63 %;3.55;5.39;11;1.5;0.53;0.53;69.37;53.74;77 %;0 %;0.13;0.13;–;0.11;0.1;–;0;1.2;0.97;0.24;0.03;0.23;35.74;0.39;0.39;7.23;1.58;0.26;4.2;2.1;5.78;3.68;2.1;0.92;1.58;0.26;1.97
Александр Ломакин;Енисей Красноярск;216;90;АП Ц;0.09;–;1.37;0.18;13 %;1;0.73;1.1;0.18;0.18;0.18;–;0.18;2.46;1.1;0.36;38.52;79 %;0.55;50 %;0.91;30 %;8.22;62 %;1.83;55 %;0.27;67 %;4.38;65 %;6.39;59 %;8.67;1.92;1.19;1.28;0.27;1.92;15.24;33 %;5.39;25 %;9.86;37 %;3.29;28 %;2.46;48 %;1.28;36 %;1.92;29 %;2.56;4.75;11;1;0.46;–;66.63;45.64;68 %;44 %;0.55;0.82;–;0.54;0.15;3.98;0.25;1.22;1.18;0.04;0.01;0.04;30.3;0.27;0.27;5.11;1;0.18;2.83;3.74;5.2;1.37;3.65;0.91;1.19;0.46;0.55
Эгаш Касинтура;Уфа;216;90;ЗП Л;0.07;–;0.67;0.15;22 %;1.5;2.2;2.69;0.07;0.07;0.3;–;0.07;1.42;0.52;0.2;34.01;74 %;0.9;50 %;3.44;20 %;5.91;65 %;1.87;68 %;0.15;50 %;2.54;68 %;3.89;56 %;10.69;1.27;1.35;3.14;1.12;3.96;25.34;44 %;6.43;44 %;18.91;44 %;5.38;31 %;8.22;60 %;5.46;53 %;3.36;62 %;3.44;5.76;13;0.97;0.15;–;75.2;49.86;66 %;37 %;0.45;0.37;0.07;0.39;0.14;2.64;0.38;1.57;1.29;0.28;0;0.02;25.04;0.45;0.67;3.81;1.27;0.07;1.72;2.17;11.21;2.84;8.37;1.64;4.93;2.92;2.9
Максим Палиенко;ФК Акрон Тольятти;216;90;П ПЦ;–;0.17;0.5;–;0 %;1.1;1.85;1.34;–;–;0.17;–;0.17;1.18;0.34;0.15;36.44;78 %;0.67;75 %;1.85;9 %;6.21;65 %;1.51;67 %;–;–;3.53;81 %;5.21;61 %;7.56;1.85;0.84;2.18;1.18;1.68;13.26;34 %;4.53;30 %;8.73;37 %;2.18;31 %;3.36;50 %;1.68;30 %;1.34;50 %;3.2;4.7;6;1.1;0.34;–;60.95;42.65;70 %;29 %;0.34;0.5;–;0.2;0.13;–;0;1.17;0.7;0.48;–;–;28.54;0.5;0.17;4.3;1.1;–;2.85;3.19;4.53;1.34;3.19;0.67;1.68;0.5;0.67
Аслан Дудиев;Балтика;215;90;ЗП П;–;–;0.77;–;0 %;0.77;0.96;0.39;0.19;0.58;0.58;–;–;1.16;0.39;0.13;31.8;71 %;0.58;33 %;2.7;21 %;8.48;73 %;2.12;55 %;0.58;100 %;6.36;73 %;7.71;60 %;7.32;1.54;0.96;3.28;0.77;0.96;16.19;54 %;6.94;47 %;9.25;58 %;4.24;64 %;3.28;59 %;2.51;54 %;3.47;67 %;2.89;6.75;14;–;–;2.7;60.51;42.01;69 %;33 %;0.39;0.19;0.19;0.21;0.11;–;0;1.43;0.39;1.4;0.07;0.12;22.55;0.19;0.58;6.17;1.16;0.58;4.63;4.63;8.67;3.28;5.4;2.7;1.93;1.35;2.31
Эрбол Атабаев;Динамо Махачкала;214;90;ЗП Ц;–;0.09;0.09;–;0 %;0.28;1.31;1.4;0.09;0.19;0.09;–;–;1.12;0.28;0.08;41.96;83 %;0.47;60 %;0.28;33 %;8.52;62 %;1.31;79 %;–;–;5.15;56 %;1.97;57 %;4.59;1.59;0.75;4.12;1.22;0.94;17.89;57 %;10.11;54 %;7.77;61 %;4.21;64 %;2.34;56 %;0.84;67 %;4.96;55 %;5.99;7.77;13;1.3;0.84;0.19;76.42;59.94;78 %;25 %;0.47;0.37;–;0.2;0.07;–;0;1.21;0.73;0.48;0.02;0.04;34.75;0.28;0.09;5.24;1.3;–;2.9;1.12;10.21;5.43;4.78;2.72;1.31;0.56;2.72
Гиорги Махатадзе;Кубань Краснодар;214;90;ЗП ПЦ;–;0.19;0;–;–;0.77;0.77;0.77;0.29;0.38;0.29;–;–;0.57;0.1;0.02;52.7;79 %;1.24;54 %;0.96;40 %;14.25;62 %;2.58;59 %;0.48;40 %;8.8;59 %;4.69;43 %;7.75;1.82;1.15;6.5;2.1;1.53;16.16;57 %;9.18;55 %;6.98;60 %;3.54;57 %;3.35;57 %;0.67;57 %;4.2;62 %;6.89;7.84;11;1.5;0.57;–;86.84;67.33;78 %;17 %;0.19;0.29;–;0.2;0.03;–;0;0.92;1.27;-0.35;0.04;0.08;41.7;0.67;0.38;8.8;1.53;0.19;5.16;2.1;9.28;5.7;4.21;2.1;1.91;0.38;2.49
Вячеслав Литвинов;Краснодар-2;214;90;З ПЦ;0.21;–;0.21;0.21;100 %;0.42;1.68;0.63;–;1.5;0.21;–;–;0.21;0.21;0.08;42.8;86 %;0.21;100 %;–;–;8.18;54 %;3.78;39 %;1.26;33 %;5.24;52 %;1.5;40 %;3.36;0.84;0.21;7.97;0.84;1.68;14.27;62 %;12.17;64 %;2.1;50 %;5.66;48 %;0.21;0 %;–;–;1.89;78 %;8.81;4.41;5;1.5;0.21;–;72.38;60.63;84 %;100 %;–;–;–;0.04;0.37;0.37;2.7;1.75;1.11;0.64;0.1;0.11;36.71;0.21;–;4.41;1.47;0.42;2.73;0.42;8.81;7.76;1.5;2.73;–;–;1.47
Александр Кахидзе;Енисей Красноярск;214;90;З П;–;–;0.5;–;0 %;0.25;0.5;1;0.5;0.5;–;–;–;1.5;0.5;0.15;47.87;82 %;–;–;1.25;40 %;7.23;48 %;1.75;29 %;0.25;0 %;3.74;47 %;2.24;67 %;5.48;1.25;–;5.48;1.25;1;13.96;57 %;8.98;58 %;4.99;55 %;3.74;60 %;2.74;64 %;1.75;71 %;4.49;67 %;6.73;5.73;8;1;0.75;1;76.54;60.83;79 %;33 %;0.5;0.25;0.25;0.09;0.1;–;0;1.7;1.13;-0.05;0.15;0.16;39.14;–;0.5;3.49;0.5;–;1.75;1.5;7.98;5.24;2.74;2.24;1.75;1.25;2.99
Иван Тимошенко;Родина Москва;214;90;Ф ЛЦ;0.84;0.08;2.36;1.9;46 %;1.9;1.26;1.43;0.08;0.08;0.17;–;0.59;2.2;1.35;0.58;18.08;66 %;0.84;40 %;–;–;2.61;52 %;–;–;–;–;1.26;27 %;0.5;17 %;10.6;1.6;1.9;1.26;0.5;0.59;22.63;35 %;3.95;40 %;18.67;34 %;8.66;41 %;2.36;32 %;1.6;32 %;1.43;53 %;1.85;2.1;14;1.1;0.76;0.17;48.28;25.74;53 %;67 %;0.42;0.25;–;0.18;0.29;0.69;1.45;1.17;1.38;-0.2;0.03;0.19;11.94;0.34;–;1.35;–;–;0.34;0.08;7.99;1.6;6.39;3.53;0.76;0.5;0.76
Кирилл Панченко;Арсенал Тула;214;90;П ЛЦ;0.08;–;0.93;0.08;8 %;0.85;0.85;0.85;–;–;0.08;–;0.08;3.34;0.78;0.34;39.49;82 %;0.93;50 %;1.24;50 %;8.46;66 %;1.86;58 %;0.16;0 %;4.89;68 %;3.88;58 %;6.44;1.55;0.93;2.56;0.62;2.17;13.66;47 %;6.5;47 %;7.6;46 %;2.48;34 %;2.72;69 %;1.71;73 %;3.18;51 %;3.18;5.66;13;1.1;0.39;–;68.28;50.43;74 %;23 %;1.24;1.24;0.08;0.37;0.1;4.44;0.23;1.2;0.97;0.23;0.02;0.05;32.43;0.47;0.62;5.59;1.9;–;3.34;2.25;6.36;2.87;3.49;0.85;1.86;1.24;1.63
Артём Погосов;Уфа;213;90;П ЛЦ;0.16;0.08;0.86;0.16;18 %;0.55;1.26;1.33;–;0.16;0.16;–;–;1.57;0.31;0.28;29.66;78 %;0.78;30 %;0.71;56 %;7.22;66 %;1.2;46 %;0.31;25 %;3.77;60 %;1.1;64 %;5.73;0.78;0.55;3.22;1.49;0.78;16.48;56 %;7.3;54 %;9.18;57 %;6.12;72 %;2.2;39 %;0.94;33 %;3.22;54 %;4;4.79;14;1.2;0.47;0.08;57.83;42.14;73 %;20 %;0.71;0.55;–;0.21;0.18;1.79;0.56;1.58;1.26;0.32;0.03;0.06;23.07;0.24;0.39;4.79;0.47;0.08;2.28;0.71;9.18;3.92;5.26;4.39;0.86;0.31;1.73
Чингиз Магомадов;Волга Ульяновск;213;90;З П;–;–;0.28;–;0 %;0.38;1.13;1.97;0.09;0.85;0.38;–;–;1.32;0.28;0.05;51.72;81 %;0.47;40 %;2.16;26 %;11.57;66 %;3.1;61 %;0.85;44 %;7.34;69 %;3.29;60 %;5.17;1.97;0.75;6.2;1.13;2.35;14.39;66 %;9.4;68 %;4.98;62 %;3.1;64 %;2.92;71 %;1.6;76 %;4.4;70 %;6.2;7.71;12;0.85;0.09;0.28;84.26;67.9;81 %;21 %;0.56;0.47;–;0.07;0.03;–;0;0.67;1.2;-0.52;0.08;0.09;42.04;0.19;0.56;7.62;1.88;0.38;5.8;1.97;9.5;6.39;3.1;1.97;2.7;1.22;2.82
Данил Полубояринов;ФК Акрон Тольятти;213;90;ЗЛ;–;–;0.12;–;0 %;0.12;0.62;2.24;0.25;0.37;0.25;–;0.12;0.5;–;0.02;48.55;80 %;0.25;50 %;1.37;27 %;10.46;54 %;2.37;32 %;0.25;0 %;4.73;55 %;3.36;33 %;5.6;1;0.5;5.23;1.62;2.86;11.08;57 %;6.6;68 %;4.48;42 %;2.24;67 %;2.37;68 %;0.62;40 %;1.99;75 %;4.23;7.47;12;0.87;0.37;0.62;75.19;59.88;80 %;0 %;0.37;0.12;–;0.13;0.05;–;0;1.13;0.5;0.63;0.03;0.07;38.96;0.12;0.37;5.6;0.75;–;2.61;1.12;6.35;4.48;1.87;1.49;1.62;0.25;1.49
Алекс Мацукатов;ФК Акрон Тольятти;214;90;П ЛЦ;–;–;0;–;–;–;2.3;2.3;–;–;0.45;–;–;0.23;–;0.01;35.86;89 %;–;–;0.45;50 %;5.41;83 %;0.9;75 %;–;–;3.61;69 %;2.26;60 %;4.74;1.13;1.13;4.6;0.68;1.13;15.34;54 %;8.35;62 %;6.99;45 %;2.93;38 %;1.58;57 %;0.23;0 %;4.29;74 %;3.83;5.86;6;0.9;0.45;0.45;63.38;50.98;80 %;0 %;–;0.23;–;0.16;0.06;–;0;1.3;0.81;0.22;0.02;0.05;31.8;–;0.23;4.51;0.68;–;2.48;1.35;8.35;5.19;3.16;1.13;0.9;–;3.16
Никита Салтыков;ФК Акрон Тольятти;213;90;АП Л;0.11;0.11;0.65;0.11;17 %;1.19;1.19;1.94;–;0.22;0.11;–;0.32;1.19;0.54;0.15;24.42;70 %;0.76;86 %;2.81;31 %;4.32;48 %;0.76;57 %;0.11;0 %;1.8;40 %;4;51 %;9.51;1.3;1.73;1.62;0.76;3.67;21.28;43 %;5.94;33 %;15.34;47 %;3.57;36 %;8.1;57 %;5.29;51 %;2.27;52 %;2.16;4.54;14;0.97;0.86;0.54;58.99;37.27;63 %;45 %;0.22;0.32;0.11;0.27;0.12;1.36;0.74;1.22;0.72;0.5;–;–;17.18;0.65;0.86;2.5;0.43;–;0.43;2.5;9.18;1.94;7.24;1.3;4.65;2.7;1.19
Иван Чудин;ФК Акрон Тольятти;213;90;ЗП Ц;–;–;0.3;–;0 %;0.08;1.35;0.53;0.08;0.23;0.15;–;–;0.83;–;0.09;43.12;85 %;–;–;0.3;25 %;7.15;71 %;1.35;61 %;0.08;0 %;3.39;64 %;1.13;60 %;4.29;1.81;0.6;5.64;0.9;1.96;13.55;57 %;9.26;55 %;4.29;60 %;4.67;61 %;0.98;85 %;0.15;50 %;2.78;54 %;5.34;6.77;13;0.98;0.08;–;72.17;58.55;81 %;0 %;0.3;0.45;0.08;0.03;0.1;–;0;1.7;0.76;0.31;0.08;0.1;36.8;–;0.08;5.4;0.83;–;2.18;0.68;7.68;5.12;2.56;2.86;0.83;0.08;1.51
Дмитрий Шадринцев;Родина Москва;213;90;ЗЛ;–;–;0;–;–;0.16;0.48;1.6;0.16;0.48;–;–;–;0.16;–;0.01;40.04;74 %;0.32;50 %;1.76;45 %;7.85;63 %;1.28;50 %;–;–;4.32;70 %;4.16;46 %;5.93;1.76;0.64;4.8;0.64;1.6;16.01;54 %;11.21;56 %;4.8;50 %;2.72;65 %;2.56;56 %;1.28;38 %;4.8;60 %;6.73;5.6;11;0.96;0.48;0.8;70.78;52.21;74 %;0 %;–;0.16;–;–;0.04;–;0;1.2;1.55;-0.54;0.17;0.11;29.63;0.16;0.8;4.96;0.64;–;3.4;1.92;8.65;6.25;2.4;1.76;1.44;0.48;2.88
Максим Сидоров;Кубань Краснодар;212;90;З П;0.16;0.08;0.32;0.16;50 %;0.48;1.27;1.35;0.08;0.72;0.16;0.08;0.08;1.12;0.4;0.05;40.22;78 %;0.24;67 %;1.75;32 %;6.53;52 %;0.96;25 %;0.08;0 %;3.42;51 %;3.11;44 %;6.37;1.43;0.48;4.7;0.64;2.95;12.82;59 %;9.24;59 %;3.58;58 %;2.63;64 %;2.7;69 %;0.64;38 %;3.5;59 %;4.94;5.2;12;0.96;–;–;67.54;52.09;77 %;36 %;0.64;0.08;–;0.15;0.04;0.3;3.39;0.98;1.38;-0.4;0.03;0.06;31.22;0.16;0.56;3.42;0.24;–;1.75;1.35;7.57;5.5;2.7;1.67;1.43;0.24;2.7
Владислав Самко;Краснодар-2;212;90;АП Л;0.09;–;0.84;0.09;11 %;0.56;1.69;3.28;–;0.09;0.28;–;0.28;1.31;0.66;0.15;37.97;84 %;0.66;57 %;0.38;25 %;8.62;71 %;1.22;69 %;–;–;5.34;68 %;3.38;58 %;7.3;1.3;1.12;2.62;1.3;3;16.78;54 %;6.94;49 %;9.84;58 %;2.25;42 %;4.12;73 %;1.78;58 %;3.75;53 %;2.6;5.25;13;0.94;0.38;0.28;67.31;51.75;77 %;50 %;0.09;0.56;–;0.21;0.11;1.57;0.64;1.44;1.19;0.25;0.02;0.05;31.88;0.38;0.09;6.9;0.84;–;3.66;1.97;9.9;3.38;5.72;0.94;3;1.3;1.97
Муталип Алибеков;Динамо Махачкала;212;90;З Ц;–;–;0.08;–;0 %;0.08;0.25;1.48;0.25;0.57;0.25;–;–;0.33;0.16;0.02;44.38;79 %;0.16;50 %;–;–;11.24;65 %;4.18;65 %;0.74;44 %;7.47;67 %;0.41;60 %;4.35;1.56;0.16;10.01;1.7;0.66;15.01;72 %;12.06;73 %;2.95;69 %;5.91;74 %;0.9;73 %;–;–;2.54;74 %;7.63;10.67;12;0.9;–;0.08;78.84;64.81;82 %;50 %;0.16;–;–;0.03;0.07;–;0;1.12;0.78;0.34;0.05;0.06;34.87;0.08;–;7.3;2.71;0.33;5;0.25;10.83;8.78;2.5;4.35;0.66;–;1.89
Денис Самойлов;Енисей Красноярск;213;90;ЗП Ц;0.24;–;0.24;0.24;100 %;–;1.42;0.95;0.24;0.47;0.71;0.24;–;0.71;0.24;0.02;65.13;88 %;–;–;–;–;11.84;74 %;1.42;67 %;–;–;7.34;74 %;1.66;57 %;5.45;0.95;0.71;6.87;1.89;1.66;17.53;61 %;11.61;57 %;5.92;68 %;2.84;75 %;1.18;60 %;0.24;100 %;6.63;64 %;5.45;7.58;8;0.71;–;1.18;98.76;82.66;84 %;33 %;0.47;–;–;0.05;0.03;0.1;10;1.21;1.7;0.14;0.02;0.05;57.08;–;–;8.76;0.95;–;5.45;0.95;10.66;6.63;4.3;2.13;0.71;0.24;4.26
Идар Шумахов;Динамо Махачкала;212;90;З ЛЦ;0.07;–;0.35;0.07;20 %;0.14;0.42;0.84;–;0.14;–;–;–;0.56;0.14;0.12;44.4;79 %;0.14;0 %;0.42;50 %;13.31;65 %;2.24;44 %;0.21;33 %;4.83;59 %;1.19;53 %;4.41;1.5;0.35;8.47;1.47;1.5;15.48;68 %;12.33;69 %;3.15;64 %;6.37;68 %;0.7;90 %;0.07;100 %;2.66;74 %;7.35;8.26;14;0.98;0.07;–;77.46;62.33;80 %;25 %;0.35;0.07;–;0.03;0.21;1.65;0.61;1.6;0.74;0.32;0.03;0.11;35.02;–;0.21;8.68;0.98;0.07;2.87;0.63;10.51;8.47;2.3;4.34;0.63;0.07;1.96
Иван Савицкий;Енисей Красноярск;212;90;ЗЛ;–;0.23;0;–;–;0.23;0.93;2.9;–;0.23;0.23;–;0.23;–;–;–;47.44;79 %;0.47;0 %;1.63;14 %;7.44;31 %;3.26;29 %;0.93;75 %;5.12;41 %;2.9;22 %;9.7;2.79;0.93;6.28;1.16;1.86;16.28;54 %;7.44;59 %;8.84;50 %;1.86;50 %;3.72;44 %;1.4;33 %;3.95;59 %;5.35;5.35;9;1.16;1.16;0.93;77.21;58.84;76 %;–;–;–;–;0.05;–;–;–;0.76;1.14;-0.38;0.02;0.03;37.44;–;0.23;2.33;0.93;0.7;2.9;0.47;8.84;4.42;4.42;0.93;1.63;0.47;2.33
Сергей Макаров;ФК Акрон Тольятти;211;90;П ПЦ;0.07;0.2;0.13;0.07;50 %;0.27;0.61;0.07;0.2;0.4;0.13;–;–;0.67;0.13;0.08;37.8;86 %;0.47;43 %;1.8;38 %;7.26;69 %;0.74;55 %;–;–;3.9;69 %;1.75;42 %;3.36;0.74;0.27;3.43;1.8;1.55;10.09;47 %;6.26;42 %;3.83;56 %;2.83;31 %;0.27;100 %;0.13;100 %;2.42;50 %;4.3;4.98;14;0.94;–;–;59.66;48.23;81 %;20 %;0.2;0.34;–;0.06;0.12;1.17;0.85;1.11;0.73;0.38;0.04;0.09;32.49;0.2;0.4;4.98;0.4;–;2.69;0.74;4.78;2.62;2.15;0.87;0.27;0.13;1.21
Эдуард Валиахметов;Балтика;211;90;ЗП П;–;–;0.55;–;0 %;0.36;1.28;0.91;0.18;0.91;0.18;–;–;0.91;0.36;0.1;41.17;72 %;0.36;50 %;3.64;40 %;9.47;50 %;2.91;50 %;1.9;67 %;6.56;53 %;5.83;66 %;6.92;0.91;0.55;3.46;1.28;1.28;15.49;46 %;8.38;54 %;7.11;36 %;3.64;45 %;1.82;40 %;1.9;33 %;2.91;56 %;5.1;4.19;9;1.46;1.46;0.18;68.68;47.73;70 %;40 %;0.18;0.18;0.18;0.07;0.11;–;0;1.5;0.69;0.81;0.04;0.1;29.7;0.18;1.46;4.74;1.46;0.73;3.46;3.83;7.11;4.55;2.55;1.64;0.73;0.36;1.64
Дмитрий Самойлов;Шинник;211;90;АП Л;0.41;0.08;0.9;0.41;45 %;0.57;0.98;1.55;0.08;0.24;0.16;–;0.24;2.36;0.73;0.29;37.01;61 %;1.14;29 %;3.42;17 %;6.6;49 %;1.47;33 %;0.16;50 %;4.24;54 %;8.15;40 %;8.97;1.39;1.22;3.18;0.57;2.4;14.35;43 %;5.38;44 %;8.97;43 %;3.51;42 %;3.42;45 %;1.55;53 %;3.26;55 %;3.51;5.14;13;0.98;0.41;0.08;65.62;40.27;61 %;31 %;1.14;0.49;–;0.19;0.12;0.71;1.41;0.97;1.67;-0.7;0.06;0.09;22.66;0.33;0.57;3.26;0.49;0.08;2.28;3.26;6.2;2.36;3.83;1.47;1.55;0.82;1.79
Залимхан Юсупов;Динамо Махачкала;211;90;П ЛЦ;0.15;0.15;0.38;0.15;40 %;1.15;1.6;1.6;–;0.31;0.15;–;–;1.37;0.61;0.12;51.15;76 %;1.15;67 %;1.22;31 %;10.31;58 %;3.21;52 %;0.15;50 %;5.57;59 %;8.2;46 %;6.87;1.15;0.99;3.97;1.68;0.84;15.73;48 %;9.69;41 %;6.3;59 %;3.36;55 %;1.76;78 %;0.84;55 %;4.73;40 %;4.43;9.24;13;0.99;0.38;–;83.59;61.37;73 %;44 %;0.53;0.23;–;0.35;0.09;0.8;1.26;1.6;0.73;0.33;0.02;0.07;38.85;0.76;0.38;5.95;1.68;0.08;3.28;3.66;7.56;3.97;3.59;1.83;1.37;0.46;1.91
