Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Василий Алейников;СКА-Хабаровск;–;90;Ф Ц;–;–;–;–;–;–;2.65;–;–;–;–;–;2.65;–;–;–;21.18;63 %;2.65;0 %;–;–;5.29;0 %;–;–;–;–;–;–;2.65;0 %;23.82;7.94;–;2.65;–;–;29.12;36 %;2.65;100 %;26.47;30 %;13.24;20 %;2.65;0 %;2.65;0 %;2.65;100 %;–;–;1;–;2.65;2.65;50.29;23.82;47 %;–;–;–;–;0.21;–;–;–;–;0.74;-0.74;–;–;13.24;–;–;–;–;–;–;–;10.59;2.65;7.94;2.65;–;–;2.65
Саид Алиев;СКА-Хабаровск;–;90;Ф Ц;1.96;–;3.91;1.96;50 %;3.91;–;–;–;–;–;–;–;3.91;1.96;1.6;5.87;33 %;–;–;–;–;1.96;0 %;–;–;–;–;–;–;–;–;13.7;1.96;3.91;1.96;1.96;5.87;39.13;15 %;5.87;0 %;33.26;18 %;13.7;0 %;11.74;50 %;–;–;1.96;0 %;–;3.91;2;–;–;3.91;62.61;19.57;31 %;50 %;1.96;–;–;–;0.27;0.54;1.85;1.19;0.63;0.57;–;–;1.96;–;–;–;–;–;–;–;5.87;–;5.87;–;5.87;–;–
Артём Архипов;Химки;–;90;Ф Ц;–;–;–;–;–;–;1.45;–;–;–;–;–;–;1.45;–;0.2;24.68;82 %;–;–;–;–;5.81;75 %;–;–;–;–;1.45;0 %;4.35;67 %;2.9;–;–;–;–;–;11.61;25 %;4.35;0 %;7.26;40 %;2.9;50 %;–;–;–;–;1.45;0 %;5.81;1.45;1;1.45;1.45;–;45;30.48;68 %;0 %;1.45;–;–;0.26;0.14;–;0;1.52;3.14;-1.61;0.51;0.35;20.32;–;–;4.35;–;–;–;2.9;2.9;–;2.9;1.45;–;–;–
Артур Арустамян;КамАЗ Набережные Челны;–;90;Ф Ц;–;0.67;0.67;–;0 %;1.34;2.69;1.34;–;–;–;–;2.1;1.34;0.67;0.11;11.42;82 %;–;–;–;–;0.67;100 %;–;–;–;–;–;–;–;–;10.07;0.67;2.1;0.67;0.67;0.67;16.12;17 %;2.1;33 %;14.1;14 %;6.4;11 %;2.69;0 %;2.1;0 %;1.34;50 %;2.1;4.7;2;1.34;1.34;–;37.61;19.48;52 %;50 %;0.67;–;–;0.04;0.08;–;0;0.63;1.44;-0.81;–;–;9.4;–;–;0.67;–;–;–;–;2.69;0.67;2.1;0.67;–;–;0.67
Максим Бачинский;Ленинградец;–;90;Ф Ц;–;–;1.5;–;0 %;1.5;3.16;2.11;–;–;–;–;–;0.53;0.53;0.04;15.26;72 %;0.53;100 %;1.5;50 %;4.21;63 %;–;–;–;–;0.53;0 %;1.5;50 %;14.21;2.11;0.53;1.58;1.5;1.5;35.26;40 %;7.37;43 %;27.89;40 %;15.79;33 %;1.5;100 %;0.53;100 %;2.11;75 %;0.53;1.58;2;1.5;0.53;–;54.74;28.95;53 %;100 %;–;–;–;0.05;0.07;–;0;0.85;0.61;0.25;–;–;11.05;0.53;0.53;2.63;–;–;–;0.53;14.21;3.16;11.05;5.26;1.5;0.53;1.58
Артём Делькин;Черноморец;–;90;Ф Ц;–;–;–;–;–;–;1.7;0.54;–;–;–;–;0.54;0.54;–;0.02;15;75 %;–;–;–;–;1.61;33 %;–;–;–;–;1.7;0 %;1.7;50 %;10.18;1.7;0.54;2.14;1.61;–;19.29;28 %;2.14;50 %;17.14;25 %;9.11;0 %;2.14;25 %;1.7;0 %;1.61;67 %;1.61;2.14;2;1.7;0.54;–;39.64;20.89;53 %;0 %;0.54;–;–;–;0.04;–;0;0.38;1.8;-0.7;–;–;11.25;–;–;0.54;–;–;–;0.54;5.36;1.7;4.29;–;0.54;–;1.7
Абу-Сад Элударушев;ФК Акрон Тольятти;–;90;Ф Ц;1.71;–;1.71;1.71;100 %;0.86;1.71;–;–;–;0.86;–;–;5.14;1.71;0.69;18.86;64 %;2.57;67 %;2.57;33 %;4.29;60 %;–;–;–;–;0.86;0 %;1.71;0 %;6;0.86;–;2.57;2.57;0.86;18.86;32 %;5.14;17 %;13.71;38 %;12;36 %;1.71;50 %;0.86;100 %;–;–;3.43;1.71;2;0.86;0.86;0.86;48.86;25.71;53 %;33 %;1.71;1.71;–;0.19;0.13;0.4;2.5;1.19;1.28;-0.09;–;–;12;1.71;0.86;2.57;–;–;–;–;6;0.86;5.14;4.29;0.86;0.86;–
Данила Ежков;Сокол Саратов;–;90;Ф Ц;–;–;1.45;–;0 %;1.45;1.45;7.26;–;–;–;–;–;1.45;1.45;0.28;20.32;79 %;1.45;100 %;–;–;2.9;0 %;–;–;–;–;1.45;0 %;1.45;0 %;14.52;2.9;2.9;2.9;2.9;2.9;24.68;47 %;4.35;67 %;20.32;43 %;11.61;50 %;2.9;100 %;–;–;2.9;50 %;–;1.45;2;1.45;1.45;1.45;53.71;33.39;62 %;100 %;–;–;–;0.62;0.19;–;0;1.9;2.6;-0.97;–;–;15.97;1.45;–;–;–;–;–;–;11.61;2.9;8.71;5.81;2.9;–;1.45
Альбек Гонгапшев;СКА-Хабаровск;–;90;Ф Ц;–;–;0.8;–;0 %;–;0.8;1.61;–;–;–;–;0.8;0.8;0.8;0.09;16.07;75 %;–;–;–;–;1.61;50 %;–;–;–;–;0.8;0 %;0.8;0 %;11.25;0.8;–;0.8;–;–;20.89;19 %;0.8;100 %;20.09;16 %;9.64;17 %;–;–;–;–;0.8;100 %;–;2.41;2;1.61;1.61;–;40.18;19.29;48 %;100 %;–;–;–;0.02;0.11;–;0;1.27;1.91;-0.64;0.45;0.56;12.05;–;–;0.8;–;–;–;–;4.2;0.8;3.21;1.61;–;–;0.8
Илья Грузнов;Нефтехимик Нижнекамск;–;90;Ф Ц;–;–;1.91;–;0 %;–;1.91;–;–;–;–;–;–;3.83;1.91;0.44;11.49;50 %;1.91;0 %;–;–;3.83;50 %;1.91;100 %;–;–;3.83;100 %;1.91;0 %;7.66;–;–;–;–;–;11.49;50 %;1.91;100 %;9.57;40 %;5.74;100 %;–;–;–;–;–;–;1.91;1.91;2;–;–;3.83;30.64;17.23;56 %;50 %;1.91;–;–;–;0.12;–;0;1.23;0.31;0.92;–;–;5.74;–;–;1.91;1.91;–;3.83;–;5.74;1.91;3.83;5.74;–;–;–
Амур Калмыков;Родина Москва;–;90;Ф Ц;–;0.62;0.62;–;0 %;2.5;3.12;0.62;–;–;0.62;–;1.25;1.88;–;0.16;27.5;66 %;2.5;75 %;2.5;0 %;2.5;50 %;1.25;50 %;–;–;0.62;100 %;3.75;17 %;10;1.25;1.88;3.12;0.62;2.5;21.88;43 %;5;13 %;16.88;52 %;8.12;46 %;2.5;75 %;2.5;75 %;2.5;25 %;1.88;4.38;2;1.25;1.25;–;61.88;36.25;59 %;0 %;–;1.25;0.62;1.4;0.09;–;0;1.74;0.56;1.17;0.06;0.1;18.12;1.88;–;1.25;0.62;–;0.62;0.62;9.38;0.62;8.75;3.75;1.88;1.88;0.62
Давид Караев;Алания Владикавказ;–;90;Ф Ц;–;–;–;–;–;–;2.65;–;–;–;–;–;–;5.29;–;0.26;13.24;80 %;–;–;–;–;2.65;100 %;–;–;–;–;2.65;100 %;–;–;5.29;–;–;2.65;2.65;5.29;10.59;25 %;5.29;0 %;5.29;50 %;–;–;–;–;–;–;–;–;–;2.65;2;–;–;5.29;37.06;21.18;57 %;0 %;5.29;–;–;–;0.05;–;0;0.37;0.56;-0.19;–;–;10.59;–;–;2.65;–;–;2.65;–;2.65;–;2.65;–;–;–;–
Антон Кобялко;Тюмень;–;90;Ф Ц;–;–;–;–;–;–;3.91;–;–;–;–;–;–;–;–;–;7.83;50 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;3.91;–;–;–;–;–;23.48;17 %;3.91;0 %;19.57;20 %;–;–;7.83;0 %;3.91;0 %;–;–;–;–;2;–;–;7.83;31.3;7.83;25 %;–;–;–;–;–;–;–;–;1.1;1.57;-0.47;–;–;3.91;–;–;–;–;–;–;–;3.91;–;3.91;–;–;–;–
Кирилл Косарев;ФК Волгарь;–;90;Ф Ц;–;–;–;–;–;–;1.96;–;–;–;–;–;–;–;–;–;15.65;63 %;–;–;–;–;–;–;–;–;–;–;–;–;1.96;0 %;13.7;1.96;–;–;–;1.96;19.57;20 %;–;–;19.57;20 %;7.83;25 %;–;–;–;–;–;–;–;–;1;1.96;1.96;–;37.17;15.65;42 %;–;–;–;–;–;–;–;–;0.59;2.86;-2.27;–;–;9.78;–;–;–;–;–;–;–;3.91;–;3.91;1.96;–;–;–
Максим Лаук;Кубань Краснодар;–;90;Ф Ц;–;–;0.48;–;0 %;0.48;2.9;1.45;–;–;0.48;–;1.94;1.45;0.48;0.28;10.16;76 %;–;–;0.48;100 %;2.42;60 %;0.48;0 %;–;–;1.94;25 %;0.97;100 %;13.55;0.97;1.94;–;–;0.48;17.42;19 %;2.42;0 %;15;23 %;8.71;22 %;0.48;0 %;0.48;0 %;0.48;0 %;0.48;2.42;2;0.97;0.48;–;34.35;15;44 %;33 %;0.48;0.48;–;0.07;0.19;–;0;1.11;0.87;0.24;–;–;7.74;–;0.48;1.45;–;–;0.48;0.97;3.39;–;3.39;1.94;–;–;–
Ираклий Логуа;Енисей Красноярск;–;90;Ф Ц;–;–;1.26;–;0 %;0.63;0.63;0.63;–;–;–;–;–;1.89;0.63;0.23;12.59;75 %;–;–;0.63;0 %;1.26;50 %;–;–;–;–;1.26;50 %;0.63;100 %;7.55;2.52;1.89;0.63;–;1.89;10.7;6 %;1.26;0 %;9.44;7 %;5.66;0 %;1.89;0 %;0.63;0 %;0.63;0 %;0.63;2.52;2;1.26;1.26;–;31.47;15.1;48 %;33 %;1.26;–;–;0.09;0.12;–;0;0.86;0.66;0.2;–;–;9.44;–;–;0.63;–;–;0.63;0.63;0.63;–;0.63;–;–;–;–
Владислав Луташев;Енисей Красноярск;–;90;Ф Ц;–;–;–;–;–;–;–;–;–;–;–;–;–;11.25;–;1.35;28.12;80 %;5.62;0 %;–;–;–;–;–;–;–;–;–;–;5.62;100 %;5.62;–;5.62;5.62;5.62;–;22.5;75 %;5.62;100 %;16.88;67 %;–;–;–;–;–;–;–;–;–;5.62;1;–;–;5.62;73.12;45;62 %;0 %;5.62;5.62;–;–;0.12;–;0;2.59;2.14;0.45;–;–;22.5;–;–;–;–;–;–;5.62;16.88;5.62;11.25;–;–;–;–
Михаил Маркин;Ленинградец;–;90;Ф Ц;–;–;4.29;–;0 %;–;–;4.29;–;–;–;–;–;4.29;4.29;0.47;17.14;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;21.43;4.29;–;–;–;–;38.57;33 %;8.57;50 %;30;29 %;25.71;17 %;–;–;–;–;–;–;–;–;1;–;–;4.29;60;34.29;57 %;100 %;–;–;–;–;0.11;–;0;–;0.99;-0.99;–;–;17.14;–;–;–;–;–;–;–;12.86;4.29;8.57;4.29;–;–;–
Ислам Машуков;Алания Владикавказ;–;90;Ф Ц;0.58;–;1.15;0.58;50 %;1.15;–;0.58;–;–;–;–;1.15;4.4;1.15;0.54;18.46;72 %;1.73;33 %;–;–;1.73;33 %;0.58;100 %;–;–;–;–;0.58;0 %;6.92;–;1.73;–;–;1.73;17.31;43 %;2.88;0 %;14.42;52 %;5.77;40 %;5.77;60 %;3.46;67 %;0.58;0 %;0.58;4.4;2;1.15;1.15;–;47.88;28.27;59 %;29 %;0.58;2.31;–;0.29;0.13;0.94;1.6;1.17;0.39;0.78;–;–;13.27;0.58;–;0.58;0.58;–;–;–;7.5;–;7.5;2.31;3.46;2.31;–
Владислав Морозов;Сокол Саратов;–;90;Ф Ц;–;–;1.41;–;0 %;0.7;1.41;0.7;–;–;–;–;0.7;3.52;1.41;0.39;12.66;67 %;–;–;–;–;2.81;25 %;–;–;–;–;0.7;0 %;–;–;12.66;2.81;1.41;–;–;2.11;17.58;36 %;–;–;17.58;36 %;10.55;47 %;2.81;0 %;2.11;0 %;–;–;–;1.41;2;0.7;0.7;0.7;38.67;19.69;51 %;40 %;0.7;1.41;–;–;0.11;–;0;1.42;1.78;-0.36;0.01;0.02;8.44;–;–;0.7;–;–;–;–;6.33;–;6.33;4.92;–;–;–
Александр Мухин;Химки;–;90;Ф Ц;–;–;–;–;–;–;–;2.25;–;–;–;–;–;–;–;–;18;63 %;–;–;–;–;2.25;0 %;–;–;–;–;2.25;0 %;–;–;9;–;2.25;–;–;–;22.5;50 %;4.5;50 %;18;50 %;11.25;60 %;–;–;–;–;2.25;100 %;4.5;–;1;–;–;2.25;47.25;27;57 %;–;–;–;–;–;–;–;–;0.45;0.63;-0.18;–;–;11.25;–;–;–;–;–;–;–;11.25;2.25;9;6.75;–;–;2.25
Эльдар Низамутдинов;Шинник;–;90;Ф Ц;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;42.63;56 %;–;–;4.74;0 %;–;–;–;–;–;–;–;–;–;–;9.47;–;–;–;–;–;9.47;50 %;–;–;9.47;50 %;4.74;100 %;–;–;–;–;–;–;–;4.74;1;–;–;4.74;56.84;33.16;58 %;–;–;–;–;0.09;–;–;–;4.17;2.18;1.99;–;–;23.68;–;–;–;–;–;–;–;4.74;–;4.74;4.74;–;–;–
Джонатан Теофилис Окоронкво;Арсенал Тула;–;90;Ф Ц;–;–;1.47;–;0 %;0.98;1.96;0.98;–;–;–;–;0.49;1.96;0.98;0.34;10.27;86 %;–;–;–;–;1.96;100 %;–;–;–;–;0.98;100 %;0.49;0 %;13.7;3.42;3.42;0.98;0.49;–;24.95;18 %;2.93;17 %;22.01;18 %;4.4;22 %;3.91;25 %;2.93;17 %;0.98;50 %;1.47;3.91;2;0.98;0.49;–;45.98;19.57;43 %;50 %;–;0.49;0.49;0.06;0.17;–;0;0.5;0.84;-0.34;–;–;8.8;–;–;1.96;–;–;0.98;–;4.4;0.49;3.91;0.98;0.98;0.49;0.49
Кирилл Панченко;Химки;–;90;Ф Ц;–;–;–;–;–;–;–;–;–;–;–;–;–;2.81;–;0.06;19.69;86 %;–;–;–;–;2.81;0 %;–;–;–;–;–;–;2.81;0 %;8.44;–;–;–;–;–;22.5;25 %;–;–;22.5;25 %;11.25;25 %;2.81;0 %;–;–;–;–;–;–;1;–;–;2.81;45;22.5;50 %;0 %;–;2.81;–;–;0.02;–;0;1.29;2.11;-0.82;–;–;16.88;–;–;–;–;–;–;–;5.62;–;5.62;2.81;–;–;–
Андрес Фабиан Понсе Нуньес;ФК Акрон Тольятти;–;90;Ф Ц;–;–;3.14;–;0 %;–;1.5;–;–;–;1.5;–;1.5;6.28;3.14;1;11.51;82 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;9.42;2.9;–;–;–;–;32.44;23 %;7.33;29 %;25.12;21 %;26.16;16 %;1.5;0 %;1.5;0 %;1.5;100 %;1.5;–;2;1.5;1.5;1.5;51.28;20.93;41 %;50 %;3.14;–;–;0.04;0.16;–;0;1.75;0.48;1.27;0.22;0.1;9.42;–;–;–;–;–;–;–;7.33;2.9;5.23;4.19;–;–;1.5
Илья Рубцов;Шинник;–;90;Ф Ц;–;–;2.6;–;0 %;1.4;2.8;–;–;0.52;–;–;1.56;2.8;1.4;0.3;8.84;65 %;–;–;0.52;0 %;0.52;0 %;–;–;–;–;–;–;1.4;50 %;14.05;2.8;3.12;–;–;–;17.17;24 %;2.6;20 %;14.57;25 %;5.2;30 %;1.56;0 %;0.52;0 %;1.4;50 %;0.52;0.52;2;1.4;0.52;–;32.77;12.49;38 %;50 %;0.52;0.52;–;0.12;0.14;–;0;1.14;1.7;0.07;–;–;5.72;–;–;–;–;–;–;0.52;4.16;0.52;3.64;1.56;–;–;0.52
Александр Руденко;Химки;–;90;Ф Ц;0.9;–;1.8;0.9;50 %;0.9;1.8;0.9;–;–;–;–;0.9;5.4;0.9;1.19;20.7;96 %;–;–;0.9;0 %;–;–;–;–;–;–;–;–;1.8;100 %;10.8;0.9;0.9;1.8;0.9;2.7;22.5;32 %;3.6;50 %;18.9;29 %;6.3;14 %;1.8;0 %;1.8;0 %;0.9;100 %;1.8;5.4;2;0.9;0.9;0.9;59.4;37.8;64 %;17 %;3.6;0.9;–;0.05;0.22;1.32;0.76;0.86;1.75;-0.88;–;–;19.8;–;–;–;–;–;–;1.8;7.2;1.8;5.4;0.9;–;–;0.9
Владислав Руденко;Черноморец;–;90;Ф Ц;0.76;–;1.53;0.76;50 %;–;0.76;2.29;–;–;–;–;0.76;0.76;0.76;0.11;12.2;50 %;–;–;0.76;0 %;0.76;100 %;–;–;–;–;–;–;–;–;12.97;–;2.29;0.76;–;1.53;21.36;43 %;4.58;33 %;16.78;45 %;10.68;57 %;1.53;0 %;0.76;0 %;0.76;100 %;2.29;0.76;2;0.76;0.76;0.76;41.19;20.59;50 %;100 %;–;–;–;–;0.15;0.15;6.67;0.4;1.27;-0.87;–;–;6.1;–;–;0.76;–;–;–;–;9.15;1.53;7.63;6.1;–;–;0.76
Максим Савельев;Енисей Красноярск;–;90;Ф Ц;–;–;4.29;–;0 %;–;4.29;–;–;–;–;–;–;–;–;–;30;71 %;4.29;0 %;–;–;4.29;0 %;–;–;–;–;–;–;4.29;0 %;25.71;–;–;–;–;4.29;47.14;36 %;4.29;0 %;42.86;40 %;34.29;38 %;4.29;0 %;4.29;0 %;–;–;–;–;1;–;–;4.29;81.43;42.86;53 %;–;–;–;–;–;–;–;–;0.99;–;0.99;–;–;21.43;–;–;–;–;–;–;–;17.14;–;17.14;12.86;–;–;–
Александр Щербатюк;КамАЗ Набережные Челны;–;90;Ф Ц;–;–;–;–;–;–;4.19;–;–;–;–;–;–;–;–;–;10.47;20 %;2.9;0 %;–;–;8.37;0 %;–;–;–;–;6.28;0 %;2.9;0 %;14.65;–;–;–;–;–;27.21;31 %;6.28;0 %;20.93;40 %;20.93;40 %;2.9;0 %;2.9;0 %;2.9;0 %;–;–;2;–;–;4.19;37.67;10.47;28 %;–;–;–;–;–;–;–;–;0.63;1.65;-1.03;–;–;2.9;–;–;–;–;–;–;–;8.37;–;8.37;8.37;–;–;–
Тимур Жамалетдинов;ФК Волгарь;–;90;Ф Ц;1.26;–;1.89;1.26;67 %;–;–;1.26;–;–;–;–;1.26;2.52;1.26;0.3;10.07;69 %;–;–;–;–;0.63;0 %;–;–;–;–;–;–;0.63;0 %;7.55;3.15;1.26;0.63;–;–;13.85;45 %;1.89;67 %;11.96;42 %;4.41;57 %;1.89;67 %;0.63;100 %;–;–;1.26;2.52;2;0.63;–;0.63;31.47;18.25;58 %;50 %;0.63;0.63;–;–;0.12;0.23;4.26;1.1;1.59;-0.49;–;–;6.92;–;–;–;–;–;–;–;6.29;1.26;5.3;2.52;1.26;0.63;–
Максим Храмцов;Динамо Махачкала;–;90;ЗП Л;–;–;–;–;–;–;1.53;1.53;0.51;1.2;–;–;0.51;0.51;–;0.04;41.69;71 %;–;–;3.56;14 %;6.61;46 %;1.2;50 %;–;–;3.56;86 %;5.59;45 %;9.15;2.54;0.51;4.7;–;1.2;17.29;41 %;7.63;53 %;9.66;32 %;6.61;46 %;2.3;50 %;0.51;0 %;4.7;50 %;5.8;3.56;2;1.2;0.51;–;69.66;46.27;66 %;0 %;–;0.51;–;–;0.08;–;0;1.14;0.7;0.44;–;–;29.49;–;0.51;3.5;0.51;–;3.5;2.54;7.12;4.7;3.5;3.5;1.2;–;2.3
Олег Красильниченко;Черноморец;–;90;ЗП Л;–;–;–;–;–;2.65;–;–;–;–;–;–;–;–;–;–;29.12;64 %;2.65;100 %;–;–;5.29;0 %;2.65;0 %;2.65;0 %;5.29;100 %;2.65;100 %;7.94;–;2.65;–;–;–;15.88;17 %;10.59;25 %;5.29;0 %;7.94;0 %;2.65;0 %;–;–;–;–;5.29;–;1;–;–;2.65;52.94;26.47;50 %;–;–;–;–;–;–;–;–;0.21;0.24;-0.03;–;–;18.53;2.65;–;–;–;–;5.29;2.65;2.65;2.65;–;–;–;–;–
Артём Самсонов;Торпедо Москва;203;121;ЗП Л;0.35;–;0.7;0.35;50 %;–;1.74;0.7;–;–;–;–;–;0.7;0.7;0.41;43.95;77 %;–;–;1.4;50 %;11.86;65 %;3.84;45 %;0.7;100 %;8.72;64 %;2.44;57 %;7.33;2.9;0.7;5.23;1.4;1.4;18.49;57 %;11.51;58 %;6.98;55 %;5.93;59 %;0.35;100 %;–;–;4.19;75 %;8.2;4.53;4;1.4;1.5;–;78.84;60;76 %;100 %;–;–;–;0.02;0.59;1.18;0.85;2.1;1.74;0.27;0.08;0.05;33.84;–;0.7;7.67;1.74;0.7;5.58;1.4;10.47;6.63;3.84;3.49;0.35;–;3.14
Глеб Шевченко;Торпедо Москва;–;90;ЗП Л;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;30;78 %;–;–;–;–;10;67 %;–;–;–;–;6.67;50 %;–;–;3.33;–;–;–;–;–;3.33;100 %;–;–;3.33;100 %;3.33;100 %;–;–;–;–;–;–;6.67;3.33;2;–;–;6.67;43.33;36.67;85 %;–;–;–;–;–;–;–;–;1.6;0.53;1.7;–;–;23.33;–;–;6.67;–;–;3.33;–;3.33;–;3.33;3.33;–;–;–
Темиркан Сундуков;Динамо Махачкала;–;90;ЗП Л;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;90;69 %;6.92;0 %;6.92;0 %;13.85;50 %;6.92;100 %;6.92;100 %;6.92;100 %;6.92;0 %;–;–;–;–;–;6.92;20.77;33 %;13.85;50 %;6.92;0 %;6.92;100 %;–;–;–;–;–;–;–;20.77;1;–;–;6.92;138.46;96.92;70 %;–;–;–;–;–;–;–;–;0.14;–;0.14;–;–;62.31;–;–;6.92;6.92;6.92;6.92;–;6.92;6.92;–;6.92;–;–;–
Владислав Адаев;Черноморец;–;90;АП Л;–;–;–;–;–;–;–;1.12;–;–;–;–;–;–;–;–;28.12;80 %;–;–;2.25;0 %;3.38;67 %;1.12;100 %;1.12;100 %;2.25;100 %;4.5;25 %;4.5;–;–;1.12;–;2.25;13.5;42 %;3.38;0 %;10.12;56 %;2.25;0 %;4.5;100 %;2.25;100 %;1.12;0 %;2.25;7.88;1;1.12;1.12;–;54;40.5;75 %;–;–;–;–;–;–;–;–;0.37;0.79;-0.42;0.01;0.01;22.5;–;–;2.25;1.12;1.12;2.25;1.12;5.62;–;5.62;–;4.5;2.25;–
Антон Антонов;Черноморец;–;90;АП Л;–;–;–;–;–;–;–;6;–;–;–;–;–;6;–;0.18;30;40 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;6;–;–;–;–;–;30;20 %;12;50 %;18;0 %;–;–;12;0 %;6;0 %;–;–;6;24;1;–;–;6;96;48;50 %;0 %;6;–;–;–;0.03;–;0;1.8;0.24;0.84;–;–;12;–;–;–;–;–;–;–;6;6;–;–;–;–;–
Руслан Апеков;ФК Акрон Тольятти;–;90;АП Л;–;–;–;–;–;–;–;–;–;–;–;–;–;3.33;–;0.07;40;67 %;3.33;0 %;–;–;10;100 %;–;–;–;–;–;–;10;100 %;10;–;–;3.33;3.33;10;20;50 %;6.67;0 %;13.33;75 %;–;–;6.67;100 %;3.33;100 %;3.33;0 %;6.67;16.67;2;–;–;6.67;96.67;70;72 %;0 %;–;3.33;–;0.73;0.02;–;0;2.33;0.23;2.1;0.03;0.01;26.67;–;–;10;–;–;–;10;10;–;10;–;6.67;3.33;–
Григорий Борисенко;КамАЗ Набережные Челны;–;90;АП Л;–;–;–;–;–;–;4.74;–;–;–;–;–;–;–;–;–;28.42;67 %;–;–;–;–;4.74;100 %;–;–;–;–;–;–;4.74;0 %;14.21;–;–;4.74;–;4.74;37.89;25 %;9.47;50 %;28.42;17 %;14.21;33 %;9.47;0 %;9.47;0 %;4.74;0 %;–;14.21;1;–;4.74;4.74;85.26;47.37;56 %;–;–;–;–;–;–;–;–;–;0.99;-0.99;–;–;18.95;–;–;4.74;–;–;–;–;9.47;4.74;4.74;4.74;–;–;–
Дэнис Файзуллин;Арсенал Тула;–;90;АП Л;–;–;2;–;0 %;4;2;–;–;–;–;–;–;2;2;0.04;14;71 %;2;100 %;–;–;2;100 %;–;–;–;–;–;–;–;–;12;2;–;–;–;6;22;27 %;4;0 %;18;33 %;8;25 %;6;67 %;2;0 %;2;0 %;–;2;2;–;–;4;48;28;58 %;100 %;–;–;–;0.72;0.02;–;0;0.92;0.56;0.36;–;–;10;2;–;2;–;–;–;–;6;–;6;2;4;–;–
Александр Гаглоев;КамАЗ Набережные Челны;–;90;АП Л;0.6;–;0.6;0.6;100 %;0.6;–;3.6;–;–;–;–;–;1.8;0.6;0.07;41.4;62 %;0.6;0 %;3.6;17 %;6;50 %;–;–;–;–;1.8;0 %;15;52 %;12.6;1.2;–;–;–;4.8;12.6;43 %;3.6;50 %;9;40 %;2.4;50 %;4.2;43 %;3;40 %;1.2;100 %;–;3.6;2;1.2;1.2;–;64.2;40.2;63 %;33 %;–;1.2;–;0.35;0.04;0.11;9.9;0.56;1.4;-0.83;–;–;25.8;–;0.6;3;–;–;–;7.8;5.4;1.8;3.6;1.2;1.8;1.2;1.2
Николай Гиоргобиани;Алания Владикавказ;–;90;АП Л;–;–;–;–;–;0.55;1.65;2.74;–;–;0.55;0.55;–;2.2;–;0.08;43.9;70 %;1.1;0 %;0.55;100 %;8.78;56 %;0.55;100 %;–;–;3.84;71 %;4.94;44 %;10.98;1.1;1.65;2.74;2.2;1.65;16.46;40 %;4.39;13 %;12.07;50 %;3.84;57 %;4.39;50 %;3.29;50 %;1.65;33 %;4.39;5.49;2;1.1;–;–;75.73;48.84;64 %;0 %;0.55;1.65;–;0.43;0.04;–;0;1.14;0.47;0.66;–;–;30.73;–;0.55;4.94;0.55;–;2.74;2.2;6.59;0.55;6.4;2.2;2.2;1.65;0.55
