Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Оливье Кенфак;Кубань Краснодар;–;90;АП Л;–;–;6.92;–;0 %;6.92;–;6.92;–;–;–;–;–;–;–;–;34.62;100 %;6.92;100 %;–;–;–;–;–;–;–;–;–;–;–;–;13.85;–;6.92;–;–;6.92;27.69;50 %;6.92;100 %;20.77;33 %;13.85;0 %;6.92;100 %;–;–;6.92;100 %;–;–;1;–;–;6.92;76.15;55.38;73 %;–;–;–;–;0.14;–;–;–;2.35;2.1;0.35;–;–;34.62;6.92;–;–;–;–;–;–;13.85;6.92;6.92;–;6.92;–;6.92
Рустам Халназаров;Арсенал Тула;–;90;АП Л;–;–;–;–;–;–;1.86;1.24;–;0.62;–;–;0.62;0.62;–;0.01;23.59;71 %;–;–;0.62;0 %;2.48;0 %;1.24;50 %;–;–;1.24;0 %;4.97;75 %;11.79;3.1;1.24;1.24;–;–;24.21;33 %;6.21;50 %;18;28 %;7.45;17 %;2.48;50 %;1.24;50 %;1.24;50 %;2.48;3.72;2;1.24;1.24;–;56.48;31.66;56 %;0 %;0.62;–;–;–;0.02;–;0;0.35;0.89;-0.55;–;–;16.76;–;–;–;0.62;–;–;3.72;8.7;3.1;4.97;1.24;1.24;0.62;0.62
Антон Килин;ФК Акрон Тольятти;–;90;АП Л;1.64;–;2.18;1.64;75 %;2.18;1.9;0.55;–;–;–;–;–;1.64;1.64;0.34;15.27;71 %;1.64;100 %;–;–;3.27;67 %;–;–;–;–;2.18;50 %;1.9;50 %;8.18;2.73;1.9;1.9;–;0.55;14.18;35 %;3.27;17 %;10.91;40 %;6.55;33 %;3.27;83 %;2.73;80 %;–;–;3.82;1.64;2;1.9;1.9;–;38.73;24;62 %;100 %;–;–;–;0.2;0.21;0.21;4.76;1.29;1.3;0.26;–;–;10.91;1.64;–;2.18;–;–;1.9;0.55;4.91;0.55;4.36;2.18;2.73;2.18;–
Павел Кузнецов;Шинник;–;90;АП Л;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;30;0 %;–;–;15;0 %;–;–;15;0 %;–;–;–;–;15;0 %;30;–;–;–;–;–;75;60 %;30;50 %;45;67 %;–;–;45;67 %;30;50 %;–;–;–;–;1;–;–;15;105;45;43 %;–;–;–;–;–;–;–;–;–;2.7;-2.7;–;–;–;–;–;–;–;–;–;–;45;15;30;–;30;15;–
Алексей Ларин;Химки;–;90;АП Л;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;22.5;89 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;7.5;2.5;–;2.5;2.5;–;22.5;56 %;5;50 %;17.5;57 %;2.5;0 %;2.5;100 %;–;–;–;–;5;7.5;1;–;–;2.5;60;47.5;79 %;–;–;–;–;0.05;–;–;–;1.15;1.88;-0.72;0.55;0.22;20;–;–;–;–;–;–;–;12.5;2.5;10;–;2.5;–;–
Илья Мосейчук;Кубань Краснодар;–;90;АП Л;–;–;0.79;–;0 %;–;0.79;–;–;0.79;–;–;–;2.37;–;0.37;19.74;68 %;0.79;0 %;3.95;20 %;3.95;60 %;–;–;–;–;0.79;0 %;3.95;20 %;8.68;1.58;–;0.79;–;2.37;15;26 %;6.32;38 %;8.68;18 %;6.32;25 %;1.58;0 %;0.79;0 %;0.79;100 %;1.58;2.37;2;0.79;0.79;0.79;43.42;23.68;55 %;0 %;1.58;0.79;–;0.11;0.16;–;0;1.44;1.19;0.24;–;–;13.42;–;0.79;2.37;–;–;–;0.79;3.95;2.37;1.58;1.58;–;–;0.79
Андрей Никитин;СКА-Хабаровск;–;90;АП Л;–;–;0.47;–;0 %;–;0.93;1.4;–;0.47;–;–;–;1.87;0.47;0.06;21.45;70 %;1.4;0 %;2.33;20 %;2.8;50 %;0.47;100 %;–;–;1.4;67 %;2.8;33 %;8.86;2.33;–;1.4;0.47;4.66;19.59;40 %;6.53;36 %;13.06;43 %;5.13;18 %;4.66;60 %;4.2;67 %;3.26;14 %;4.2;7.93;2;0.93;–;–;59.69;40.1;67 %;25 %;0.93;0.47;–;–;0.03;–;0;1.2;1.26;-0.24;–;–;14.92;–;0.47;1.4;0.47;–;0.93;0.93;7.93;2.33;5.6;0.93;2.8;2.8;0.47
Андрей Окладников;Енисей Красноярск;–;90;АП Л;–;–;–;–;–;–;–;–;–;–;–;–;2.65;–;–;–;15.88;83 %;–;–;–;–;2.65;100 %;2.65;100 %;–;–;2.65;100 %;2.65;100 %;5.29;–;–;–;–;–;7.94;33 %;–;–;7.94;33 %;7.94;33 %;–;–;–;–;–;–;–;2.65;1;–;–;2.65;26.47;18.53;70 %;–;–;–;–;–;–;–;–;0.61;0.61;0;–;–;13.24;–;–;2.65;2.65;–;2.65;2.65;2.65;–;2.65;2.65;–;–;–
Денис Пушкарев;ФК Волгарь;–;90;АП Л;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;25;40 %;–;–;5;100 %;5;0 %;–;–;–;–;–;–;–;–;20;–;–;–;–;5;15;0 %;–;–;15;0 %;5;0 %;5;0 %;5;0 %;–;–;–;15;1;–;–;5;60;30;50 %;–;–;–;–;–;–;–;–;0.3;3.5;-2.75;–;–;10;–;5;–;–;–;–;–;–;–;–;–;–;–;–
Дмитрий Самойлов;Шинник;–;90;АП Л;0.51;–;1.2;0.51;50 %;–;1.2;0.51;0.51;0.51;–;–;0.51;2.56;1.2;0.17;36.31;66 %;1.2;0 %;5.11;20 %;6.65;92 %;1.53;100 %;–;–;2.56;80 %;11.25;41 %;7.67;–;1.53;2.5;1.2;2.56;14.32;32 %;5.11;20 %;9.2;39 %;1.53;0 %;4.6;78 %;4.9;75 %;3.7;0 %;0.51;5.62;2;1.2;0.51;–;63.41;38.35;60 %;40 %;0.51;0.51;0.51;0.71;0.07;0.34;2.94;1.57;1.18;0.39;0.36;0.23;24.03;–;1.2;6.14;1.53;–;2.5;4.6;4.6;1.2;3.58;–;3.58;3.7;–
Иван Темников;Кубань Краснодар;–;90;АП Л;–;–;–;–;–;0.8;1.59;–;–;–;–;–;–;1.59;–;0.03;31.86;73 %;0.8;100 %;3.98;40 %;8.76;64 %;1.59;50 %;0.8;100 %;4.78;67 %;2.39;67 %;5.58;2.39;–;5.58;–;1.59;11.95;40 %;6.37;63 %;5.58;14 %;3.19;50 %;0.8;0 %;0.8;0 %;4.78;67 %;5.58;5.58;2;0.8;0.8;0.8;58.94;41.42;70 %;0 %;0.8;0.8;–;0.43;0.02;–;0;1.38;1.13;0.25;–;–;23.1;0.8;1.59;5.58;0.8;0.8;3.19;1.59;4.78;3.98;0.8;1.59;–;–;3.19
Игорь Турсунов;Сокол Саратов;–;90;АП Л;0.68;–;0.68;0.68;100 %;0.68;2.3;2.71;–;–;–;–;2.3;2.71;0.68;0.62;25.71;79 %;–;–;1.35;0 %;2.3;67 %;1.35;50 %;0.68;0 %;2.3;33 %;2.71;50 %;8.12;1.35;1.35;2.71;1.35;3.38;15.56;52 %;5.41;25 %;10.15;67 %;4.74;43 %;2.71;50 %;2.3;33 %;1.35;50 %;4.6;2.71;2;1.35;1.35;–;55.49;39.25;71 %;25 %;2.3;–;–;0.15;0.23;0.91;1.1;1.29;2.2;-0.73;0.02;0.03;20.3;–;–;1.35;0.68;–;0.68;1.35;8.12;1.35;6.77;2.3;1.35;0.68;0.68
Сергей Варатынов;Химки;–;90;АП Л;–;–;–;–;–;–;–;–;–;–;–;–;1.53;–;–;–;15.25;90 %;–;–;–;–;4.58;67 %;–;–;–;–;1.53;100 %;–;–;10.68;1.53;–;1.53;–;–;25.93;29 %;3.5;50 %;22.88;27 %;4.58;33 %;–;–;–;–;1.53;100 %;3.5;1.53;1;1.53;1.53;–;45.76;25.93;57 %;–;–;–;–;–;–;–;–;1.6;3.29;-1.69;–;–;13.73;–;–;3.5;–;–;1.53;–;7.63;1.53;6.1;1.53;–;–;1.53
Данила Янов;Химки;–;90;АП Л;–;–;–;–;–;–;2.9;–;–;–;–;–;–;–;–;–;31.94;91 %;–;–;–;–;2.9;100 %;2.9;100 %;–;–;2.9;100 %;–;–;5.81;2.9;–;5.81;–;–;17.42;33 %;5.81;50 %;11.61;25 %;8.71;0 %;–;–;–;–;2.9;100 %;5.81;2.9;1;–;–;2.9;58.06;43.55;75 %;–;–;–;–;–;–;–;–;0.49;–;0.49;–;–;29.03;–;–;2.9;2.9;–;2.9;–;5.81;2.9;2.9;–;–;–;2.9
Андрей Анисимов;ФК Волгарь;–;90;ЗП ЛЦ;–;–;–;–;–;–;3.46;–;–;3.46;–;–;–;–;–;–;72.69;76 %;3.46;0 %;3.46;100 %;20.77;33 %;3.46;100 %;–;–;17.31;40 %;6.92;50 %;10.38;3.46;–;3.46;–;–;10.38;67 %;10.38;67 %;–;–;3.46;100 %;–;–;–;–;6.92;50 %;3.46;3.46;1;–;–;3.46;90;69.23;77 %;–;–;–;–;–;–;–;–;0.21;2.28;-2.08;–;–;55.38;–;3.46;6.92;3.46;–;6.92;3.46;6.92;6.92;–;3.46;–;–;3.46
Евгений Болотов;Тюмень;–;90;ЗП ЛЦ;–;–;–;–;–;–;1.13;0.57;–;–;–;–;–;–;–;–;23.77;83 %;–;–;–;–;4.53;63 %;0.57;0 %;0.57;0 %;1.13;50 %;–;–;3.96;0.57;1.13;3.4;0.57;0.57;14.15;32 %;12.45;27 %;1.7;67 %;2.83;40 %;0.57;100 %;–;–;3.96;57 %;7.36;5.66;2;1.13;0.57;–;52.64;37.92;72 %;–;–;–;–;–;–;–;–;0.82;0.93;-0.11;0.08;0.15;19.81;–;–;2.83;–;–;0.57;–;4.53;3.4;1.13;1.13;0.57;–;2.26
Руслан Фищенко;Родина Москва;–;90;ЗП ЛЦ;–;0.5;–;–;–;0.5;1;1.5;–;–;–;–;–;–;–;–;44;85 %;–;–;0.5;0 %;12;71 %;1;50 %;–;–;6.5;69 %;0.5;100 %;4;0.5;0.5;7.5;2;1.5;18;75 %;12.5;76 %;5.5;73 %;2.5;60 %;1.5;67 %;0.5;100 %;7;79 %;5.5;8;2;1;0.5;–;78;66.5;85 %;–;–;–;–;0.19;–;–;–;1.93;0.66;1.27;0.01;0.02;37.5;–;–;8.5;0.5;–;4.5;0.5;13.5;9.5;4;1.5;1;0.5;5.5
Егор Иванов;Енисей Красноярск;–;90;ЗП ЛЦ;–;0.46;0.46;–;0 %;0.46;0.46;1.38;–;–;–;–;–;0.46;–;0.06;63.23;83 %;–;–;–;–;19.38;79 %;0.92;0 %;–;–;10.62;87 %;8.31;44 %;3.23;0.46;0.92;2.77;0.92;1.38;8.31;61 %;5.54;58 %;2.77;67 %;1.85;50 %;0.46;100 %;0.46;100 %;2.31;60 %;3.69;8.77;2;0.92;–;–;86.77;71.54;82 %;0 %;0.46;–;–;0.17;0.13;–;0;0.95;0.77;0.18;0.13;0.1;52.62;–;–;15.23;–;–;9.23;3.69;5.8;3.23;1.85;0.92;0.46;0.46;1.38
Илья Камышев;Родина Москва;–;90;ЗП ЛЦ;–;–;–;–;–;–;4.19;–;–;2.9;–;–;–;–;–;–;25.12;100 %;–;–;–;–;6.28;100 %;–;–;–;–;2.9;100 %;–;–;–;–;4.19;6.28;–;–;18.84;44 %;16.74;38 %;2.9;100 %;10.47;60 %;–;–;–;–;2.9;100 %;4.19;6.28;2;–;–;4.19;58.6;43.95;75 %;–;–;–;–;–;–;–;–;1.84;0.96;0.88;–;–;25.12;–;–;6.28;–;–;2.9;–;8.37;6.28;2.9;6.28;–;–;2.9
Данил Казанцев;Сокол Саратов;–;90;ЗП ЛЦ;–;–;–;–;–;0.47;0.94;1.88;–;–;0.47;–;–;0.47;–;0.09;34.87;82 %;0.47;100 %;–;–;7.7;80 %;0.94;50 %;0.47;0 %;2.83;50 %;0.94;50 %;2.83;0.94;0.47;4.24;0.47;0.47;13.66;62 %;8.48;56 %;5.18;73 %;4.24;67 %;1.41;100 %;0.47;100 %;2.36;60 %;4.24;5.18;2;0.94;–;–;59.84;47.59;80 %;0 %;0.47;–;–;0.02;0.19;–;0;1.31;1.86;-0.56;–;–;28.74;0.47;–;5.65;0.47;–;1.41;0.47;8.48;4.71;3.77;2.83;1.41;0.47;1.41
Хетаг Хосонов;Химки;–;90;ЗП ЛЦ;–;–;–;–;–;–;4;2;2;2;–;–;–;–;–;–;38;53 %;–;–;2;0 %;10;20 %;–;–;–;–;6;0 %;4;0 %;10;2;–;4;–;–;30;40 %;22;45 %;8;25 %;8;50 %;–;–;–;–;6;67 %;4;8;1;2;2;–;80;44;55 %;–;–;–;–;0.1;–;–;–;2.46;2.82;-0.36;–;–;20;–;–;2;–;–;–;–;12;10;2;4;–;–;4
Стефан Мелентьевич;Химки;–;90;ЗП ЛЦ;–;–;–;–;–;–;2.9;2.9;–;–;–;–;–;–;–;–;29.03;90 %;–;–;–;–;5.81;50 %;–;–;–;–;–;–;5.81;50 %;8.71;2.9;–;5.81;–;–;29.03;30 %;17.42;50 %;11.61;0 %;14.52;0 %;2.9;0 %;–;–;–;–;2.9;5.81;1;–;–;2.9;66.77;43.55;65 %;–;–;–;–;–;–;–;–;0.49;–;0.49;–;–;26.13;–;–;2.9;–;–;–;2.9;8.71;8.71;–;–;–;–;–
Кирилл Морозов;Нефтехимик Нижнекамск;–;90;ЗП ЛЦ;–;–;–;–;–;–;3.81;0.76;0.76;0.76;–;0.76;–;2.29;–;0.12;27.46;78 %;–;–;0.76;0 %;6.86;67 %;0.76;100 %;0.76;100 %;4.58;67 %;0.76;0 %;3.5;0.76;1.53;8.39;3.5;1.53;15.25;85 %;9.15;75 %;6.1;100 %;6.1;100 %;2.29;100 %;–;–;1.53;50 %;10.68;9.92;2;1.53;–;–;69.41;57.2;82 %;0 %;0.76;1.53;–;–;0.05;–;0;1.66;0.51;1.15;–;–;21.36;–;–;4.58;0.76;0.76;3.5;–;12.97;6.86;6.1;6.1;2.29;–;0.76
Уэсли Ната Вачхолз;Родина Москва;–;90;ЗП ЛЦ;–;–;–;–;–;–;–;0.72;–;0.72;–;–;–;1.44;0.72;0.03;51.84;83 %;0.72;0 %;0.72;0 %;12.24;71 %;2.88;50 %;1.44;0 %;6.48;56 %;0.72;0 %;5.4;1.44;–;2.88;0.72;2.88;12.96;56 %;7.92;45 %;5.4;71 %;2.88;50 %;2.88;75 %;–;–;3.6;40 %;7.92;5.76;2;1.44;1.44;–;82.8;67.68;82 %;50 %;0.72;–;–;0.09;0.02;–;0;1.84;0.62;1.22;0.2;0.14;43.2;–;–;8.64;1.44;–;3.6;–;7.2;3.6;3.6;1.44;2.16;–;1.44
Михаил Петров;Тюмень;–;90;ЗП ЛЦ;–;–;–;–;–;–;–;5.45;–;–;–;–;–;–;–;–;70.91;92 %;–;–;–;–;16.36;83 %;–;–;–;–;10.91;75 %;–;–;2.73;–;–;16.36;10.91;2.73;10.91;25 %;10.91;25 %;–;–;2.73;0 %;–;–;–;–;5.45;50 %;10.91;16.36;1;–;–;2.73;111.82;98.18;88 %;–;–;–;–;0.6;–;–;–;2.35;1.36;0.98;–;–;65.45;–;–;13.64;–;–;8.18;–;2.73;2.73;–;–;–;–;2.73
Данил Полубояринов;ФК Волгарь;–;90;ЗП ЛЦ;–;–;–;–;–;–;1.43;–;0.95;0.95;0.48;–;–;–;–;–;41.43;85 %;–;–;0.48;100 %;8.1;82 %;1.43;100 %;0.48;100 %;4.76;90 %;1.43;67 %;3.81;1.9;–;6.67;4.29;1.9;10;48 %;7.62;50 %;2.38;40 %;1.9;75 %;0.95;50 %;–;–;3.33;43 %;5.71;9.52;2;0.95;–;–;70;58.57;84 %;–;–;–;–;–;–;–;–;0.87;1.76;-0.89;–;–;35.24;–;0.48;6.67;1.43;0.48;4.29;0.95;4.76;3.81;0.95;1.43;0.48;–;1.43
Денис Самойлов;Тюмень;–;90;ЗП ЛЦ;–;–;–;–;–;0.47;1.4;1.87;–;–;0.47;–;–;0.47;–;0.01;37.77;81 %;0.93;50 %;1.87;25 %;7.46;63 %;1.4;67 %;–;–;3.73;63 %;3.26;57 %;6.53;1.4;0.93;3.73;2.33;1.4;18.65;50 %;7.93;53 %;10.73;48 %;3.26;57 %;3.26;71 %;0.93;50 %;4.2;44 %;4.2;6.6;2;0.93;–;–;69.95;52.23;75 %;0 %;–;0.47;–;0.18;0.03;–;0;1.8;1;0.08;–;–;30.78;0.47;0.47;4.66;0.93;–;2.33;1.87;9.33;4.2;5.13;1.87;2.33;0.47;1.87
Владислав Шепелев;Ленинградец;–;90;ЗП ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;22.5;33 %;–;–;–;–;7.5;0 %;7.5;0 %;–;–;–;–;7.5;0 %;–;–;–;–;–;–;15;0 %;15;0 %;–;–;–;–;–;–;–;–;15;0 %;–;7.5;1;–;–;7.5;45;15;33 %;–;–;–;–;–;–;–;–;–;1.72;-1.72;0.07;0.01;7.5;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Эдуард Суханов;Ленинградец;–;90;ЗП ЛЦ;0.5;–;0.5;0.5;100 %;–;0.5;–;–;–;0.5;–;–;0.5;0.5;0.38;41.5;75 %;–;–;1;0 %;10.5;52 %;2;50 %;1;50 %;7.5;53 %;3.5;57 %;4;0.5;0.5;7;2.5;–;15;53 %;12.5;60 %;2.5;20 %;4.5;67 %;1;0 %;–;–;4.5;56 %;3;9;2;1;0.5;–;69.5;51.5;74 %;100 %;–;–;–;0.08;0.75;0.75;1.33;0.81;0.57;0.23;–;–;31;–;–;5.5;1;0.5;4;2;8;7.5;0.5;3;–;–;2.5
Залимхан Юсупов;Динамо Махачкала;–;90;ЗП ЛЦ;–;–;0.47;–;0 %;0.47;0.94;0.94;0.47;0.47;0.94;–;–;0.94;–;0.01;57.96;80 %;0.47;100 %;1.41;33 %;9.9;48 %;0.94;0 %;0.94;0 %;5.65;75 %;3.77;38 %;7.7;0.47;0.47;5.18;1.88;1.88;17.91;47 %;8.95;68 %;8.95;26 %;2.36;40 %;2.36;40 %;0.94;0 %;5.65;75 %;4.71;7.7;2;0.94;–;–;91.41;69.27;76 %;0 %;0.94;–;–;0.09;0.01;–;0;1.6;0.65;0.41;–;–;46.65;0.47;0.47;4.71;–;–;4.24;1.41;8.48;6.13;2.36;0.94;0.94;–;4.24
Владислав Сиротов;Ленинградец;–;90;АП ЛЦ;–;–;–;–;–;7.5;7.5;7.5;–;–;–;–;–;–;–;–;15;0 %;7.5;0 %;–;–;–;–;–;–;–;–;–;–;–;–;22.5;7.5;–;7.5;–;7.5;30;25 %;7.5;100 %;22.5;0 %;7.5;0 %;7.5;0 %;–;–;7.5;100 %;15;7.5;1;–;–;7.5;75;37.5;50 %;–;–;–;–;–;–;–;–;–;1.72;-1.72;–;–;–;–;–;–;–;–;–;–;7.5;7.5;–;–;–;–;7.5
Юрий Бавин;СКА-Хабаровск;–;90;ЗП Ц;–;–;–;–;–;–;2.8;0.47;–;–;0.47;–;–;–;–;–;50.36;92 %;–;–;–;–;7.93;71 %;0.93;0 %;0.47;0 %;3.26;43 %;0.93;50 %;2.8;0.93;0.93;7.46;2.8;0.47;14.46;55 %;12.12;50 %;2.33;80 %;1.87;75 %;0.47;100 %;–;–;5.6;67 %;7.93;2.8;2;0.93;–;–;77.41;65.75;85 %;–;–;–;–;0.19;–;–;–;1.2;1.26;-0.24;0.02;0.02;46.17;–;–;5.6;–;–;1.4;0.47;7.93;6.6;1.87;1.4;0.47;–;3.73
Игорь Безденежных;Кубань Краснодар;–;90;ЗП Ц;–;–;–;–;–;–;9;–;–;–;–;–;–;–;–;–;33;73 %;–;–;–;–;–;–;3;100 %;–;–;–;–;–;–;6;–;3;6;–;–;24;38 %;18;33 %;6;50 %;6;50 %;–;–;–;–;9;33 %;6;6;1;–;–;3;75;48;64 %;–;–;–;–;0.15;–;–;–;1.56;2.79;-1.23;0.63;0.21;24;–;–;–;3;–;–;–;9;6;3;3;–;–;3
Марио Чурич;Торпедо Москва;–;90;ЗП Ц;–;–;–;–;–;–;1.41;0.94;–;–;0.47;–;–;0.47;0.47;0.01;26.86;84 %;–;–;–;–;6.13;54 %;2.36;80 %;0.47;100 %;3.77;63 %;3.77;63 %;3.3;0.94;0.47;5.18;–;–;17.91;53 %;11.78;60 %;6.13;38 %;3.3;29 %;3.3;43 %;–;–;5.18;64 %;9.9;7.7;2;0.94;–;–;62.67;49.48;79 %;100 %;–;–;–;0.01;0.02;–;0;1.5;1.33;0.17;0.1;0.21;22.62;–;–;3.3;1.88;0.47;2.36;2.36;9.42;7.7;2.36;0.94;1.41;–;3.3
Кристиан Марсело Гонсалес Тассано;Химки;–;90;ЗП Ц;–;–;–;–;–;1.7;1.7;1.7;–;–;–;–;–;1.7;–;0.03;30;68 %;1.7;100 %;1.7;100 %;8.57;75 %;–;–;–;–;3.21;67 %;3.21;67 %;6.43;2.14;–;3.21;1.7;1.7;26.79;60 %;12.86;42 %;13.93;77 %;13.93;54 %;2.14;100 %;–;–;2.14;50 %;6.43;5.36;1;1.7;1.7;–;72.86;51.43;71 %;0 %;–;1.7;–;0.47;0.03;–;0;0.72;1.27;-0.56;0.02;0.02;20.36;1.7;1.7;6.43;–;–;2.14;2.14;16.07;5.36;10.71;7.5;2.14;–;1.7
Юрий Кириллов;КамАЗ Набережные Челны;–;90;ЗП Ц;–;–;–;–;–;–;0.46;1.85;–;–;–;–;–;0.46;–;0.02;46.62;84 %;–;–;0.46;100 %;11.54;60 %;2.31;60 %;–;–;6.46;43 %;0.92;50 %;2.31;0.92;–;4.62;1.38;–;11.54;60 %;8.31;50 %;3.23;86 %;2.31;20 %;1.38;100 %;–;–;2.77;67 %;5.54;8.77;2;0.92;–;–;72.92;60.46;83 %;0 %;–;0.46;–;–;0.05;–;0;0.57;1.44;-0.87;–;–;39.23;–;0.46;6.92;1.38;–;2.77;0.46;6.92;4.15;2.77;0.46;1.38;–;1.85
Никита Климов;Черноморец;–;90;ЗП Ц;–;–;–;–;–;0.78;0.78;0.78;–;–;–;–;–;–;–;–;29.74;82 %;1.57;50 %;–;–;9.39;67 %;–;–;–;–;3.91;40 %;–;–;3.13;1.57;3.13;3.91;–;–;14.09;61 %;7.4;67 %;7.4;56 %;3.13;100 %;1.57;100 %;–;–;2.35;33 %;4.7;6.26;2;0.78;–;0.78;57.91;43.83;76 %;–;–;–;–;–;–;–;–;0.44;1.18;-0.74;0.01;0.01;24.26;0.78;–;6.26;–;–;1.57;–;8.61;4.7;3.91;3.13;1.57;–;0.78
Дмитрий Коробов;Черноморец;–;90;ЗП Ц;–;–;–;–;–;–;1.1;4.4;–;–;1.1;–;–;–;–;–;39.44;92 %;–;–;–;–;10.11;80 %;2.2;100 %;–;–;9.1;89 %;2.2;100 %;5.6;1.1;1.1;2.2;–;2.2;15.17;60 %;8.9;38 %;7.8;86 %;2.2;100 %;2.2;100 %;–;–;5.6;40 %;6.7;12.13;1;1.1;1.1;–;76.85;66.74;87 %;–;–;–;–;0.11;–;–;–;0.49;0.75;-0.26;–;–;36.4;–;–;8.9;2.2;–;8.9;2.2;9.1;3.3;6.7;2.2;2.2;–;2.2
Сергей Макаров;ФК Акрон Тольятти;–;90;ЗП Ц;–;–;–;–;–;–;–;–;0.47;1.41;–;–;–;0.94;0.47;0.06;30;81 %;–;–;–;–;4.69;70 %;0.94;100 %;–;–;1.41;67 %;0.47;0 %;2.81;1.41;0.47;3.75;1.41;–;7.97;59 %;4.22;56 %;3.75;63 %;3.28;57 %;0.94;50 %;0.47;0 %;0.94;50 %;4.22;5.62;2;0.94;–;–;49.22;39.38;80 %;50 %;0.47;–;–;–;0.06;–;0;1.43;0.91;0.52;0.03;0.06;24.38;–;–;3.28;0.94;–;0.94;–;4.69;2.34;2.34;1.88;0.47;–;0.47
Дмитрий Малыхин;Шинник;–;90;ЗП Ц;–;–;–;–;–;–;1.32;3.97;1.32;1.32;–;–;–;1.32;–;0.29;56.91;86 %;–;–;–;–;13.24;50 %;–;–;–;–;9.26;71 %;1.32;100 %;5.29;3.97;1.32;5.29;1.32;2.65;18.53;57 %;10.59;50 %;7.94;67 %;2.65;100 %;2.65;50 %;2.65;50 %;7.94;50 %;1.32;5.29;2;–;–;2.65;87.35;68.82;79 %;0 %;1.32;–;–;–;0.22;–;0;1.68;1.14;0.54;–;–;48.97;–;–;6.62;–;–;6.62;1.32;10.59;5.29;5.29;2.65;1.32;1.32;3.97
Давид Ндука Ифеани;Арсенал Тула;–;90;ЗП Ц;–;–;–;–;–;–;0.47;1.88;–;–;0.94;–;–;–;–;–;29.53;76 %;–;–;0.47;0 %;4.22;44 %;0.47;0 %;–;–;2.34;80 %;0.47;0 %;4.22;1.41;0.94;3.75;0.47;–;14.53;65 %;9.38;55 %;5.16;82 %;5.16;82 %;2.81;100 %;–;–;2.34;80 %;7.3;3.28;2;0.94;–;–;55.78;42.66;76 %;–;–;–;–;–;–;–;–;0.48;0.81;-0.33;0.1;0.21;22.5;–;–;1.88;–;–;1.88;–;9.38;5.16;4.22;4.22;2.81;–;1.88
Денис Талалай;Нефтехимик Нижнекамск;–;90;ЗП Ц;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;42.86;80 %;–;–;–;–;4.29;0 %;–;–;–;–;4.29;0 %;–;–;8.57;4.29;–;–;–;–;17.14;50 %;8.57;0 %;8.57;100 %;–;–;–;–;–;–;8.57;0 %;–;4.29;1;–;–;4.29;64.29;47.14;73 %;–;–;–;–;–;–;–;–;0.13;0.43;-0.3;–;–;34.29;–;–;–;–;–;–;–;8.57;–;8.57;–;–;–;–
