Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Максим Шоркин;Нефтехимик Нижнекамск;243;94;З ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;48.00;90 %;-;-;-;-;13.00;69 %;3.00;33 %;-;-;9.00;56 %;-;-;4.00;-;-;7.00;1.00;4.00;8.00;75 %;7.00;86 %;1.00;0 %;5.00;80 %;-;-;-;-;1.00;0 %;9.00;2.00;1;1.00;-;-;72.00;64.00;89 %;0 %;1.00;-;-;-;0.02;-;0.00;0.10;1.16;-1.06;-;-;43.00;-;-;9.00;1.00;-;5.00;-;6.00;6.00;-;4.00;-;-;-
Марат Ситдиков;Нефтехимик Нижнекамск;192;94;ЗЛ;-;-;-;-;-;-;3.00;-;-;-;-;-;-;1.00;-;0.02;41.00;66 %;-;-;-;-;11.00;36 %;4.00;25 %;1.00;0 %;8.00;50 %;2.00;100 %;5.00;-;-;6.00;2.00;-;6.00;50 %;5.00;40 %;1.00;100 %;1.00;100 %;-;-;-;-;3.00;67 %;4.00;11.00;1;1.00;-;-;63.00;45.00;71 %;0 %;1.00;-;-;-;0.02;-;0.00;0.10;1.16;-1.06;-;-;27.00;-;-;4.00;1.00;-;4.00;2.00;3.00;2.00;1.00;1.00;-;-;2.00
Данил Степанов;Химки;263;94;ЗП Л;-;1.00;-;-;-;2.00;2.00;-;-;-;-;-;-;1.00;-;0.04;32.00;78 %;1.00;100 %;1.00;0 %;7.00;43 %;2.00;50 %;-;-;4.00;50 %;4.00;50 %;7.00;1.00;2.00;4.00;1.00;2.00;15.00;67 %;6.00;67 %;9.00;67 %;3.00;100 %;4.00;50 %;2.00;0 %;4.00;50 %;4.00;4.00;1;1.00;-;-;60.00;45.00;75 %;0 %;1.00;-;-;0.05;0.04;-;0.00;1.5;2.24;-1.19;-;-;25.00;1.00;-;3.00;1.00;-;2.00;2.00;10.00;4.00;6.00;3.00;2.00;-;2.00
Эдуард Суханов;Ленинградец;169;94;ЗП ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;1.00;-;-;-;-;-;36.00;67 %;1.00;0 %;1.00;0 %;10.00;50 %;2.00;0 %;-;-;2.00;50 %;7.00;14 %;11.00;1.00;-;4.00;-;-;12.00;42 %;4.00;25 %;8.00;50 %;3.00;33 %;3.00;67 %;2.00;50 %;-;-;9.00;2.00;1;1.00;-;-;59.00;40.00;68 %;-;-;-;-;-;-;-;-;2.24;1.5;1.19;0.02;0.02;24.00;-;-;5.00;-;-;1.00;1.00;5.00;1.00;4.00;1.00;2.00;1.00;-
Сергей Терехов;Химки;205;94;З ЛЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;48.00;71 %;-;-;3.00;0 %;17.00;59 %;4.00;0 %;2.00;0 %;11.00;45 %;5.00;20 %;5.00;-;-;5.00;-;2.00;15.00;73 %;15.00;73 %;-;-;1.00;100 %;-;-;-;-;7.00;86 %;6.00;7.00;1;1.00;-;-;78.00;60.00;77 %;-;-;-;-;0.01;-;-;-;1.5;2.24;-1.19;-;-;34.00;-;-;10.00;-;-;5.00;1.00;11.00;11.00;-;1.00;-;-;6.00
Сергей Варатынов;Химки;198;94;З ПЦ;-;-;-;-;-;-;1.00;-;1.00;1.00;1.00;-;-;1.00;1.00;0.02;30.00;80 %;-;-;-;-;8.00;38 %;1.00;0 %;1.00;0 %;3.00;33 %;-;-;2.00;-;-;7.00;-;-;21.00;57 %;17.00;59 %;4.00;50 %;9.00;56 %;-;-;-;-;4.00;75 %;8.00;4.00;1;1.00;-;-;65.00;50.00;77 %;100 %;-;-;-;-;0.02;-;0.00;1.5;2.24;-1.19;-;-;24.00;-;-;3.00;-;-;1.00;-;12.00;10.00;2.00;5.00;-;-;3.00
Захар Волков;Химки;197;94;З Ц;-;-;1.00;-;0 %;-;1.00;1.00;1.00;3.00;-;-;-;2.00;1.00;0.46;39.00;90 %;-;-;-;-;8.00;88 %;1.00;0 %;-;-;3.00;67 %;-;-;3.00;2.00;-;8.00;-;1.00;15.00;60 %;13.00;54 %;2.00;100 %;7.00;86 %;-;-;-;-;2.00;0 %;12.00;4.00;1;1.00;-;-;74.00;63.00;85 %;50 %;1.00;-;-;-;0.23;-;0.00;1.5;2.24;-1.19;0.84;0.21;35.00;-;-;7.00;-;-;2.00;-;9.00;7.00;2.00;6.00;-;-;-
Богдан Зорин;Нефтехимик Нижнекамск;202;94;З ЛЦ;-;-;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;54.00;85 %;-;-;-;-;7.00;29 %;3.00;0 %;1.00;0 %;4.00;50 %;1.00;0 %;3.00;1.00;-;9.00;-;2.00;15.00;67 %;13.00;62 %;2.00;100 %;6.00;50 %;-;-;-;-;1.00;100 %;7.00;7.00;1;1.00;-;-;86.00;73.00;85 %;-;-;-;-;-;-;-;-;0.10;1.16;-1.06;0.40;0.10;46.00;-;-;2.00;-;-;2.00;-;10.00;8.00;2.00;3.00;-;-;1.00
Кирилл Большаков;Арсенал Тула;223;93;З ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;41.00;78 %;-;-;-;-;10.00;50 %;3.00;33 %;-;-;7.00;71 %;1.00;100 %;4.00;1.00;-;8.00;-;1.00;8.00;75 %;6.00;83 %;2.00;50 %;4.00;50 %;-;-;-;-;1.00;100 %;10.00;7.00;1;1.00;-;-;67.00;56.00;84 %;-;-;-;-;0.61;-;-;-;0.92;1.27;-0.35;0.12;0.04;32.00;-;-;5.00;1.00;-;5.00;1.00;6.00;5.00;1.00;2.00;-;-;1.00
Эрвинг Джо Ботака-Иобома;Арсенал Тула;204;93;З ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;23.00;61 %;-;-;-;-;5.00;40 %;2.00;0 %;-;-;3.00;33 %;1.00;0 %;3.00;-;1.00;2.00;-;-;12.00;83 %;9.00;89 %;3.00;67 %;8.00;75 %;-;-;-;-;-;-;7.00;5.00;1;1.00;-;-;49.00;37.00;76 %;-;-;-;-;-;-;-;-;0.92;1.27;-0.35;0.05;0.03;14.00;-;-;2.00;-;-;1.00;-;10.00;8.00;2.00;6.00;-;-;-
Артур Гилязетдинов;ФК Волгарь;209;93;ЗП П;-;-;-;-;-;-;3.00;1.00;-;1.00;-;-;1.00;-;-;-;54.00;89 %;-;-;3.00;33 %;9.00;100 %;1.00;100 %;-;-;3.00;100 %;6.00;50 %;6.00;1.00;2.00;2.00;-;3.00;14.00;36 %;8.00;50 %;6.00;17 %;5.00;20 %;1.00;100 %;1.00;100 %;5.00;60 %;6.00;10.00;1;1.00;-;-;89.00;72.00;81 %;-;-;-;-;-;-;-;-;1.27;0.92;0.35;-;-;48.00;-;1.00;9.00;1.00;-;3.00;3.00;5.00;4.00;1.00;1.00;1.00;1.00;3.00
Максим Кайнов;Арсенал Тула;187;93;ЗП Ц;-;-;-;-;-;-;1.00;3.00;1.00;1.00;1.00;-;-;-;-;-;19.00;84 %;-;-;-;-;5.00;60 %;-;-;-;-;2.00;0 %;-;-;3.00;1.00;-;2.00;1.00;-;13.00;54 %;6.00;67 %;7.00;43 %;7.00;71 %;1.00;100 %;-;-;1.00;100 %;14.00;3.00;1;1.00;-;-;49.00;40.00;82 %;-;-;-;-;-;-;-;-;0.92;1.27;-0.35;-;-;16.00;-;-;3.00;-;-;-;-;7.00;4.00;3.00;5.00;1.00;-;1.00
Иван Хомуха;ФК Волгарь;231;93;З Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;55.00;89 %;-;-;-;-;15.00;73 %;5.00;80 %;-;-;8.00;63 %;-;-;3.00;-;-;13.00;-;4.00;11.00;64 %;9.00;78 %;2.00;0 %;8.00;50 %;-;-;-;-;1.00;100 %;8.00;9.00;1;1.00;-;-;87.00;77.00;89 %;-;-;-;-;-;-;-;-;1.27;0.92;0.35;0.11;0.11;49.00;-;-;11.00;4.00;-;5.00;-;7.00;7.00;-;4.00;-;-;1.00
Дмитрий Лесников;ФК Волгарь;221;93;Ф ПЦ;1.00;-;1.00;1.00;100 %;-;-;1.00;-;-;-;-;-;4.00;3.00;1.7;14.00;79 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;-;-;1.00;1.00;-;18.00;33 %;8.00;38 %;10.00;30 %;11.00;36 %;-;-;-;-;1.00;100 %;2.00;-;1;1.00;-;-;38.00;22.00;58 %;75 %;1.00;-;-;-;0.27;1.7;0.93;1.27;0.92;0.35;-;-;11.00;-;-;-;-;-;-;-;6.00;3.00;3.00;4.00;-;-;1.00
Артём Попов;Арсенал Тула;205;93;З П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;42.00;86 %;-;-;-;-;12.00;75 %;-;-;-;-;6.00;100 %;1.00;0 %;4.00;-;-;7.00;1.00;1.00;6.00;50 %;5.00;60 %;1.00;0 %;1.00;0 %;-;-;-;-;2.00;50 %;9.00;5.00;1;1.00;-;-;63.00;54.00;86 %;-;-;-;-;-;-;-;-;0.92;1.27;-0.35;-;-;36.00;-;-;9.00;-;-;6.00;-;3.00;3.00;-;-;-;-;1.00
Егор Прошкин;ФК Волгарь;199;93;З ЛЦ;-;-;-;-;-;-;2.00;1.00;-;1.00;1.00;-;-;2.00;-;0.03;50.00;78 %;1.00;0 %;2.00;50 %;15.00;60 %;6.00;50 %;1.00;0 %;9.00;56 %;2.00;100 %;2.00;1.00;-;5.00;2.00;2.00;9.00;56 %;6.00;67 %;3.00;33 %;3.00;67 %;1.00;100 %;-;-;4.00;50 %;6.00;6.00;1;1.00;-;-;75.00;58.00;77 %;0 %;1.00;1.00;-;-;0.01;-;0.00;1.27;0.92;0.35;-;-;39.00;-;1.00;9.00;3.00;-;5.00;2.00;5.00;4.00;1.00;2.00;1.00;-;2.00
Евгений Шляков;ФК Волгарь;208;93;ЗП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;35.00;69 %;-;-;7.00;14 %;5.00;40 %;1.00;100 %;-;-;2.00;50 %;6.00;17 %;2.00;-;-;6.00;1.00;2.00;9.00;67 %;6.00;83 %;3.00;33 %;5.00;60 %;-;-;-;-;2.00;100 %;5.00;5.00;1;1.00;-;-;57.00;42.00;74 %;0 %;-;1.00;-;0.14;0.02;-;0.00;1.27;0.92;0.35;-;-;24.00;-;1.00;2.00;1.00;-;1.00;1.00;6.00;5.00;1.00;3.00;-;-;2.00
Данила Смирнов;ФК Волгарь;221;93;ЗП Ц;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;1.00;0.04;40.00;73 %;-;-;-;-;8.00;38 %;4.00;25 %;1.00;0 %;6.00;17 %;2.00;0 %;5.00;-;-;4.00;1.00;2.00;11.00;73 %;5.00;80 %;6.00;67 %;3.00;67 %;2.00;100 %;2.00;100 %;2.00;100 %;4.00;12.00;1;1.00;-;-;70.00;56.00;80 %;100 %;-;-;-;0.02;0.04;-;0.00;1.27;0.92;0.35;-;-;29.00;-;-;3.00;1.00;-;1.00;-;8.00;4.00;4.00;2.00;2.00;2.00;2.00
Денис Ткачук;ФК Волгарь;184;93;П ПЦ;-;-;1.00;-;0 %;1.00;3.00;2.00;1.00;1.00;1.00;-;-;5.00;2.00;0.19;57.00;65 %;-;-;4.00;25 %;9.00;67 %;3.00;67 %;1.00;100 %;9.00;56 %;17.00;47 %;9.00;1.00;1.00;3.00;-;2.00;16.00;31 %;6.00;0 %;10.00;50 %;6.00;33 %;2.00;100 %;1.00;100 %;1.00;0 %;2.00;13.00;1;1.00;-;-;96.00;61.00;64 %;40 %;1.00;2.00;-;0.09;0.04;-;0.00;1.27;0.92;0.35;-;-;37.00;-;1.00;6.00;2.00;1.00;5.00;8.00;5.00;-;5.00;2.00;2.00;1.00;-
Илья Зуев;ФК Волгарь;222;93;З ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;-;-;-;69.00;70 %;1.00;0 %;2.00;0 %;23.00;52 %;5.00;20 %;1.00;0 %;8.00;50 %;3.00;33 %;9.00;-;2.00;5.00;-;2.00;16.00;94 %;14.00;93 %;2.00;100 %;10.00;100 %;1.00;100 %;1.00;100 %;3.00;67 %;4.00;7.00;1;1.00;-;-;100.00;76.00;76 %;-;-;-;-;-;-;-;-;1.27;0.92;0.35;-;-;48.00;-;-;12.00;1.00;-;4.00;1.00;15.00;13.00;2.00;10.00;1.00;1.00;2.00
Николай Покидышев;СКА-Хабаровск;214;91;З ЛЦ;-;-;-;-;-;-;-;2.00;-;1.00;-;-;-;-;-;-;49.00;92 %;-;-;-;-;7.00;86 %;3.00;33 %;2.00;0 %;3.00;67 %;-;-;2.00;1.00;-;8.00;-;-;10.00;90 %;9.00;89 %;1.00;100 %;6.00;83 %;1.00;100 %;-;-;2.00;100 %;2.00;14.00;1;1.00;1.00;-;78.00;73.00;94 %;-;-;-;-;-;-;-;-;2.7;2.4;0.03;0.31;0.31;45.00;-;-;6.00;1.00;-;2.00;-;9.00;8.00;1.00;5.00;1.00;-;2.00
Хетаг Хосонов;Химки;243;89;ЗП ЛЦ;1.00;-;1.00;1.00;100 %;-;3.00;1.00;-;-;-;-;-;2.00;1.00;0.07;36.00;53 %;-;-;2.00;0 %;13.00;23 %;2.00;50 %;1.00;100 %;7.00;0 %;3.00;0 %;10.00;1.00;1.00;7.00;3.00;-;21.00;62 %;13.00;54 %;8.00;75 %;7.00;71 %;1.00;100 %;-;-;5.00;60 %;12.00;2.00;1;1.00;1.00;-;74.00;47.00;64 %;50 %;1.00;-;-;-;0.04;0.07;14.29;1.5;1.66;-0.61;0.18;0.18;19.00;-;-;3.00;1.00;1.00;-;-;13.00;7.00;6.00;5.00;1.00;-;3.00
Эгаш Касинтура;Динамо Махачкала;248;89;Ф ЛЦ;-;1.00;2.00;-;0 %;2.00;1.00;1.00;-;-;-;-;-;5.00;3.00;0.74;30.00;67 %;2.00;50 %;-;-;7.00;71 %;2.00;0 %;1.00;0 %;5.00;60 %;4.00;50 %;11.00;-;-;4.00;1.00;6.00;22.00;45 %;6.00;67 %;16.00;38 %;4.00;50 %;8.00;50 %;6.00;33 %;5.00;80 %;3.00;4.00;1;1.00;1.00;-;70.00;46.00;66 %;60 %;-;2.00;-;0.72;0.15;-;0.00;1.91;0.95;0.96;-;-;20.00;1.00;-;5.00;-;-;3.00;2.00;10.00;4.00;6.00;2.00;4.00;2.00;4.00
Идар Шумахов;Динамо Махачкала;213;89;З ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;37.00;84 %;-;-;-;-;10.00;40 %;1.00;100 %;-;-;5.00;60 %;-;-;4.00;-;1.00;7.00;1.00;-;10.00;50 %;8.00;63 %;2.00;0 %;1.00;0 %;1.00;0 %;-;-;4.00;75 %;8.00;2.00;1;1.00;1.00;-;58.00;46.00;79 %;-;-;-;-;-;-;-;-;1.91;0.95;0.96;0.01;0.01;31.00;-;-;4.00;1.00;-;3.00;-;5.00;5.00;-;-;-;-;3.00
Никита Глушков;Енисей Красноярск;264;88;АП Л;1.00;-;1.00;1.00;100 %;3.00;-;1.00;-;-;-;-;2.00;3.00;2.00;0.41;30.00;90 %;3.00;67 %;2.00;50 %;3.00;100 %;-;-;-;-;2.00;100 %;5.00;60 %;5.00;1.00;1.00;3.00;1.00;2.00;10.00;70 %;1.00;100 %;9.00;67 %;-;-;3.00;100 %;1.00;100 %;-;-;3.00;3.00;1;1.00;1.00;-;52.00;44.00;85 %;67 %;-;1.00;-;0.35;0.14;0.41;2.44;2.29;0.67;1.62;-;-;27.00;2.00;1.00;3.00;-;-;2.00;3.00;7.00;1.00;6.00;-;3.00;1.00;-
Александр Ломакин;Енисей Красноярск;262;88;АП Ц;1.00;-;3.00;1.00;33 %;3.00;-;-;-;-;-;-;-;6.00;3.00;1.23;50.00;90 %;3.00;67 %;1.00;0 %;9.00;78 %;2.00;50 %;1.00;0 %;5.00;80 %;7.00;57 %;7.00;1.00;1.00;3.00;-;5.00;18.00;61 %;5.00;20 %;13.00;77 %;5.00;40 %;5.00;100 %;-;-;3.00;33 %;-;5.00;1;1.00;1.00;-;85.00;69.00;81 %;50 %;1.00;2.00;-;0.82;0.20;1.23;0.81;2.29;0.67;1.62;-;-;45.00;2.00;-;7.00;1.00;-;4.00;4.00;11.00;1.00;10.00;2.00;5.00;-;1.00
Василий Алейников;Шинник;233;87;ЗП ЛЦ;1.00;-;1.00;1.00;100 %;-;-;2.00;-;1.00;-;-;-;1.00;1.00;0.75;32.00;88 %;-;-;-;-;1.00;0 %;2.00;50 %;-;-;2.00;50 %;-;-;7.00;2.00;-;2.00;1.00;-;17.00;47 %;9.00;56 %;8.00;38 %;3.00;0 %;1.00;0 %;-;-;6.00;67 %;4.00;8.00;1;1.00;1.00;-;63.00;50.00;79 %;100 %;-;-;-;-;0.75;0.75;1.33;1.24;1.39;-0.15;0.08;0.08;28.00;-;-;-;1.00;-;1.00;-;8.00;5.00;3.00;-;-;-;4.00
Артём Малахов;Шинник;201;87;АП П;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.31;26.00;62 %;-;-;1.00;0 %;1.00;100 %;1.00;0 %;-;-;1.00;100 %;2.00;50 %;8.00;2.00;1.00;2.00;-;2.00;18.00;56 %;9.00;78 %;9.00;33 %;7.00;86 %;1.00;0 %;1.00;0 %;6.00;67 %;5.00;8.00;1;1.00;1.00;-;62.00;42.00;68 %;0 %;-;1.00;-;-;0.31;-;0.00;1.24;1.39;-0.15;-;-;16.00;-;-;1.00;-;-;1.00;1.00;10.00;7.00;3.00;6.00;-;-;4.00
Ишхан Гелоян;Арсенал Тула;220;85;АП Л;1.00;-;1.00;1.00;100 %;-;-;1.00;-;-;-;-;-;1.00;1.00;0.61;21.00;71 %;-;-;2.00;0 %;5.00;60 %;1.00;0 %;-;-;4.00;75 %;3.00;0 %;8.00;-;1.00;2.00;-;4.00;15.00;13 %;4.00;25 %;11.00;9 %;7.00;0 %;2.00;50 %;1.00;0 %;2.00;50 %;2.00;3.00;1;1.00;1.00;-;47.00;27.00;57 %;100 %;-;-;-;-;0.61;0.61;1.64;0.92;1.25;-0.33;-;-;15.00;-;-;3.00;-;-;3.00;-;2.00;1.00;1.00;-;1.00;-;1.00
Андрей Савинов;СКА-Хабаровск;188;85;П ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;21.00;90 %;-;-;-;-;4.00;75 %;-;-;-;-;2.00;100 %;1.00;0 %;1.00;-;-;7.00;2.00;-;6.00;33 %;5.00;20 %;1.00;100 %;1.00;0 %;1.00;100 %;-;-;2.00;50 %;7.00;4.00;1;1.00;1.00;-;38.00;32.00;84 %;-;-;-;-;-;-;-;-;2.5;1.73;0.32;-;-;19.00;-;-;3.00;-;-;2.00;-;2.00;1.00;1.00;-;1.00;-;1.00
Роман Юзепчук;Торпедо Москва;184;85;ЗП П;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-;-;-;-;42.00;81 %;-;-;3.00;67 %;10.00;60 %;3.00;67 %;1.00;100 %;7.00;43 %;5.00;60 %;6.00;1.00;-;2.00;-;1.00;7.00;57 %;6.00;67 %;1.00;0 %;-;-;1.00;0 %;1.00;0 %;4.00;75 %;1.00;4.00;1;1.00;1.00;-;55.00;44.00;80 %;-;-;-;-;0.02;-;-;-;0.99;0.86;0.13;0.25;0.25;34.00;-;2.00;6.00;2.00;1.00;3.00;3.00;4.00;4.00;-;-;-;-;3.00
Давид Кокоев;Нефтехимик Нижнекамск;205;84;ЗП ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;43.00;81 %;-;-;-;-;7.00;71 %;3.00;33 %;-;-;5.00;40 %;5.00;40 %;6.00;2.00;1.00;2.00;1.00;1.00;11.00;64 %;5.00;40 %;6.00;83 %;3.00;67 %;2.00;100 %;2.00;100 %;3.00;67 %;1.00;11.00;1;1.00;1.00;-;68.00;55.00;81 %;-;-;-;-;-;-;-;-;0.07;0.93;-0.86;0.05;0.05;35.00;-;-;5.00;1.00;-;2.00;2.00;7.00;2.00;5.00;2.00;2.00;2.00;2.00
Артём Котик;Нефтехимик Нижнекамск;172;84;Ф ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;-;-;-;16.00;63 %;-;-;-;-;6.00;33 %;1.00;0 %;-;-;2.00;50 %;-;-;9.00;1.00;1.00;1.00;-;-;20.00;40 %;6.00;33 %;14.00;43 %;14.00;29 %;-;-;-;-;-;-;2.00;1.00;1;1.00;1.00;-;40.00;21.00;53 %;-;-;-;-;-;-;-;-;0.07;0.93;-0.86;-;-;10.00;-;-;2.00;-;-;1.00;-;8.00;2.00;6.00;4.00;-;-;-
Ислам Машуков;Алания Владикавказ;205;82;Ф Ц;-;1.00;-;-;-;3.00;1.00;-;-;-;-;-;-;-;-;-;16.00;88 %;3.00;100 %;1.00;100 %;4.00;100 %;-;-;-;-;1.00;100 %;3.00;100 %;5.00;2.00;1.00;1.00;-;3.00;13.00;23 %;1.00;0 %;12.00;25 %;5.00;20 %;1.00;100 %;1.00;100 %;1.00;0 %;1.00;2.00;1;1.00;1.00;-;36.00;23.00;64 %;-;-;-;-;1.11;-;-;-;1.73;2.5;-0.32;-;-;14.00;3.00;1.00;4.00;-;-;1.00;3.00;3.00;-;3.00;1.00;1.00;1.00;-
Артём Абрамов;КамАЗ Набережные Челны;257;81;З П;-;-;-;-;-;2.00;3.00;-;-;-;-;-;-;2.00;-;0.09;51.00;73 %;1.00;100 %;2.00;50 %;13.00;31 %;2.00;0 %;-;-;8.00;38 %;5.00;80 %;9.00;2.00;1.00;3.00;1.00;-;16.00;69 %;14.00;71 %;2.00;50 %;6.00;50 %;1.00;100 %;1.00;100 %;7.00;71 %;5.00;9.00;1;1.00;1.00;-;86.00;64.00;74 %;0 %;1.00;-;1.00;-;0.04;-;0.00;0.81;0.93;-0.12;-;-;37.00;1.00;1.00;4.00;-;-;3.00;4.00;11.00;10.00;1.00;3.00;1.00;1.00;5.00
Марат Бокоев;ФК Акрон Тольятти;213;81;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83.00;82 %;-;-;-;-;22.00;68 %;4.00;25 %;1.00;0 %;16.00;56 %;2.00;50 %;6.00;3.00;1.00;3.00;2.00;4.00;4.00;100 %;4.00;100 %;-;-;1.00;100 %;-;-;-;-;2.00;100 %;7.00;7.00;1;1.00;1.00;-;106.00;90.00;85 %;-;-;-;-;0.02;-;-;-;0.93;0.07;0.86;-;-;68.00;-;-;15.00;1.00;-;9.00;1.00;4.00;4.00;-;1.00;-;-;2.00
Юрий Кириллов;КамАЗ Набережные Челны;191;81;ЗП ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;1.00;-;-;-;-;-;39.00;87 %;-;-;-;-;4.00;50 %;2.00;50 %;-;-;4.00;50 %;-;-;2.00;1.00;-;8.00;3.00;1.00;15.00;27 %;12.00;17 %;3.00;67 %;3.00;33 %;1.00;100 %;-;-;6.00;0 %;9.00;6.00;1;1.00;1.00;-;70.00;54.00;77 %;-;-;-;-;0.01;-;-;-;0.81;0.93;-0.12;0.24;0.12;34.00;-;-;2.00;1.00;-;2.00;-;4.00;2.00;2.00;1.00;1.00;-;-
Владислав Руденко;Черноморец;168;80;Ф Ц;-;-;-;-;-;1.00;-;2.00;-;-;-;-;1.00;-;-;-;8.00;88 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.00;2.00;1.00;-;-;-;20.00;40 %;3.00;33 %;17.00;41 %;7.00;29 %;2.00;50 %;2.00;50 %;-;-;1.00;1.00;1;1.00;1.00;-;31.00;17.00;55 %;-;-;-;-;0.02;-;-;-;0.50;2.18;-1.68;-;-;7.00;-;-;-;-;-;-;-;8.00;1.00;7.00;2.00;1.00;1.00;-
Никита Глушков;Динамо Махачкала;239;79;П ПЦ;-;-;-;-;-;1.00;1.00;1.00;-;-;1.00;-;-;-;-;-;18.00;83 %;1.00;100 %;-;-;3.00;67 %;1.00;0 %;-;-;1.00;0 %;3.00;67 %;8.00;5.00;1.00;-;-;-;20.00;50 %;11.00;64 %;9.00;33 %;3.00;33 %;2.00;50 %;1.00;100 %;6.00;67 %;8.00;5.00;1;1.00;1.00;-;52.00;38.00;73 %;-;-;-;-;0.32;-;-;-;1.91;0.52;1.39;-;-;15.00;1.00;-;2.00;-;-;-;2.00;10.00;7.00;3.00;1.00;1.00;1.00;4.00
Солтмурад Бакаев;Родина Москва;242;77;П П;-;-;-;-;-;4.00;1.00;1.00;-;-;-;-;-;-;-;-;50.00;78 %;3.00;100 %;13.00;31 %;8.00;100 %;1.00;0 %;-;-;1.00;100 %;14.00;64 %;3.00;-;1.00;3.00;3.00;4.00;15.00;60 %;7.00;29 %;8.00;88 %;2.00;50 %;6.00;100 %;2.00;100 %;6.00;33 %;3.00;11.00;1;-;1.00;1.00;84.00;66.00;79 %;-;-;-;-;0.49;-;-;-;1.39;1.22;0.17;-;-;39.00;3.00;4.00;8.00;-;-;1.00;9.00;9.00;2.00;7.00;1.00;6.00;2.00;2.00
Сослан Качмазов;Алания Владикавказ;236;77;ЗЛ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;42.00;83 %;-;-;2.00;0 %;11.00;82 %;1.00;100 %;-;-;6.00;83 %;2.00;0 %;3.00;-;-;6.00;-;-;9.00;89 %;7.00;86 %;2.00;100 %;4.00;100 %;-;-;-;-;2.00;100 %;11.00;6.00;1;1.00;1.00;-;68.00;60.00;88 %;-;-;-;-;-;-;-;-;1.73;2.3;-0.30;0.10;0.10;35.00;-;-;9.00;1.00;-;5.00;-;8.00;6.00;2.00;4.00;-;-;2.00
