Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Кирилл Панченко;Химки;193;28;Ф Ц;-;-;1.00;-;0 %;-;1.00;-;-;-;-;-;-;2.00;-;0.28;12.00;75 %;-;-;1.00;0 %;2.00;50 %;-;-;-;-;1.00;100 %;3.00;33 %;4.00;2.00;1.00;-;-;-;9.00;33 %;4.00;25 %;5.00;40 %;3.00;33 %;1.00;0 %;1.00;0 %;2.00;50 %;1.00;2.00;1;-;-;1.00;28.00;16.00;57 %;0 %;2.00;-;-;0.51;0.14;-;0.00;0.53;0.43;0.10;-;-;9.00;-;-;1.00;-;-;1.00;1.00;3.00;1.00;2.00;1.00;-;-;1.00
Руслан Аюкин;КамАЗ Набережные Челны;193;26;ЗЛ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;15.00;80 %;-;-;1.00;0 %;5.00;60 %;1.00;0 %;-;-;2.00;100 %;2.00;50 %;2.00;-;-;1.00;-;-;4.00;75 %;3.00;100 %;1.00;0 %;1.00;100 %;-;-;-;-;2.00;100 %;1.00;2.00;1;-;-;1.00;22.00;18.00;82 %;-;-;-;-;-;-;-;-;1.11;0.14;0.97;0.12;0.12;12.00;-;-;3.00;-;-;2.00;1.00;3.00;3.00;-;1.00;-;-;2.00
Амур Калмыков;Родина Москва;169;26;Ф ЛЦ;-;1.00;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;-;-;7.00;57 %;-;-;2.00;0 %;-;-;-;-;-;-;-;-;1.00;0 %;3.00;-;-;-;-;1.00;2.00;50 %;-;-;2.00;50 %;2.00;50 %;-;-;-;-;-;-;-;-;1;-;-;1.00;10.00;6.00;60 %;-;-;-;-;0.05;-;-;-;0.30;0.18;0.12;-;-;4.00;-;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-
Матвей Першин;Нефтехимик Нижнекамск;160;26;Ф ПЦ;-;-;-;-;-;1.00;-;1.00;-;-;1.00;-;-;-;-;-;11.00;64 %;-;-;-;-;2.00;0 %;-;-;-;-;-;-;-;-;3.00;1.00;-;-;-;-;12.00;25 %;4.00;25 %;8.00;25 %;-;-;-;-;-;-;1.00;100 %;-;4.00;1;-;-;1.00;27.00;14.00;52 %;-;-;-;-;-;-;-;-;0.09;0.03;0.06;-;-;7.00;-;-;-;-;-;-;-;3.00;1.00;2.00;-;-;-;1.00
Константин Шильцов;Родина Москва;163;26;Ф ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.04;7.00;86 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;2.00;1.00;-;-;-;1.00;7.00;29 %;3.00;0 %;4.00;50 %;2.00;50 %;2.00;0 %;1.00;0 %;1.00;0 %;-;2.00;1;-;-;1.00;18.00;11.00;61 %;0 %;1.00;-;-;-;0.04;-;0.00;0.30;0.18;0.12;-;-;6.00;-;-;2.00;-;-;-;-;2.00;-;2.00;1.00;-;-;-
Дамир Таликин;КамАЗ Набережные Челны;246;26;П ПЦ;1.00;-;1.00;1.00;100 %;1.00;1.00;-;-;-;-;-;-;2.00;1.00;0.63;8.00;88 %;-;-;-;-;2.00;100 %;-;-;-;-;2.00;100 %;1.00;100 %;1.00;-;-;-;-;-;4.00;25 %;1.00;0 %;3.00;33 %;-;-;1.00;100 %;1.00;100 %;-;-;3.00;4.00;1;-;-;1.00;21.00;16.00;76 %;50 %;1.00;-;-;-;0.32;0.63;1.59;1.11;0.14;0.97;-;-;7.00;-;-;2.00;-;-;2.00;1.00;1.00;-;1.00;-;1.00;1.00;-
Александр Масловский;Енисей Красноярск;196;25;ЗЛ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;8.00;75 %;-;-;-;-;1.00;0 %;-;-;-;-;-;-;-;-;3.00;-;1.00;-;-;1.00;5.00;40 %;1.00;0 %;4.00;50 %;1.00;0 %;1.00;100 %;1.00;100 %;1.00;0 %;2.00;2.00;1;-;-;1.00;19.00;13.00;68 %;-;-;-;-;-;-;-;-;0.18;0.30;-0.12;-;-;6.00;-;-;-;-;-;-;-;2.00;-;2.00;-;1.00;1.00;-
Хасан Мамтов;Кубань Краснодар;173;24;Ф ПЦ;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;7.00;71 %;1.00;100 %;-;-;2.00;100 %;-;-;-;-;-;-;1.00;100 %;4.00;-;-;-;-;-;10.00;50 %;-;-;10.00;50 %;7.00;43 %;-;-;-;-;-;-;-;1.00;1;-;-;1.00;18.00;11.00;61 %;-;-;-;-;-;-;-;-;0.03;0.09;-0.06;-;-;5.00;1.00;-;2.00;-;-;-;1.00;5.00;-;5.00;3.00;-;-;-
Максим Караев;Сокол Саратов;183;23;П Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.00;43 %;-;-;-;-;2.00;0 %;1.00;0 %;-;-;2.00;0 %;1.00;0 %;3.00;-;-;-;-;-;6.00;50 %;4.00;75 %;2.00;0 %;1.00;0 %;-;-;-;-;4.00;75 %;2.00;1.00;1;-;-;1.00;16.00;9.00;56 %;-;-;-;-;-;-;-;-;0.14;0.05;0.09;-;-;3.00;-;-;-;-;-;-;-;3.00;3.00;-;-;-;-;3.00
Дмитрий Югалдин;Сокол Саратов;170;23;П П;-;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;1.00;6.00;17 %;2.00;50 %;4.00;0 %;2.00;0 %;2.00;0 %;2.00;0 %;-;-;1.00;1.00;1;-;-;1.00;11.00;6.00;55 %;-;-;-;-;-;-;-;-;0.14;0.05;0.09;-;-;2.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-
Максим Кутовой;СКА-Хабаровск;177;22;АП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;25 %;-;-;1.00;0 %;1.00;0 %;-;-;-;-;-;-;1.00;0 %;2.00;-;-;-;-;1.00;4.00;25 %;1.00;0 %;3.00;33 %;-;-;1.00;100 %;-;-;1.00;0 %;-;1.00;1;-;-;1.00;10.00;4.00;40 %;-;-;-;-;-;-;-;-;0.23;0.03;0.20;-;-;1.00;-;-;-;-;-;-;-;1.00;-;1.00;-;1.00;-;-
Владислав Пантелеев;Арсенал Тула;190;22;П ПЦ;-;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;16.00;81 %;-;-;-;-;4.00;75 %;1.00;0 %;-;-;4.00;50 %;1.00;100 %;-;-;-;-;-;-;5.00;40 %;2.00;0 %;3.00;67 %;1.00;0 %;2.00;100 %;1.00;100 %;-;-;-;3.00;1;-;-;1.00;24.00;18.00;75 %;-;-;-;-;0.06;-;-;-;0.30;0.53;-0.23;-;-;13.00;-;-;3.00;-;-;2.00;1.00;2.00;-;2.00;-;2.00;1.00;-
Вячеслав Подберёзкин;СКА-Хабаровск;193;22;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21.00;76 %;1.00;0 %;1.00;0 %;5.00;100 %;-;-;-;-;1.00;100 %;1.00;0 %;3.00;-;-;1.00;-;-;4.00;50 %;1.00;100 %;3.00;33 %;-;-;1.00;100 %;1.00;100 %;-;-;1.00;-;1;-;-;1.00;26.00;19.00;73 %;-;-;-;-;0.02;-;-;-;0.23;0.03;0.20;-;-;16.00;-;-;5.00;-;-;1.00;-;2.00;1.00;1.00;-;1.00;1.00;-
Николай Покидышев;СКА-Хабаровск;203;22;З ЛЦ;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;20.00;90 %;-;-;-;-;10.00;100 %;-;-;-;-;4.00;100 %;-;-;-;-;-;3.00;-;-;3.00;67 %;3.00;67 %;-;-;3.00;67 %;-;-;-;-;-;-;4.00;1.00;1;-;-;1.00;28.00;25.00;89 %;-;-;-;-;-;-;-;-;0.23;0.03;0.20;-;-;18.00;-;-;10.00;-;-;4.00;-;2.00;2.00;-;2.00;-;-;-
Александр Сандрачук;Динамо Махачкала;201;22;ЗП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.00;71 %;-;-;-;-;2.00;0 %;-;-;-;-;-;-;1.00;0 %;2.00;-;-;-;-;-;7.00;71 %;7.00;71 %;-;-;3.00;67 %;-;-;-;-;3.00;100 %;1.00;-;1;-;-;1.00;15.00;11.00;73 %;-;-;-;-;-;-;-;-;0.68;0.02;0.66;-;-;5.00;-;-;-;-;-;-;-;5.00;5.00;-;2.00;-;-;3.00
Юрий Будагян;Черноморец;186;20;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.06;7.00;100 %;-;-;-;-;1.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;2.00;-;-;-;-;-;4.00;25 %;1.00;100 %;3.00;0 %;3.00;0 %;-;-;-;-;1.00;100 %;-;2.00;1;-;-;1.00;14.00;10.00;71 %;0 %;1.00;-;-;-;0.06;-;0.00;0.33;0.16;0.17;0.02;0.02;7.00;-;-;1.00;1.00;-;1.00;-;1.00;1.00;-;-;-;-;1.00
Никита Панамарев;Черноморец;192;20;АП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13.00;85 %;-;-;1.00;100 %;1.00;0 %;1.00;100 %;-;-;-;-;4.00;75 %;1.00;-;1.00;2.00;-;-;5.00;60 %;2.00;100 %;3.00;33 %;-;-;-;-;-;-;2.00;100 %;-;4.00;1;-;-;1.00;23.00;18.00;78 %;-;-;-;-;0.10;-;-;-;0.33;0.16;0.17;-;-;11.00;-;1.00;-;1.00;-;-;3.00;3.00;2.00;1.00;-;-;-;2.00
Евгений Песегов;ФК Акрон Тольятти;196;20;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20.00;90 %;-;-;-;-;6.00;83 %;1.00;100 %;-;-;4.00;75 %;1.00;100 %;-;-;-;-;-;2.00;2.00;50 %;1.00;0 %;1.00;100 %;-;-;-;-;-;-;-;-;2.00;3.00;1;-;-;1.00;29.00;26.00;90 %;-;-;-;-;0.02;-;-;-;0.18;0.29;-0.11;-;-;18.00;-;-;5.00;1.00;-;3.00;1.00;1.00;-;1.00;-;-;-;-
Александр Щербатюк;КамАЗ Набережные Челны;161;19;Ф Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;50 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;1.00;5.00;20 %;-;-;5.00;20 %;4.00;25 %;-;-;-;-;-;-;-;-;1;-;-;1.00;9.00;3.00;33 %;-;-;-;-;-;-;-;-;0.05;0.14;-0.09;-;-;1.00;-;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-
Александр Безчаснюк;Родина Москва;215;18;З П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;8.00;63 %;-;-;2.00;50 %;1.00;100 %;-;-;-;-;-;-;3.00;67 %;1.00;1.00;-;-;-;-;3.00;67 %;2.00;50 %;1.00;100 %;1.00;100 %;1.00;100 %;-;-;1.00;0 %;1.00;3.00;1;-;-;1.00;15.00;11.00;73 %;-;-;-;-;-;-;-;-;0.23;0.18;0.05;-;-;5.00;-;1.00;1.00;-;-;-;2.00;2.00;1.00;1.00;1.00;1.00;-;-
Владислав Самко;Родина Москва;190;18;П Л;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.06;10.00;80 %;-;-;1.00;0 %;2.00;100 %;1.00;0 %;-;-;-;-;1.00;0 %;2.00;-;-;1.00;1.00;-;6.00;33 %;2.00;50 %;4.00;25 %;-;-;-;-;-;-;2.00;50 %;-;2.00;1;-;-;1.00;19.00;12.00;63 %;0 %;-;1.00;-;-;0.06;-;0.00;0.23;0.18;0.05;-;-;8.00;-;-;2.00;-;-;-;-;2.00;1.00;1.00;-;-;-;1.00
Давид Караев;Алания Владикавказ;212;17;АП Ц;-;-;1.00;-;0 %;1.00;1.00;1.00;-;-;-;-;-;1.00;-;0.19;8.00;88 %;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;3.00;-;-;-;-;2.00;4.00;50 %;-;-;4.00;50 %;1.00;100 %;2.00;50 %;2.00;50 %;-;-;-;1.00;1;-;-;1.00;16.00;12.00;75 %;0 %;1.00;-;-;0.03;0.19;-;0.00;0.22;0.36;-0.14;-;-;7.00;-;-;1.00;-;-;-;-;2.00;-;2.00;1.00;1.00;1.00;-
Даниил Мартовой;ФК Волгарь;166;17;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;1.00;5.00;40 %;-;-;5.00;40 %;3.00;33 %;2.00;50 %;2.00;50 %;-;-;-;-;1;-;-;1.00;7.00;4.00;57 %;-;-;-;-;-;-;-;-;0.03;0.21;-0.18;-;-;1.00;-;-;-;-;-;-;-;2.00;-;2.00;1.00;1.00;1.00;-
Дамир Шайхтдинов;ФК Волгарь;191;17;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;67 %;-;-;1.00;100 %;1.00;0 %;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;1.00;1;-;-;1.00;6.00;5.00;83 %;-;-;-;-;0.03;-;-;-;0.03;0.21;-0.18;-;-;2.00;-;1.00;-;-;-;1.00;1.00;-;-;-;-;-;-;-
Алексей Бердников;Нефтехимик Нижнекамск;188;16;З П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9.00;89 %;-;-;-;-;-;-;1.00;100 %;-;-;2.00;100 %;1.00;100 %;-;-;-;-;-;-;4.00;100 %;3.00;100 %;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;1;-;-;1.00;13.00;12.00;92 %;-;-;-;-;-;-;-;-;0.01;-;0.01;-;-;8.00;-;-;-;1.00;-;2.00;1.00;4.00;3.00;1.00;1.00;-;-;-
Михаил Гащенков;Шинник;196;16;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;10.00;80 %;-;-;-;-;3.00;67 %;1.00;0 %;-;-;1.00;0 %;-;-;1.00;-;-;2.00;-;-;3.00;67 %;1.00;100 %;2.00;50 %;-;-;-;-;-;-;-;-;-;6.00;1;-;-;1.00;20.00;16.00;80 %;0 %;1.00;-;-;0.12;0.02;-;0.00;0.16;0.17;-0.01;-;-;8.00;-;-;2.00;-;-;-;-;2.00;1.00;1.00;-;-;-;-
Илья Садыгов;Химки;182;13;Ф Ц;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;-;4.00;75 %;1.00;100 %;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;2.00;1.00;1.00;-;-;-;6.00;50 %;2.00;50 %;4.00;50 %;2.00;0 %;1.00;100 %;-;-;2.00;50 %;1.00;1.00;1;-;-;1.00;13.00;8.00;62 %;-;-;-;-;-;-;-;-;0.51;0.30;0.21;-;-;3.00;1.00;-;1.00;-;-;1.00;-;3.00;1.00;2.00;-;1.00;-;1.00
Игорь Леонтьев;Сокол Саратов;-;10;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1;-;-;1.00;5.00;5.00;100 %;-;-;-;-;-;-;-;-;0.14;0.05;0.09;-;-;4.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Владимир Москвичёв;Торпедо Москва;-;9;ЗП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;75 %;-;-;-;-;1.00;0 %;1.00;0 %;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1;-;-;1.00;5.00;4.00;80 %;-;-;-;-;-;-;-;-;0.29;0.07;0.22;0.07;0.07;3.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Анатолий Немченко;Енисей Красноярск;-;8;П Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;80 %;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;5.00;4.00;80 %;-;-;-;-;-;-;-;-;0.01;0.04;-0.03;-;-;4.00;-;1.00;1.00;-;-;-;1.00;-;-;-;-;-;-;-
Андрей Окладников;Енисей Красноярск;-;8;Ф ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;60 %;-;-;-;-;-;-;-;-;-;-;1.00;0 %;-;-;1.00;-;-;-;-;-;2.00;50 %;-;-;2.00;50 %;1.00;100 %;-;-;-;-;-;-;-;-;1;-;-;1.00;7.00;4.00;57 %;-;-;-;-;-;-;-;-;0.01;0.04;-0.03;-;-;3.00;-;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-
Вагиз Галиулин;Нефтехимик Нижнекамск;-;6;П П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;3.00;67 %;2.00;50 %;1.00;100 %;-;-;-;-;-;-;1.00;100 %;-;-;1;-;-;1.00;3.00;2.00;67 %;-;-;-;-;-;-;-;-;0.01;-;0.01;-;-;-;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;1.00
Ражаб Магомедов;Динамо Махачкала;-;6;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;0.33;-;0.33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Линар Шарифуллин;Нефтехимик Нижнекамск;-;6;Ф ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;4.00;0 %;2.00;0 %;2.00;0 %;1.00;0 %;-;-;-;-;-;-;1.00;-;1;-;-;1.00;6.00;1.00;17 %;0 %;1.00;-;-;-;0.01;-;0.00;0.01;-;0.01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Темиркан Сундуков;Динамо Махачкала;-;6;ЗП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;80 %;-;-;1.00;100 %;1.00;0 %;-;-;-;-;1.00;0 %;1.00;100 %;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1;-;-;1.00;6.00;5.00;83 %;-;-;-;-;-;-;-;-;0.33;-;0.33;-;-;4.00;-;1.00;-;-;-;-;1.00;-;-;-;-;-;-;-
Петрос Аветисян;Химки;-;4;АП ПЦ;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;2.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;1.00;1;-;-;1.00;4.00;3.00;75 %;-;-;-;-;0.26;-;-;-;0.26;0.24;0.02;-;-;2.00;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-
Леонардо;Химки;-;4;З ЛЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;50 %;1.00;0 %;1.00;100 %;1.00;0 %;-;-;-;-;-;-;1.00;-;1;-;-;1.00;3.00;2.00;67 %;-;-;-;-;-;-;-;-;0.26;0.24;0.02;0.24;0.24;-;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-
Владислав Сиротов;Ленинградец;-;3;АП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Глеб Шевченко;Торпедо Москва;-;1;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;0.07;-0.07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
