Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Андрей Семенов;Шинник;198;96;З П;-;-;-;-;-;-;1.00;2.00;-;2.00;1.00;-;-;-;-;-;30.00;77 %;-;-;-;-;10.00;60 %;2.00;50 %;-;-;4.00;75 %;-;-;5.00;2.00;-;5.00;1.00;1.00;11.00;73 %;8.00;63 %;3.00;100 %;5.00;80 %;-;-;-;-;4.00;75 %;5.00;9.00;1;1.00;-;-;58.00;48.00;83 %;-;-;-;-;0.35;-;-;-;2.13;1.90;0.23;0.03;0.03;23.00;-;-;6.00;1.00;-;3.00;-;8.00;5.00;3.00;4.00;-;-;3.00
Илья Сериков;Сокол Саратов;235;96;ЗП ЛЦ;-;-;1.00;-;0 %;1.00;1.00;-;-;1.00;-;-;-;1.00;-;0.12;43.00;91 %;1.00;100 %;1.00;100 %;2.00;50 %;-;-;-;-;2.00;50 %;-;-;3.00;-;-;4.00;3.00;1.00;18.00;67 %;10.00;70 %;8.00;63 %;9.00;89 %;1.00;0 %;1.00;0 %;3.00;100 %;11.00;6.00;1;1.00;-;-;80.00;69.00;86 %;0 %;1.00;-;-;0.06;0.12;-;0.00;1.46;2.57;-1.11;0.05;0.05;39.00;1.00;1.00;1.00;-;-;1.00;-;12.00;7.00;5.00;8.00;-;-;3.00
Дмитрий Шадринцев;Шинник;261;96;ЗЛ;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;-;-;37.00;84 %;1.00;100 %;1.00;100 %;9.00;67 %;3.00;33 %;1.00;0 %;8.00;63 %;1.00;100 %;5.00;1.00;1.00;11.00;1.00;2.00;16.00;63 %;10.00;80 %;6.00;33 %;2.00;100 %;5.00;40 %;2.00;50 %;7.00;71 %;8.00;10.00;1;1.00;-;-;77.00;64.00;83 %;-;-;-;-;0.11;-;-;-;2.13;1.90;0.23;0.04;0.04;31.00;1.00;1.00;6.00;1.00;-;5.00;1.00;10.00;8.00;2.00;2.00;2.00;1.00;5.00
Дмитрий Гузь;Шинник;204;96;З ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;20.00;85 %;-;-;-;-;6.00;50 %;2.00;50 %;-;-;1.00;0 %;-;-;7.00;4.00;-;2.00;-;-;9.00;44 %;7.00;57 %;2.00;0 %;8.00;50 %;-;-;-;-;-;-;6.00;7.00;1;1.00;-;-;45.00;37.00;82 %;-;-;-;-;-;-;-;-;2.13;1.90;0.23;0.54;0.09;17.00;-;-;3.00;1.00;-;-;-;4.00;4.00;-;4.00;-;-;-
Неманья Анджелкович;ФК Акрон Тольятти;239;95;З ПЦ;-;-;1.00;-;0 %;1.00;-;1.00;-;2.00;-;-;-;1.00;-;0.14;75.00;89 %;1.00;100 %;-;-;15.00;67 %;8.00;63 %;1.00;0 %;4.00;75 %;-;-;5.00;1.00;-;12.00;1.00;-;21.00;86 %;18.00;83 %;3.00;100 %;18.00;83 %;1.00;100 %;-;-;-;-;6.00;5.00;1;1.00;-;-;108.00;96.00;89 %;0 %;1.00;-;-;0.28;0.14;-;0.00;1.9;1.6;0.03;0.37;0.18;67.00;1.00;-;10.00;5.00;-;3.00;-;18.00;15.00;3.00;15.00;1.00;-;-
Кирилл Большаков;Арсенал Тула;191;95;З ПЦ;-;-;-;-;-;-;1.00;4.00;-;3.00;-;-;-;1.00;-;0.04;52.00;77 %;-;-;-;-;9.00;67 %;3.00;67 %;-;-;6.00;50 %;1.00;100 %;5.00;1.00;-;8.00;3.00;2.00;19.00;79 %;15.00;80 %;4.00;75 %;10.00;90 %;-;-;-;-;5.00;60 %;9.00;7.00;1;1.00;-;-;91.00;74.00;81 %;0 %;1.00;-;-;0.24;0.04;-;0.00;1.21;1.19;0.02;-;-;40.00;-;-;6.00;2.00;-;3.00;1.00;15.00;12.00;3.00;9.00;-;-;3.00
Сергей Бородин;Торпедо Москва;231;95;З Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;34.00;76 %;-;-;-;-;9.00;56 %;3.00;33 %;1.00;0 %;7.00;57 %;1.00;0 %;4.00;-;1.00;11.00;1.00;-;20.00;85 %;14.00;86 %;6.00;83 %;13.00;92 %;-;-;-;-;-;-;7.00;8.00;1;1.00;-;-;71.00;59.00;83 %;-;-;-;-;-;-;-;-;1.6;1.9;-0.03;0.01;0.01;26.00;-;-;5.00;1.00;-;4.00;-;17.00;12.00;5.00;12.00;-;-;-
Иван Чудин;ФК Акрон Тольятти;210;95;ЗП ПЦ;-;-;1.00;-;0 %;1.00;1.00;1.00;-;-;-;-;-;1.00;-;0.17;46.00;85 %;-;-;-;-;6.00;83 %;-;-;-;-;1.00;100 %;-;-;5.00;3.00;-;7.00;-;4.00;15.00;53 %;13.00;62 %;2.00;0 %;9.00;67 %;1.00;0 %;1.00;0 %;3.00;67 %;8.00;5.00;1;1.00;-;-;81.00;66.00;81 %;0 %;-;-;1.00;-;0.17;-;0.00;1.9;1.6;0.03;0.20;0.20;39.00;-;-;5.00;-;-;1.00;-;8.00;8.00;-;6.00;-;-;2.00
Егор Данилкин;ФК Акрон Тольятти;196;95;З ЛЦ;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;1.00;1.00;0.07;62.00;97 %;-;-;-;-;6.00;67 %;4.00;100 %;-;-;1.00;0 %;-;-;2.00;-;-;10.00;-;2.00;6.00;67 %;4.00;75 %;2.00;50 %;3.00;100 %;-;-;-;-;-;-;11.00;5.00;1;1.00;-;-;87.00;83.00;95 %;100 %;-;-;-;-;0.07;-;0.00;1.9;1.6;0.03;-;-;60.00;-;-;4.00;4.00;-;-;-;4.00;3.00;1.00;3.00;-;-;-
Петар Голубович;Химки;192;95;З Ц;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;35.00;71 %;-;-;-;-;10.00;70 %;4.00;75 %;1.00;0 %;4.00;50 %;-;-;4.00;3.00;-;6.00;1.00;-;11.00;64 %;9.00;56 %;2.00;100 %;6.00;83 %;-;-;-;-;-;-;14.00;7.00;1;1.00;-;-;69.00;55.00;80 %;-;-;-;-;-;-;-;-;1.19;1.21;-0.02;0.30;0.10;25.00;-;-;7.00;3.00;-;2.00;-;7.00;5.00;2.00;5.00;-;-;-
Олег Исаенко;Химки;232;95;ЗП П;1.00;-;1.00;1.00;100 %;-;1.00;1.00;-;-;-;-;-;1.00;1.00;0.25;39.00;79 %;1.00;0 %;1.00;0 %;7.00;57 %;-;-;-;-;4.00;50 %;2.00;0 %;4.00;2.00;2.00;3.00;2.00;-;15.00;53 %;10.00;60 %;5.00;40 %;3.00;0 %;1.00;0 %;1.00;0 %;7.00;71 %;4.00;8.00;1;1.00;-;-;70.00;53.00;76 %;100 %;-;-;-;-;0.25;0.25;4.00;1.19;1.21;-0.02;-;-;31.00;-;-;4.00;-;-;2.00;-;8.00;6.00;2.00;-;-;-;5.00
Никита Калугин;Торпедо Москва;213;95;З ПЦ;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;2.00;-;0.04;42.00;79 %;-;-;1.00;0 %;14.00;79 %;1.00;0 %;-;-;3.00;67 %;1.00;0 %;2.00;-;1.00;12.00;1.00;1.00;22.00;68 %;18.00;61 %;4.00;100 %;11.00;82 %;1.00;100 %;-;-;2.00;100 %;11.00;7.00;1;1.00;-;-;88.00;69.00;78 %;0 %;2.00;-;-;0.17;0.02;-;0.00;1.6;1.9;-0.03;0.16;0.08;33.00;-;-;11.00;-;-;2.00;-;15.00;11.00;4.00;9.00;1.00;-;2.00
Максим Кайнов;Арсенал Тула;200;95;ЗП Ц;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;1.00;-;0.02;41.00;76 %;-;-;-;-;6.00;50 %;1.00;100 %;-;-;2.00;50 %;-;-;2.00;2.00;1.00;6.00;2.00;1.00;16.00;75 %;9.00;78 %;7.00;71 %;8.00;75 %;3.00;67 %;-;-;2.00;50 %;9.00;9.00;1;1.00;-;-;78.00;62.00;79 %;0 %;1.00;-;-;-;0.02;-;0.00;1.21;1.19;0.02;-;-;31.00;-;-;3.00;1.00;-;1.00;-;12.00;7.00;5.00;6.00;2.00;-;1.00
Хетаг Хосонов;Химки;193;95;ЗП ПЦ;1.00;-;1.00;1.00;100 %;-;-;-;-;1.00;-;-;-;1.00;1.00;0.75;35.00;74 %;-;-;-;-;14.00;64 %;3.00;33 %;-;-;4.00;50 %;2.00;50 %;6.00;4.00;-;1.00;1.00;-;18.00;28 %;15.00;27 %;3.00;33 %;3.00;0 %;-;-;-;-;8.00;25 %;9.00;7.00;1;1.00;-;-;70.00;48.00;69 %;100 %;-;-;-;0.02;0.75;0.75;1.33;1.19;1.21;-0.02;-;-;26.00;-;-;9.00;1.00;-;2.00;1.00;5.00;4.00;1.00;-;-;-;2.00
Давид Хубаев;ФК Акрон Тольятти;189;95;ЗП ЛЦ;-;-;1.00;-;0 %;1.00;2.00;1.00;-;-;1.00;-;-;4.00;2.00;0.15;55.00;71 %;-;-;2.00;0 %;14.00;36 %;5.00;60 %;-;-;10.00;40 %;4.00;0 %;10.00;2.00;-;8.00;4.00;5.00;21.00;48 %;13.00;38 %;8.00;63 %;5.00;80 %;2.00;100 %;-;-;7.00;43 %;5.00;14.00;1;1.00;-;-;104.00;75.00;72 %;50 %;2.00;-;-;0.04;0.04;-;0.00;1.9;1.6;0.03;-;-;39.00;-;-;5.00;3.00;-;4.00;-;10.00;5.00;5.00;4.00;2.00;-;3.00
Антон Килин;ФК Акрон Тольятти;176;95;АП Л;-;-;1.00;-;0 %;-;-;2.00;1.00;1.00;-;-;1.00;1.00;-;0.28;19.00;74 %;-;-;1.00;100 %;1.00;0 %;1.00;0 %;-;-;1.00;0 %;2.00;100 %;8.00;1.00;-;3.00;-;-;17.00;29 %;5.00;40 %;12.00;25 %;3.00;33 %;2.00;50 %;-;-;2.00;50 %;4.00;7.00;1;1.00;-;-;49.00;31.00;63 %;0 %;1.00;-;-;0.07;0.28;-;0.00;1.9;1.6;0.03;-;-;14.00;-;1.00;-;-;-;-;2.00;5.00;2.00;3.00;1.00;1.00;-;1.00
Александр Коротков;Арсенал Тула;195;95;З П;-;-;-;-;-;-;-;4.00;-;1.00;-;-;-;-;-;-;47.00;81 %;-;-;3.00;0 %;6.00;67 %;-;-;-;-;7.00;71 %;5.00;20 %;7.00;-;-;1.00;-;-;19.00;42 %;4.00;25 %;15.00;47 %;5.00;20 %;7.00;43 %;3.00;0 %;-;-;1.00;9.00;1;1.00;-;-;76.00;56.00;74 %;-;-;-;-;-;-;-;-;1.21;1.19;0.02;0.06;0.06;38.00;-;-;4.00;-;-;5.00;1.00;8.00;1.00;7.00;1.00;3.00;-;-
Ираклий Манелов;Торпедо Москва;232;95;ЗП Л;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;35.00;74 %;1.00;0 %;3.00;67 %;7.00;43 %;-;-;-;-;-;-;4.00;75 %;5.00;1.00;2.00;3.00;1.00;5.00;14.00;57 %;6.00;50 %;8.00;63 %;1.00;100 %;5.00;60 %;3.00;67 %;4.00;50 %;7.00;6.00;1;1.00;-;-;70.00;53.00;76 %;-;-;-;-;0.49;-;-;-;1.6;1.9;-0.03;-;-;26.00;-;2.00;3.00;-;-;-;3.00;8.00;3.00;5.00;1.00;3.00;2.00;2.00
Давид Ндука Ифеани;Арсенал Тула;174;95;П ЛЦ;-;-;-;-;-;-;3.00;-;1.00;1.00;-;-;-;1.00;-;0.17;29.00;79 %;-;-;-;-;7.00;71 %;2.00;100 %;-;-;3.00;67 %;1.00;100 %;2.00;-;-;4.00;2.00;-;13.00;54 %;5.00;60 %;8.00;50 %;5.00;100 %;-;-;-;-;1.00;100 %;3.00;4.00;1;1.00;-;-;50.00;37.00;74 %;0 %;-;1.00;-;-;0.17;-;0.00;1.21;1.19;0.02;-;-;23.00;-;-;5.00;2.00;-;2.00;1.00;7.00;3.00;4.00;5.00;-;-;1.00
Константин Нижегородов;Арсенал Тула;216;95;З ЛЦ;-;-;-;-;-;-;-;2.00;-;1.00;-;-;-;1.00;-;0.18;46.00;85 %;1.00;0 %;-;-;15.00;80 %;1.00;0 %;1.00;0 %;8.00;63 %;2.00;0 %;3.00;2.00;1.00;8.00;-;1.00;16.00;81 %;13.00;77 %;3.00;100 %;5.00;80 %;1.00;100 %;-;-;3.00;67 %;5.00;6.00;1;1.00;-;-;78.00;66.00;85 %;0 %;1.00;-;-;-;0.18;-;0.00;1.21;1.19;0.02;0.28;0.14;39.00;-;-;12.00;-;-;5.00;-;13.00;10.00;3.00;4.00;1.00;-;2.00
Джонатан Теофилис Окоронкво;Арсенал Тула;186;95;Ф Ц;-;-;3.00;-;0 %;-;4.00;2.00;1.00;1.00;-;-;-;3.00;1.00;0.49;15.00;87 %;1.00;0 %;-;-;2.00;100 %;-;-;-;-;1.00;0 %;1.00;100 %;16.00;3.00;1.00;-;-;2.00;25.00;36 %;3.00;0 %;22.00;41 %;8.00;25 %;4.00;75 %;3.00;100 %;-;-;1.00;2.00;1;1.00;-;-;49.00;28.00;57 %;33 %;1.00;1.00;-;0.23;0.16;-;0.00;1.21;1.19;0.02;-;-;13.00;-;-;2.00;-;-;-;1.00;9.00;-;9.00;2.00;3.00;3.00;-
Артём Попов;Арсенал Тула;208;95;ЗЛ;-;-;-;-;-;-;1.00;3.00;-;-;-;-;-;-;-;-;45.00;73 %;1.00;0 %;1.00;0 %;5.00;40 %;2.00;50 %;-;-;4.00;75 %;1.00;0 %;7.00;2.00;-;6.00;2.00;2.00;19.00;63 %;9.00;89 %;10.00;40 %;1.00;100 %;5.00;20 %;5.00;20 %;5.00;100 %;3.00;10.00;1;1.00;-;-;79.00;60.00;76 %;-;-;-;-;-;-;-;-;1.21;1.19;0.02;0.02;0.02;33.00;-;-;2.00;1.00;-;3.00;-;12.00;8.00;4.00;1.00;1.00;1.00;5.00
Константин Савичев;ФК Акрон Тольятти;214;95;З П;-;-;-;-;-;-;2.00;-;-;-;-;-;-;1.00;-;0.03;92.00;92 %;-;-;1.00;0 %;20.00;85 %;3.00;67 %;1.00;0 %;11.00;91 %;2.00;100 %;7.00;1.00;1.00;10.00;-;3.00;16.00;25 %;10.00;20 %;6.00;33 %;2.00;0 %;4.00;50 %;1.00;0 %;8.00;25 %;11.00;14.00;1;1.00;-;-;138.00;117.00;85 %;0 %;1.00;-;-;0.10;0.03;-;0.00;1.9;1.6;0.03;-;-;85.00;-;-;17.00;2.00;-;10.00;2.00;4.00;2.00;2.00;-;2.00;-;2.00
Сергей Терехов;Химки;203;95;З ЛЦ;-;-;-;-;-;-;-;6.00;-;1.00;-;-;-;-;-;-;28.00;79 %;-;-;-;-;7.00;29 %;2.00;50 %;1.00;0 %;4.00;50 %;-;-;2.00;-;-;9.00;-;-;20.00;60 %;18.00;61 %;2.00;50 %;10.00;60 %;-;-;-;-;2.00;50 %;7.00;7.00;1;1.00;-;-;63.00;49.00;78 %;-;-;-;-;-;-;-;-;1.19;1.21;-0.02;0.38;0.13;22.00;-;-;2.00;1.00;-;2.00;-;12.00;11.00;1.00;6.00;-;-;1.00
Сергей Варатынов;Химки;238;95;З ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27.00;85 %;-;-;1.00;0 %;5.00;80 %;2.00;100 %;1.00;100 %;2.00;50 %;1.00;0 %;5.00;2.00;-;6.00;1.00;-;14.00;93 %;11.00;91 %;3.00;100 %;5.00;100 %;-;-;-;-;4.00;100 %;8.00;2.00;1;1.00;-;-;52.00;47.00;90 %;-;-;-;-;-;-;-;-;1.19;1.21;-0.02;0.13;0.13;23.00;-;-;4.00;2.00;1.00;1.00;-;13.00;10.00;3.00;5.00;-;-;4.00
Роман Юзепчук;Торпедо Москва;257;95;ЗП П;1.00;-;1.00;1.00;100 %;-;1.00;-;-;-;1.00;-;-;2.00;1.00;0.30;39.00;69 %;-;-;5.00;20 %;7.00;71 %;1.00;0 %;-;-;2.00;50 %;6.00;33 %;7.00;2.00;1.00;3.00;-;1.00;8.00;63 %;6.00;67 %;2.00;50 %;-;-;1.00;100 %;-;-;1.00;100 %;6.00;3.00;1;1.00;-;-;60.00;43.00;72 %;50 %;-;1.00;-;-;0.15;0.30;3.33;1.6;1.9;-0.03;0.09;0.09;27.00;-;1.00;5.00;-;-;1.00;2.00;5.00;4.00;1.00;-;1.00;-;1.00
Юрий Журавлев;Торпедо Москва;260;95;З ЛЦ;-;1.00;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;-;51.00;78 %;2.00;50 %;2.00;50 %;15.00;67 %;1.00;0 %;1.00;0 %;9.00;56 %;2.00;50 %;4.00;-;-;12.00;4.00;1.00;21.00;86 %;18.00;83 %;3.00;100 %;8.00;100 %;2.00;100 %;-;-;7.00;71 %;9.00;9.00;1;1.00;-;-;92.00;78.00;85 %;-;-;-;-;0.29;-;-;-;1.6;1.9;-0.03;0.20;0.10;40.00;1.00;1.00;10.00;-;-;5.00;1.00;18.00;15.00;3.00;8.00;2.00;-;5.00
Абдуллахи Самину Квари;Динамо Махачкала;225;94;П ЛЦ;-;1.00;-;-;-;1.00;2.00;-;-;-;-;-;-;1.00;1.00;0.11;48.00;75 %;1.00;100 %;3.00;33 %;8.00;50 %;3.00;33 %;1.00;0 %;7.00;43 %;3.00;33 %;6.00;2.00;-;10.00;5.00;1.00;17.00;47 %;10.00;30 %;7.00;71 %;6.00;50 %;1.00;100 %;-;-;4.00;0 %;9.00;10.00;1;1.00;-;-;86.00;65.00;76 %;100 %;-;-;-;0.42;0.11;-;0.00;2.6;0.21;1.85;0.02;0.02;36.00;1.00;1.00;4.00;1.00;-;3.00;1.00;8.00;3.00;5.00;3.00;1.00;-;-
Муталип Алибеков;Динамо Махачкала;204;94;З Ц;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;28.00;79 %;-;-;-;-;5.00;60 %;4.00;50 %;1.00;100 %;5.00;60 %;-;-;3.00;-;1.00;6.00;-;-;24.00;67 %;20.00;60 %;4.00;100 %;8.00;50 %;-;-;-;-;3.00;100 %;9.00;2.00;1;1.00;-;-;64.00;49.00;77 %;-;-;-;-;-;-;-;-;2.6;0.21;1.85;0.05;0.03;22.00;-;-;3.00;2.00;1.00;3.00;-;16.00;12.00;4.00;4.00;-;-;3.00
Максим Бачинский;Ленинградец;176;94;АП ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.03;12.00;75 %;-;-;-;-;4.00;75 %;2.00;50 %;-;-;2.00;50 %;2.00;0 %;8.00;-;1.00;1.00;1.00;-;18.00;6 %;6.00;17 %;12.00;0 %;7.00;14 %;2.00;0 %;1.00;0 %;2.00;0 %;2.00;1.00;1;1.00;-;-;35.00;13.00;37 %;0 %;1.00;-;-;-;0.03;-;0.00;0.21;2.6;-1.85;-;-;9.00;-;-;3.00;1.00;-;1.00;-;1.00;1.00;-;1.00;-;-;-
Вячеслав Бардыбахин;Енисей Красноярск;201;94;З П;-;-;-;-;-;-;2.00;3.00;1.00;2.00;1.00;-;-;-;-;-;60.00;93 %;-;-;-;-;8.00;88 %;4.00;75 %;1.00;0 %;2.00;50 %;2.00;100 %;4.00;2.00;-;5.00;2.00;1.00;20.00;40 %;13.00;46 %;7.00;29 %;3.00;67 %;4.00;50 %;1.00;0 %;5.00;60 %;3.00;8.00;1;1.00;-;-;93.00;77.00;83 %;-;-;-;-;0.09;-;-;-;1.3;1.90;-0.87;-;-;56.00;-;-;7.00;3.00;-;1.00;2.00;8.00;6.00;2.00;2.00;2.00;-;3.00
Максим Беляев;Ленинградец;209;94;З Ц;-;-;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;53.00;89 %;-;-;-;-;8.00;63 %;2.00;0 %;1.00;0 %;4.00;75 %;1.00;100 %;2.00;2.00;-;6.00;2.00;2.00;14.00;71 %;14.00;71 %;-;-;3.00;67 %;-;-;-;-;5.00;40 %;6.00;10.00;1;1.00;-;-;86.00;76.00;88 %;-;-;-;-;-;-;-;-;0.21;2.6;-1.85;0.24;0.08;47.00;-;-;5.00;-;-;3.00;1.00;10.00;10.00;-;2.00;-;-;2.00
Олег Дмитриев;Родина Москва;207;94;ЗП ПЦ;-;-;-;-;-;1.00;-;-;-;-;-;-;-;2.00;-;0.06;66.00;83 %;1.00;100 %;2.00;0 %;11.00;64 %;3.00;67 %;-;-;6.00;83 %;9.00;33 %;4.00;-;-;2.00;1.00;-;4.00;50 %;2.00;0 %;2.00;100 %;-;-;1.00;100 %;-;-;2.00;0 %;4.00;8.00;1;1.00;-;-;84.00;69.00;82 %;0 %;2.00;-;-;0.30;0.03;-;0.00;1.90;1.3;0.87;0.07;0.07;55.00;1.00;-;7.00;2.00;-;5.00;3.00;2.00;-;2.00;-;1.00;-;-
Никита Глушков;Динамо Махачкала;231;94;П ПЦ;1.00;-;1.00;1.00;100 %;-;1.00;1.00;-;-;-;-;-;1.00;1.00;0.40;28.00;79 %;1.00;0 %;1.00;0 %;1.00;100 %;-;-;-;-;1.00;100 %;1.00;0 %;4.00;2.00;-;2.00;1.00;2.00;18.00;33 %;7.00;14 %;11.00;45 %;3.00;67 %;3.00;67 %;-;-;3.00;33 %;4.00;6.00;1;1.00;-;-;60.00;42.00;70 %;100 %;-;-;-;0.84;0.40;0.40;2.50;2.6;0.21;1.85;-;-;22.00;-;-;1.00;-;-;1.00;-;6.00;1.00;5.00;2.00;2.00;-;1.00
Виталий Горулев;Ленинградец;182;94;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;1.00;0.03;41.00;85 %;-;-;1.00;0 %;3.00;67 %;2.00;100 %;-;-;2.00;100 %;7.00;43 %;2.00;1.00;-;5.00;3.00;2.00;16.00;50 %;8.00;25 %;8.00;75 %;6.00;17 %;3.00;100 %;1.00;100 %;1.00;100 %;5.00;9.00;1;1.00;-;-;75.00;61.00;81 %;100 %;-;-;-;-;0.03;-;0.00;0.21;2.6;-1.85;0.23;0.23;35.00;-;-;2.00;2.00;-;2.00;3.00;8.00;2.00;6.00;1.00;3.00;1.00;1.00
Александр Канаплин;Енисей Красноярск;210;94;П П;-;-;1.00;-;0 %;2.00;2.00;2.00;-;-;-;-;-;2.00;1.00;0.18;40.00;78 %;-;-;-;-;11.00;73 %;1.00;0 %;1.00;0 %;4.00;50 %;1.00;100 %;12.00;7.00;1.00;3.00;-;2.00;12.00;33 %;3.00;33 %;9.00;33 %;2.00;0 %;5.00;60 %;4.00;75 %;2.00;50 %;5.00;3.00;1;1.00;-;-;66.00;47.00;71 %;50 %;1.00;-;-;0.30;0.09;-;0.00;1.3;1.90;-0.87;0.04;0.02;31.00;-;-;8.00;-;-;2.00;1.00;4.00;1.00;3.00;-;3.00;3.00;1.00
Валерий Каптилов;Ленинградец;219;94;З ЛЦ;-;-;1.00;1.00;100 %;1.00;-;-;-;-;-;-;-;-;-;-;44.00;64 %;-;-;1.00;0 %;16.00;44 %;5.00;20 %;1.00;0 %;13.00;38 %;4.00;0 %;8.00;4.00;-;5.00;2.00;1.00;15.00;73 %;14.00;79 %;1.00;0 %;5.00;80 %;1.00;0 %;1.00;0 %;2.00;50 %;6.00;6.00;1;1.00;-;-;72.00;52.00;72 %;-;-;-;-;-;-;-;-;0.21;2.6;-1.85;-;-;28.00;-;-;7.00;1.00;-;5.00;-;11.00;11.00;-;4.00;-;-;1.00
Руслан Казаков;Ленинградец;181;94;ЗП ПЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;31.00;77 %;-;-;1.00;0 %;8.00;25 %;1.00;100 %;-;-;5.00;20 %;2.00;50 %;6.00;-;-;2.00;1.00;2.00;12.00;58 %;5.00;80 %;7.00;43 %;4.00;75 %;1.00;0 %;1.00;0 %;1.00;100 %;4.00;7.00;1;1.00;-;-;56.00;44.00;79 %;-;-;-;-;0.02;-;-;-;0.21;2.6;-1.85;-;-;24.00;-;-;2.00;1.00;-;1.00;1.00;7.00;4.00;3.00;3.00;-;-;1.00
Андрей Хитяев;Ленинградец;172;94;ЗП Л;-;-;1.00;-;0 %;1.00;3.00;-;-;-;-;-;-;2.00;2.00;0.05;35.00;69 %;-;-;3.00;33 %;7.00;29 %;4.00;50 %;1.00;0 %;3.00;33 %;5.00;20 %;9.00;2.00;-;3.00;1.00;3.00;15.00;20 %;7.00;29 %;8.00;13 %;2.00;0 %;2.00;0 %;2.00;0 %;3.00;33 %;8.00;8.00;1;1.00;-;-;71.00;48.00;68 %;100 %;-;-;-;-;0.03;-;0.00;0.21;2.6;-1.85;0.03;0.03;24.00;-;1.00;2.00;2.00;-;1.00;1.00;3.00;2.00;1.00;-;-;-;1.00
Владимир Хозин;Енисей Красноярск;209;94;З ПЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;1.00;-;0.01;63.00;76 %;-;-;-;-;15.00;53 %;8.00;63 %;1.00;100 %;3.00;33 %;1.00;0 %;5.00;2.00;-;7.00;1.00;2.00;14.00;79 %;10.00;80 %;4.00;75 %;6.00;50 %;2.00;100 %;-;-;2.00;100 %;11.00;7.00;1;1.00;-;-;98.00;79.00;81 %;0 %;1.00;-;-;-;0.01;-;0.00;1.3;1.90;-0.87;0.10;0.05;48.00;-;-;8.00;5.00;1.00;1.00;-;11.00;8.00;3.00;3.00;2.00;-;2.00
Александр Клещенко;Родина Москва;216;94;З ЛЦ;-;-;-;-;-;1.00;1.00;1.00;1.00;1.00;-;-;-;1.00;1.00;0.11;37.00;86 %;1.00;100 %;1.00;100 %;12.00;83 %;1.00;100 %;-;-;5.00;80 %;-;-;2.00;1.00;1.00;8.00;2.00;2.00;19.00;63 %;17.00;59 %;2.00;100 %;9.00;44 %;-;-;-;-;3.00;100 %;11.00;3.00;1;1.00;-;-;74.00;61.00;82 %;100 %;-;-;-;0.17;0.11;-;0.00;1.90;1.3;0.87;0.28;0.07;32.00;1.00;1.00;10.00;1.00;-;4.00;-;12.00;10.00;2.00;4.00;-;-;3.00
