Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Евгений Песегов;ФК Акрон Тольятти;205;27;П ЛЦ;-;1.00;-;-;-;1.00;-;1.00;-;-;-;-;-;-;-;-;6.00;83 %;1.00;100 %;-;-;1.00;0 %;1.00;0 %;-;-;2.00;50 %;2.00;50 %;2.00;-;1.00;-;-;-;5.00;40 %;2.00;50 %;3.00;33 %;1.00;0 %;1.00;0 %;1.00;0 %;-;-;2.00;2.00;1;-;-;1.00;17.00;12.00;71 %;-;-;-;-;0.63;-;-;-;0.63;0.07;0.56;-;-;5.00;1.00;-;-;-;-;1.00;1.00;2.00;1.00;1.00;-;-;-;-
Данила Смирнов;ФК Волгарь;180;27;ЗП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9.00;56 %;-;-;1.00;0 %;3.00;33 %;1.00;0 %;-;-;5.00;60 %;1.00;0 %;3.00;-;-;2.00;1.00;-;4.00;75 %;3.00;67 %;1.00;100 %;-;-;1.00;100 %;1.00;100 %;2.00;100 %;1.00;4.00;1;-;-;1.00;20.00;15.00;75 %;-;-;-;-;-;-;-;-;0.37;0.16;0.21;-;-;5.00;-;-;1.00;-;-;3.00;-;3.00;2.00;1.00;-;1.00;1.00;2.00
Кирилл Ушатов;ФК Волгарь;229;27;П ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;11.00;91 %;-;-;1.00;0 %;2.00;100 %;2.00;50 %;2.00;50 %;1.00;100 %;-;-;1.00;-;-;3.00;1.00;2.00;11.00;73 %;2.00;100 %;9.00;67 %;-;-;7.00;71 %;4.00;75 %;-;-;3.00;6.00;1;-;-;1.00;33.00;29.00;88 %;-;-;-;-;-;-;-;-;0.37;0.16;0.21;-;-;10.00;-;-;2.00;1.00;1.00;1.00;-;8.00;2.00;6.00;-;5.00;3.00;-
Александр Денисов;Арсенал Тула;187;22;З ПЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;6.00;83 %;-;-;-;-;2.00;50 %;1.00;0 %;1.00;0 %;1.00;0 %;-;-;3.00;1.00;1.00;3.00;-;-;3.00;67 %;3.00;67 %;-;-;1.00;0 %;-;-;-;-;1.00;100 %;-;3.00;1;-;-;1.00;15.00;12.00;80 %;-;-;-;-;-;-;-;-;0.56;0.24;0.32;-;-;5.00;-;-;1.00;-;-;-;-;2.00;2.00;-;-;-;-;1.00
Антон Синяк;Тюмень;199;22;ЗЛ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;-;-;-;7.00;86 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;-;3.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;-;1;-;-;1.00;10.00;9.00;90 %;-;-;-;-;-;-;-;-;0.20;0.03;0.17;-;-;6.00;-;-;1.00;-;-;1.00;-;-;-;-;-;-;-;-
Абдуллахи Самину Квари;Динамо Махачкала;204;21;П ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;5.00;20 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;-;-;3.00;1.00;-;-;-;-;8.00;50 %;4.00;50 %;4.00;50 %;4.00;75 %;-;-;-;-;1.00;100 %;-;-;1;-;1.00;1.00;13.00;5.00;38 %;-;-;-;-;-;-;-;-;0.03;0.76;-0.73;-;-;1.00;-;-;-;-;-;-;-;4.00;2.00;2.00;3.00;-;-;1.00
Владислав Сиротов;Ленинградец;183;21;АП Л;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;3.00;67 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1.00;0 %;1.00;-;-;-;-;1.00;7.00;43 %;2.00;0 %;5.00;60 %;1.00;100 %;2.00;50 %;1.00;0 %;-;-;-;1.00;1;-;-;1.00;12.00;7.00;58 %;-;-;-;-;0.09;-;-;-;0.25;0.05;0.20;-;-;2.00;-;-;-;-;-;-;-;3.00;-;3.00;1.00;1.00;-;-
Валерий Чуперка;Кубань Краснодар;189;20;ЗП ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;1.00;-;0.02;7.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;1.00;-;-;1.00;1.00;-;2.00;50 %;2.00;50 %;-;-;-;-;-;-;-;-;1.00;0 %;1.00;5.00;1;-;-;1.00;16.00;14.00;88 %;0 %;1.00;-;-;-;0.02;-;0.00;0.55;0.21;0.34;-;-;7.00;-;-;1.00;-;-;1.00;-;1.00;1.00;-;-;-;-;-
Батраз Хадарцев;Алания Владикавказ;197;20;АП П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;5.00;80 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;3.00;-;1.00;-;-;1.00;6.00;50 %;1.00;0 %;5.00;60 %;1.00;100 %;4.00;50 %;2.00;50 %;-;-;-;1.00;1;-;-;1.00;14.00;9.00;64 %;-;-;-;-;-;-;-;-;0.07;0.12;-0.05;-;-;4.00;-;-;1.00;-;-;1.00;-;3.00;-;3.00;1.00;2.00;1.00;-
Давид Кобесов;Алания Владикавказ;199;20;АП Л;-;1.00;-;-;-;1.00;-;1.00;-;-;-;-;-;-;-;-;5.00;60 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;2.00;50 %;5.00;-;-;-;-;1.00;8.00;13 %;2.00;0 %;6.00;17 %;1.00;0 %;2.00;50 %;-;-;-;-;-;-;1;-;-;1.00;14.00;5.00;36 %;-;-;-;-;0.07;-;-;-;0.07;0.12;-0.05;-;-;3.00;-;-;-;-;-;-;1.00;1.00;-;1.00;-;1.00;-;-
Максим Лаук;Кубань Краснодар;220;20;Ф Ц;1.00;-;2.00;1.00;50 %;1.00;1.00;-;-;-;-;-;1.00;2.00;1.00;0.48;5.00;40 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;1.00;1.00;-;-;1.00;2.00;0 %;-;-;2.00;0 %;1.00;0 %;-;-;-;-;-;-;-;1.00;1;-;-;1.00;12.00;5.00;42 %;50 %;1.00;-;-;0.05;0.24;0.48;2.8;0.55;0.21;0.34;-;-;2.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ислам Машуков;Алания Владикавказ;167;20;Ф Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;3.00;0 %;-;-;-;-;2.00;0 %;-;-;-;-;1.00;0 %;1.00;0 %;4.00;-;-;-;-;-;2.00;0 %;-;-;2.00;0 %;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;5.00;-;0 %;-;-;-;-;-;-;-;-;0.07;0.12;-0.05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Александр Сандрачук;Динамо Махачкала;223;19;ЗП П;-;-;1.00;-;0 %;1.00;-;-;-;-;-;-;-;-;-;-;13.00;77 %;1.00;0 %;3.00;0 %;2.00;100 %;-;-;-;-;1.00;100 %;1.00;0 %;2.00;1.00;-;1.00;-;-;1.00;100 %;-;-;1.00;100 %;-;-;1.00;100 %;1.00;100 %;-;-;1.00;2.00;1;-;-;1.00;18.00;15.00;83 %;-;-;-;-;0.04;-;-;-;0.04;-;0.04;-;-;10.00;-;-;2.00;-;-;1.00;-;1.00;-;1.00;-;1.00;1.00;-
Султан Джамилов;Нефтехимик Нижнекамск;204;17;Ф Ц;-;1.00;-;-;-;2.00;-;-;-;-;-;-;-;-;-;-;4.00;100 %;2.00;100 %;-;-;-;-;-;-;-;-;-;-;1.00;100 %;2.00;1.00;-;-;-;1.00;6.00;50 %;1.00;100 %;5.00;40 %;3.00;33 %;2.00;100 %;2.00;100 %;-;-;-;-;1;-;-;1.00;11.00;8.00;73 %;-;-;-;-;0.62;-;-;-;0.76;0.06;0.70;-;-;4.00;2.00;-;-;-;-;-;1.00;3.00;1.00;2.00;1.00;2.00;2.00;-
Херман Хулио Сесар Феррейра;Енисей Красноярск;188;17;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.00;100 %;-;-;-;-;2.00;100 %;-;-;-;-;1.00;100 %;-;-;1.00;1.00;-;2.00;-;-;4.00;75 %;2.00;100 %;2.00;50 %;1.00;100 %;-;-;-;-;2.00;100 %;1.00;3.00;1;-;-;1.00;16.00;15.00;94 %;-;-;-;-;-;-;-;-;-;-;-;-;-;7.00;-;-;2.00;-;-;1.00;-;3.00;2.00;1.00;1.00;-;-;2.00
Вагиз Галиулин;Нефтехимик Нижнекамск;185;17;АП Л;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;4.00;75 %;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;3.00;-;-;-;-;-;3.00;67 %;-;-;3.00;67 %;-;-;-;-;-;-;-;-;1.00;1.00;1;-;-;1.00;9.00;7.00;78 %;-;-;-;-;0.14;-;-;-;0.76;0.06;0.70;-;-;3.00;-;-;-;-;-;-;1.00;2.00;-;2.00;-;-;-;-
Павел Горелов;КамАЗ Набережные Челны;179;17;АП ПЦ;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;9.00;89 %;-;-;-;-;2.00;100 %;-;-;-;-;1.00;100 %;-;-;1.00;-;-;-;-;-;3.00;67 %;-;-;3.00;67 %;2.00;100 %;1.00;0 %;1.00;0 %;-;-;-;1.00;1;-;-;1.00;13.00;11.00;85 %;-;-;-;-;-;-;-;-;0.16;0.18;-0.02;-;-;8.00;-;-;2.00;-;-;1.00;-;2.00;-;2.00;2.00;-;-;-
Анатолий Немченко;Енисей Красноярск;188;17;П Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;6.00;50 %;-;-;1.00;0 %;2.00;0 %;-;-;-;-;1.00;0 %;1.00;0 %;3.00;-;-;-;-;-;4.00;50 %;2.00;50 %;2.00;50 %;-;-;2.00;50 %;1.00;0 %;1.00;100 %;1.00;2.00;1;-;-;1.00;13.00;8.00;62 %;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;-;-;-;-;-;-;-;2.00;1.00;1.00;-;1.00;-;1.00
Валерий Почивалин;КамАЗ Набережные Челны;183;17;ЗП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;11.00;91 %;-;-;1.00;100 %;-;-;-;-;-;-;-;-;1.00;100 %;1.00;-;-;-;-;1.00;2.00;0 %;2.00;0 %;-;-;-;-;-;-;-;-;2.00;0 %;-;-;1;-;-;1.00;14.00;11.00;79 %;-;-;-;-;-;-;-;-;0.16;0.18;-0.02;-;-;10.00;-;1.00;-;-;-;-;1.00;-;-;-;-;-;-;-
Александр Щербатюк;КамАЗ Набережные Челны;159;17;Ф Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.16;3.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;1.00;-;-;-;-;8.00;25 %;-;-;8.00;25 %;5.00;20 %;1.00;100 %;1.00;100 %;-;-;-;1.00;1;-;-;1.00;13.00;6.00;46 %;0 %;-;1.00;-;-;0.16;-;0.00;0.16;0.18;-0.02;-;-;3.00;-;-;-;-;-;-;-;2.00;-;2.00;1.00;1.00;1.00;-
Максим Турищев;Родина Москва;159;17;Ф ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;6.00;67 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;3.00;1.00;-;-;-;-;4.00;75 %;1.00;100 %;3.00;67 %;1.00;100 %;-;-;-;-;1.00;100 %;-;-;1;-;-;1.00;10.00;7.00;70 %;-;-;-;-;0.04;-;-;-;0.21;0.55;-0.34;-;-;4.00;-;-;1.00;-;-;-;-;3.00;1.00;2.00;1.00;-;-;1.00
Никита Касаткин;Тюмень;201;16;П П;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;12.00;75 %;1.00;100 %;1.00;0 %;2.00;50 %;1.00;100 %;-;-;-;-;4.00;50 %;2.00;1.00;-;1.00;-;-;2.00;50 %;-;-;2.00;50 %;1.00;0 %;1.00;100 %;-;-;-;-;2.00;1.00;1;-;-;1.00;17.00;13.00;76 %;-;-;-;-;-;-;-;-;0.03;0.03;0.00;-;-;9.00;1.00;-;1.00;1.00;-;-;2.00;1.00;-;1.00;-;1.00;-;-
Оливье Кенфак;Кубань Краснодар;206;16;АП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;67 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;1.00;8.00;38 %;1.00;0 %;7.00;43 %;3.00;33 %;1.00;100 %;1.00;100 %;1.00;0 %;-;-;1;-;-;1.00;12.00;6.00;50 %;-;-;-;-;-;-;-;-;0.55;0.21;0.34;-;-;2.00;-;-;-;-;-;-;1.00;3.00;-;3.00;1.00;1.00;1.00;-
Антон Кобялко;Тюмень;173;16;Ф ПЦ;-;-;1.00;-;0 %;-;-;1.00;-;-;-;-;1.00;-;-;-;4.00;75 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;-;1.00;-;-;-;5.00;60 %;1.00;0 %;4.00;75 %;1.00;100 %;1.00;100 %;1.00;100 %;-;-;1.00;-;1;-;-;1.00;11.00;7.00;64 %;-;-;-;-;-;-;-;-;0.03;0.03;0.00;-;-;3.00;-;-;-;-;-;-;-;3.00;-;3.00;1.00;1.00;1.00;-
Александр Смирнов;Кубань Краснодар;229;16;ЗЛ;-;1.00;-;-;-;1.00;1.00;1.00;-;1.00;1.00;-;-;-;-;-;8.00;63 %;2.00;50 %;1.00;0 %;-;-;1.00;100 %;-;-;1.00;0 %;3.00;33 %;1.00;-;-;-;-;1.00;6.00;33 %;4.00;0 %;2.00;100 %;2.00;0 %;1.00;100 %;1.00;100 %;1.00;0 %;-;2.00;1;-;-;1.00;17.00;10.00;59 %;-;-;-;-;0.28;-;-;-;0.55;0.21;0.34;-;-;5.00;1.00;-;-;1.00;-;-;1.00;2.00;-;2.00;-;1.00;1.00;-
Сослан Качмазов;Алания Владикавказ;190;15;П ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;9.00;56 %;-;-;-;-;3.00;33 %;-;-;-;-;1.00;0 %;-;-;2.00;-;-;1.00;-;-;2.00;100 %;1.00;100 %;1.00;100 %;1.00;100 %;-;-;-;-;1.00;100 %;1.00;4.00;1;-;-;1.00;16.00;12.00;75 %;-;-;-;-;-;-;-;-;-;0.09;-0.09;-;-;5.00;-;-;1.00;-;-;-;-;2.00;1.00;1.00;1.00;-;-;1.00
Ражаб Магомедов;Динамо Махачкала;198;15;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;8.00;63 %;-;-;2.00;50 %;1.00;100 %;-;-;-;-;1.00;100 %;3.00;33 %;-;-;-;-;-;2.00;4.00;50 %;1.00;0 %;3.00;67 %;2.00;50 %;2.00;50 %;2.00;50 %;-;-;-;1.00;1;-;-;1.00;15.00;10.00;67 %;-;-;-;-;0.04;-;-;-;0.04;-;0.04;-;-;5.00;-;1.00;1.00;-;-;1.00;1.00;2.00;-;2.00;1.00;1.00;1.00;-
Кирилл Панченко;Химки;193;14;АП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;9.00;67 %;-;-;-;-;3.00;67 %;-;-;-;-;1.00;0 %;1.00;0 %;3.00;-;-;-;-;-;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;2.00;1;-;-;1.00;13.00;8.00;62 %;0 %;-;1.00;-;0.05;0.02;-;0.00;0.09;-;0.09;-;-;6.00;-;-;2.00;-;-;-;-;-;-;-;-;-;-;-
Владислав Яковлев;Химки;193;14;АП ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.04;9.00;67 %;-;-;1.00;0 %;2.00;50 %;-;-;-;-;-;-;2.00;50 %;1.00;-;-;-;-;-;4.00;25 %;1.00;0 %;3.00;33 %;2.00;0 %;-;-;-;-;-;-;2.00;1.00;1;-;-;1.00;17.00;10.00;59 %;0 %;1.00;-;-;-;0.04;-;0.00;0.09;-;0.09;-;-;6.00;-;-;1.00;-;-;-;1.00;1.00;-;1.00;-;-;-;-
Дмитрий Бегун;СКА-Хабаровск;184;13;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.00;83 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1.00;0 %;1.00;-;1.00;-;-;1.00;2.00;50 %;2.00;50 %;-;-;-;-;-;-;-;-;1.00;100 %;-;-;1;-;-;1.00;10.00;7.00;70 %;-;-;-;-;-;-;-;-;0.04;0.51;-0.47;-;-;5.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;1.00
Яо Жан Шарль Оливье;СКА-Хабаровск;-;13;АП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;1.00;1.00;100 %;-;-;-;-;-;-;-;-;0.04;0.51;-0.47;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Игорь Горбунов;Торпедо Москва;-;13;П П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;100 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;2.00;100 %;-;-;1.00;-;-;-;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;2.00;-;1;-;-;1.00;7.00;5.00;71 %;-;-;-;-;-;-;-;-;0.03;0.03;0.00;0.03;0.03;3.00;-;-;2.00;-;-;-;2.00;-;-;-;-;-;-;-
Аллон Бутаев;Алания Владикавказ;193;11;З П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.00;50 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;1.00;0 %;1.00;-;-;-;-;1.00;2.00;50 %;-;-;2.00;50 %;1.00;100 %;-;-;-;-;-;-;1.00;1.00;1;-;-;1.00;11.00;7.00;64 %;-;-;-;-;-;-;-;-;-;0.07;-0.07;-;-;3.00;-;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-
Виктор Гараев;Черноморец;-;11;ЗП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.00;33 %;-;-;-;-;1.00;0 %;1.00;0 %;-;-;1.00;0 %;-;-;2.00;1.00;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;7.00;3.00;43 %;-;-;-;-;-;-;-;-;0.05;0.25;-0.20;-;-;2.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Кирилл Косарев;ФК Волгарь;-;10;Ф ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;2.00;1.00;50 %;-;-;-;-;-;-;-;-;0.18;0.16;0.02;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Павел Шакуро;ФК Волгарь;-;10;П ЛЦ;-;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;3.00;33 %;3.00;33 %;-;-;1.00;0 %;-;-;-;-;1.00;0 %;3.00;-;1;-;-;1.00;8.00;5.00;63 %;-;-;-;-;-;-;-;-;0.18;0.16;0.02;0.16;0.16;1.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-
Роман Защепкин;КамАЗ Набережные Челны;-;10;ЗП П;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;5.00;40 %;-;-;-;-;-;-;1.00;100 %;-;-;-;-;3.00;67 %;1.00;-;-;-;-;-;3.00;67 %;1.00;100 %;2.00;50 %;1.00;100 %;-;-;-;-;1.00;100 %;1.00;-;1;-;-;1.00;9.00;5.00;56 %;-;-;-;-;0.16;-;-;-;0.16;0.18;-0.02;-;-;2.00;-;-;-;1.00;-;-;2.00;2.00;1.00;1.00;1.00;-;-;1.00
Максим Бачинский;Ленинградец;-;8;Ф Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;0 %;1.00;0 %;1.00;0 %;2.00;0 %;-;-;-;-;-;-;-;1.00;1;1.00;1.00;-;3.00;1.00;33 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ансор Хабибов;Арсенал Тула;-;7;АП Л;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;1.00;0.09;3.00;67 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;2.00;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;4.00;3.00;75 %;100 %;-;-;-;0.41;0.09;-;0.00;0.41;0.24;0.17;-;-;2.00;-;-;1.00;-;-;1.00;-;-;-;-;-;-;-;-
Давид Ндука Ифеани;Арсенал Тула;-;7;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;2.00;2.00;100 %;-;-;-;-;-;-;-;-;0.41;0.24;0.17;0.01;0.01;2.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Илья Садыгов;Химки;-;6;Ф Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;2.00;2.00;100 %;-;-;-;-;-;-;-;-;0.04;-;0.04;-;-;2.00;-;-;1.00;-;-;1.00;-;-;-;-;-;-;-;-
Максим Кутовой;СКА-Хабаровск;-;5;Ф Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;2.00;2.00;100 %;-;-;-;-;-;-;-;-;0.04;0.37;-0.33;-;-;2.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Матвей Першин;Нефтехимик Нижнекамск;219;2;Ф Ц;1.00;-;1.00;1.00;100 %;-;-;-;-;-;-;-;-;1.00;1.00;0.37;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;-;-;2.00;50 %;1.00;100 %;1.00;0 %;1.00;0 %;-;-;-;-;-;-;-;-;1;-;-;1.00;5.00;3.00;60 %;100 %;-;-;-;-;0.37;0.37;2.70;0.37;-;0.37;-;-;1.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-
