Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Максим Савельев;Енисей Красноярск;166;94;Ф Ц;-;-;-;-;-;-;1.00;5.00;-;1.00;-;-;2.00;1.00;-;0.12;25.00;60 %;-;-;2.00;0 %;3.00;67 %;-;-;-;-;2.00;0 %;1.00;0 %;13.00;5.00;-;1.00;-;1.00;31.00;39 %;8.00;25 %;23.00;43 %;17.00;29 %;2.00;100 %;-;-;-;-;1.00;1.00;1;1.00;-;-;60.00;30.00;50 %;0 %;-;1.00;-;0.33;0.12;-;0.00;1.3;1.30;-0.27;-;-;15.00;-;-;2.00;-;-;-;-;12.00;2.00;10.00;5.00;2.00;-;-
Виталий Шитов;Тюмень;229;94;П Л;-;1.00;-;-;-;2.00;2.00;8.00;1.00;1.00;-;-;1.00;-;-;-;32.00;53 %;3.00;33 %;-;-;3.00;33 %;1.00;0 %;-;-;2.00;0 %;10.00;30 %;12.00;2.00;2.00;2.00;1.00;4.00;29.00;48 %;12.00;50 %;17.00;47 %;5.00;40 %;9.00;56 %;3.00;67 %;9.00;67 %;3.00;5.00;1;1.00;-;-;75.00;43.00;57 %;-;-;-;-;0.50;-;-;-;1.36;1.60;-0.24;-;-;17.00;1.00;-;1.00;-;-;-;3.00;14.00;6.00;8.00;2.00;5.00;2.00;6.00
Артём Воропаев;Родина Москва;211;94;ЗЛ;-;-;-;-;-;-;2.00;4.00;-;1.00;1.00;-;-;-;-;-;36.00;78 %;-;-;-;-;2.00;100 %;-;-;-;-;3.00;67 %;3.00;33 %;4.00;2.00;-;3.00;1.00;-;16.00;56 %;12.00;67 %;4.00;25 %;4.00;50 %;1.00;0 %;-;-;5.00;80 %;8.00;11.00;1;1.00;-;-;72.00;57.00;79 %;-;-;-;-;0.31;-;-;-;1.60;1.36;0.24;-;-;28.00;-;-;2.00;-;-;2.00;1.00;9.00;8.00;1.00;2.00;-;-;4.00
Роман Юзепчук;Торпедо Москва;231;94;ЗП П;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;44.00;80 %;1.00;100 %;6.00;50 %;11.00;55 %;6.00;50 %;-;-;3.00;33 %;6.00;33 %;8.00;-;1.00;4.00;1.00;2.00;13.00;54 %;9.00;56 %;4.00;50 %;2.00;100 %;3.00;33 %;1.00;0 %;5.00;40 %;4.00;5.00;1;1.00;-;-;69.00;53.00;77 %;-;-;-;-;0.42;-;-;-;1.30;1.3;0.27;0.27;0.27;35.00;1.00;3.00;6.00;3.00;-;1.00;2.00;7.00;5.00;2.00;2.00;1.00;-;2.00
Юрий Журавлев;Торпедо Москва;228;94;З ЛЦ;1.00;-;1.00;1.00;100 %;-;2.00;-;-;1.00;-;-;1.00;2.00;1.00;0.10;71.00;77 %;-;-;2.00;50 %;10.00;40 %;4.00;25 %;1.00;0 %;9.00;56 %;8.00;38 %;6.00;-;-;8.00;4.00;2.00;8.00;63 %;7.00;57 %;1.00;100 %;3.00;100 %;-;-;-;-;3.00;33 %;8.00;10.00;1;1.00;-;-;101.00;81.00;80 %;50 %;1.00;-;-;0.04;0.05;0.10;10.00;1.30;1.3;0.27;0.02;0.02;55.00;-;1.00;4.00;1.00;-;5.00;3.00;5.00;4.00;1.00;3.00;-;-;1.00
Астемир Абазов;Сокол Саратов;179;93;З ЛЦ;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;-;58.00;84 %;1.00;0 %;3.00;33 %;16.00;56 %;1.00;100 %;-;-;9.00;78 %;6.00;67 %;6.00;-;-;3.00;1.00;2.00;7.00;43 %;5.00;40 %;2.00;50 %;4.00;75 %;1.00;0 %;-;-;-;-;12.00;8.00;1;1.00;-;-;88.00;75.00;85 %;-;-;-;-;0.43;-;-;-;2.58;2.15;0.43;0.25;0.08;49.00;-;1.00;9.00;1.00;-;7.00;4.00;3.00;2.00;1.00;3.00;-;-;-
Антон Антонов;Черноморец;245;93;АП Л;2.00;1.00;2.00;2.00;100 %;3.00;-;-;-;-;-;-;-;2.00;2.00;0.87;22.00;77 %;1.00;100 %;-;-;3.00;67 %;-;-;-;-;-;-;5.00;40 %;3.00;-;-;1.00;-;5.00;10.00;10 %;5.00;20 %;5.00;0 %;1.00;0 %;1.00;0 %;-;-;2.00;0 %;4.00;6.00;1;1.00;-;-;49.00;35.00;71 %;100 %;-;-;-;0.36;0.43;0.43;2.30;2.15;2.58;-0.43;0.02;0.02;17.00;1.00;-;2.00;-;-;-;2.00;1.00;1.00;-;-;-;-;-
Владлен Бабаев;Сокол Саратов;213;93;Ф ПЦ;-;-;2.00;-;0 %;2.00;-;2.00;-;-;-;-;-;2.00;2.00;0.22;40.00;83 %;2.00;50 %;3.00;33 %;9.00;78 %;2.00;100 %;-;-;4.00;100 %;8.00;75 %;4.00;-;1.00;-;-;1.00;12.00;42 %;1.00;100 %;11.00;36 %;-;-;3.00;100 %;-;-;1.00;100 %;2.00;3.00;1;1.00;-;-;61.00;46.00;75 %;100 %;-;-;-;1.1;0.11;-;0.00;2.58;2.15;0.43;-;-;33.00;1.00;1.00;7.00;2.00;-;4.00;6.00;5.00;1.00;4.00;-;3.00;-;1.00
Денис Фомин;Черноморец;216;93;З ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.02;39.00;87 %;-;-;-;-;13.00;85 %;2.00;100 %;-;-;3.00;100 %;-;-;2.00;1.00;-;5.00;-;2.00;14.00;57 %;12.00;58 %;2.00;50 %;7.00;29 %;1.00;100 %;-;-;-;-;8.00;6.00;1;1.00;-;-;72.00;60.00;83 %;0 %;1.00;-;-;-;0.02;-;0.00;2.15;2.58;-0.43;-;-;34.00;-;-;11.00;2.00;-;3.00;-;8.00;7.00;1.00;2.00;1.00;-;-
Виктор Гараев;Черноморец;225;93;З П;-;1.00;-;-;-;2.00;-;-;1.00;2.00;-;-;-;1.00;-;0.02;49.00;61 %;4.00;75 %;7.00;29 %;11.00;55 %;7.00;57 %;1.00;0 %;5.00;40 %;8.00;38 %;11.00;3.00;2.00;7.00;1.00;3.00;19.00;42 %;13.00;46 %;6.00;33 %;7.00;14 %;3.00;33 %;1.00;0 %;3.00;67 %;9.00;9.00;1;1.00;-;-;92.00;59.00;64 %;0 %;-;1.00;-;1.13;0.02;-;0.00;2.15;2.58;-0.43;0.03;0.03;30.00;3.00;2.00;6.00;4.00;-;2.00;3.00;8.00;6.00;2.00;1.00;1.00;-;2.00
Алексей Гречкин;Черноморец;219;93;З ЛЦ;-;-;-;-;-;1.00;1.00;1.00;1.00;1.00;1.00;-;-;-;-;-;44.00;89 %;-;-;-;-;8.00;63 %;2.00;0 %;-;-;6.00;67 %;1.00;0 %;3.00;1.00;-;5.00;-;2.00;6.00;100 %;5.00;100 %;1.00;100 %;-;-;-;-;-;-;3.00;100 %;3.00;4.00;1;1.00;-;-;59.00;54.00;92 %;-;-;-;-;-;-;-;-;2.15;2.58;-0.43;0.11;0.11;39.00;-;-;5.00;-;-;4.00;-;6.00;5.00;1.00;-;-;-;3.00
Даниил Гурченко;Черноморец;200;93;АП П;-;-;2.00;-;0 %;1.00;-;-;-;-;-;-;-;5.00;1.00;0.50;18.00;50 %;-;-;4.00;0 %;6.00;33 %;1.00;0 %;-;-;1.00;100 %;9.00;44 %;9.00;1.00;1.00;-;-;1.00;17.00;41 %;4.00;25 %;13.00;46 %;5.00;20 %;1.00;0 %;-;-;1.00;0 %;2.00;3.00;1;1.00;-;-;47.00;23.00;49 %;20 %;1.00;3.00;-;-;0.10;-;0.00;2.15;2.58;-0.43;-;-;9.00;-;-;2.00;-;-;1.00;4.00;7.00;1.00;6.00;1.00;-;-;-
Никита Климов;Черноморец;175;93;ЗП ПЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;1.00;-;0.04;49.00;80 %;-;-;-;-;4.00;75 %;2.00;50 %;1.00;0 %;3.00;67 %;-;-;6.00;1.00;-;7.00;4.00;1.00;11.00;45 %;9.00;56 %;2.00;0 %;2.00;50 %;-;-;-;-;3.00;67 %;3.00;9.00;1;1.00;-;-;74.00;57.00;77 %;0 %;-;1.00;-;-;0.04;-;0.00;2.15;2.58;-0.43;0.29;0.14;39.00;-;-;3.00;1.00;-;2.00;-;5.00;5.00;-;1.00;-;-;2.00
Игорь Леонтьев;Сокол Саратов;200;93;ЗП Ц;-;-;-;-;-;-;-;-;-;1.00;-;-;-;2.00;-;0.14;70.00;94 %;-;-;-;-;16.00;81 %;3.00;100 %;-;-;9.00;89 %;2.00;100 %;5.00;1.00;1.00;6.00;-;2.00;16.00;50 %;11.00;55 %;5.00;40 %;4.00;50 %;-;-;-;-;3.00;100 %;7.00;8.00;1;1.00;-;-;106.00;91.00;86 %;0 %;1.00;1.00;-;0.19;0.07;-;0.00;2.58;2.15;0.43;-;-;66.00;-;-;13.00;3.00;-;8.00;2.00;8.00;6.00;2.00;2.00;-;-;3.00
Иван Маклаков;Черноморец;219;93;ЗЛ;-;-;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;47.00;87 %;1.00;0 %;3.00;33 %;2.00;50 %;1.00;0 %;1.00;0 %;3.00;100 %;2.00;100 %;4.00;2.00;-;3.00;-;3.00;11.00;73 %;6.00;67 %;5.00;80 %;1.00;100 %;2.00;100 %;1.00;100 %;4.00;75 %;1.00;2.00;1;1.00;-;-;64.00;55.00;86 %;-;-;-;-;-;-;-;-;2.15;2.58;-0.43;-;-;41.00;-;1.00;1.00;-;-;3.00;2.00;8.00;4.00;4.00;1.00;2.00;1.00;3.00
Артём Молодцов;Сокол Саратов;175;93;ЗП П;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;41.00;71 %;-;-;5.00;40 %;7.00;29 %;2.00;0 %;1.00;0 %;5.00;20 %;6.00;33 %;10.00;-;-;3.00;2.00;-;6.00;67 %;4.00;75 %;2.00;50 %;1.00;100 %;1.00;100 %;-;-;2.00;50 %;3.00;5.00;1;1.00;-;-;56.00;42.00;75 %;-;-;-;-;0.38;-;-;-;2.58;2.15;0.43;0.12;0.12;29.00;-;2.00;2.00;-;-;1.00;2.00;4.00;3.00;1.00;1.00;1.00;-;1.00
Илья Сериков;Сокол Саратов;183;93;З ПЦ;-;-;-;-;-;-;-;-;2.00;3.00;-;-;-;2.00;-;0.31;59.00;95 %;1.00;0 %;1.00;0 %;10.00;80 %;1.00;100 %;-;-;6.00;83 %;2.00;50 %;1.00;-;-;5.00;-;9.00;11.00;73 %;7.00;71 %;4.00;75 %;7.00;71 %;-;-;-;-;1.00;0 %;6.00;5.00;1;1.00;-;-;92.00;84.00;91 %;0 %;1.00;1.00;-;-;0.15;-;0.00;2.58;2.15;0.43;0.67;0.22;56.00;-;-;8.00;1.00;-;5.00;1.00;8.00;5.00;3.00;5.00;-;-;-
Максим Лаук;Кубань Краснодар;168;88;Ф Ц;-;-;2.00;-;0 %;-;1.00;-;1.00;1.00;-;-;1.00;2.00;1.00;0.77;19.00;74 %;-;-;2.00;0 %;4.00;100 %;-;-;-;-;1.00;100 %;3.00;33 %;9.00;2.00;-;4.00;3.00;4.00;7.00;29 %;2.00;100 %;5.00;0 %;4.00;0 %;-;-;-;-;2.00;100 %;1.00;4.00;1;1.00;1.00;-;37.00;26.00;70 %;50 %;1.00;-;-;-;0.39;-;0.00;2.19;0.48;1.71;-;-;14.00;-;-;4.00;-;-;1.00;1.00;2.00;2.00;-;-;-;-;2.00
Руслан Аюкин;КамАЗ Набережные Челны;195;87;ЗЛ;-;-;-;-;-;-;2.00;2.00;-;1.00;-;-;-;1.00;-;0.05;69.00;70 %;1.00;0 %;7.00;14 %;23.00;65 %;2.00;50 %;-;-;19.00;63 %;8.00;50 %;9.00;1.00;-;4.00;-;2.00;13.00;46 %;8.00;38 %;5.00;60 %;4.00;25 %;2.00;100 %;-;-;2.00;100 %;6.00;4.00;1;1.00;1.00;-;95.00;66.00;69 %;0 %;-;1.00;-;-;0.05;-;0.00;0.34;0.50;-0.16;0.18;0.09;48.00;-;1.00;15.00;1.00;-;12.00;4.00;6.00;3.00;3.00;1.00;2.00;-;2.00
Николай Марков;Енисей Красноярск;213;87;ЗЛ;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;-;2.00;1.00;0.08;38.00;82 %;-;-;-;-;4.00;25 %;-;-;-;-;3.00;33 %;1.00;100 %;3.00;1.00;-;3.00;-;1.00;7.00;71 %;4.00;75 %;3.00;67 %;4.00;50 %;1.00;100 %;1.00;100 %;1.00;100 %;3.00;2.00;1;1.00;1.00;-;53.00;43.00;81 %;50 %;-;1.00;-;0.04;0.04;-;0.00;0.76;1.30;-0.54;-;-;31.00;-;-;1.00;-;-;1.00;1.00;5.00;3.00;2.00;2.00;1.00;1.00;1.00
Евгений Шляков;ФК Волгарь;185;87;ЗП Л;-;-;2.00;-;0 %;1.00;1.00;1.00;-;1.00;-;-;-;1.00;-;0.17;40.00;68 %;1.00;100 %;3.00;33 %;13.00;46 %;2.00;50 %;1.00;100 %;4.00;0 %;2.00;50 %;13.00;2.00;2.00;7.00;-;2.00;15.00;47 %;6.00;50 %;9.00;44 %;5.00;60 %;-;-;-;-;2.00;50 %;6.00;4.00;1;1.00;1.00;-;70.00;46.00;66 %;0 %;1.00;-;-;0.16;0.17;-;0.00;1.30;0.51;0.79;0.08;0.08;27.00;1.00;1.00;6.00;1.00;1.00;-;1.00;7.00;3.00;4.00;3.00;-;-;1.00
Денис Ткачук;ФК Волгарь;195;87;П ПЦ;-;-;2.00;-;0 %;4.00;1.00;2.00;-;-;-;-;-;3.00;1.00;0.36;45.00;69 %;3.00;67 %;6.00;33 %;7.00;43 %;2.00;50 %;-;-;2.00;100 %;12.00;50 %;16.00;2.00;3.00;-;-;2.00;24.00;38 %;7.00;14 %;17.00;47 %;8.00;50 %;3.00;33 %;-;-;2.00;0 %;1.00;3.00;1;1.00;1.00;-;81.00;47.00;58 %;33 %;1.00;1.00;-;0.41;0.12;-;0.00;1.30;0.51;0.79;-;-;31.00;2.00;2.00;3.00;1.00;-;2.00;6.00;9.00;1.00;8.00;4.00;1.00;-;-
Жозе Ерды Рейна Санчез;Торпедо Москва;216;87;АП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;1.00;0.02;53.00;92 %;-;-;1.00;100 %;8.00;100 %;5.00;60 %;1.00;0 %;7.00;86 %;8.00;88 %;8.00;2.00;1.00;3.00;1.00;4.00;15.00;33 %;4.00;50 %;11.00;27 %;2.00;0 %;6.00;33 %;2.00;0 %;2.00;50 %;-;6.00;1;1.00;1.00;-;80.00;65.00;81 %;100 %;-;-;-;0.36;0.02;-;0.00;1.30;0.76;0.54;-;-;49.00;-;1.00;8.00;3.00;-;6.00;7.00;5.00;2.00;3.00;-;2.00;-;1.00
Максим Храмцов;Динамо Махачкала;238;86;ЗП Л;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;39.00;64 %;1.00;0 %;-;-;9.00;33 %;1.00;100 %;-;-;10.00;40 %;5.00;60 %;9.00;2.00;-;7.00;1.00;-;14.00;64 %;5.00;80 %;9.00;56 %;8.00;50 %;-;-;-;-;5.00;80 %;5.00;4.00;1;1.00;1.00;-;63.00;44.00;70 %;-;-;-;-;0.27;-;-;-;0.96;0.42;0.54;0.10;0.10;25.00;-;-;3.00;1.00;-;4.00;3.00;9.00;4.00;5.00;4.00;-;-;4.00
Максим Бачинский;Ленинградец;209;85;АП ЛЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;1.00;1.00;0.03;20.00;60 %;1.00;0 %;4.00;0 %;4.00;75 %;-;-;-;-;3.00;67 %;4.00;25 %;7.00;-;1.00;2.00;1.00;4.00;20.00;45 %;9.00;44 %;11.00;45 %;7.00;29 %;3.00;67 %;-;-;4.00;75 %;3.00;2.00;1;1.00;1.00;-;51.00;31.00;61 %;100 %;-;-;-;-;0.03;-;0.00;0.51;1.30;-0.79;0.06;0.06;12.00;-;-;3.00;-;-;2.00;1.00;9.00;4.00;5.00;2.00;2.00;-;3.00
Виталий Горулев;Ленинградец;195;85;ЗП ПЦ;-;-;-;-;-;-;1.00;2.00;-;1.00;-;-;-;1.00;1.00;0.02;34.00;79 %;-;-;-;-;7.00;43 %;-;-;-;-;3.00;33 %;1.00;100 %;4.00;-;-;7.00;2.00;2.00;18.00;50 %;10.00;20 %;8.00;88 %;6.00;50 %;2.00;100 %;1.00;100 %;3.00;33 %;20.00;4.00;1;1.00;1.00;-;79.00;63.00;80 %;100 %;-;-;-;-;0.02;-;0.00;0.51;1.30;-0.79;0.41;0.20;27.00;-;-;3.00;-;-;1.00;1.00;9.00;2.00;7.00;3.00;2.00;1.00;1.00
Эрвинг Джо Ботака-Иобома;Арсенал Тула;212;84;З ПЦ;-;-;1.00;-;0 %;-;2.00;-;-;1.00;1.00;-;-;2.00;-;0.35;27.00;78 %;-;-;-;-;8.00;25 %;2.00;0 %;-;-;4.00;50 %;-;-;4.00;1.00;-;12.00;4.00;1.00;18.00;78 %;14.00;71 %;4.00;100 %;7.00;86 %;1.00;100 %;-;-;2.00;100 %;6.00;6.00;1;1.00;1.00;-;61.00;49.00;80 %;0 %;2.00;-;-;-;0.17;-;0.00;1.59;0.20;1.39;0.02;0.02;21.00;-;-;2.00;-;-;2.00;-;14.00;10.00;4.00;6.00;1.00;-;2.00
Джонатан Теофилис Окоронкво;Арсенал Тула;227;84;Ф Ц;1.00;-;2.00;1.00;50 %;-;-;-;-;-;-;-;1.00;3.00;3.00;0.48;18.00;72 %;-;-;-;-;1.00;100 %;1.00;100 %;-;-;1.00;0 %;2.00;100 %;8.00;-;-;-;-;1.00;22.00;18 %;5.00;20 %;17.00;18 %;10.00;20 %;2.00;0 %;2.00;0 %;-;-;2.00;2.00;1;1.00;1.00;-;48.00;25.00;52 %;100 %;-;-;-;0.04;0.16;0.48;2.8;1.59;0.20;1.39;-;-;13.00;-;-;1.00;1.00;-;-;2.00;4.00;1.00;3.00;2.00;-;-;-
Артём Малахов;Шинник;171;83;АП П;-;-;2.00;-;0 %;1.00;1.00;-;-;-;-;-;-;1.00;-;0.10;19.00;74 %;-;-;-;-;3.00;33 %;2.00;0 %;1.00;0 %;1.00;100 %;-;-;10.00;3.00;1.00;3.00;1.00;-;11.00;36 %;5.00;40 %;6.00;33 %;3.00;33 %;-;-;-;-;4.00;50 %;4.00;5.00;1;1.00;1.00;-;42.00;28.00;67 %;0 %;1.00;-;-;0.05;0.10;-;0.00;0.20;1.59;-1.39;-;-;14.00;-;-;1.00;-;-;1.00;-;4.00;2.00;2.00;1.00;-;-;2.00
Алан Чочиев;Алания Владикавказ;217;82;АП Ц;-;-;-;-;-;2.00;-;4.00;-;1.00;-;-;-;1.00;1.00;0.03;46.00;85 %;2.00;50 %;2.00;100 %;5.00;40 %;3.00;67 %;-;-;2.00;50 %;3.00;67 %;1.00;-;-;2.00;1.00;2.00;7.00;43 %;4.00;25 %;3.00;67 %;1.00;0 %;1.00;100 %;1.00;100 %;1.00;0 %;6.00;4.00;1;1.00;1.00;-;66.00;55.00;83 %;100 %;-;-;-;0.11;0.03;-;0.00;0.32;0.96;-0.64;-;-;39.00;1.00;2.00;2.00;2.00;-;1.00;2.00;3.00;1.00;2.00;-;1.00;1.00;-
Никита Глушков;Енисей Красноярск;187;82;АП Л;-;-;-;-;-;-;-;1.00;-;-;-;-;1.00;1.00;-;0.20;26.00;65 %;-;-;1.00;0 %;3.00;67 %;-;-;-;-;-;-;3.00;67 %;13.00;2.00;-;4.00;1.00;2.00;19.00;32 %;5.00;40 %;14.00;29 %;3.00;0 %;7.00;57 %;2.00;50 %;1.00;100 %;2.00;4.00;1;1.00;1.00;-;54.00;31.00;57 %;0 %;-;1.00;-;0.14;0.20;-;0.00;0.58;1.29;-0.71;-;-;17.00;-;-;2.00;-;-;-;2.00;6.00;2.00;4.00;-;4.00;1.00;1.00
Никита Глушков;Динамо Махачкала;208;81;АП ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;12.00;75 %;-;-;-;-;3.00;33 %;-;-;-;-;1.00;0 %;-;-;3.00;1.00;-;-;-;-;4.00;50 %;3.00;33 %;1.00;100 %;-;-;-;-;-;-;2.00;50 %;9.00;3.00;1;1.00;1.00;-;29.00;24.00;83 %;-;-;-;-;-;-;-;-;0.96;0.32;0.64;-;-;9.00;-;-;1.00;-;-;-;-;2.00;1.00;1.00;-;-;-;1.00
Сослан Кагермазов;Динамо Махачкала;245;81;ЗП П;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.03;20.00;60 %;1.00;0 %;2.00;50 %;8.00;38 %;3.00;33 %;-;-;9.00;44 %;6.00;33 %;7.00;-;1.00;2.00;1.00;2.00;14.00;64 %;7.00;86 %;7.00;43 %;4.00;75 %;2.00;50 %;-;-;5.00;100 %;3.00;5.00;1;1.00;1.00;-;46.00;31.00;67 %;0 %;1.00;-;-;0.05;0.03;-;0.00;0.96;0.32;0.64;0.07;0.04;12.00;-;1.00;3.00;1.00;-;4.00;2.00;9.00;6.00;3.00;3.00;1.00;-;5.00
Эгаш Касинтура;Динамо Махачкала;267;81;АП ЛЦ;1.00;-;2.00;1.00;50 %;2.00;-;1.00;-;-;-;-;-;3.00;2.00;0.29;27.00;78 %;2.00;50 %;-;-;3.00;67 %;-;-;-;-;1.00;100 %;3.00;33 %;10.00;1.00;-;4.00;1.00;2.00;24.00;25 %;1.00;0 %;23.00;26 %;4.00;25 %;11.00;27 %;9.00;33 %;-;-;8.00;6.00;1;1.00;1.00;-;70.00;45.00;64 %;67 %;1.00;-;-;0.16;0.10;0.29;3.45;0.96;0.32;0.64;-;-;21.00;1.00;-;2.00;-;-;1.00;1.00;6.00;-;6.00;1.00;3.00;3.00;-
Михаил Мальцев;Сокол Саратов;190;80;П Л;1.00;-;2.00;1.00;50 %;1.00;-;-;-;1.00;-;-;1.00;2.00;1.00;0.59;28.00;64 %;1.00;100 %;1.00;0 %;8.00;38 %;2.00;0 %;-;-;5.00;40 %;3.00;0 %;8.00;1.00;-;5.00;-;-;13.00;31 %;6.00;33 %;7.00;29 %;5.00;0 %;-;-;-;-;3.00;33 %;4.00;4.00;1;1.00;1.00;-;51.00;31.00;61 %;50 %;-;-;1.00;0.11;0.29;0.59;1.69;2.20;2.12;0.08;-;-;18.00;1.00;-;3.00;-;-;2.00;-;4.00;2.00;2.00;-;-;-;1.00
Владислав Морозов;Сокол Саратов;244;80;Ф ЛЦ;2.00;-;2.00;2.00;100 %;-;-;1.00;-;-;1.00;-;3.00;3.00;2.00;0.75;14.00;86 %;-;-;1.00;0 %;2.00;100 %;1.00;0 %;1.00;0 %;1.00;100 %;-;-;9.00;2.00;2.00;1.00;-;2.00;12.00;42 %;-;-;12.00;42 %;6.00;67 %;2.00;0 %;1.00;0 %;-;-;1.00;2.00;1;1.00;1.00;-;36.00;24.00;67 %;67 %;1.00;-;-;-;0.25;0.38;2.67;2.20;2.12;0.08;-;-;12.00;-;-;2.00;-;-;1.00;-;5.00;-;5.00;4.00;-;-;-
Андрей Савинов;СКА-Хабаровск;218;80;П ПЦ;-;-;2.00;-;0 %;-;-;-;-;-;-;-;-;1.00;1.00;0.19;21.00;95 %;-;-;-;-;3.00;67 %;2.00;100 %;1.00;100 %;3.00;100 %;1.00;0 %;2.00;1.00;1.00;2.00;-;1.00;11.00;73 %;4.00;75 %;7.00;71 %;2.00;100 %;1.00;100 %;1.00;100 %;1.00;100 %;2.00;4.00;1;1.00;1.00;-;41.00;36.00;88 %;100 %;-;-;-;-;0.19;-;0.00;2.14;0.41;1.73;-;-;20.00;-;-;2.00;2.00;1.00;3.00;-;8.00;3.00;5.00;2.00;1.00;1.00;1.00
Антон Килин;ФК Акрон Тольятти;182;79;АП Л;-;-;1.00;-;0 %;-;-;1.00;-;-;-;-;-;-;-;-;14.00;57 %;-;-;1.00;0 %;2.00;50 %;-;-;-;-;1.00;100 %;-;-;5.00;3.00;-;1.00;-;-;7.00;43 %;2.00;100 %;5.00;20 %;-;-;-;-;-;-;2.00;100 %;3.00;4.00;1;1.00;1.00;-;29.00;19.00;66 %;-;-;-;-;0.03;-;-;-;0.48;1.66;-1.18;0.07;0.04;8.00;-;-;1.00;-;-;1.00;-;3.00;2.00;1.00;-;-;-;2.00
Даниил Павлов;Тюмень;180;79;П П;-;-;-;-;-;-;2.00;-;-;-;-;-;-;1.00;-;0.41;23.00;65 %;-;-;2.00;0 %;4.00;50 %;1.00;0 %;-;-;1.00;0 %;2.00;50 %;10.00;2.00;1.00;3.00;1.00;2.00;12.00;33 %;5.00;60 %;7.00;14 %;4.00;0 %;1.00;0 %;-;-;4.00;75 %;4.00;6.00;1;1.00;1.00;-;49.00;31.00;63 %;0 %;-;1.00;-;-;0.41;-;0.00;1.5;1.41;-0.36;0.26;0.13;15.00;-;-;2.00;-;-;-;1.00;4.00;3.00;1.00;-;-;-;3.00
Андрес Фабиан Понсе Нуньес;ФК Акрон Тольятти;224;79;Ф Ц;1.00;-;1.00;1.00;100 %;-;-;-;-;-;-;-;-;3.00;3.00;0.36;7.00;71 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;-;-;7.00;3.00;-;1.00;-;1.00;26.00;19 %;10.00;30 %;16.00;13 %;11.00;36 %;1.00;0 %;1.00;0 %;-;-;1.00;2.00;1;1.00;1.00;-;41.00;18.00;44 %;100 %;-;-;-;-;0.12;0.36;2.78;0.48;1.66;-1.18;-;-;5.00;-;-;-;-;-;-;-;5.00;3.00;2.00;4.00;-;-;-
