Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Денис Самойлов;Тюмень;174;97;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;39.00;77 %;-;-;-;-;12.00;58 %;3.00;33 %;-;-;5.00;20 %;6.00;50 %;4.00;1.00;1.00;6.00;2.00;2.00;14.00;43 %;11.00;36 %;3.00;67 %;4.00;75 %;3.00;67 %;-;-;1.00;0 %;7.00;5.00;1;1.00;-;-;69.00;51.00;74 %;-;-;-;-;0.10;-;-;-;2.1;0.98;1.3;0.02;0.02;30.00;-;-;7.00;1.00;-;1.00;3.00;6.00;4.00;2.00;3.00;2.00;-;-
Артём Самсонов;Шинник;188;97;ЗП ЛЦ;-;-;-;-;-;1.00;2.00;2.00;1.00;1.00;1.00;-;-;1.00;-;0.03;39.00;82 %;1.00;100 %;-;-;14.00;64 %;3.00;33 %;-;-;6.00;50 %;8.00;63 %;6.00;-;-;8.00;4.00;-;15.00;47 %;9.00;33 %;6.00;67 %;1.00;100 %;1.00;100 %;-;-;4.00;25 %;5.00;8.00;1;1.00;-;-;68.00;52.00;76 %;0 %;-;1.00;-;0.19;0.03;-;0.00;0.98;2.1;-1.03;-;-;32.00;1.00;-;9.00;1.00;-;3.00;5.00;7.00;3.00;4.00;1.00;1.00;-;1.00
Дмитрий Шадринцев;Шинник;257;97;ЗЛ;-;-;-;-;-;-;-;4.00;-;-;-;-;-;-;-;-;59.00;83 %;-;-;-;-;10.00;60 %;4.00;50 %;1.00;100 %;5.00;60 %;3.00;33 %;9.00;3.00;2.00;11.00;1.00;3.00;32.00;56 %;15.00;80 %;17.00;35 %;5.00;60 %;12.00;33 %;4.00;50 %;5.00;100 %;10.00;8.00;1;1.00;-;-;116.00;90.00;78 %;-;-;-;-;0.04;-;-;-;0.98;2.1;-1.03;-;-;49.00;-;-;6.00;2.00;1.00;3.00;1.00;18.00;12.00;6.00;3.00;4.00;2.00;5.00
Илья Стефанович;Торпедо Москва;218;97;Ф ЛЦ;2.00;-;3.00;2.00;67 %;-;1.00;-;-;-;1.00;-;-;4.00;2.00;1.44;14.00;57 %;2.00;0 %;2.00;0 %;2.00;0 %;-;-;-;-;1.00;100 %;3.00;0 %;10.00;-;1.00;-;-;2.00;19.00;21 %;2.00;50 %;17.00;18 %;11.00;9 %;2.00;50 %;2.00;50 %;1.00;100 %;-;3.00;1;1.00;-;-;43.00;19.00;44 %;50 %;2.00;-;-;0.05;0.36;0.72;1.39;0.97;0.87;0.10;-;-;8.00;-;-;-;-;-;1.00;-;4.00;1.00;3.00;1.00;1.00;1.00;1.00
Эдуард Суханов;Ленинградец;193;97;ЗП ПЦ;-;-;-;-;-;2.00;2.00;-;-;-;1.00;-;-;-;-;-;27.00;63 %;2.00;100 %;1.00;0 %;6.00;50 %;2.00;50 %;1.00;100 %;5.00;40 %;6.00;50 %;4.00;-;-;3.00;-;1.00;14.00;36 %;10.00;30 %;4.00;50 %;4.00;50 %;-;-;-;-;3.00;33 %;10.00;8.00;1;1.00;-;-;61.00;42.00;69 %;-;-;-;-;0.23;-;-;-;0.87;0.97;-0.10;0.03;0.03;17.00;2.00;-;3.00;1.00;1.00;2.00;3.00;5.00;3.00;2.00;2.00;-;-;1.00
Эдуард Валиахметов;Шинник;196;97;З П;-;-;-;-;-;-;1.00;1.00;1.00;1.00;-;-;-;1.00;1.00;0.03;52.00;75 %;-;-;5.00;60 %;14.00;71 %;3.00;67 %;-;-;3.00;67 %;4.00;75 %;4.00;3.00;1.00;5.00;2.00;-;14.00;64 %;10.00;60 %;4.00;75 %;3.00;33 %;1.00;100 %;-;-;1.00;0 %;5.00;8.00;1;1.00;-;-;81.00;62.00;77 %;100 %;-;-;-;0.11;0.03;-;0.00;0.98;2.1;-1.03;0.17;0.17;39.00;-;3.00;10.00;2.00;-;2.00;3.00;9.00;6.00;3.00;1.00;1.00;-;-
Жозе Ерды Рейна Санчез;Торпедо Москва;227;97;П ПЦ;-;-;1.00;-;0 %;3.00;1.00;4.00;-;-;1.00;-;-;1.00;1.00;0.75;43.00;77 %;3.00;33 %;4.00;50 %;4.00;25 %;-;-;-;-;6.00;67 %;9.00;56 %;7.00;2.00;1.00;1.00;1.00;6.00;18.00;50 %;4.00;75 %;14.00;43 %;2.00;0 %;10.00;50 %;6.00;33 %;1.00;0 %;1.00;3.00;1;1.00;-;-;73.00;53.00;73 %;100 %;-;-;-;0.15;0.75;-;0.00;0.97;0.87;0.10;-;-;33.00;1.00;2.00;1.00;-;-;4.00;5.00;9.00;3.00;6.00;-;5.00;2.00;-
Андрей Яковлев;Ленинградец;233;97;ЗП Л;1.00;1.00;1.00;1.00;100 %;1.00;1.00;-;-;1.00;-;-;-;1.00;1.00;0.09;45.00;78 %;-;-;2.00;0 %;11.00;73 %;3.00;100 %;-;-;8.00;75 %;2.00;0 %;3.00;-;-;6.00;-;1.00;8.00;63 %;7.00;57 %;1.00;100 %;2.00;100 %;1.00;100 %;-;-;3.00;67 %;2.00;7.00;1;1.00;-;-;64.00;51.00;80 %;100 %;-;-;-;-;0.09;0.09;11.11;0.87;0.97;-0.10;-;-;35.00;-;-;8.00;3.00;-;6.00;-;5.00;4.00;1.00;2.00;1.00;-;2.00
Юрий Журавлев;Торпедо Москва;234;97;З ЛЦ;-;-;1.00;-;0 %;2.00;-;1.00;-;1.00;-;-;-;1.00;1.00;0.02;85.00;86 %;1.00;100 %;4.00;50 %;19.00;63 %;3.00;33 %;1.00;0 %;11.00;73 %;9.00;78 %;10.00;-;2.00;9.00;3.00;1.00;14.00;79 %;11.00;82 %;3.00;67 %;6.00;83 %;2.00;100 %;-;-;4.00;75 %;7.00;9.00;1;1.00;-;-;119.00;102.00;86 %;100 %;-;-;-;0.17;0.02;-;0.00;0.97;0.87;0.10;0.02;0.02;73.00;1.00;2.00;12.00;1.00;-;8.00;7.00;11.00;9.00;2.00;5.00;2.00;-;3.00
Вячеслав Зинков;Шинник;188;97;З ПЦ;-;-;-;-;-;-;-;-;1.00;3.00;-;-;-;1.00;-;0.11;65.00;88 %;-;-;-;-;11.00;45 %;7.00;71 %;-;-;6.00;33 %;-;-;1.00;-;-;8.00;-;2.00;11.00;73 %;9.00;67 %;2.00;100 %;6.00;67 %;-;-;-;-;3.00;100 %;6.00;5.00;1;1.00;-;-;92.00;80.00;87 %;0 %;1.00;-;-;-;0.11;-;0.00;0.98;2.1;-1.03;-;-;57.00;-;-;5.00;5.00;-;2.00;-;8.00;6.00;2.00;4.00;-;-;3.00
Дмитрий Гузь;Шинник;189;97;З ЛЦ;-;-;1.00;-;0 %;-;-;-;1.00;3.00;-;-;-;-;-;-;68.00;82 %;-;-;-;-;11.00;55 %;4.00;75 %;-;-;5.00;60 %;2.00;0 %;8.00;4.00;1.00;5.00;1.00;1.00;12.00;58 %;9.00;67 %;3.00;33 %;9.00;56 %;-;-;-;-;1.00;100 %;11.00;7.00;1;1.00;-;-;101.00;83.00;82 %;-;-;-;-;-;-;-;-;0.98;2.1;-1.03;0.18;0.09;56.00;-;-;6.00;3.00;-;3.00;-;7.00;6.00;1.00;5.00;-;-;1.00
Астемир Абазов;Сокол Саратов;173;96;З ЛЦ;-;-;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;35.00;77 %;-;-;-;-;8.00;50 %;6.00;50 %;1.00;0 %;9.00;56 %;2.00;50 %;6.00;3.00;1.00;5.00;1.00;-;4.00;50 %;3.00;33 %;1.00;100 %;2.00;0 %;-;-;-;-;1.00;100 %;9.00;7.00;1;1.00;-;-;58.00;47.00;81 %;-;-;-;-;0.09;-;-;-;1.65;0.89;0.76;0.26;0.07;27.00;-;-;4.00;3.00;-;5.00;1.00;2.00;1.00;1.00;-;-;-;1.00
Андрей Евдокимов;Сокол Саратов;211;96;З Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;36.00;81 %;-;-;-;-;7.00;43 %;3.00;67 %;-;-;3.00;33 %;-;-;2.00;1.00;-;12.00;1.00;-;18.00;72 %;15.00;67 %;3.00;100 %;8.00;75 %;-;-;-;-;4.00;50 %;8.00;11.00;1;1.00;-;-;75.00;63.00;84 %;-;-;-;-;-;-;-;-;1.65;0.89;0.76;0.05;0.05;29.00;-;-;3.00;2.00;-;1.00;-;13.00;10.00;3.00;6.00;-;-;2.00
Николай Гиоргобиани;Алания Владикавказ;226;96;АП Л;-;-;2.00;-;0 %;-;2.00;4.00;-;-;-;-;-;3.00;-;0.22;38.00;74 %;-;-;2.00;0 %;13.00;77 %;1.00;0 %;-;-;3.00;67 %;9.00;44 %;8.00;-;1.00;3.00;3.00;1.00;30.00;43 %;6.00;33 %;24.00;46 %;10.00;40 %;8.00;63 %;3.00;67 %;2.00;100 %;2.00;7.00;1;1.00;-;-;82.00;51.00;62 %;0 %;-;3.00;-;0.19;0.07;-;0.00;0.89;1.65;-0.76;-;-;28.00;-;-;10.00;-;-;2.00;4.00;13.00;2.00;11.00;4.00;5.00;2.00;2.00
Алан Хабалов;Алания Владикавказ;220;96;З П;-;-;-;-;-;1.00;-;1.00;-;2.00;-;-;-;3.00;1.00;0.07;66.00;79 %;2.00;50 %;3.00;33 %;20.00;50 %;3.00;67 %;-;-;10.00;60 %;9.00;33 %;5.00;-;-;3.00;1.00;1.00;10.00;40 %;6.00;17 %;4.00;75 %;4.00;75 %;2.00;50 %;2.00;50 %;1.00;0 %;5.00;9.00;1;1.00;-;-;94.00;72.00;77 %;33 %;1.00;1.00;-;0.11;0.02;-;0.00;0.89;1.65;-0.76;0.35;0.17;52.00;1.00;1.00;10.00;2.00;-;6.00;3.00;4.00;1.00;3.00;3.00;1.00;1.00;-
Вячеслав Кротов;Алания Владикавказ;195;96;АП Ц;-;-;-;-;-;2.00;-;3.00;-;-;-;-;-;1.00;-;0.02;36.00;78 %;2.00;100 %;2.00;50 %;8.00;63 %;-;-;-;-;4.00;75 %;1.00;100 %;9.00;5.00;2.00;-;-;3.00;18.00;22 %;2.00;0 %;16.00;25 %;8.00;25 %;2.00;0 %;2.00;0 %;-;-;2.00;4.00;1;1.00;-;-;66.00;41.00;62 %;0 %;1.00;-;-;0.23;0.02;-;0.00;0.89;1.65;-0.76;-;-;28.00;2.00;1.00;5.00;-;-;3.00;1.00;4.00;-;4.00;2.00;-;-;-
Игорь Леонтьев;Сокол Саратов;216;96;ЗП Ц;-;-;-;-;-;-;3.00;-;-;-;-;-;-;-;-;-;27.00;67 %;-;-;-;-;6.00;33 %;3.00;33 %;-;-;3.00;33 %;-;-;4.00;2.00;2.00;4.00;4.00;1.00;20.00;75 %;15.00;73 %;5.00;80 %;6.00;83 %;1.00;100 %;-;-;2.00;100 %;11.00;5.00;1;1.00;-;-;66.00;50.00;76 %;-;-;-;-;-;-;-;-;1.65;0.89;0.76;0.19;0.06;18.00;-;-;2.00;1.00;-;1.00;-;15.00;11.00;4.00;5.00;1.00;-;2.00
Ислам Машуков;Алания Владикавказ;167;96;Ф Ц;-;-;2.00;-;0 %;-;-;-;-;-;-;-;3.00;2.00;-;0.18;9.00;67 %;-;-;-;-;1.00;0 %;-;-;-;-;3.00;33 %;1.00;100 %;10.00;1.00;-;2.00;1.00;2.00;14.00;29 %;2.00;0 %;12.00;33 %;6.00;50 %;1.00;0 %;1.00;0 %;-;-;2.00;1.00;1;1.00;-;-;30.00;15.00;50 %;0 %;2.00;-;-;-;0.09;-;0.00;0.89;1.65;-0.76;0.30;0.30;6.00;-;-;-;-;-;1.00;1.00;4.00;-;4.00;3.00;-;-;-
Константин Плиев;Алания Владикавказ;224;96;З ЛЦ;-;-;-;-;-;-;1.00;-;-;1.00;1.00;-;-;1.00;1.00;0.14;67.00;90 %;1.00;0 %;-;-;14.00;79 %;4.00;50 %;-;-;10.00;80 %;2.00;50 %;2.00;1.00;-;8.00;2.00;1.00;10.00;90 %;5.00;80 %;5.00;100 %;6.00;100 %;1.00;100 %;-;-;-;-;6.00;10.00;1;1.00;-;-;96.00;88.00;92 %;100 %;-;-;-;-;0.14;-;0.00;0.89;1.65;-0.76;-;-;60.00;-;-;11.00;2.00;-;8.00;1.00;9.00;4.00;5.00;6.00;1.00;-;-
Дмитрий Сасин;Сокол Саратов;214;96;П ПЦ;-;-;1.00;-;0 %;1.00;4.00;2.00;-;-;-;-;-;1.00;1.00;0.15;23.00;70 %;-;-;3.00;33 %;6.00;83 %;-;-;-;-;1.00;100 %;3.00;33 %;7.00;2.00;1.00;4.00;1.00;5.00;18.00;61 %;6.00;50 %;12.00;67 %;3.00;33 %;3.00;67 %;2.00;50 %;2.00;50 %;2.00;5.00;1;1.00;-;-;56.00;41.00;73 %;100 %;-;-;-;0.15;0.15;-;0.00;1.65;0.89;0.76;0.05;0.03;16.00;-;1.00;5.00;-;-;1.00;1.00;11.00;3.00;8.00;1.00;2.00;1.00;1.00
Илья Сериков;Сокол Саратов;243;96;З ПЦ;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;35.00;83 %;1.00;100 %;-;-;6.00;67 %;2.00;50 %;-;-;4.00;100 %;-;-;2.00;1.00;-;6.00;2.00;-;15.00;80 %;13.00;77 %;2.00;100 %;9.00;78 %;-;-;-;-;3.00;100 %;10.00;5.00;1;1.00;-;-;67.00;58.00;87 %;-;-;-;-;0.51;-;-;-;1.65;0.89;0.76;0.05;0.05;29.00;1.00;-;4.00;1.00;-;4.00;-;12.00;10.00;2.00;7.00;-;-;3.00
Михаил Сухорученко;Алания Владикавказ;211;96;З ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;1.00;-;-;-;62.00;77 %;-;-;-;-;19.00;63 %;9.00;56 %;4.00;50 %;10.00;60 %;1.00;0 %;5.00;1.00;-;7.00;2.00;2.00;20.00;65 %;18.00;67 %;2.00;50 %;13.00;54 %;-;-;-;-;3.00;67 %;6.00;9.00;1;1.00;-;-;99.00;78.00;79 %;-;-;-;-;0.02;-;-;-;0.89;1.65;-0.76;0.15;0.07;48.00;-;-;12.00;5.00;2.00;6.00;-;13.00;12.00;1.00;7.00;-;-;2.00
Муталип Алибеков;Динамо Махачкала;222;95;З Ц;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;43.00;86 %;-;-;-;-;8.00;50 %;5.00;80 %;-;-;5.00;60 %;-;-;1.00;-;-;6.00;1.00;-;15.00;67 %;13.00;62 %;2.00;100 %;8.00;88 %;-;-;-;-;1.00;100 %;5.00;10.00;1;1.00;-;-;74.00;63.00;85 %;-;-;-;-;-;-;-;-;0.46;0.39;0.07;0.09;0.09;37.00;-;-;4.00;4.00;-;3.00;-;10.00;8.00;2.00;7.00;-;-;1.00
Вячеслав Бардыбахин;Енисей Красноярск;230;95;З П;-;-;-;-;-;-;1.00;3.00;-;-;-;-;-;-;-;-;50.00;82 %;-;-;3.00;33 %;4.00;25 %;-;-;-;-;1.00;0 %;2.00;50 %;4.00;1.00;1.00;5.00;2.00;-;23.00;70 %;14.00;57 %;9.00;89 %;11.00;45 %;6.00;100 %;-;-;3.00;100 %;3.00;5.00;1;1.00;-;-;82.00;65.00;79 %;-;-;-;-;0.09;-;-;-;0.39;0.46;-0.07;0.14;0.07;41.00;-;1.00;1.00;-;-;-;1.00;16.00;8.00;8.00;5.00;6.00;-;3.00
Алексей Бердников;Нефтехимик Нижнекамск;225;95;З П;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;53.00;68 %;-;-;1.00;0 %;12.00;58 %;1.00;0 %;-;-;10.00;70 %;4.00;25 %;8.00;1.00;1.00;10.00;4.00;1.00;27.00;78 %;18.00;78 %;9.00;78 %;7.00;86 %;4.00;50 %;3.00;67 %;5.00;80 %;6.00;5.00;1;1.00;-;-;93.00;69.00;74 %;-;-;-;-;-;-;-;-;1.8;0.45;0.63;-;-;36.00;-;-;7.00;-;-;7.00;1.00;21.00;14.00;7.00;6.00;2.00;2.00;4.00
Кирилл Большаков;Арсенал Тула;188;95;З ЛЦ;-;-;-;-;-;-;-;1.00;-;2.00;-;-;-;1.00;-;0.04;52.00;63 %;-;-;-;-;15.00;33 %;4.00;0 %;1.00;0 %;7.00;43 %;-;-;7.00;3.00;1.00;11.00;1.00;-;19.00;74 %;17.00;71 %;2.00;100 %;14.00;64 %;-;-;-;-;2.00;100 %;10.00;11.00;1;1.00;-;-;95.00;69.00;73 %;0 %;1.00;-;-;-;0.04;-;0.00;0.45;1.8;-0.63;0.21;0.10;33.00;-;-;5.00;-;-;3.00;-;14.00;12.00;2.00;9.00;-;-;2.00
Эрвинг Джо Ботака-Иобома;Арсенал Тула;232;95;З ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;-;-;-;54.00;85 %;-;-;-;-;6.00;50 %;2.00;50 %;-;-;2.00;0 %;-;-;3.00;1.00;-;14.00;1.00;1.00;25.00;84 %;23.00;83 %;2.00;100 %;17.00;88 %;-;-;-;-;-;-;13.00;9.00;1;1.00;-;-;103.00;91.00;88 %;-;-;-;-;-;-;-;-;0.45;1.8;-0.63;0.12;0.12;46.00;-;-;3.00;1.00;-;-;-;21.00;19.00;2.00;15.00;-;-;-
Роман Денисов;Нефтехимик Нижнекамск;182;95;ЗП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;1.00;0.12;43.00;77 %;-;-;-;-;7.00;43 %;-;-;-;-;5.00;40 %;-;-;3.00;-;1.00;7.00;3.00;-;8.00;38 %;7.00;29 %;1.00;100 %;1.00;0 %;-;-;-;-;5.00;40 %;9.00;12.00;1;1.00;-;-;76.00;58.00;76 %;33 %;-;2.00;-;0.12;0.04;-;0.00;1.8;0.45;0.63;0.10;0.05;33.00;-;-;3.00;-;-;2.00;-;3.00;2.00;1.00;-;-;-;2.00
Данила Емельянов;Нефтехимик Нижнекамск;210;95;П П;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;-;37.00;73 %;1.00;100 %;-;-;9.00;67 %;4.00;25 %;-;-;7.00;43 %;4.00;50 %;8.00;5.00;1.00;4.00;2.00;-;22.00;59 %;12.00;50 %;10.00;70 %;6.00;50 %;1.00;100 %;-;-;4.00;50 %;5.00;7.00;1;1.00;-;-;73.00;53.00;73 %;-;-;-;-;0.37;-;-;-;1.8;0.45;0.63;0.12;0.06;27.00;1.00;-;6.00;1.00;-;3.00;2.00;13.00;6.00;7.00;3.00;1.00;-;2.00
Херман Хулио Сесар Феррейра;Енисей Красноярск;226;95;З ЛЦ;-;-;1.00;-;0 %;1.00;2.00;1.00;-;-;1.00;-;-;1.00;1.00;0.14;45.00;84 %;-;-;1.00;0 %;7.00;71 %;1.00;100 %;-;-;-;-;2.00;50 %;3.00;2.00;1.00;7.00;-;1.00;13.00;77 %;12.00;75 %;1.00;100 %;5.00;80 %;-;-;-;-;2.00;100 %;7.00;11.00;1;1.00;-;-;81.00;70.00;86 %;100 %;-;-;-;-;0.14;-;0.00;0.39;0.46;-0.07;-;-;38.00;-;-;5.00;1.00;-;-;1.00;10.00;9.00;1.00;4.00;-;-;2.00
Никита Глушков;Динамо Махачкала;193;95;П ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;26.00;77 %;-;-;-;-;3.00;33 %;1.00;100 %;-;-;1.00;0 %;2.00;50 %;5.00;-;1.00;6.00;2.00;1.00;18.00;22 %;10.00;30 %;8.00;13 %;3.00;0 %;2.00;0 %;1.00;0 %;4.00;0 %;4.00;12.00;1;1.00;-;-;63.00;42.00;67 %;-;-;-;-;-;-;-;-;0.46;0.39;0.07;-;-;20.00;-;-;1.00;1.00;-;-;1.00;4.00;3.00;1.00;-;-;-;-
Егор Иванов;Енисей Красноярск;208;95;П Л;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;1.00;-;0.09;46.00;87 %;-;-;-;-;7.00;57 %;1.00;0 %;-;-;4.00;75 %;2.00;0 %;6.00;1.00;-;2.00;-;1.00;10.00;60 %;6.00;67 %;4.00;50 %;2.00;100 %;1.00;100 %;-;-;4.00;50 %;1.00;7.00;1;1.00;-;-;66.00;55.00;83 %;0 %;-;1.00;-;-;0.09;-;0.00;0.39;0.46;-0.07;-;-;40.00;-;-;4.00;-;-;3.00;-;6.00;4.00;2.00;2.00;1.00;-;2.00
Сослан Кагермазов;Динамо Махачкала;225;95;ЗП П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;44.00;64 %;1.00;0 %;2.00;0 %;16.00;44 %;2.00;0 %;1.00;0 %;9.00;44 %;8.00;38 %;8.00;-;-;7.00;1.00;2.00;13.00;62 %;7.00;86 %;6.00;33 %;6.00;83 %;1.00;0 %;-;-;2.00;50 %;3.00;7.00;1;1.00;-;-;69.00;48.00;70 %;-;-;-;-;0.14;-;-;-;0.46;0.39;0.07;-;-;28.00;-;-;7.00;-;-;4.00;3.00;8.00;6.00;2.00;5.00;-;-;1.00
Максим Кайнов;Арсенал Тула;202;95;ЗП Ц;-;-;-;-;-;-;4.00;2.00;-;1.00;-;-;-;-;-;-;51.00;82 %;-;-;-;-;11.00;64 %;1.00;100 %;-;-;6.00;50 %;-;-;7.00;4.00;1.00;9.00;3.00;-;36.00;56 %;27.00;52 %;9.00;67 %;16.00;75 %;-;-;-;-;8.00;50 %;15.00;5.00;1;1.00;-;-;108.00;82.00;76 %;-;-;-;-;-;-;-;-;0.45;1.8;-0.63;0.34;0.34;42.00;-;-;7.00;1.00;-;3.00;-;20.00;14.00;6.00;12.00;-;-;4.00
Максим Храмцов;Динамо Махачкала;231;95;ЗП Л;-;-;-;-;-;-;3.00;2.00;-;-;-;-;-;1.00;-;0.04;43.00;63 %;-;-;6.00;67 %;7.00;14 %;-;-;-;-;6.00;67 %;12.00;67 %;12.00;3.00;-;3.00;1.00;2.00;26.00;46 %;6.00;33 %;20.00;50 %;14.00;64 %;4.00;50 %;2.00;50 %;3.00;0 %;4.00;3.00;1;1.00;-;-;79.00;48.00;61 %;0 %;1.00;-;-;-;0.04;-;0.00;0.46;0.39;0.07;-;-;27.00;-;4.00;1.00;-;-;4.00;8.00;12.00;2.00;10.00;9.00;2.00;1.00;-
Давид Кокоев;Нефтехимик Нижнекамск;200;95;АП Ц;-;-;1.00;-;0 %;1.00;2.00;4.00;-;-;-;-;-;1.00;1.00;0.34;41.00;73 %;-;-;2.00;50 %;12.00;67 %;1.00;100 %;-;-;6.00;33 %;6.00;50 %;9.00;1.00;1.00;1.00;-;-;26.00;35 %;10.00;30 %;16.00;38 %;10.00;30 %;3.00;33 %;1.00;100 %;2.00;100 %;4.00;6.00;1;1.00;-;-;79.00;50.00;63 %;100 %;-;-;-;0.29;0.34;-;0.00;1.8;0.45;0.63;-;-;30.00;-;1.00;8.00;1.00;-;2.00;3.00;9.00;3.00;6.00;3.00;1.00;1.00;2.00
Александр Коротков;Арсенал Тула;248;95;З П;-;-;-;-;-;-;1.00;2.00;-;1.00;-;-;-;1.00;-;0.06;72.00;79 %;-;-;3.00;100 %;20.00;80 %;3.00;100 %;-;-;12.00;83 %;8.00;88 %;10.00;3.00;-;5.00;2.00;3.00;16.00;63 %;8.00;100 %;8.00;25 %;9.00;44 %;1.00;100 %;1.00;100 %;1.00;100 %;4.00;11.00;1;1.00;-;-;108.00;86.00;80 %;0 %;1.00;-;-;0.18;0.06;-;0.00;0.45;1.8;-0.63;0.23;0.12;57.00;-;3.00;16.00;3.00;-;10.00;7.00;10.00;8.00;2.00;4.00;1.00;1.00;1.00
Владимир Ковачевич;Динамо Махачкала;224;95;З ПЦ;-;-;-;-;-;-;2.00;2.00;-;1.00;1.00;-;-;-;-;-;31.00;81 %;-;-;-;-;8.00;50 %;2.00;0 %;-;-;3.00;0 %;1.00;100 %;3.00;-;-;6.00;1.00;-;20.00;75 %;14.00;71 %;6.00;83 %;12.00;75 %;-;-;-;-;-;-;9.00;5.00;1;1.00;-;-;65.00;54.00;83 %;-;-;-;-;0.10;-;-;-;0.46;0.39;0.07;0.07;0.07;25.00;-;-;4.00;-;-;-;1.00;15.00;10.00;5.00;9.00;-;-;-
Олег Ланин;Енисей Красноярск;212;95;ЗП Ц;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;47.00;81 %;-;-;2.00;50 %;13.00;69 %;2.00;0 %;1.00;0 %;6.00;50 %;3.00;67 %;9.00;3.00;1.00;7.00;-;-;18.00;56 %;13.00;62 %;5.00;40 %;5.00;20 %;-;-;-;-;4.00;100 %;12.00;14.00;1;1.00;-;-;92.00;74.00;80 %;-;-;-;-;-;-;-;-;0.39;0.46;-0.07;-;-;38.00;-;1.00;9.00;-;-;3.00;2.00;10.00;8.00;2.00;1.00;-;-;4.00
Александр Ломакин;Енисей Красноярск;209;95;АП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;0.02;52.00;75 %;-;-;1.00;100 %;8.00;38 %;1.00;0 %;-;-;6.00;33 %;2.00;50 %;8.00;3.00;2.00;-;-;-;14.00;57 %;5.00;80 %;9.00;44 %;4.00;25 %;2.00;50 %;-;-;3.00;100 %;3.00;6.00;1;1.00;-;-;78.00;57.00;73 %;100 %;-;-;-;0.02;0.02;-;0.00;0.39;0.46;-0.07;-;-;39.00;-;1.00;3.00;-;-;2.00;1.00;8.00;4.00;4.00;1.00;1.00;-;3.00
Анатолий Макаров;Арсенал Тула;214;95;П ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;-;-;-;50.00;78 %;-;-;-;-;12.00;58 %;3.00;67 %;-;-;6.00;67 %;2.00;0 %;8.00;-;2.00;3.00;2.00;1.00;15.00;47 %;5.00;60 %;10.00;40 %;6.00;17 %;2.00;50 %;-;-;1.00;100 %;8.00;13.00;1;1.00;-;-;89.00;68.00;76 %;-;-;-;-;0.09;-;-;-;0.45;1.8;-0.63;0.06;0.06;39.00;-;-;7.00;2.00;-;4.00;-;7.00;3.00;4.00;1.00;1.00;-;1.00
