Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Антон Антонов;Черноморец;212;98;П Л;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;-;0.19;31.00;84 %;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;-;1.00;100 %;3.00;-;-;3.00;-;1.00;16.00;63 %;9.00;89 %;7.00;29 %;2.00;50 %;5.00;40 %;1.00;0 %;3.00;100 %;5.00;2.00;1;1.00;-;-;56.00;44.00;79 %;0 %;-;1.00;-;0.03;0.19;-;0.00;1.6;2.30;-1.24;-;-;26.00;-;-;1.00;1.00;-;-;1.00;10.00;8.00;2.00;1.00;2.00;-;3.00
Юрий Будагян;Черноморец;232;98;П ЛЦ;-;-;-;-;-;-;-;5.00;-;-;-;-;-;-;-;-;35.00;86 %;1.00;0 %;1.00;0 %;8.00;75 %;1.00;100 %;-;-;4.00;75 %;3.00;67 %;2.00;1.00;1.00;1.00;-;1.00;10.00;70 %;4.00;50 %;6.00;83 %;4.00;50 %;4.00;100 %;1.00;100 %;1.00;0 %;3.00;4.00;1;1.00;-;-;54.00;45.00;83 %;-;-;-;-;0.03;-;-;-;1.6;2.30;-1.24;-;-;30.00;-;-;6.00;1.00;-;3.00;2.00;7.00;2.00;5.00;2.00;4.00;1.00;-
Денис Фомин;Черноморец;229;98;З ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;67.00;85 %;-;-;-;-;16.00;88 %;4.00;50 %;-;-;4.00;75 %;-;-;4.00;2.00;-;9.00;1.00;-;10.00;90 %;6.00;83 %;4.00;100 %;7.00;100 %;-;-;-;-;2.00;50 %;10.00;5.00;1;1.00;-;-;93.00;82.00;88 %;-;-;-;-;-;-;-;-;1.6;2.30;-1.24;0.42;0.21;57.00;-;-;14.00;2.00;-;3.00;-;9.00;5.00;4.00;7.00;-;-;1.00
Виктор Гараев;Черноморец;193;98;З П;-;1.00;-;-;-;1.00;1.00;2.00;1.00;3.00;-;-;-;-;-;-;72.00;75 %;-;-;6.00;33 %;12.00;42 %;6.00;67 %;-;-;10.00;50 %;7.00;43 %;14.00;5.00;3.00;5.00;1.00;3.00;11.00;55 %;7.00;57 %;4.00;50 %;3.00;100 %;-;-;-;-;3.00;33 %;7.00;3.00;1;1.00;-;-;99.00;73.00;74 %;-;-;-;-;0.12;-;-;-;1.6;2.30;-1.24;-;-;54.00;-;2.00;5.00;4.00;-;5.00;3.00;6.00;4.00;2.00;3.00;-;-;1.00
Иван Хомуха;ФК Волгарь;214;98;З Ц;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;29.00;72 %;-;-;-;-;5.00;80 %;-;-;-;-;1.00;100 %;-;-;4.00;2.00;-;6.00;-;-;16.00;81 %;14.00;86 %;2.00;50 %;11.00;73 %;-;-;-;-;2.00;100 %;13.00;1.00;1;1.00;-;-;60.00;49.00;82 %;-;-;-;-;-;-;-;-;2.30;1.6;1.24;0.50;0.17;21.00;-;-;4.00;-;-;1.00;-;13.00;12.00;1.00;8.00;-;-;2.00
Данил Кленкин;ФК Волгарь;225;98;П ПЦ;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;1.00;-;0.02;40.00;78 %;1.00;100 %;4.00;25 %;12.00;75 %;3.00;33 %;2.00;0 %;4.00;100 %;4.00;25 %;9.00;-;2.00;6.00;4.00;1.00;11.00;55 %;4.00;50 %;7.00;57 %;2.00;0 %;3.00;67 %;2.00;50 %;2.00;50 %;5.00;4.00;1;1.00;-;-;64.00;47.00;73 %;0 %;-;1.00;-;0.09;0.02;-;0.00;2.30;1.6;1.24;-;-;31.00;1.00;1.00;9.00;1.00;-;4.00;1.00;6.00;2.00;4.00;-;2.00;1.00;1.00
Дмитрий Коробов;Черноморец;212;98;ЗП Ц;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;1.00;-;0.01;47.00;94 %;-;-;1.00;0 %;7.00;86 %;-;-;-;-;1.00;100 %;2.00;50 %;4.00;1.00;2.00;4.00;1.00;1.00;12.00;58 %;9.00;56 %;3.00;67 %;4.00;50 %;1.00;100 %;-;-;3.00;67 %;6.00;9.00;1;1.00;-;-;78.00;67.00;86 %;0 %;1.00;-;-;0.19;0.01;-;0.00;1.6;2.30;-1.24;0.06;0.03;44.00;-;-;6.00;-;-;1.00;1.00;7.00;5.00;2.00;2.00;1.00;-;2.00
Никола Кумбурович;Черноморец;209;98;З ЛЦ;-;-;-;-;-;-;1.00;1.00;1.00;2.00;-;-;-;-;-;-;80.00;89 %;-;-;-;-;13.00;77 %;6.00;83 %;1.00;100 %;8.00;75 %;-;-;5.00;2.00;-;8.00;1.00;1.00;14.00;71 %;12.00;75 %;2.00;50 %;9.00;89 %;-;-;-;-;2.00;100 %;7.00;4.00;1;1.00;-;-;106.00;93.00;88 %;-;-;-;-;-;-;-;-;1.6;2.30;-1.24;0.63;0.16;71.00;-;-;10.00;5.00;1.00;6.00;-;10.00;9.00;1.00;8.00;-;-;2.00
Иван Маклаков;Черноморец;262;98;ЗЛ;1.00;-;1.00;1.00;100 %;1.00;-;-;1.00;2.00;-;-;-;2.00;1.00;0.05;91.00;88 %;1.00;100 %;3.00;67 %;20.00;65 %;8.00;63 %;3.00;33 %;11.00;64 %;11.00;45 %;7.00;3.00;-;3.00;-;9.00;9.00;67 %;8.00;63 %;1.00;100 %;2.00;100 %;-;-;-;-;3.00;67 %;6.00;3.00;1;1.00;-;-;121.00;106.00;88 %;50 %;-;1.00;-;0.40;0.03;0.05;20.00;1.6;2.30;-1.24;0.40;0.40;80.00;1.00;2.00;13.00;5.00;1.00;7.00;5.00;6.00;5.00;1.00;2.00;-;-;2.00
Егор Прошкин;ФК Волгарь;214;98;З ЛЦ;1.00;-;1.00;1.00;100 %;-;1.00;1.00;-;1.00;-;-;-;1.00;1.00;0.39;54.00;76 %;-;-;2.00;50 %;14.00;71 %;5.00;100 %;1.00;100 %;16.00;75 %;3.00;100 %;10.00;4.00;-;6.00;2.00;6.00;12.00;67 %;9.00;56 %;3.00;100 %;4.00;100 %;-;-;-;-;2.00;50 %;7.00;4.00;1;1.00;-;-;86.00;69.00;80 %;100 %;-;-;-;0.04;0.39;0.39;2.56;2.30;1.6;1.24;0.45;0.45;41.00;-;1.00;10.00;5.00;1.00;12.00;3.00;8.00;5.00;3.00;4.00;-;-;1.00
Шамиль Саадуев;Черноморец;188;98;П ПЦ;-;-;-;-;-;1.00;2.00;-;-;1.00;-;-;-;1.00;-;0.10;36.00;83 %;1.00;100 %;-;-;7.00;86 %;2.00;50 %;-;-;2.00;50 %;4.00;75 %;7.00;2.00;1.00;2.00;1.00;6.00;15.00;27 %;5.00;40 %;10.00;20 %;-;-;3.00;0 %;1.00;0 %;2.00;100 %;-;5.00;1;1.00;-;-;64.00;45.00;70 %;0 %;-;1.00;-;0.05;0.10;-;0.00;1.6;2.30;-1.24;-;-;30.00;1.00;-;6.00;1.00;-;1.00;3.00;4.00;2.00;2.00;-;-;-;2.00
Евгений Шляков;ФК Волгарь;216;98;З ПЦ;-;-;1.00;-;0 %;1.00;2.00;1.00;-;-;1.00;-;-;3.00;1.00;1.37;48.00;77 %;2.00;50 %;4.00;0 %;10.00;80 %;6.00;50 %;-;-;2.00;50 %;10.00;60 %;5.00;-;1.00;5.00;-;4.00;13.00;46 %;7.00;71 %;6.00;17 %;4.00;25 %;2.00;50 %;2.00;50 %;4.00;75 %;3.00;9.00;1;1.00;-;-;81.00;60.00;74 %;33 %;1.00;-;1.00;0.10;0.46;-;0.00;2.30;1.6;1.24;0.19;0.19;37.00;1.00;-;8.00;3.00;-;1.00;6.00;6.00;5.00;1.00;1.00;1.00;1.00;3.00
Денис Ткачук;ФК Волгарь;232;98;ЗП Л;-;-;2.00;-;0 %;4.00;1.00;3.00;-;2.00;-;-;-;3.00;-;0.24;40.00;75 %;3.00;100 %;11.00;73 %;5.00;60 %;-;-;-;-;1.00;100 %;16.00;69 %;9.00;1.00;3.00;2.00;-;1.00;7.00;43 %;4.00;75 %;3.00;0 %;3.00;33 %;-;-;-;-;-;-;2.00;7.00;1;1.00;-;-;63.00;43.00;68 %;0 %;2.00;1.00;-;1.56;0.08;-;0.00;2.30;1.6;1.24;-;-;30.00;3.00;8.00;3.00;-;-;1.00;11.00;3.00;3.00;-;1.00;-;-;-
Василий Алейников;Шинник;211;97;ЗП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;2.00;1.00;0.05;47.00;87 %;-;-;1.00;0 %;9.00;78 %;2.00;50 %;1.00;0 %;4.00;50 %;4.00;50 %;5.00;-;1.00;10.00;2.00;4.00;19.00;53 %;10.00;30 %;9.00;78 %;6.00;50 %;2.00;100 %;-;-;5.00;40 %;8.00;10.00;1;1.00;-;-;91.00;74.00;81 %;50 %;-;1.00;-;0.15;0.03;-;0.00;0.98;2.1;-1.03;0.24;0.12;41.00;-;-;7.00;1.00;-;2.00;2.00;10.00;3.00;7.00;3.00;2.00;-;2.00
Руслан Байтуков;Тюмень;217;97;З ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;36.00;83 %;-;-;-;-;7.00;71 %;2.00;100 %;-;-;2.00;100 %;2.00;50 %;4.00;3.00;-;8.00;-;-;15.00;73 %;14.00;71 %;1.00;100 %;9.00;67 %;-;-;-;-;2.00;100 %;6.00;8.00;1;1.00;-;-;67.00;57.00;85 %;-;-;-;-;-;-;-;-;2.1;0.98;1.3;0.21;0.07;30.00;-;-;5.00;2.00;-;2.00;1.00;11.00;10.00;1.00;6.00;-;-;2.00
Максим Беляев;Ленинградец;208;97;З ПЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;31.00;77 %;-;-;-;-;6.00;33 %;2.00;0 %;-;-;3.00;33 %;-;-;4.00;1.00;-;13.00;1.00;1.00;14.00;71 %;12.00;75 %;2.00;50 %;9.00;89 %;1.00;100 %;-;-;-;-;13.00;6.00;1;1.00;-;-;66.00;55.00;83 %;-;-;-;-;-;-;-;-;0.87;0.97;-0.10;0.06;0.03;24.00;-;-;2.00;-;-;1.00;-;10.00;9.00;1.00;8.00;1.00;-;-
Александр Бем;Тюмень;210;97;З П;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;49.00;80 %;-;-;1.00;0 %;13.00;62 %;2.00;0 %;-;-;9.00;56 %;2.00;0 %;4.00;-;-;6.00;1.00;-;14.00;43 %;12.00;42 %;2.00;50 %;5.00;20 %;2.00;50 %;2.00;50 %;4.00;50 %;3.00;8.00;1;1.00;-;-;75.00;57.00;76 %;-;-;-;-;-;-;-;-;2.1;0.98;1.3;0.03;0.03;39.00;-;-;8.00;-;-;5.00;-;6.00;5.00;1.00;1.00;1.00;1.00;2.00
Сергей Бородин;Торпедо Москва;197;97;З Ц;-;-;-;-;-;-;3.00;-;-;1.00;1.00;-;-;-;-;-;50.00;88 %;-;-;-;-;5.00;40 %;3.00;33 %;1.00;0 %;3.00;33 %;1.00;0 %;3.00;-;-;10.00;-;-;20.00;60 %;14.00;64 %;6.00;50 %;7.00;43 %;-;-;-;-;5.00;80 %;5.00;8.00;1;1.00;-;-;83.00;69.00;83 %;-;-;-;-;0.01;-;-;-;0.97;0.87;0.10;-;-;44.00;-;-;2.00;1.00;-;1.00;-;12.00;9.00;3.00;3.00;-;-;4.00
Марио Чурич;Торпедо Москва;212;97;ЗП Ц;-;-;-;-;-;-;1.00;3.00;-;1.00;-;-;-;3.00;-;0.05;57.00;84 %;1.00;0 %;-;-;14.00;64 %;-;-;-;-;8.00;63 %;3.00;33 %;3.00;-;-;1.00;-;8.00;17.00;59 %;9.00;44 %;8.00;75 %;4.00;100 %;2.00;50 %;-;-;2.00;0 %;5.00;13.00;1;1.00;-;-;103.00;84.00;82 %;0 %;1.00;2.00;-;0.02;0.02;-;0.00;0.97;0.87;0.10;0.30;0.15;48.00;-;-;9.00;-;-;5.00;1.00;10.00;4.00;6.00;4.00;1.00;-;-
Валерий Громыко;Торпедо Москва;191;97;П ЛЦ;-;-;1.00;-;0 %;-;1.00;1.00;-;-;-;-;-;2.00;1.00;0.21;38.00;76 %;-;-;1.00;0 %;4.00;75 %;1.00;0 %;-;-;1.00;100 %;3.00;33 %;9.00;1.00;2.00;1.00;1.00;-;13.00;54 %;4.00;0 %;9.00;78 %;5.00;40 %;-;-;-;-;1.00;0 %;3.00;8.00;1;1.00;-;-;66.00;48.00;73 %;50 %;1.00;-;-;-;0.10;-;0.00;0.97;0.87;0.10;-;-;29.00;-;-;3.00;-;-;1.00;1.00;7.00;-;7.00;2.00;-;-;-
Никита Калугин;Торпедо Москва;180;97;З ПЦ;-;-;-;-;-;-;3.00;-;2.00;2.00;1.00;-;-;-;-;-;59.00;88 %;-;-;2.00;50 %;15.00;80 %;2.00;100 %;1.00;100 %;4.00;100 %;2.00;50 %;3.00;2.00;-;9.00;1.00;1.00;27.00;63 %;23.00;61 %;4.00;75 %;13.00;77 %;-;-;-;-;9.00;33 %;6.00;6.00;1;1.00;-;-;100.00;83.00;83 %;-;-;-;-;-;-;-;-;0.97;0.87;0.10;-;-;52.00;-;1.00;12.00;2.00;1.00;4.00;1.00;17.00;14.00;3.00;10.00;-;-;3.00
Валерий Каптилов;Ленинградец;180;97;З ЛЦ;-;-;-;-;-;-;1.00;-;2.00;2.00;-;-;1.00;-;-;-;25.00;72 %;-;-;-;-;4.00;50 %;1.00;0 %;1.00;0 %;2.00;50 %;-;-;3.00;1.00;-;5.00;1.00;-;14.00;71 %;13.00;77 %;1.00;0 %;5.00;80 %;-;-;-;-;4.00;75 %;4.00;2.00;1;1.00;-;-;45.00;34.00;76 %;-;-;-;-;-;-;-;-;0.87;0.97;-0.10;-;-;18.00;-;-;2.00;-;-;1.00;-;10.00;10.00;-;4.00;-;-;3.00
Андрей Хитяев;Ленинградец;193;97;ЗП П;-;1.00;-;-;-;1.00;1.00;-;-;1.00;-;-;-;-;-;-;26.00;69 %;1.00;0 %;1.00;0 %;5.00;40 %;2.00;50 %;1.00;0 %;2.00;50 %;1.00;0 %;8.00;4.00;-;3.00;-;2.00;8.00;63 %;3.00;67 %;5.00;60 %;-;-;1.00;100 %;1.00;100 %;3.00;67 %;5.00;4.00;1;1.00;-;-;46.00;35.00;76 %;-;-;-;-;0.09;-;-;-;0.87;0.97;-0.10;0.02;0.02;18.00;-;-;2.00;1.00;-;1.00;-;5.00;2.00;3.00;-;1.00;1.00;2.00
Кирилл Колесниченко;Ленинградец;236;97;АП ПЦ;1.00;-;2.00;1.00;50 %;1.00;2.00;-;-;-;1.00;-;1.00;2.00;1.00;0.98;20.00;65 %;1.00;0 %;1.00;0 %;5.00;40 %;2.00;100 %;-;-;4.00;50 %;3.00;67 %;13.00;2.00;2.00;1.00;-;4.00;19.00;37 %;6.00;33 %;13.00;38 %;7.00;43 %;7.00;43 %;3.00;67 %;2.00;50 %;3.00;6.00;1;1.00;-;-;57.00;35.00;61 %;50 %;1.00;-;-;0.22;0.49;0.98;1.2;0.87;0.97;-0.10;-;-;13.00;-;-;2.00;2.00;-;2.00;2.00;7.00;2.00;5.00;3.00;3.00;2.00;1.00
Ираклий Манелов;Торпедо Москва;216;97;ЗП П;-;-;-;-;-;-;1.00;1.00;1.00;1.00;-;-;-;-;-;-;52.00;87 %;1.00;0 %;4.00;50 %;12.00;67 %;2.00;50 %;-;-;7.00;86 %;4.00;25 %;6.00;1.00;2.00;7.00;-;6.00;16.00;63 %;8.00;63 %;8.00;63 %;-;-;3.00;67 %;2.00;100 %;7.00;71 %;8.00;5.00;1;1.00;-;-;90.00;75.00;83 %;-;-;-;-;0.26;-;-;-;0.97;0.87;0.10;0.09;0.09;45.00;-;2.00;8.00;1.00;-;6.00;1.00;10.00;5.00;5.00;-;2.00;2.00;5.00
Иван Маркелов;Тюмень;219;97;ЗЛ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;1.00;0.02;51.00;71 %;-;-;4.00;25 %;17.00;71 %;4.00;25 %;2.00;50 %;10.00;70 %;6.00;33 %;15.00;4.00;3.00;7.00;3.00;-;23.00;70 %;14.00;79 %;9.00;56 %;10.00;70 %;1.00;0 %;1.00;0 %;4.00;100 %;9.00;6.00;1;1.00;-;-;93.00;68.00;73 %;100 %;-;-;-;0.42;0.02;-;0.00;2.1;0.98;1.3;0.11;0.11;36.00;-;1.00;12.00;1.00;1.00;7.00;2.00;16.00;11.00;5.00;7.00;-;-;4.00
Никита Печенкин;Тюмень;195;97;З ЛЦ;-;-;2.00;-;0 %;1.00;-;-;1.00;2.00;-;-;-;3.00;-;0.33;42.00;74 %;-;-;-;-;16.00;69 %;4.00;50 %;1.00;100 %;4.00;75 %;1.00;100 %;5.00;2.00;-;14.00;2.00;2.00;18.00;67 %;13.00;62 %;5.00;80 %;13.00;69 %;-;-;-;-;2.00;50 %;16.00;5.00;1;1.00;-;-;86.00;66.00;77 %;0 %;2.00;-;1.00;-;0.11;-;0.00;2.1;0.98;1.3;0.30;0.10;31.00;-;-;11.00;2.00;1.00;3.00;1.00;12.00;8.00;4.00;9.00;-;-;1.00
Илья Порохов;Тюмень;264;97;АП Л;1.00;1.00;1.00;1.00;100 %;2.00;-;-;-;-;-;-;-;2.00;2.00;0.27;26.00;77 %;2.00;100 %;-;-;8.00;88 %;-;-;-;-;3.00;67 %;2.00;100 %;7.00;-;2.00;1.00;-;2.00;21.00;33 %;9.00;22 %;12.00;42 %;3.00;67 %;5.00;40 %;4.00;50 %;2.00;0 %;1.00;5.00;1;1.00;-;-;59.00;37.00;63 %;100 %;-;-;-;0.54;0.14;0.27;3.70;2.1;0.98;1.3;0.03;0.03;20.00;2.00;-;7.00;-;-;2.00;2.00;7.00;2.00;5.00;2.00;2.00;2.00;-
