Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Дмитрий Бегун;СКА-Хабаровск;213;71;ЗЛ;-;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;1.00;-;0.02;30.00;77 %;-;-;1.00;100 %;4.00;0 %;1.00;100 %;-;-;3.00;67 %;1.00;100 %;2.00;2.00;-;3.00;-;2.00;16.00;56 %;8.00;75 %;8.00;38 %;5.00;80 %;3.00;67 %;1.00;100 %;4.00;75 %;5.00;3.00;1;1.00;1.00;-;57.00;42.00;74 %;0 %;-;1.00;-;-;0.02;-;0.00;0.59;1.10;-0.51;0.09;0.09;23.00;-;1.00;-;1.00;-;2.00;1.00;9.00;6.00;3.00;4.00;2.00;1.00;3.00
Артем Симонян;СКА-Хабаровск;208;71;АП Ц;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;32.00;63 %;-;-;2.00;0 %;3.00;33 %;-;-;-;-;2.00;0 %;6.00;33 %;7.00;-;-;1.00;1.00;5.00;16.00;63 %;4.00;75 %;12.00;58 %;4.00;50 %;5.00;60 %;4.00;75 %;2.00;100 %;-;1.00;1;1.00;1.00;-;54.00;36.00;67 %;-;-;-;-;0.49;-;-;-;0.59;1.10;-0.51;-;-;20.00;-;-;1.00;-;-;-;2.00;10.00;3.00;7.00;2.00;3.00;3.00;2.00
Марио Чурич;Торпедо Москва;198;70;П П;-;-;-;-;-;-;1.00;4.00;-;-;-;-;-;2.00;-;0.04;38.00;79 %;-;-;-;-;4.00;50 %;2.00;50 %;-;-;3.00;67 %;3.00;67 %;8.00;1.00;2.00;2.00;1.00;3.00;17.00;41 %;5.00;40 %;12.00;42 %;2.00;50 %;4.00;50 %;3.00;33 %;3.00;33 %;1.00;8.00;1;1.00;1.00;-;71.00;49.00;69 %;0 %;-;2.00;-;-;0.02;-;0.00;0.55;1.89;-1.34;-;-;30.00;-;-;2.00;1.00;-;2.00;2.00;7.00;2.00;5.00;1.00;2.00;1.00;1.00
Роман Кудрявцев;Ленинградец;174;70;З ПЦ;-;-;-;-;-;-;3.00;-;-;-;-;-;-;-;-;-;16.00;69 %;-;-;-;-;6.00;50 %;2.00;0 %;1.00;0 %;3.00;33 %;-;-;4.00;1.00;-;3.00;-;-;8.00;50 %;5.00;60 %;3.00;33 %;3.00;33 %;-;-;-;-;1.00;100 %;2.00;8.00;1;-;-;1.00;35.00;26.00;74 %;-;-;-;-;-;-;-;-;0.20;0.65;-0.45;-;-;11.00;-;-;3.00;-;-;1.00;-;4.00;3.00;1.00;1.00;-;-;1.00
Андрей Анисимов;ФК Волгарь;258;69;ЗП Ц;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;1.00;-;0.02;48.00;92 %;-;-;-;-;9.00;78 %;1.00;100 %;-;-;6.00;67 %;1.00;100 %;1.00;-;1.00;5.00;3.00;-;7.00;86 %;3.00;100 %;4.00;75 %;3.00;100 %;-;-;-;-;-;-;8.00;6.00;1;1.00;1.00;-;71.00;64.00;90 %;0 %;1.00;-;-;-;0.02;-;0.00;0.61;0.47;0.14;-;-;44.00;-;-;7.00;1.00;-;4.00;1.00;6.00;3.00;3.00;3.00;-;-;-
Алекс Мацукатов;Арсенал Тула;242;69;П ПЦ;-;-;2.00;-;0 %;2.00;-;2.00;-;-;-;-;-;3.00;1.00;0.39;24.00;79 %;1.00;0 %;2.00;100 %;3.00;33 %;-;-;-;-;3.00;67 %;5.00;80 %;7.00;1.00;1.00;4.00;3.00;2.00;18.00;56 %;8.00;50 %;10.00;60 %;5.00;60 %;4.00;75 %;2.00;50 %;3.00;67 %;2.00;7.00;1;1.00;1.00;-;57.00;41.00;72 %;33 %;1.00;1.00;-;0.18;0.13;-;0.00;3.76;0.74;3.2;-;-;19.00;-;2.00;1.00;-;-;2.00;4.00;10.00;4.00;6.00;3.00;3.00;1.00;2.00
Мухаммад Султонов;Родина Москва;208;69;П П;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;4.00;2.00;0.53;21.00;62 %;-;-;1.00;100 %;3.00;0 %;1.00;0 %;-;-;2.00;0 %;2.00;100 %;10.00;3.00;2.00;1.00;1.00;-;10.00;40 %;5.00;60 %;5.00;20 %;3.00;33 %;-;-;-;-;2.00;100 %;2.00;5.00;1;1.00;1.00;-;44.00;26.00;59 %;50 %;2.00;-;-;0.59;0.13;-;0.00;1.89;0.55;1.34;-;-;13.00;-;1.00;-;-;-;-;2.00;4.00;3.00;1.00;1.00;-;-;2.00
Максим Турищев;Родина Москва;254;69;Ф ПЦ;-;1.00;-;-;-;2.00;2.00;-;-;-;-;-;1.00;4.00;1.00;0.69;20.00;55 %;3.00;67 %;1.00;0 %;4.00;25 %;1.00;100 %;-;-;1.00;100 %;4.00;0 %;10.00;3.00;1.00;-;-;3.00;21.00;29 %;7.00;0 %;14.00;43 %;10.00;20 %;2.00;100 %;1.00;100 %;4.00;0 %;-;4.00;1;1.00;1.00;-;53.00;25.00;47 %;25 %;3.00;-;-;0.91;0.17;-;0.00;1.89;0.55;1.34;-;-;11.00;2.00;-;1.00;1.00;-;1.00;-;6.00;-;6.00;2.00;2.00;1.00;-
Павел Горелов;КамАЗ Набережные Челны;182;68;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.02;9.00;67 %;-;-;-;-;2.00;50 %;1.00;0 %;-;-;1.00;0 %;-;-;4.00;1.00;-;2.00;-;1.00;16.00;25 %;8.00;50 %;8.00;0 %;5.00;40 %;2.00;0 %;1.00;0 %;3.00;33 %;3.00;2.00;1;1.00;1.00;-;32.00;16.00;50 %;0 %;1.00;-;-;-;0.02;-;0.00;0.91;0.32;0.59;-;-;6.00;-;-;1.00;-;-;-;-;4.00;4.00;-;2.00;-;-;1.00
Бутта Магомедов;Химки;181;68;ЗП ЛЦ;-;-;1.00;-;0 %;-;1.00;-;-;-;1.00;-;-;5.00;4.00;0.46;36.00;75 %;-;-;1.00;100 %;7.00;71 %;1.00;0 %;-;-;3.00;67 %;6.00;50 %;7.00;2.00;1.00;3.00;-;3.00;9.00;22 %;6.00;33 %;3.00;0 %;3.00;33 %;-;-;-;-;3.00;33 %;1.00;4.00;1;1.00;1.00;-;59.00;41.00;69 %;80 %;1.00;-;-;0.09;0.09;-;0.00;1.82;0.37;1.45;-;-;27.00;-;1.00;5.00;-;-;2.00;3.00;2.00;2.00;-;1.00;-;-;1.00
Дамир Таликин;КамАЗ Набережные Челны;215;68;П ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;31.00;74 %;-;-;-;-;9.00;44 %;2.00;100 %;-;-;4.00;50 %;-;-;7.00;1.00;1.00;1.00;1.00;-;15.00;60 %;7.00;43 %;8.00;75 %;5.00;60 %;5.00;60 %;4.00;50 %;2.00;50 %;5.00;6.00;1;1.00;1.00;-;58.00;43.00;74 %;-;-;-;-;0.01;-;-;-;0.91;0.32;0.59;-;-;23.00;-;-;4.00;2.00;-;2.00;-;9.00;3.00;6.00;3.00;3.00;2.00;1.00
Владислав Яковлев;Химки;206;68;Ф Ц;1.00;-;1.00;1.00;100 %;-;1.00;-;-;-;-;-;3.00;1.00;1.00;0.57;7.00;86 %;-;-;1.00;0 %;-;-;1.00;100 %;-;-;-;-;-;-;9.00;1.00;1.00;-;-;1.00;16.00;19 %;3.00;33 %;13.00;15 %;6.00;17 %;-;-;-;-;1.00;100 %;1.00;2.00;1;1.00;1.00;-;29.00;14.00;48 %;100 %;-;-;-;0.11;0.57;0.57;1.75;1.82;0.37;1.45;-;-;6.00;-;-;-;1.00;-;-;-;3.00;1.00;2.00;1.00;-;-;1.00
Игорь Соколов;Шинник;231;67;АП Ц;1.00;-;1.00;1.00;100 %;-;1.00;-;-;-;-;-;-;1.00;1.00;0.59;27.00;67 %;-;-;2.00;50 %;6.00;100 %;-;-;-;-;2.00;100 %;3.00;67 %;10.00;2.00;-;1.00;-;4.00;9.00;11 %;3.00;0 %;6.00;17 %;2.00;0 %;1.00;100 %;1.00;100 %;-;-;2.00;4.00;1;1.00;1.00;-;47.00;30.00;64 %;100 %;-;-;-;0.04;0.59;0.59;1.69;0.98;0.54;0.44;-;-;18.00;-;1.00;6.00;-;-;2.00;2.00;1.00;-;1.00;-;1.00;1.00;-
Руслан Апеков;ФК Акрон Тольятти;221;66;АП Л;-;-;1.00;-;0 %;1.00;1.00;2.00;-;-;-;-;1.00;3.00;1.00;0.33;23.00;61 %;-;-;3.00;67 %;4.00;50 %;-;-;-;-;-;-;4.00;50 %;6.00;-;-;2.00;1.00;6.00;11.00;45 %;4.00;25 %;7.00;57 %;2.00;100 %;2.00;50 %;1.00;100 %;2.00;0 %;-;3.00;1;1.00;1.00;-;46.00;29.00;63 %;33 %;1.00;1.00;-;0.04;0.11;-;0.00;1.92;0.42;1.50;-;-;14.00;-;2.00;2.00;-;-;-;2.00;5.00;1.00;4.00;2.00;1.00;1.00;-
Артём Котик;Нефтехимик Нижнекамск;160;66;Ф ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;10.00;60 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;10.00;1.00;2.00;1.00;1.00;-;21.00;29 %;2.00;50 %;19.00;26 %;17.00;29 %;-;-;-;-;-;-;-;2.00;1;1.00;1.00;-;35.00;14.00;40 %;-;-;-;-;-;-;-;-;0.54;0.98;-0.44;-;-;6.00;-;-;1.00;-;-;-;-;6.00;1.00;5.00;5.00;-;-;-
Евгений Песегов;ФК Акрон Тольятти;242;66;ЗП ПЦ;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;2.00;1.00;0.73;65.00;86 %;-;-;4.00;25 %;20.00;80 %;4.00;25 %;-;-;10.00;70 %;9.00;44 %;4.00;-;1.00;6.00;-;4.00;5.00;80 %;4.00;75 %;1.00;100 %;1.00;0 %;-;-;-;-;1.00;100 %;2.00;11.00;1;1.00;1.00;-;91.00;79.00;87 %;50 %;1.00;-;-;0.28;0.36;-;0.00;1.92;0.42;1.50;0.08;0.03;56.00;-;1.00;16.00;1.00;-;7.00;4.00;4.00;3.00;1.00;-;-;-;1.00
Андрес Фабиан Понсе Нуньес;ФК Акрон Тольятти;195;66;Ф Ц;-;-;3.00;-;0 %;-;1.00;-;-;-;-;-;2.00;5.00;1.00;0.51;6.00;83 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;-;5.00;-;-;-;-;-;10.00;40 %;1.00;0 %;9.00;44 %;4.00;50 %;-;-;-;-;1.00;0 %;-;-;1;1.00;1.00;-;21.00;10.00;48 %;20 %;4.00;-;-;-;0.10;-;0.00;1.92;0.42;1.50;-;-;5.00;-;-;-;-;-;-;-;4.00;-;4.00;2.00;-;-;-
Данила Ежков;Сокол Саратов;164;64;Ф Ц;-;-;-;-;-;-;2.00;1.00;1.00;1.00;-;-;-;-;-;-;8.00;63 %;-;-;1.00;0 %;1.00;100 %;-;-;-;-;-;-;-;-;9.00;1.00;2.00;1.00;1.00;-;13.00;23 %;2.00;0 %;11.00;27 %;9.00;33 %;-;-;-;-;-;-;1.00;2.00;1;1.00;1.00;-;26.00;11.00;42 %;-;-;-;-;0.27;-;-;-;0.47;0.56;-0.09;-;-;5.00;-;-;1.00;-;-;-;-;3.00;-;3.00;3.00;-;-;-
Никита Козловский;Сокол Саратов;196;64;АП Л;-;-;1.00;-;0 %;1.00;-;-;-;-;-;-;-;2.00;-;0.27;10.00;40 %;-;-;-;-;4.00;25 %;-;-;-;-;3.00;0 %;-;-;7.00;-;1.00;-;-;-;10.00;40 %;4.00;50 %;6.00;33 %;3.00;33 %;1.00;100 %;1.00;100 %;1.00;100 %;1.00;4.00;1;1.00;1.00;-;28.00;13.00;46 %;0 %;1.00;1.00;-;-;0.14;-;0.00;0.47;0.56;-0.09;-;-;4.00;-;-;1.00;-;-;-;-;4.00;2.00;2.00;1.00;1.00;1.00;1.00
Сердер Сердеров;Динамо Махачкала;266;64;Ф Ц;2.00;-;3.00;2.00;67 %;-;1.00;2.00;-;-;-;-;-;3.00;2.00;0.65;6.00;33 %;1.00;0 %;1.00;0 %;-;-;-;-;-;-;-;-;-;-;5.00;1.00;1.00;-;-;1.00;12.00;42 %;3.00;33 %;9.00;44 %;3.00;33 %;1.00;100 %;-;-;3.00;33 %;1.00;2.00;1;1.00;1.00;-;26.00;13.00;50 %;67 %;-;1.00;-;-;0.22;0.33;3.8;1.10;0.59;0.51;-;-;2.00;-;-;-;-;-;-;-;5.00;1.00;4.00;1.00;1.00;-;1.00
Владислав Сиротов;Ленинградец;192;63;АП ЛЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;-;-;-;11.00;82 %;-;-;1.00;0 %;2.00;100 %;-;-;-;-;1.00;100 %;3.00;67 %;5.00;2.00;2.00;-;-;1.00;19.00;32 %;9.00;22 %;10.00;40 %;4.00;50 %;1.00;100 %;1.00;100 %;5.00;20 %;2.00;1.00;1;1.00;1.00;-;36.00;19.00;53 %;-;-;-;-;0.12;-;-;-;0.25;0.91;-0.66;-;-;9.00;-;-;2.00;-;-;1.00;2.00;6.00;2.00;4.00;2.00;1.00;1.00;1.00
Алексей Усанов;Торпедо Москва;195;63;АП Ц;-;-;-;-;-;-;1.00;-;-;1.00;1.00;-;-;-;-;-;15.00;73 %;-;-;2.00;0 %;3.00;67 %;-;-;-;-;-;-;3.00;33 %;2.00;1.00;1.00;1.00;1.00;-;9.00;67 %;2.00;100 %;7.00;57 %;2.00;50 %;1.00;0 %;1.00;0 %;-;-;4.00;2.00;1;1.00;1.00;-;31.00;23.00;74 %;-;-;-;-;0.03;-;-;-;0.55;1.85;-1.30;-;-;11.00;-;-;2.00;-;-;-;1.00;6.00;2.00;4.00;1.00;-;-;-
Яо Жан Шарль Оливье;СКА-Хабаровск;191;61;АП П;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;-;1.00;-;0.08;13.00;69 %;-;-;1.00;0 %;-;-;1.00;0 %;1.00;0 %;-;-;-;-;8.00;-;-;-;-;2.00;8.00;38 %;-;-;8.00;38 %;1.00;0 %;6.00;50 %;3.00;33 %;-;-;-;1.00;1;1.00;1.00;-;25.00;15.00;60 %;0 %;-;-;1.00;0.02;0.08;-;0.00;0.59;1.10;-0.51;-;-;9.00;-;-;-;-;-;-;-;3.00;-;3.00;-;3.00;1.00;-
Иван Маркелов;Тюмень;172;61;АП Л;-;-;-;-;-;-;1.00;-;1.00;2.00;-;-;-;-;-;-;30.00;70 %;1.00;0 %;3.00;33 %;4.00;50 %;-;-;-;-;1.00;0 %;6.00;33 %;3.00;1.00;1.00;5.00;2.00;1.00;7.00;29 %;5.00;20 %;2.00;50 %;2.00;50 %;1.00;100 %;-;-;2.00;0 %;4.00;7.00;1;1.00;1.00;-;51.00;36.00;71 %;-;-;-;-;-;-;-;-;0.71;3.65;-2.94;0.02;0.02;21.00;-;1.00;2.00;-;-;-;2.00;2.00;1.00;1.00;1.00;1.00;-;-
Никита Печенкин;Тюмень;189;61;З ЛЦ;-;-;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;40.00;80 %;-;-;-;-;11.00;64 %;4.00;75 %;1.00;0 %;4.00;50 %;1.00;0 %;3.00;2.00;1.00;5.00;-;1.00;10.00;60 %;8.00;63 %;2.00;50 %;4.00;75 %;-;-;-;-;-;-;12.00;4.00;1;1.00;1.00;-;69.00;56.00;81 %;-;-;-;-;-;-;-;-;0.71;3.65;-2.94;0.56;0.28;32.00;-;-;7.00;3.00;-;2.00;-;6.00;5.00;1.00;3.00;-;-;-
Павел Шадрин;Тюмень;184;61;АП Ц;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;30.00;77 %;1.00;0 %;1.00;0 %;3.00;0 %;-;-;-;-;1.00;100 %;3.00;33 %;3.00;1.00;-;-;-;1.00;14.00;21 %;5.00;0 %;9.00;33 %;4.00;25 %;2.00;50 %;-;-;2.00;0 %;3.00;2.00;1;1.00;1.00;-;50.00;32.00;64 %;-;-;-;-;-;-;-;-;0.71;3.65;-2.94;-;-;23.00;-;-;-;-;-;1.00;1.00;3.00;-;3.00;1.00;1.00;-;-
Павел Котов;Нефтехимик Нижнекамск;182;59;П Л;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.06;30.00;60 %;-;-;3.00;67 %;11.00;45 %;2.00;0 %;-;-;6.00;50 %;7.00;29 %;6.00;-;3.00;3.00;1.00;1.00;7.00;57 %;3.00;33 %;4.00;75 %;5.00;60 %;-;-;-;-;1.00;100 %;2.00;4.00;1;1.00;1.00;-;48.00;29.00;60 %;0 %;1.00;-;-;0.18;0.06;-;0.00;0.54;0.95;-0.41;-;-;18.00;-;2.00;5.00;-;-;3.00;2.00;4.00;1.00;3.00;3.00;-;-;1.00
Ибрагим Цаллагов;Алания Владикавказ;208;59;ЗП Ц;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;2.00;-;0.04;31.00;81 %;-;-;-;-;12.00;58 %;5.00;60 %;1.00;0 %;9.00;56 %;1.00;100 %;5.00;-;-;1.00;-;1.00;9.00;56 %;5.00;60 %;4.00;50 %;1.00;100 %;-;-;-;-;4.00;75 %;5.00;4.00;1;-;-;1.00;52.00;40.00;77 %;0 %;1.00;1.00;-;0.09;0.02;-;0.00;1.45;0.84;0.61;-;-;25.00;-;-;7.00;3.00;-;5.00;1.00;5.00;3.00;2.00;1.00;-;-;3.00
Артём Малахов;Шинник;212;57;АП П;-;1.00;-;-;-;2.00;1.00;-;-;-;-;-;1.00;1.00;-;0.02;24.00;79 %;1.00;100 %;1.00;100 %;4.00;75 %;-;-;-;-;2.00;50 %;4.00;75 %;5.00;-;2.00;4.00;-;-;16.00;44 %;5.00;60 %;11.00;36 %;7.00;57 %;1.00;0 %;-;-;3.00;33 %;2.00;6.00;1;1.00;1.00;-;51.00;34.00;67 %;0 %;1.00;-;-;0.88;0.02;-;0.00;0.95;0.54;0.41;-;-;19.00;1.00;1.00;3.00;-;-;1.00;3.00;7.00;3.00;4.00;4.00;-;-;1.00
Илья Рубцов;Шинник;170;57;Ф Ц;-;-;-;-;-;-;2.00;3.00;-;-;-;-;1.00;1.00;-;0.17;7.00;71 %;-;-;1.00;100 %;1.00;100 %;1.00;100 %;-;-;-;-;1.00;100 %;8.00;3.00;1.00;-;-;1.00;18.00;22 %;6.00;17 %;12.00;25 %;7.00;29 %;-;-;-;-;1.00;100 %;1.00;-;1;1.00;1.00;-;29.00;11.00;38 %;0 %;1.00;-;-;0.03;0.17;-;0.00;0.95;0.54;0.41;-;-;5.00;-;1.00;1.00;1.00;-;-;1.00;4.00;1.00;3.00;2.00;-;-;1.00
Максим Лаук;Кубань Краснодар;169;56;Ф ЛЦ;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;-;1.00;-;0.04;10.00;40 %;-;-;3.00;0 %;2.00;0 %;-;-;-;-;3.00;33 %;2.00;0 %;10.00;1.00;-;1.00;1.00;1.00;9.00;56 %;2.00;0 %;7.00;71 %;5.00;20 %;2.00;100 %;-;-;-;-;2.00;2.00;1;-;-;1.00;25.00;14.00;56 %;0 %;1.00;-;-;0.02;0.04;-;0.00;0.20;0.26;-0.06;0.07;0.07;4.00;-;-;-;-;-;1.00;-;5.00;-;5.00;1.00;2.00;-;-
Владислав Руденко;Черноморец;174;56;Ф ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.10;12.00;42 %;-;-;-;-;3.00;33 %;1.00;0 %;-;-;3.00;67 %;1.00;0 %;11.00;2.00;-;-;-;2.00;15.00;27 %;2.00;0 %;13.00;31 %;9.00;44 %;1.00;0 %;1.00;0 %;-;-;-;1.00;1;1.00;1.00;-;31.00;12.00;39 %;0 %;1.00;-;-;-;0.10;-;0.00;0.32;1.77;-1.45;-;-;5.00;-;-;1.00;-;-;2.00;-;4.00;-;4.00;4.00;-;-;-
Руслан Лисакович;Динамо Махачкала;192;55;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24.00;71 %;-;-;-;-;7.00;29 %;2.00;50 %;-;-;4.00;25 %;1.00;0 %;2.00;1.00;-;2.00;-;-;5.00;60 %;3.00;33 %;2.00;100 %;1.00;0 %;1.00;100 %;1.00;100 %;2.00;50 %;3.00;4.00;1;1.00;1.00;-;36.00;27.00;75 %;-;-;-;-;-;-;-;-;1.10;0.59;0.51;-;-;17.00;-;-;2.00;1.00;-;1.00;-;3.00;1.00;2.00;-;1.00;1.00;1.00
Хетаг Хосонов;Химки;190;50;ЗП ПЦ;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;1.00;1.00;0.02;25.00;76 %;-;-;-;-;4.00;50 %;1.00;0 %;-;-;2.00;0 %;-;-;5.00;1.00;-;2.00;2.00;-;11.00;55 %;3.00;67 %;8.00;50 %;6.00;50 %;-;-;-;-;3.00;67 %;2.00;5.00;1;-;-;1.00;44.00;33.00;75 %;100 %;-;-;-;0.02;0.02;-;0.00;0.19;0.20;-0.01;-;-;19.00;-;-;2.00;-;-;-;-;6.00;2.00;4.00;3.00;-;-;2.00
Иван Темников;Кубань Краснодар;229;50;ЗЛ;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;2.00;-;0.04;46.00;83 %;1.00;100 %;5.00;40 %;11.00;73 %;2.00;100 %;-;-;5.00;100 %;9.00;56 %;4.00;-;-;1.00;-;-;3.00;0 %;2.00;0 %;1.00;0 %;-;-;1.00;0 %;-;-;-;-;1.00;2.00;1;-;-;1.00;54.00;41.00;76 %;0 %;1.00;1.00;-;0.04;0.02;-;0.00;0.20;0.19;0.01;0.02;0.02;38.00;1.00;2.00;8.00;2.00;-;5.00;5.00;-;-;-;-;-;-;-
Никита Глушков;Енисей Красноярск;187;49;Ф ЛЦ;-;1.00;-;-;-;1.00;-;1.00;-;-;-;-;-;-;-;-;17.00;65 %;1.00;100 %;1.00;100 %;2.00;0 %;-;-;-;-;1.00;0 %;2.00;50 %;5.00;-;1.00;1.00;-;2.00;11.00;36 %;1.00;0 %;10.00;40 %;-;-;5.00;60 %;3.00;33 %;1.00;0 %;-;4.00;1;-;-;1.00;35.00;21.00;60 %;-;-;-;-;0.61;-;-;-;0.78;1.1;-0.23;-;-;11.00;1.00;1.00;-;-;-;-;1.00;4.00;-;4.00;-;3.00;1.00;-
Кирилл Косарев;ФК Волгарь;170;49;Ф Ц;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;1.00;0.08;8.00;63 %;1.00;0 %;-;-;2.00;50 %;-;-;-;-;-;-;-;-;4.00;-;1.00;-;-;-;3.00;33 %;-;-;3.00;33 %;1.00;0 %;1.00;100 %;1.00;100 %;-;-;1.00;1.00;1;-;-;1.00;15.00;9.00;60 %;100 %;-;-;-;-;0.08;-;0.00;0.50;0.17;0.33;-;-;5.00;-;-;1.00;-;-;-;-;1.00;-;1.00;-;1.00;1.00;-
Даниил Мартовой;ФК Волгарь;186;49;АП Л;-;-;-;-;-;-;-;2.00;-;-;-;-;-;2.00;-;0.08;9.00;67 %;-;-;3.00;0 %;-;-;1.00;100 %;-;-;-;-;2.00;0 %;1.00;-;-;-;-;1.00;12.00;50 %;1.00;0 %;11.00;55 %;2.00;50 %;6.00;67 %;5.00;60 %;-;-;-;4.00;1;-;-;1.00;28.00;17.00;61 %;0 %;1.00;1.00;-;-;0.04;-;0.00;0.50;0.17;0.33;-;-;6.00;-;-;-;1.00;-;-;-;6.00;-;6.00;1.00;4.00;3.00;-
Магомед Мусалов;СКА-Хабаровск;189;49;З П;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-;-;-;-;39.00;77 %;1.00;0 %;2.00;0 %;14.00;71 %;-;-;-;-;10.00;70 %;4.00;25 %;5.00;-;-;1.00;-;1.00;5.00;40 %;3.00;33 %;2.00;50 %;1.00;0 %;-;-;-;-;2.00;50 %;1.00;4.00;1;-;-;1.00;50.00;38.00;76 %;-;-;-;-;-;-;-;-;0.24;0.39;-0.15;0.03;0.03;30.00;-;-;10.00;-;-;7.00;1.00;2.00;1.00;1.00;-;-;-;1.00
Илья Петров;СКА-Хабаровск;217;49;ЗЛ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;2.00;-;0.15;50.00;80 %;-;-;5.00;40 %;18.00;61 %;4.00;50 %;1.00;100 %;9.00;78 %;11.00;45 %;5.00;-;1.00;1.00;-;2.00;6.00;83 %;4.00;100 %;2.00;50 %;1.00;100 %;-;-;-;-;1.00;100 %;2.00;8.00;1;-;-;1.00;71.00;57.00;80 %;0 %;-;2.00;-;0.04;0.07;-;0.00;0.24;0.39;-0.15;-;-;40.00;-;2.00;11.00;2.00;1.00;7.00;5.00;5.00;4.00;1.00;1.00;-;-;1.00
Николай Покидышев;СКА-Хабаровск;204;49;З П;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.01;36.00;89 %;-;-;-;-;11.00;73 %;2.00;50 %;1.00;0 %;8.00;63 %;1.00;0 %;3.00;-;-;2.00;-;1.00;5.00;40 %;4.00;50 %;1.00;0 %;2.00;0 %;-;-;-;-;-;-;3.00;2.00;1;1.00;1.00;-;48.00;40.00;83 %;0 %;-;1.00;-;-;0.01;-;0.00;0.59;1.10;-0.51;0.30;0.30;32.00;-;-;8.00;1.00;-;5.00;-;2.00;2.00;-;-;-;-;-
Андрей Савинов;СКА-Хабаровск;167;49;ЗП ЛЦ;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-;-;-;-;34.00;82 %;-;-;-;-;9.00;67 %;1.00;100 %;1.00;100 %;10.00;70 %;1.00;0 %;5.00;-;-;-;-;-;9.00;22 %;5.00;20 %;4.00;25 %;1.00;0 %;2.00;50 %;2.00;50 %;3.00;33 %;1.00;3.00;1;1.00;1.00;-;48.00;35.00;73 %;-;-;-;-;-;-;-;-;0.59;1.10;-0.51;-;-;28.00;-;-;6.00;1.00;1.00;7.00;-;2.00;1.00;1.00;-;1.00;1.00;1.00
