Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Артём Молодцов;Сокол Саратов;211;96;З П;-;1.00;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;22.00;73 %;1.00;100 %;1.00;100 %;9.00;67 %;-;-;-;-;4.00;75 %;2.00;50 %;4.00;1.00;-;2.00;-;-;8.00;50 %;8.00;50 %;-;-;2.00;50 %;-;-;-;-;5.00;60 %;6.00;3.00;1;1.00;-;-;39.00;29.00;74 %;-;-;-;-;0.20;-;-;-;0.59;0.63;-0.04;-;-;16.00;1.00;1.00;6.00;-;-;3.00;1.00;4.00;4.00;-;1.00;-;-;3.00
Павел Шакуро;ФК Волгарь;214;96;ЗЛ;-;-;-;-;-;1.00;2.00;-;-;1.00;-;-;-;-;-;-;68.00;88 %;1.00;100 %;5.00;60 %;15.00;80 %;3.00;33 %;-;-;8.00;100 %;6.00;67 %;8.00;2.00;1.00;2.00;-;3.00;4.00;25 %;2.00;50 %;2.00;0 %;-;-;2.00;0 %;1.00;0 %;2.00;50 %;5.00;4.00;1;1.00;-;-;85.00;73.00;86 %;-;-;-;-;0.10;-;-;-;0.63;0.59;0.04;0.05;0.05;60.00;1.00;3.00;12.00;1.00;-;8.00;4.00;1.00;1.00;-;-;-;-;1.00
Илья Зуев;ФК Волгарь;217;96;З ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;1.00;-;-;-;55.00;87 %;-;-;-;-;12.00;67 %;7.00;43 %;2.00;0 %;8.00;50 %;-;-;5.00;-;-;8.00;-;1.00;18.00;61 %;15.00;73 %;3.00;0 %;10.00;70 %;-;-;-;-;4.00;50 %;7.00;7.00;1;1.00;-;-;88.00;74.00;84 %;-;-;-;-;-;-;-;-;0.63;0.59;0.04;0.05;0.05;48.00;-;-;8.00;3.00;-;4.00;-;11.00;11.00;-;7.00;-;-;2.00
Артём Абрамов;КамАЗ Набережные Челны;227;95;З П;-;-;-;-;-;-;2.00;-;-;-;-;-;-;3.00;1.00;0.10;49.00;84 %;-;-;4.00;50 %;8.00;75 %;4.00;50 %;-;-;6.00;67 %;5.00;60 %;4.00;1.00;-;5.00;1.00;2.00;17.00;47 %;11.00;45 %;6.00;50 %;6.00;33 %;3.00;100 %;2.00;100 %;4.00;25 %;2.00;8.00;1;1.00;-;-;81.00;62.00;77 %;33 %;1.00;1.00;-;-;0.03;-;0.00;1.16;0.39;0.77;-;-;41.00;-;2.00;6.00;2.00;-;4.00;3.00;8.00;5.00;3.00;2.00;3.00;2.00;1.00
Руслан Аюкин;КамАЗ Набережные Челны;199;95;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.01;71.00;75 %;1.00;0 %;7.00;14 %;25.00;84 %;2.00;50 %;-;-;21.00;81 %;9.00;44 %;11.00;4.00;2.00;3.00;-;4.00;10.00;30 %;6.00;50 %;4.00;0 %;4.00;50 %;1.00;0 %;-;-;2.00;50 %;3.00;9.00;1;1.00;-;-;100.00;72.00;72 %;0 %;1.00;-;-;-;0.01;-;0.00;1.16;0.39;0.77;0.03;0.03;53.00;-;1.00;21.00;1.00;-;17.00;4.00;3.00;3.00;-;2.00;-;-;1.00
Максим Бачинский;Ленинградец;170;95;Ф Ц;-;-;-;-;-;-;7.00;1.00;-;-;1.00;-;-;2.00;-;0.07;10.00;70 %;-;-;-;-;2.00;0 %;1.00;0 %;-;-;2.00;50 %;1.00;100 %;12.00;-;-;2.00;-;-;27.00;19 %;6.00;50 %;21.00;10 %;10.00;20 %;1.00;100 %;-;-;1.00;0 %;1.00;2.00;1;1.00;-;-;42.00;15.00;36 %;0 %;1.00;1.00;-;0.02;0.04;-;0.00;0.39;1.16;-0.77;-;-;7.00;-;-;-;-;-;1.00;1.00;5.00;3.00;2.00;2.00;1.00;-;-
Сергей Бородин;Торпедо Москва;188;95;З ЛЦ;-;-;-;-;-;-;-;1.00;2.00;2.00;-;-;-;1.00;-;0.09;61.00;77 %;-;-;-;-;11.00;64 %;8.00;63 %;-;-;9.00;67 %;1.00;0 %;5.00;4.00;1.00;18.00;1.00;2.00;16.00;75 %;15.00;73 %;1.00;100 %;10.00;70 %;-;-;-;-;4.00;75 %;11.00;8.00;1;1.00;-;-;102.00;82.00;80 %;0 %;1.00;-;-;-;0.09;-;0.00;0.83;2.27;-1.44;0.23;0.23;47.00;-;-;7.00;5.00;-;6.00;-;12.00;11.00;1.00;7.00;-;-;3.00
Олег Дмитриев;Родина Москва;183;95;ЗП ПЦ;-;-;-;-;-;-;2.00;-;-;1.00;-;-;-;-;-;-;27.00;78 %;-;-;1.00;100 %;7.00;71 %;-;-;-;-;6.00;100 %;4.00;75 %;4.00;1.00;-;5.00;1.00;3.00;14.00;43 %;11.00;36 %;3.00;67 %;1.00;0 %;1.00;100 %;-;-;3.00;100 %;5.00;6.00;1;1.00;-;-;55.00;41.00;75 %;-;-;-;-;0.17;-;-;-;2.27;0.83;1.44;0.03;0.03;21.00;-;1.00;5.00;-;-;6.00;3.00;6.00;4.00;2.00;-;1.00;-;3.00
Иван Енин;Торпедо Москва;194;95;ЗП Ц;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;2.00;-;0.04;48.00;94 %;-;-;-;-;5.00;60 %;1.00;100 %;-;-;3.00;100 %;-;-;3.00;-;1.00;7.00;2.00;3.00;22.00;41 %;17.00;41 %;5.00;40 %;7.00;43 %;2.00;50 %;1.00;0 %;2.00;50 %;5.00;9.00;1;1.00;-;-;90.00;71.00;79 %;0 %;1.00;1.00;-;-;0.02;-;0.00;0.83;2.27;-1.44;-;-;45.00;-;-;3.00;1.00;-;3.00;-;9.00;7.00;2.00;3.00;1.00;-;1.00
Александр Гаглоев;КамАЗ Набережные Челны;258;95;АП Л;1.00;-;1.00;1.00;100 %;1.00;-;2.00;-;-;1.00;-;2.00;2.00;2.00;0.84;38.00;63 %;1.00;100 %;11.00;18 %;5.00;80 %;3.00;100 %;1.00;100 %;-;-;17.00;71 %;11.00;-;-;-;-;2.00;22.00;50 %;1.00;100 %;21.00;48 %;1.00;0 %;11.00;45 %;10.00;50 %;1.00;100 %;-;3.00;1;1.00;-;-;67.00;42.00;63 %;100 %;-;-;-;0.82;0.42;0.84;1.19;1.16;0.39;0.77;-;-;24.00;1.00;2.00;4.00;3.00;1.00;-;12.00;11.00;1.00;10.00;-;5.00;5.00;1.00
Виталий Горулев;Ленинградец;189;95;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.01;33.00;76 %;-;-;-;-;8.00;63 %;5.00;80 %;-;-;4.00;75 %;5.00;80 %;5.00;1.00;-;2.00;-;1.00;14.00;57 %;6.00;83 %;8.00;38 %;5.00;60 %;1.00;100 %;-;-;2.00;50 %;5.00;8.00;1;1.00;-;-;62.00;47.00;76 %;0 %;-;1.00;-;0.04;0.01;-;0.00;0.39;1.16;-0.77;-;-;25.00;-;-;5.00;4.00;-;3.00;4.00;8.00;5.00;3.00;3.00;1.00;-;1.00
Никита Калугин;Торпедо Москва;190;95;З ПЦ;-;-;-;-;-;-;2.00;2.00;-;1.00;-;-;-;-;-;-;68.00;85 %;-;-;-;-;17.00;71 %;4.00;50 %;-;-;12.00;83 %;3.00;67 %;7.00;-;-;6.00;-;1.00;18.00;44 %;13.00;46 %;5.00;40 %;11.00;55 %;-;-;-;-;3.00;0 %;7.00;8.00;1;1.00;-;-;102.00;82.00;80 %;-;-;-;-;-;-;-;-;0.83;2.27;-1.44;0.03;0.03;58.00;-;-;12.00;2.00;-;10.00;2.00;8.00;6.00;2.00;6.00;-;-;-
Руслан Казаков;Ленинградец;239;95;ЗП ПЦ;-;-;-;-;-;1.00;-;1.00;-;-;1.00;-;-;1.00;-;0.06;34.00;88 %;1.00;0 %;-;-;15.00;73 %;-;-;-;-;7.00;71 %;2.00;0 %;6.00;1.00;-;2.00;2.00;1.00;19.00;63 %;11.00;64 %;8.00;63 %;6.00;50 %;2.00;100 %;1.00;100 %;4.00;100 %;3.00;4.00;1;1.00;-;-;62.00;50.00;81 %;0 %;-;1.00;-;0.03;0.06;-;0.00;0.39;1.16;-0.77;-;-;30.00;-;-;11.00;-;-;5.00;-;12.00;7.00;5.00;3.00;2.00;1.00;4.00
Андрей Хитяев;Ленинградец;206;95;ЗП Л;-;-;-;-;-;-;-;1.00;1.00;1.00;-;-;-;1.00;-;0.01;27.00;78 %;-;-;3.00;0 %;10.00;60 %;1.00;0 %;-;-;2.00;50 %;2.00;0 %;7.00;2.00;-;5.00;2.00;3.00;16.00;69 %;11.00;82 %;5.00;40 %;6.00;100 %;2.00;50 %;2.00;50 %;5.00;60 %;8.00;5.00;1;1.00;-;-;60.00;48.00;80 %;0 %;-;1.00;-;-;0.01;-;0.00;0.39;1.16;-0.77;-;-;21.00;-;-;6.00;-;-;1.00;-;11.00;9.00;2.00;6.00;1.00;1.00;3.00
Александр Клещенко;Родина Москва;226;95;З ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;15.00;73 %;-;-;-;-;2.00;50 %;-;-;-;-;1.00;100 %;-;-;-;-;-;7.00;-;1.00;15.00;87 %;15.00;87 %;-;-;8.00;100 %;-;-;-;-;2.00;100 %;1.00;1.00;1;1.00;-;-;33.00;27.00;82 %;-;-;-;-;-;-;-;-;2.27;0.83;1.44;-;-;11.00;-;-;1.00;-;-;1.00;-;13.00;13.00;-;8.00;-;-;2.00
Кирилл Колесниченко;Ленинградец;226;95;АП ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;2.00;2.00;1.00;0.15;31.00;65 %;1.00;0 %;3.00;33 %;9.00;33 %;2.00;50 %;-;-;5.00;40 %;3.00;33 %;15.00;1.00;1.00;3.00;2.00;4.00;31.00;42 %;8.00;38 %;23.00;43 %;9.00;44 %;9.00;56 %;6.00;33 %;4.00;50 %;4.00;6.00;1;1.00;-;-;80.00;49.00;61 %;50 %;-;1.00;-;-;0.07;-;0.00;0.39;1.16;-0.77;-;-;20.00;-;1.00;3.00;1.00;-;2.00;1.00;13.00;3.00;10.00;4.00;5.00;2.00;2.00
Митджа Кризан;Родина Москва;214;95;З ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;13.00;46 %;-;-;-;-;6.00;33 %;3.00;33 %;-;-;6.00;33 %;-;-;3.00;1.00;-;8.00;-;-;13.00;62 %;12.00;67 %;1.00;0 %;7.00;71 %;-;-;-;-;3.00;33 %;5.00;5.00;1;1.00;-;-;37.00;25.00;68 %;-;-;-;-;-;-;-;-;2.27;0.83;1.44;-;-;6.00;-;-;2.00;1.00;-;2.00;-;8.00;8.00;-;5.00;-;-;1.00
Ираклий Манелов;Торпедо Москва;203;95;П Л;-;-;1.00;-;0 %;-;1.00;2.00;-;-;-;-;-;3.00;-;0.24;53.00;77 %;-;-;1.00;0 %;8.00;63 %;1.00;100 %;-;-;6.00;83 %;1.00;0 %;10.00;4.00;1.00;6.00;-;2.00;14.00;64 %;8.00;63 %;6.00;67 %;2.00;50 %;1.00;100 %;1.00;100 %;2.00;50 %;6.00;8.00;1;1.00;-;-;88.00;67.00;76 %;0 %;2.00;1.00;-;0.08;0.08;-;0.00;0.83;2.27;-1.44;-;-;41.00;-;-;5.00;1.00;-;5.00;-;9.00;5.00;4.00;1.00;1.00;1.00;1.00
Владислав Микушин;Ленинградец;202;95;З Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;26.00;85 %;-;-;-;-;6.00;67 %;3.00;33 %;-;-;4.00;50 %;-;-;2.00;-;-;11.00;1.00;2.00;17.00;59 %;15.00;60 %;2.00;50 %;8.00;63 %;2.00;50 %;1.00;0 %;3.00;67 %;9.00;6.00;1;1.00;-;-;60.00;49.00;82 %;-;-;-;-;-;-;-;-;0.39;1.16;-0.77;-;-;22.00;-;-;4.00;1.00;-;2.00;-;10.00;9.00;1.00;5.00;1.00;-;2.00
Уэсли Ната Вачхолз;Родина Москва;210;95;ЗП ЛЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;-;-;-;23.00;74 %;-;-;-;-;4.00;25 %;1.00;100 %;-;-;2.00;50 %;-;-;4.00;2.00;1.00;6.00;2.00;-;10.00;70 %;8.00;75 %;2.00;50 %;3.00;67 %;-;-;-;-;3.00;100 %;2.00;8.00;1;1.00;-;-;44.00;34.00;77 %;-;-;-;-;-;-;-;-;2.27;0.83;1.44;-;-;17.00;-;-;1.00;1.00;-;1.00;-;7.00;6.00;1.00;2.00;-;-;3.00
Сергей Николаев;Ленинградец;205;95;ЗП П;-;-;-;-;-;1.00;-;-;-;1.00;1.00;-;-;1.00;-;0.02;41.00;73 %;1.00;100 %;4.00;50 %;8.00;63 %;4.00;50 %;1.00;100 %;8.00;75 %;8.00;63 %;6.00;2.00;2.00;7.00;1.00;1.00;16.00;56 %;13.00;62 %;3.00;33 %;1.00;100 %;2.00;0 %;1.00;0 %;8.00;63 %;8.00;10.00;1;1.00;-;-;80.00;59.00;74 %;0 %;1.00;-;-;0.19;0.02;-;0.00;0.39;1.16;-0.77;-;-;30.00;1.00;2.00;5.00;2.00;1.00;6.00;5.00;9.00;8.00;1.00;1.00;-;-;5.00
Валентин Пальцев;КамАЗ Набережные Челны;236;95;З ПЦ;-;-;1.00;-;0 %;-;-;7.00;-;1.00;-;-;-;2.00;-;0.28;60.00;87 %;-;-;-;-;15.00;80 %;5.00;100 %;1.00;100 %;7.00;100 %;-;-;5.00;2.00;-;10.00;-;6.00;19.00;89 %;14.00;100 %;5.00;60 %;5.00;80 %;2.00;100 %;1.00;100 %;2.00;100 %;10.00;11.00;1;1.00;-;-;109.00;97.00;89 %;0 %;1.00;1.00;-;-;0.14;-;0.00;1.16;0.39;0.77;0.10;0.05;52.00;-;-;12.00;5.00;1.00;7.00;-;17.00;14.00;3.00;4.00;2.00;1.00;2.00
Савелий Ратников;КамАЗ Набережные Челны;192;95;З ЛЦ;-;-;-;-;-;-;2.00;-;1.00;1.00;-;-;-;1.00;-;0.01;38.00;95 %;-;-;-;-;4.00;75 %;1.00;100 %;-;-;2.00;50 %;-;-;1.00;-;-;11.00;-;2.00;16.00;69 %;13.00;62 %;3.00;100 %;7.00;57 %;1.00;100 %;-;-;3.00;67 %;6.00;3.00;1;1.00;-;-;66.00;58.00;88 %;0 %;1.00;-;-;-;0.01;-;0.00;1.16;0.39;0.77;0.01;0.01;36.00;-;-;3.00;1.00;-;1.00;-;11.00;8.00;3.00;4.00;1.00;-;2.00
Артемий Укомский;КамАЗ Набережные Челны;164;95;Ф Ц;-;-;-;-;-;-;-;1.00;-;-;-;-;1.00;2.00;-;0.45;17.00;59 %;-;-;-;-;5.00;0 %;-;-;-;-;4.00;25 %;-;-;15.00;1.00;2.00;-;-;-;23.00;43 %;1.00;100 %;22.00;41 %;11.00;36 %;3.00;33 %;1.00;100 %;-;-;1.00;-;1;1.00;-;-;45.00;21.00;47 %;0 %;1.00;1.00;-;-;0.23;-;0.00;1.16;0.39;0.77;-;-;10.00;-;-;-;-;-;1.00;-;10.00;1.00;9.00;4.00;1.00;1.00;-
Жозе Ерды Рейна Санчез;Торпедо Москва;233;95;Ф ЛЦ;-;-;-;-;-;2.00;2.00;3.00;-;-;1.00;-;-;4.00;1.00;0.12;48.00;83 %;3.00;67 %;3.00;33 %;7.00;86 %;4.00;50 %;1.00;0 %;4.00;75 %;9.00;67 %;12.00;-;3.00;-;-;3.00;16.00;38 %;-;-;16.00;38 %;1.00;0 %;8.00;63 %;6.00;50 %;-;-;1.00;5.00;1;1.00;-;-;80.00;56.00;70 %;25 %;2.00;1.00;-;0.67;0.03;-;0.00;0.83;2.27;-1.44;-;-;40.00;2.00;1.00;6.00;2.00;-;3.00;6.00;6.00;-;6.00;-;5.00;3.00;-
Артём Воропаев;Родина Москва;224;95;ЗЛ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;39.00;74 %;-;-;2.00;50 %;9.00;44 %;3.00;0 %;1.00;0 %;6.00;50 %;4.00;50 %;8.00;2.00;1.00;4.00;1.00;2.00;8.00;75 %;7.00;71 %;1.00;100 %;-;-;1.00;100 %;1.00;100 %;3.00;67 %;5.00;6.00;1;1.00;-;-;62.00;49.00;79 %;-;-;-;-;0.21;-;-;-;2.27;0.83;1.44;-;-;29.00;-;1.00;4.00;-;-;3.00;2.00;6.00;5.00;1.00;-;1.00;1.00;2.00
Георгий Юдинцев;Родина Москва;209;95;З П;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;-;1.00;-;0.04;40.00;70 %;-;-;1.00;0 %;9.00;56 %;6.00;50 %;1.00;0 %;7.00;57 %;3.00;100 %;5.00;1.00;-;5.00;1.00;-;9.00;44 %;5.00;60 %;4.00;25 %;2.00;50 %;1.00;100 %;1.00;100 %;1.00;100 %;4.00;9.00;1;1.00;-;-;63.00;45.00;71 %;0 %;1.00;-;-;0.04;0.04;-;0.00;2.27;0.83;1.44;-;-;28.00;-;-;5.00;3.00;-;4.00;3.00;4.00;3.00;1.00;1.00;1.00;1.00;1.00
Неманья Анджелкович;ФК Акрон Тольятти;240;94;З ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80.00;95 %;-;-;-;-;14.00;79 %;-;-;-;-;3.00;33 %;-;-;1.00;-;-;15.00;2.00;4.00;16.00;81 %;15.00;80 %;1.00;100 %;10.00;70 %;-;-;-;-;3.00;100 %;3.00;10.00;1;1.00;-;-;115.00;108.00;94 %;-;-;-;-;-;-;-;-;2.11;0.47;1.64;0.05;0.05;76.00;-;-;11.00;-;-;1.00;-;13.00;12.00;1.00;7.00;-;-;3.00
Егор Данилкин;ФК Акрон Тольятти;236;94;З ЛЦ;-;-;-;-;-;1.00;-;-;-;2.00;-;-;-;-;-;-;89.00;93 %;1.00;100 %;-;-;20.00;80 %;2.00;50 %;-;-;7.00;86 %;2.00;50 %;4.00;3.00;-;6.00;1.00;2.00;13.00;77 %;10.00;80 %;3.00;67 %;9.00;78 %;2.00;50 %;1.00;100 %;-;-;5.00;7.00;1;1.00;-;-;117.00;108.00;92 %;-;-;-;-;0.15;-;-;-;2.11;0.47;1.64;0.18;0.09;83.00;1.00;-;16.00;1.00;-;6.00;1.00;10.00;8.00;2.00;7.00;1.00;1.00;-
Денис Фомин;Черноморец;183;94;З ПЦ;-;-;-;-;-;-;1.00;-;-;3.00;1.00;-;-;-;-;-;37.00;78 %;-;-;-;-;13.00;69 %;5.00;40 %;3.00;33 %;6.00;67 %;-;-;4.00;1.00;-;4.00;-;-;13.00;62 %;11.00;55 %;2.00;100 %;4.00;50 %;2.00;100 %;-;-;3.00;100 %;14.00;8.00;1;1.00;-;-;73.00;60.00;82 %;-;-;-;-;-;-;-;-;0.47;2.11;-1.64;0.77;0.10;29.00;-;-;9.00;2.00;1.00;4.00;-;8.00;6.00;2.00;2.00;2.00;-;3.00
Виктор Гараев;Черноморец;188;94;ЗП П;-;-;-;-;-;-;1.00;1.00;-;2.00;-;-;-;-;-;-;41.00;88 %;-;-;1.00;0 %;4.00;75 %;3.00;67 %;1.00;0 %;2.00;100 %;-;-;4.00;2.00;-;4.00;2.00;3.00;9.00;56 %;4.00;50 %;5.00;60 %;3.00;33 %;-;-;-;-;2.00;50 %;2.00;7.00;1;1.00;-;-;62.00;53.00;85 %;-;-;-;-;0.02;-;-;-;0.47;2.11;-1.64;0.11;0.11;36.00;-;-;3.00;2.00;-;2.00;-;5.00;2.00;3.00;1.00;-;-;1.00
Алексей Гречкин;Черноморец;201;94;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37.00;95 %;-;-;-;-;4.00;75 %;-;-;-;-;2.00;100 %;1.00;100 %;1.00;1.00;-;8.00;1.00;-;2.00;50 %;2.00;50 %;-;-;1.00;100 %;-;-;-;-;-;-;3.00;8.00;1;1.00;-;-;52.00;49.00;94 %;-;-;-;-;-;-;-;-;0.47;2.11;-1.64;0.04;0.04;35.00;-;-;3.00;-;-;2.00;1.00;1.00;1.00;-;1.00;-;-;-
Давид Хубаев;ФК Акрон Тольятти;222;94;АП Ц;-;-;-;-;-;1.00;2.00;3.00;-;-;-;-;-;2.00;1.00;0.05;41.00;83 %;2.00;50 %;2.00;0 %;17.00;76 %;5.00;100 %;-;-;7.00;71 %;3.00;33 %;9.00;1.00;3.00;2.00;1.00;5.00;13.00;31 %;9.00;44 %;4.00;0 %;1.00;0 %;1.00;0 %;1.00;0 %;5.00;60 %;3.00;4.00;1;1.00;-;-;71.00;51.00;72 %;50 %;1.00;-;-;0.04;0.03;-;0.00;2.11;0.47;1.64;-;-;34.00;1.00;-;13.00;5.00;-;5.00;1.00;4.00;4.00;-;-;-;-;3.00
Вадим Конюхов;ФК Акрон Тольятти;243;94;ЗЛ;-;-;-;-;-;1.00;-;1.00;-;1.00;-;-;-;1.00;-;0.03;79.00;78 %;2.00;50 %;11.00;27 %;19.00;53 %;4.00;50 %;-;-;10.00;60 %;12.00;33 %;9.00;1.00;2.00;2.00;1.00;7.00;10.00;50 %;5.00;40 %;5.00;60 %;3.00;33 %;3.00;67 %;3.00;67 %;-;-;5.00;9.00;1;1.00;-;-;113.00;88.00;78 %;0 %;1.00;-;-;0.14;0.03;-;0.00;2.11;0.47;1.64;0.10;0.10;62.00;1.00;3.00;10.00;2.00;-;6.00;4.00;5.00;2.00;3.00;1.00;2.00;2.00;-
Дмитрий Коробов;Черноморец;231;94;ЗП Ц;-;-;-;-;-;-;1.00;5.00;-;-;-;-;-;1.00;-;0.02;41.00;95 %;-;-;-;-;7.00;71 %;1.00;0 %;1.00;0 %;7.00;86 %;1.00;0 %;2.00;-;2.00;2.00;-;4.00;8.00;88 %;3.00;67 %;5.00;100 %;2.00;100 %;2.00;100 %;-;-;3.00;67 %;3.00;4.00;1;1.00;-;-;63.00;57.00;90 %;0 %;-;1.00;-;0.18;0.02;-;0.00;0.47;2.11;-1.64;-;-;39.00;-;-;5.00;-;-;6.00;-;7.00;2.00;5.00;2.00;2.00;-;2.00
Иван Маклаков;Черноморец;208;94;ЗП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.06;28.00;89 %;-;-;2.00;50 %;2.00;100 %;-;-;-;-;-;-;2.00;50 %;3.00;-;-;4.00;2.00;-;7.00;43 %;3.00;67 %;4.00;25 %;2.00;0 %;-;-;-;-;2.00;100 %;3.00;3.00;1;1.00;-;-;42.00;34.00;81 %;0 %;-;1.00;-;0.10;0.06;-;0.00;0.47;2.11;-1.64;-;-;25.00;-;1.00;2.00;-;-;-;1.00;3.00;2.00;1.00;-;-;-;2.00
Константин Савичев;ФК Акрон Тольятти;248;94;З П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;106.00;87 %;1.00;0 %;11.00;9 %;27.00;78 %;1.00;100 %;-;-;12.00;75 %;12.00;25 %;6.00;2.00;1.00;5.00;-;4.00;6.00;83 %;5.00;80 %;1.00;100 %;1.00;100 %;-;-;-;-;1.00;100 %;2.00;10.00;1;1.00;-;-;130.00;114.00;88 %;-;-;-;-;0.38;-;-;-;2.11;0.47;1.64;-;-;92.00;-;1.00;21.00;1.00;-;9.00;3.00;5.00;4.00;1.00;1.00;-;-;1.00
Василий Алейников;Шинник;214;93;ЗП ЛЦ;-;-;-;-;-;-;2.00;1.00;-;-;1.00;-;-;-;-;-;41.00;71 %;-;-;-;-;11.00;64 %;1.00;100 %;-;-;3.00;33 %;2.00;50 %;6.00;2.00;1.00;10.00;1.00;6.00;15.00;93 %;11.00;91 %;4.00;100 %;7.00;86 %;-;-;-;-;4.00;100 %;5.00;13.00;1;1.00;-;-;82.00;68.00;83 %;-;-;-;-;-;-;-;-;0.98;1.45;-0.47;0.14;0.05;29.00;-;-;7.00;1.00;-;1.00;1.00;14.00;10.00;4.00;6.00;-;-;4.00
Алексей Бердников;Нефтехимик Нижнекамск;217;93;З П;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;61.00;77 %;-;-;5.00;60 %;15.00;87 %;4.00;100 %;-;-;11.00;82 %;6.00;83 %;5.00;-;1.00;6.00;1.00;4.00;16.00;56 %;12.00;58 %;4.00;50 %;5.00;60 %;2.00;100 %;1.00;100 %;4.00;75 %;5.00;15.00;1;1.00;-;-;102.00;80.00;78 %;-;-;-;-;0.14;-;-;-;1.45;0.98;0.47;0.12;0.12;47.00;-;3.00;13.00;4.00;-;9.00;5.00;9.00;7.00;2.00;3.00;2.00;1.00;3.00
Роман Денисов;Нефтехимик Нижнекамск;209;93;ЗП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;1.00;-;-;-;-;-;-;31.00;84 %;-;-;-;-;6.00;83 %;-;-;-;-;6.00;83 %;-;-;2.00;1.00;-;3.00;-;3.00;17.00;82 %;12.00;75 %;5.00;100 %;7.00;86 %;-;-;-;-;5.00;80 %;3.00;6.00;1;1.00;-;-;60.00;52.00;87 %;-;-;-;-;-;-;-;-;1.45;0.98;0.47;0.02;0.02;26.00;-;-;5.00;-;-;5.00;-;14.00;9.00;5.00;6.00;-;-;4.00
Никита Котин;Шинник;194;93;З ЛЦ;-;-;-;-;-;-;1.00;1.00;-;2.00;-;-;-;-;-;-;23.00;70 %;-;-;-;-;5.00;60 %;1.00;0 %;-;-;-;-;-;-;2.00;1.00;-;8.00;-;-;16.00;69 %;15.00;73 %;1.00;0 %;12.00;67 %;-;-;-;-;1.00;100 %;16.00;5.00;1;1.00;-;-;61.00;49.00;80 %;-;-;-;-;-;-;-;-;0.98;1.45;-0.47;0.90;0.30;16.00;-;-;3.00;-;-;-;-;11.00;11.00;-;8.00;-;-;1.00
